,practice,year,items,low_med_dose_items,proportion_lm_dose
1415,C85010,2018,34615,16613,0.4799364437382638
1416,C85013,2018,28203,11345,0.40226217069106124
1417,C85014,2018,24799,9675,0.390136699060446
1418,C85016,2018,26191,14142,0.5399564735978007
1419,C85017,2018,29619,12872,0.4345859076943854
1420,C85018,2018,16838,6494,0.3856752583442214
1421,C85019,2018,9436,5405,0.5728062738448495
1422,C85020,2018,29618,13918,0.46991694239989196
1423,C85022,2018,24830,14781,0.5952879581151832
1424,C85023,2018,22557,10117,0.44850822361129583
1425,C85024,2018,5739,3601,0.6274612301794738
1426,C85026,2018,8613,5097,0.5917798676419366
1427,C85028,2018,8787,5317,0.6050984408785706
1428,C85030,2018,20007,8817,0.4406957564852302
1429,C85033,2018,15676,8742,0.557667772390916
1430,C85614,2018,4889,2818,0.5763959910002046
1431,C85619,2018,12069,4483,0.371447510149971
1432,C85622,2018,4452,1866,0.4191374663072776
1433,C85623,2018,6828,2227,0.3261570005858231
1434,C85628,2018,2734,1253,0.458302852962692
1435,C86001,2018,25701,11090,0.4315007198163496
1436,C86002,2018,12604,6621,0.5253094255791813
1437,C86003,2018,21728,9854,0.4535162002945508
1438,C86005,2018,15681,8475,0.5404629806772527
1439,C86006,2018,17476,9204,0.526665140764477
1440,C86007,2018,24012,13981,0.5822505413959687
1441,C86009,2018,16655,7482,0.44923446412488743
1442,C86011,2018,20318,8438,0.41529678117924995
1443,C86012,2018,7922,3559,0.44925523857611716
1444,C86013,2018,17040,10332,0.606338028169014
1445,C86014,2018,4387,2400,0.5470708912696604
1446,C86015,2018,17257,10708,0.6205018253462363
1447,C86016,2018,14075,6452,0.45840142095914743
1448,C86017,2018,15788,7079,0.4483785153280973
1449,C86018,2018,15044,7872,0.5232650890720553
1450,C86019,2018,23847,10488,0.4398037488992326
1451,C86020,2018,17249,8133,0.47150559452721896
1452,C86021,2018,14748,6759,0.45829943043124494
1453,C86022,2018,16436,7457,0.45369919688488686
1454,C86023,2018,10457,4801,0.45911829396576453
1455,C86024,2018,14324,9008,0.6288746160290422
1456,C86025,2018,10454,4899,0.46862444997130287
1457,C86026,2018,9969,5926,0.5944427725950446
1458,C86029,2018,17524,6189,0.3531727916000913
1459,C86030,2018,807,433,0.5365551425030979
1460,C86032,2018,9215,4986,0.5410743353228432
1461,C86033,2018,6495,2309,0.355504234026174
1462,C86034,2018,13758,6560,0.4768134903328972
1463,C86037,2018,17557,7866,0.4480264282052743
1464,C86038,2018,13332,6166,0.4624962496249625
1465,C86039,2018,5772,2429,0.42082467082467084
1466,C86605,2018,8604,3905,0.453858670385867
1467,C86606,2018,5804,511,0.08804272915230875
1468,C86609,2018,10248,5256,0.5128805620608899
1469,C86611,2018,8593,4788,0.5571977190736647
1470,C86613,2018,7078,3213,0.453941791466516
1471,C86614,2018,16227,8879,0.5471744623158933
1472,C86616,2018,6932,547,0.07890940565493364
1473,C86621,2018,9096,4612,0.5070360598065083
1474,C86623,2018,2032,542,0.26673228346456695
1475,C86625,2018,1913,1192,0.6231050705697857
1476,C86626,2018,2225,1322,0.5941573033707865
1477,C87002,2018,43331,20457,0.47211003669428353
1478,C87003,2018,19022,8081,0.4248238881295342
1479,C87004,2018,18032,8816,0.4889086069210293
1480,C87005,2018,25925,10286,0.3967598842815815
1481,C87006,2018,32385,12053,0.3721784776902887
1482,C87007,2018,25216,9770,0.38745241116751267
1483,C87008,2018,24968,10075,0.40351650112143544
1484,C87009,2018,17128,8514,0.49708080336291455
1485,C87010,2018,8831,3242,0.3671158419205073
1486,C87012,2018,18181,7575,0.4166437489687036
1487,C87013,2018,16553,7346,0.44378662478100644
1488,C87014,2018,8644,4497,0.5202452568255437
1489,C87015,2018,14634,7152,0.4887248872488725
1490,C87016,2018,20274,10816,0.5334911709578771
1491,C87017,2018,23555,10960,0.46529399278284866
1492,C87018,2018,16873,10156,0.601908374325846
1493,C87020,2018,12047,4399,0.365153150161866
1494,C87022,2018,13872,5311,0.38285755478662054
1495,C87023,2018,1844,791,0.4289587852494577
1496,C87024,2018,7036,3235,0.45977828311540647
1497,C87029,2018,14643,7645,0.522092467390562
1498,C87030,2018,17696,7533,0.4256894213381555
1499,C87031,2018,7981,4376,0.5483022177671971
1500,C87603,2018,7952,3412,0.4290744466800805
1501,C87604,2018,9564,3260,0.34086156419907987
1502,C87606,2018,2520,1085,0.4305555555555556
1503,C87608,2018,4856,1995,0.410831960461285
1504,C87616,2018,9662,5460,0.565100393293314
1505,C87620,2018,9650,5382,0.557720207253886
1506,C87621,2018,4145,1762,0.42509047044632087
1507,C87622,2018,10644,4299,0.4038895152198422
1508,C88005,2018,11281,5429,0.48125166208669445
1509,C88006,2018,9374,4944,0.5274162577341583
1510,C88007,2018,8111,3172,0.3910738503267168
1511,C88008,2018,9997,5191,0.5192557767330199
1512,C88009,2018,13416,6208,0.4627310673822302
1513,C88010,2018,32810,15385,0.4689119170984456
1514,C88011,2018,8047,4025,0.5001864048713807
1515,C88014,2018,17989,8006,0.4450497526266051
1516,C88015,2018,22506,12859,0.5713587487781037
1517,C88016,2018,19999,9107,0.4553727686384319
1518,C88018,2018,13900,8432,0.6066187050359713
1519,C88019,2018,13441,6827,0.507923517595417
1520,C88020,2018,10799,5201,0.48161866839522177
1521,C88021,2018,13819,6708,0.4854186265286924
1522,C88022,2018,6957,3234,0.46485554118154376
1523,C88023,2018,17192,7557,0.4395649139134481
1524,C88024,2018,12719,6397,0.5029483449956758
1525,C88025,2018,15079,8261,0.5478480005305392
1526,C88026,2018,23212,12679,0.5462260899534723
1527,C88027,2018,6567,2631,0.40063956144358154
1528,C88028,2018,8445,4454,0.5274126702190646
1529,C88030,2018,8653,5375,0.6211718479140182
1530,C88031,2018,15559,8689,0.5584549135548557
1531,C88032,2018,10784,5517,0.5115912462908012
1532,C88033,2018,9115,4052,0.44454196379594074
1533,C88034,2018,14850,7263,0.4890909090909091
1534,C88035,2018,11646,4634,0.3979048600377812
1535,C88036,2018,16187,8821,0.544943473157472
1536,C88037,2018,25087,14355,0.5722087136764061
1537,C88038,2018,15084,7467,0.4950278440731901
1538,C88039,2018,17217,9031,0.5245396991345763
1539,C88040,2018,9546,4558,0.4774774774774775
1540,C88041,2018,20019,10229,0.5109645836455368
1541,C88042,2018,5329,3453,0.647963970726215
1542,C88043,2018,14535,7568,0.5206742346061232
1543,C88044,2018,4389,1368,0.3116883116883117
1544,C88045,2018,13857,7189,0.5187991628779678
1545,C88046,2018,4339,2305,0.5312283936390874
1546,C88047,2018,14624,6668,0.4559628008752735
1547,C88048,2018,11665,4415,0.37848264037719676
1548,C88049,2018,9446,4628,0.489942832945162
1549,C88050,2018,8896,4840,0.5440647482014388
1550,C88051,2018,5559,2324,0.4180608023025724
1551,C88052,2018,8422,4025,0.47791498456423653
1552,C88053,2018,6649,2538,0.3817115355692585
1553,C88054,2018,7945,4809,0.6052863436123348
1554,C88057,2018,1348,603,0.4473293768545994
1555,C88059,2018,5572,2457,0.44095477386934673
1556,C88060,2018,8084,3538,0.4376546264225631
1557,C88062,2018,4316,1435,0.332483781278962
1558,C88068,2018,4078,2003,0.4911721432074546
1559,C88069,2018,23364,12500,0.5350111282314672
1560,C88070,2018,10825,5850,0.5404157043879908
1561,C88072,2018,30566,19926,0.6519008048158084
1562,C88073,2018,7019,3508,0.49978629434392363
1563,C88074,2018,10425,6443,0.6180335731414868
1564,C88076,2018,7542,3121,0.4138159639352957
1565,C88077,2018,4907,2089,0.42571836152435294
1566,C88078,2018,12994,4807,0.36993997229490533
1567,C88079,2018,7466,4161,0.5573265470131261
1568,C88082,2018,2192,1520,0.6934306569343066
1569,C88083,2018,4874,2569,0.5270824784571194
1570,C88084,2018,7893,3731,0.4726973267452173
1571,C88085,2018,14502,7461,0.514480761274307
1572,C88086,2018,6931,3481,0.5022363295339778
1573,C88087,2018,18363,5882,0.3203180308228503
1574,C88088,2018,8175,3721,0.4551681957186544
1575,C88090,2018,11997,6636,0.5531382845711428
1576,C88091,2018,3190,2037,0.6385579937304076
1577,C88092,2018,17797,8664,0.4868236219587571
1578,C88095,2018,8241,4298,0.5215386482223031
1579,C88096,2018,12663,5926,0.4679775724551844
1580,C88622,2018,3938,1739,0.44159471813103096
1581,C88627,2018,168,73,0.43452380952380953
1582,C88631,2018,2846,1467,0.5154602951510893
1583,C88643,2018,4955,3232,0.6522704339051463
1584,C88647,2018,9195,4729,0.5143012506797172
1585,C88648,2018,9656,4400,0.45567522783761394
1586,C88652,2018,2542,1604,0.6309992132179386
1587,C88655,2018,1966,837,0.42573753814852494
1588,C88656,2018,7332,3251,0.4433987997817785
1589,D81001,2018,4290,1946,0.4536130536130536
1590,D81002,2018,13269,2006,0.15117944080186901
1591,D81003,2018,8726,5045,0.5781572312628925
1592,D81004,2018,15107,8717,0.5770172767591183
1593,D81005,2018,3504,1813,0.5174086757990868
1594,D81007,2018,8902,5223,0.586722084924736
1595,D81008,2018,32060,18294,0.570617592014972
1596,D81009,2018,6739,4183,0.6207152396497997
1597,D81010,2018,20652,12720,0.6159209761766414
1598,D81011,2018,20522,10562,0.5146671864340707
1599,D81012,2018,10822,4982,0.4603585289225651
1600,D81013,2018,5066,1735,0.34247927358863006
1601,D81014,2018,26830,11289,0.42076034289973907
1602,D81015,2018,9997,6135,0.6136841052315695
1603,D81016,2018,9855,5405,0.5484525621511923
1604,D81017,2018,5629,2908,0.5166104103748446
1605,D81018,2018,10398,4775,0.45922292748605503
1606,D81019,2018,4185,2032,0.4855436081242533
1607,D81020,2018,10490,5614,0.5351763584366063
1608,D81021,2018,18239,7183,0.3938264159219255
1609,D81022,2018,31140,15764,0.5062299293513166
1610,D81023,2018,16357,7860,0.4805282142202115
1611,D81024,2018,10783,5166,0.4790874524714829
1612,D81025,2018,12239,6150,0.502492033662881
1613,D81026,2018,33142,16815,0.5073622593687768
1614,D81027,2018,8409,4365,0.5190866928291117
1615,D81028,2018,9414,4675,0.4966008073082643
1616,D81029,2018,15101,7364,0.4876498245149328
1617,D81030,2018,16892,9977,0.5906346199384324
1618,D81031,2018,17550,8467,0.48245014245014245
1619,D81032,2018,16385,9701,0.592065913945682
1620,D81033,2018,6499,2435,0.37467302661947993
1621,D81034,2018,27566,13141,0.47671044039759125
1622,D81035,2018,11468,5184,0.45204046041158
1623,D81036,2018,9507,4034,0.4243189228989166
1624,D81037,2018,2661,1008,0.3788049605411499
1625,D81038,2018,9986,4542,0.4548367714800721
1626,D81039,2018,6698,3888,0.5804717826216781
1627,D81040,2018,4585,3197,0.6972737186477644
1628,D81041,2018,6226,2813,0.451814969482814
1629,D81042,2018,8031,4670,0.5814967002863902
1630,D81043,2018,50092,27708,0.5531422183182944
1631,D81044,2018,11516,4064,0.35290031260854465
1632,D81045,2018,10755,5751,0.5347280334728034
1633,D81046,2018,21591,11212,0.5192904450928628
1634,D81047,2018,13480,6807,0.5049703264094956
1635,D81049,2018,13330,6583,0.4938484621155289
1636,D81050,2018,15473,7836,0.5064305564531765
1637,D81051,2018,10395,5210,0.5012025012025012
1638,D81052,2018,11130,5931,0.5328840970350405
1639,D81053,2018,15454,7906,0.5115827617445322
1640,D81054,2018,5100,2968,0.5819607843137254
1641,D81055,2018,9792,5737,0.5858864379084967
1642,D81056,2018,3563,1971,0.55318551782206
1643,D81057,2018,17302,10192,0.5890648479944515
1644,D81058,2018,9686,5823,0.6011769564319637
1645,D81059,2018,13610,7351,0.5401175606171933
1646,D81060,2018,9654,4731,0.4900559353635799
1647,D81061,2018,18534,8634,0.465846552282292
1648,D81062,2018,9161,5682,0.6202379652876323
1649,D81063,2018,7442,3629,0.4876377317925289
1650,D81064,2018,8435,4093,0.4852400711321873
1651,D81065,2018,4773,2068,0.4332704797821077
1652,D81066,2018,6043,2846,0.4709581333774615
1653,D81070,2018,4503,1412,0.31356873195647345
1654,D81073,2018,4999,2395,0.47909581916383276
1655,D81074,2018,3475,2303,0.6627338129496403
1656,D81078,2018,4692,1336,0.2847399829497016
1657,D81081,2018,3719,2476,0.6657703683785964
1658,D81082,2018,5086,3371,0.662799842705466
1659,D81084,2018,6926,4186,0.6043892578688997
1660,D81085,2018,8299,4498,0.5419930112061694
1661,D81086,2018,7577,3305,0.43618846509172493
1662,D81087,2018,1830,1194,0.6524590163934426
1663,D81602,2018,3175,1693,0.5332283464566929
1664,D81603,2018,12249,8000,0.653114539962446
1665,D81605,2018,2234,1525,0.6826320501342883
1666,D81606,2018,5530,3156,0.5707052441229656
1667,D81607,2018,3792,1862,0.49103375527426163
1668,D81611,2018,17723,10930,0.6167127461490718
1669,D81612,2018,6119,3279,0.5358718744892956
1670,D81615,2018,6022,3537,0.587346396545998
1671,D81616,2018,2332,851,0.3649228130360206
1672,D81618,2018,5368,2246,0.4184053651266766
1673,D81619,2018,4315,2169,0.5026651216685979
1674,D81622,2018,12578,5804,0.4614406105899189
1675,D81623,2018,5349,2329,0.4354084875677697
1676,D81624,2018,4791,2255,0.47067418075558337
1677,D81625,2018,18655,4278,0.22932189761458055
1678,D81629,2018,6756,2342,0.3466548253404381
1679,D81630,2018,4998,1599,0.3199279711884754
1680,D81631,2018,7193,2626,0.36507715834839427
1681,D81633,2018,9395,4969,0.5288983501862693
1682,D81637,2018,4039,1864,0.4615003713790542
1683,D81645,2018,2538,1352,0.5327029156816391
1684,D82001,2018,25168,16307,0.647925937698665
1685,D82002,2018,19778,9804,0.4957022954798261
1686,D82003,2018,22467,15513,0.6904793697422887
1687,D82004,2018,23829,17221,0.7226908388937849
1688,D82005,2018,22058,13924,0.6312448998095929
1689,D82006,2018,14014,7893,0.5632224917939204
1690,D82007,2018,29045,14735,0.5073162334308832
1691,D82008,2018,13517,7866,0.5819338610638455
1692,D82009,2018,17667,9422,0.5333106922510896
1693,D82010,2018,11035,5925,0.536927956502039
1694,D82011,2018,17389,11307,0.6502386566220024
1695,D82012,2018,13664,8456,0.6188524590163934
1696,D82013,2018,5317,4246,0.7985706225315027
1697,D82015,2018,19446,11441,0.5883472179368507
1698,D82016,2018,15715,10611,0.6752147629653198
1699,D82017,2018,10504,6820,0.6492764661081493
1700,D82018,2018,7750,4765,0.6148387096774194
1701,D82019,2018,20443,12080,0.5909113143863425
1702,D82020,2018,14056,7351,0.5229795105293114
1703,D82022,2018,12257,5907,0.48192869380762016
1704,D82023,2018,13659,8770,0.6420675012812065
1705,D82024,2018,9331,5999,0.6429107276819205
1706,D82025,2018,19673,11657,0.5925379962384995
1707,D82026,2018,8175,5067,0.6198165137614678
1708,D82027,2018,18877,11224,0.5945860041320125
1709,D82028,2018,13598,9781,0.7192969554346227
1710,D82029,2018,29374,19454,0.662286375706407
1711,D82030,2018,15666,11351,0.724562747350951
1712,D82031,2018,12670,8667,0.6840568271507498
1713,D82032,2018,16189,9993,0.6172709864722961
1714,D82034,2018,30070,20073,0.6675424010641836
1715,D82035,2018,22351,12470,0.5579168717283343
1716,D82036,2018,15889,9850,0.6199257347850714
1717,D82037,2018,15816,10083,0.6375189681335357
1718,D82038,2018,5084,2421,0.4761998426435877
1719,D82039,2018,16920,7800,0.46099290780141844
1720,D82040,2018,14995,9424,0.6284761587195732
1721,D82041,2018,11498,6749,0.5869716472429988
1722,D82042,2018,13492,8134,0.6028757782389564
1723,D82043,2018,11525,7114,0.6172668112798264
1724,D82044,2018,74964,38844,0.5181687209860734
1725,D82045,2018,20546,12760,0.6210454589701159
1726,D82046,2018,11544,6116,0.5297990297990298
1727,D82047,2018,8297,5155,0.6213089068337954
1728,D82048,2018,14553,9919,0.6815776815776816
1729,D82049,2018,12796,10714,0.8372929040325101
1730,D82050,2018,13355,8087,0.6055409958816923
1731,D82051,2018,23312,14737,0.6321636925188744
1732,D82053,2018,12463,8176,0.6560218246008184
1733,D82054,2018,28401,14449,0.5087496919122566
1734,D82056,2018,23839,5294,0.22207307353496372
1735,D82057,2018,15032,9287,0.6178153273017563
1736,D82058,2018,32834,20161,0.6140281415605775
1737,D82059,2018,22786,16131,0.7079346967436145
1738,D82060,2018,6233,3607,0.5786940478100433
1739,D82062,2018,16688,11930,0.7148849472674976
1740,D82063,2018,18552,13136,0.7080638206123329
1741,D82064,2018,25867,17650,0.6823365678277342
1742,D82065,2018,17647,10984,0.6224287414291381
1743,D82066,2018,14772,8394,0.5682372055239643
1744,D82067,2018,12974,7603,0.5860181902266071
1745,D82068,2018,13231,8473,0.6403899931977931
1746,D82069,2018,4591,2875,0.6262252232629056
1747,D82070,2018,10104,5838,0.577790973871734
1748,D82071,2018,25382,15842,0.6241430935308486
1749,D82072,2018,8321,5145,0.6183151063574089
1750,D82073,2018,8310,4465,0.5373044524669074
1751,D82076,2018,7059,4545,0.6438589035274118
1752,D82078,2018,12468,7474,0.5994546037856914
1753,D82079,2018,11897,6719,0.5647642262755317
1754,D82080,2018,13625,10269,0.7536880733944954
1755,D82081,2018,2200,1453,0.6604545454545454
1756,D82084,2018,14944,10831,0.7247724839400428
1757,D82085,2018,8852,5720,0.6461816538635337
1758,D82087,2018,7283,3129,0.42963064671151996
1759,D82088,2018,859,453,0.5273573923166472
1760,D82096,2018,5476,2983,0.5447406866325786
1761,D82099,2018,13618,6576,0.48289029226024377
1762,D82100,2018,11385,4181,0.36723759332454986
1763,D82104,2018,15809,9422,0.5959896261623127
1764,D82105,2018,10594,7322,0.6911459316594298
1765,D82106,2018,4730,3046,0.6439746300211416
1766,D82600,2018,2893,2332,0.8060836501901141
1767,D82604,2018,5053,2534,0.5014842667722145
1768,D82613,2018,8787,5425,0.6173893251394105
1769,D82618,2018,6351,3444,0.5422768068020785
1770,D82621,2018,12919,7277,0.5632788915550739
1771,D82624,2018,6683,3475,0.519976058656292
1772,D82628,2018,5335,3543,0.6641049671977507
1773,D82641,2018,255,31,0.12156862745098039
1774,D83001,2018,18816,11794,0.6268069727891157
1775,D83002,2018,17727,12222,0.6894567608732443
1776,D83003,2018,11224,6331,0.5640591589451176
1777,D83004,2018,11611,6429,0.5536990784600809
1778,D83005,2018,22539,13376,0.593460224499756
1779,D83006,2018,13056,6776,0.5189950980392157
1780,D83007,2018,13838,7888,0.5700245700245701
1781,D83008,2018,20814,12418,0.5966176611895839
1782,D83009,2018,17747,12313,0.6938074040682932
1783,D83010,2018,13489,9716,0.7202906071613908
1784,D83011,2018,14335,9441,0.6585978374607604
1785,D83012,2018,25084,15415,0.6145351618561633
1786,D83013,2018,26707,12841,0.48081027445987945
1787,D83014,2018,23376,12345,0.528105749486653
1788,D83015,2018,6697,4352,0.649843213379125
1789,D83016,2018,11480,7198,0.6270034843205575
1790,D83017,2018,24186,15287,0.6320598693459026
1791,D83018,2018,20048,11769,0.5870411013567438
1792,D83019,2018,13683,7819,0.5714390119125923
1793,D83020,2018,15619,9352,0.5987579230424483
1794,D83021,2018,22039,11584,0.5256136848314352
1795,D83022,2018,9644,6637,0.6881999170468686
1796,D83023,2018,12667,8248,0.6511407594536985
1797,D83024,2018,10057,5021,0.49925425077060753
1798,D83026,2018,13936,7567,0.5429822043628014
1799,D83027,2018,14805,6944,0.4690307328605201
1800,D83028,2018,11128,5816,0.5226455787203451
1801,D83029,2018,20822,12005,0.5765536451829796
1802,D83030,2018,6719,3924,0.5840154784938235
1803,D83033,2018,14267,8690,0.6090979182729376
1804,D83034,2018,21058,13580,0.6448855541836832
1805,D83035,2018,19309,12798,0.6627997306955306
1806,D83036,2018,4916,2526,0.5138323840520749
1807,D83037,2018,27079,15405,0.5688910225636101
1808,D83038,2018,20215,11194,0.5537472174128123
1809,D83039,2018,21132,12053,0.5703672155971986
1810,D83040,2018,15911,8083,0.5080133241153919
1811,D83041,2018,13759,6074,0.44145650119921503
1812,D83043,2018,8836,6003,0.6793798098687189
1813,D83044,2018,33138,17284,0.5215764379262479
1814,D83045,2018,8063,5639,0.6993674810864442
1815,D83046,2018,18042,9929,0.5503270147433765
1816,D83047,2018,15268,9181,0.6013230285564579
1817,D83048,2018,28082,17162,0.6111388077772238
1818,D83049,2018,10902,5213,0.47816914327646304
1819,D83050,2018,7012,4293,0.6122361665715915
1820,D83051,2018,12878,6635,0.5152197546202827
1821,D83053,2018,16772,9929,0.5919985690436441
1822,D83054,2018,7895,4294,0.543888537048765
1823,D83055,2018,27644,14475,0.5236217624077557
1824,D83056,2018,7452,4714,0.6325818572195384
1825,D83057,2018,21068,10735,0.5095405354091513
1826,D83058,2018,10624,2309,0.21733810240963855
1827,D83059,2018,18408,9801,0.5324315514993481
1828,D83060,2018,42403,23573,0.5559276466287763
1829,D83061,2018,15399,9364,0.6080914345087344
1830,D83062,2018,15574,9242,0.593424939000899
1831,D83064,2018,9155,4725,0.5161114145275806
1832,D83067,2018,6909,3414,0.49413808076422056
1833,D83069,2018,9593,3350,0.34921296778901284
1834,D83070,2018,9894,4971,0.5024257125530625
1835,D83073,2018,3283,1925,0.5863539445628998
1836,D83074,2018,9883,5023,0.5082464838611758
1837,D83075,2018,14190,8796,0.6198731501057082
1838,D83076,2018,6005,3714,0.6184845961698584
1839,D83078,2018,8713,5590,0.6415700677149088
1840,D83079,2018,13086,7573,0.5787100718324928
1841,D83080,2018,6425,3731,0.5807003891050584
1842,D83081,2018,6067,3248,0.5353552002637217
1843,D83082,2018,6482,2038,0.31440913298364703
1844,D83084,2018,6724,4904,0.7293277810826889
1845,D83608,2018,7915,5307,0.670499052432091
1846,D83610,2018,13905,7681,0.5523912261776339
1847,D83615,2018,3557,1765,0.49620466685409054
1848,E81001,2018,3440,1974,0.5738372093023256
1849,E81002,2018,10147,5961,0.5874642751552183
1850,E81003,2018,23024,13833,0.6008078526754691
1851,E81004,2018,14313,7329,0.5120519807168309
1852,E81005,2018,8296,5404,0.6513982642237223
1853,E81006,2018,8473,6300,0.743538298123451
1854,E81007,2018,10234,5155,0.5037131131522377
1855,E81008,2018,19844,13022,0.6562185043338037
1856,E81009,2018,10357,6652,0.6422709278748673
1857,E81010,2018,6501,4341,0.6677434240886018
1858,E81011,2018,6460,3198,0.495046439628483
1859,E81012,2018,15660,7842,0.5007662835249043
1860,E81013,2018,9106,5012,0.5504063254996705
1861,E81014,2018,9730,5602,0.5757451181911614
1862,E81015,2018,18847,10725,0.5690560831962647
1863,E81016,2018,4799,2455,0.5115649093561159
1864,E81017,2018,4706,2153,0.4575010624734382
1865,E81018,2018,8026,4872,0.6070271617243957
1866,E81019,2018,12074,7446,0.6166970349511347
1867,E81021,2018,9531,6700,0.7029692582100514
1868,E81022,2018,18715,8601,0.4595778787069196
1869,E81023,2018,2817,1690,0.599929002484913
1870,E81024,2018,8440,3375,0.39988151658767773
1871,E81025,2018,4061,2494,0.6141344496429451
1872,E81026,2018,6168,3175,0.5147535667963683
1873,E81027,2018,10203,5603,0.5491522101342743
1874,E81028,2018,11207,5962,0.5319889354867493
1875,E81029,2018,13368,7290,0.5453321364452424
1876,E81030,2018,6274,3394,0.5409627032196366
1877,E81031,2018,8050,5520,0.6857142857142857
1878,E81032,2018,13935,7036,0.5049156799425906
1879,E81033,2018,24314,14900,0.6128156617586575
1880,E81034,2018,7349,5042,0.6860797387399646
1881,E81035,2018,12502,7776,0.6219804831227004
1882,E81036,2018,16527,10084,0.6101530828341502
1883,E81037,2018,27638,15016,0.5433099355959187
1884,E81038,2018,15331,9865,0.6434674841823755
1885,E81040,2018,9707,6491,0.6686926959925826
1886,E81041,2018,8325,4221,0.5070270270270271
1887,E81043,2018,5283,2442,0.46223736513344693
1888,E81044,2018,27922,15467,0.553935964472459
1889,E81045,2018,11045,7378,0.6679945676776822
1890,E81046,2018,19152,9056,0.4728487886382623
1891,E81047,2018,6620,3301,0.4986404833836858
1892,E81048,2018,6667,3358,0.5036748162591871
1893,E81049,2018,6439,4140,0.642956980897655
1894,E81050,2018,16072,8721,0.5426207068193131
1895,E81052,2018,7886,4413,0.5595992898808014
1896,E81054,2018,3009,1685,0.5599867065470255
1897,E81056,2018,4717,3019,0.6400254398982405
1898,E81057,2018,19922,11314,0.567914867985142
1899,E81059,2018,9704,4691,0.48340890354492994
1900,E81060,2018,6320,4330,0.685126582278481
1901,E81061,2018,7914,5398,0.6820823856456911
1902,E81062,2018,986,578,0.5862068965517241
1903,E81063,2018,10987,5142,0.46800764539910805
1904,E81064,2018,3922,2335,0.59535951045385
1905,E81065,2018,5856,3634,0.6205601092896175
1906,E81069,2018,8620,4119,0.47784222737819027
1907,E81073,2018,8654,4564,0.527386179801248
1908,E81074,2018,16686,10071,0.6035598705501618
1909,E81075,2018,339,185,0.5457227138643068
1910,E81076,2018,5485,2824,0.5148587055606199
1911,E81077,2018,6531,3324,0.5089572806614607
1912,E81611,2018,2684,1480,0.5514157973174366
1913,E81612,2018,4387,2105,0.47982676088443127
1914,E81615,2018,2047,1182,0.5774303859306302
1915,E81617,2018,4400,3355,0.7625
1916,E81631,2018,2929,2006,0.6848753840901332
1917,E81632,2018,7555,4155,0.5499669093315684
1918,E81633,2018,1561,511,0.3273542600896861
1919,E81635,2018,2277,1472,0.6464646464646465
1920,E82001,2018,30191,16698,0.5530787320724719
1921,E82002,2018,11618,6538,0.5627474608366329
1922,E82004,2018,5964,3647,0.6115023474178404
1923,E82005,2018,47518,20635,0.43425649227661095
1924,E82006,2018,15962,8746,0.5479263250219271
1925,E82007,2018,8907,4790,0.5377792747277422
1926,E82008,2018,18081,7068,0.3909075825452132
1927,E82009,2018,16236,8074,0.497289972899729
1928,E82012,2018,10301,5877,0.5705271332880303
1929,E82013,2018,30422,13163,0.43268029715337586
1930,E82014,2018,14327,6442,0.44964053884274446
1931,E82015,2018,12152,6021,0.4954739960500329
1932,E82017,2018,9651,5280,0.5470935654336339
1933,E82018,2018,16214,5678,0.35019119279634886
1934,E82019,2018,31683,14545,0.4590790013571947
1935,E82020,2018,8298,4141,0.4990359122680164
1936,E82021,2018,9358,5028,0.5372942936524898
1937,E82022,2018,15891,6888,0.43345289786671704
1938,E82023,2018,12738,5082,0.39896373056994816
1939,E82024,2018,18422,8477,0.4601563348170665
1940,E82025,2018,5439,2557,0.4701231844088987
1941,E82027,2018,11250,6004,0.5336888888888889
1942,E82028,2018,11615,6553,0.5641842445114077
1943,E82031,2018,11809,6072,0.5141840968752647
1944,E82032,2018,20529,9766,0.4757172779969799
1945,E82034,2018,7539,3838,0.509086085687757
1946,E82035,2018,21203,11228,0.5295477055133707
1947,E82037,2018,15209,6812,0.4478926951147347
1948,E82038,2018,6867,2124,0.30930537352555704
1949,E82039,2018,3,2,0.6666666666666666
1950,E82040,2018,36143,14739,0.40779680712724453
1951,E82041,2018,13768,7077,0.5140180127832655
1952,E82042,2018,13414,8095,0.603473982406441
1953,E82043,2018,13810,6982,0.5055756698044895
1954,E82044,2018,14712,7083,0.4814437194127243
1955,E82045,2018,9746,3993,0.40970654627539504
1956,E82046,2018,16105,8399,0.521515057435579
1957,E82048,2018,7685,3982,0.5181522446324007
1958,E82049,2018,4937,2702,0.5472959287016407
1959,E82050,2018,4023,2212,0.5498384290330599
1960,E82051,2018,15214,9490,0.623767582489812
1961,E82053,2018,9731,5135,0.5276949953756037
1962,E82054,2018,9979,4270,0.42789858703276884
1963,E82055,2018,11302,5858,0.5183153424172713
1964,E82056,2018,12751,5187,0.40679162418633835
1965,E82057,2018,5208,2648,0.5084485407066052
1966,E82058,2018,10559,4138,0.3918931717018657
1967,E82059,2018,8144,4258,0.5228388998035364
1968,E82060,2018,13412,6507,0.4851625410080525
1969,E82061,2018,19497,10162,0.5212083910345181
1970,E82062,2018,20828,9683,0.464903015171884
1971,E82063,2018,17527,8680,0.4952359217207737
1972,E82064,2018,4150,2260,0.5445783132530121
1973,E82066,2018,2290,991,0.43275109170305676
1974,E82067,2018,23493,11277,0.4800153237134466
1975,E82068,2018,14564,7577,0.5202554243339742
1976,E82069,2018,3652,1722,0.4715224534501643
