month,pct,items,actual_cost
2017-01-01,07L,57,2197.52344
2017-01-01,02F,101,2461.6746399999997
2017-01-01,99N,44,2057.13481
2017-02-01,15E,52,2518.0157900000004
2017-02-01,10L,16,607.5821000000001
2017-02-01,08L,96,3156.69668
2017-02-01,08A,8,402.2291
2017-02-01,08Q,44,947.2264100000001
2017-02-01,08F,26,812.95991
2017-02-01,09F,19,696.80851
2017-02-01,00C,3,533.39311
2017-02-01,05V,76,3240.97069
2017-02-01,09E,5,263.70026
2017-02-01,11M,82,2067.75205
2017-02-01,99M,1,16.76781
2017-02-01,08T,12,456.73378
2017-02-01,03E,5,391.75058
2017-02-01,05J,6,62.9072
2017-02-01,10C,4,226.24767
2017-02-01,00Q,70,1627.8378
2017-02-01,05Q,55,1248.91064
2017-02-01,03R,33,1673.9609199999998
2017-02-01,09J,36,1206.7989
2017-02-01,06Y,36,1422.26546
2017-02-01,11A,34,905.13946
2017-02-01,08C,15,758.3684000000001
2017-02-01,02F,117,2663.45455
2017-02-01,08H,66,2492.91638
2017-02-01,07M,168,4446.4564199999995
2017-02-01,08D,123,3807.0982599999998
2017-02-01,03W,7,527.89442
2017-02-01,01K,9,418.97211000000004
2017-02-01,10J,7,335.41746
2017-02-01,01X,11,366.66104
2017-02-01,15D,33,1560.757
2017-02-01,99H,31,913.42464
2017-02-01,00J,1,50.27864
2017-02-01,99C,17,417.00171
2017-02-01,03A,21,572.03885
2017-02-01,02X,4,175.98143
2017-02-01,05H,1,20.95667
2017-02-01,15C,57,1977.8081200000001
2017-02-01,10V,17,600.4091699999999
2017-02-01,09W,54,2162.11784
2017-02-01,R1A,1,50.27864
2017-02-01,08K,15,544.7369
2017-02-01,05C,12,259.85769
2017-02-01,01A,80,3395.24826
2017-02-01,99J,57,2708.71352
2017-02-01,03Y,4,402.17949
2017-02-01,03J,36,1280.42396
2017-02-01,04R,1,83.78946
2017-02-01,07T,61,2096.37019
2017-02-01,05D,27,646.32613
2017-02-01,06P,6,362.76235
2017-02-01,01R,21,762.74288
2017-02-01,00V,15,995.0386000000001
2017-02-01,05N,38,1571.26631
2017-02-01,99D,25,750.08952
2017-02-01,04F,12,1250.8736099999999
2017-02-01,09Y,13,691.32195
2017-02-01,99A,85,3215.92463
2017-02-01,04Y,57,1724.4199
2017-02-01,02Y,4,240.77892
2017-02-01,08M,45,2194.44202
2017-02-01,14L,141,5627.248430000001
2017-02-01,05A,2,58.66874
2017-02-01,02H,64,2380.3772900000004
2017-02-01,01D,121,3494.07717
2017-02-01,08J,32,299.91834
2017-02-01,01E,118,3867.7375599999996
2017-02-01,00R,48,1060.3750300000002
2017-02-01,04G,29,557.1918800000001
2017-02-01,04C,3,305.3045
2017-02-01,13T,41,1328.3748500000002
2017-02-01,07R,59,2229.20144
2017-02-01,03T,32,1446.23072
2017-02-01,15A,83,3069.32691
2017-02-01,04J,22,724.59807
2017-02-01,08V,22,1198.39597
2017-02-01,10E,34,877.9863400000002
2017-02-01,08R,8,90.15954
2017-02-01,06D,11,142.17392
2017-02-01,09L,17,1300.6087200000002
2017-02-01,11N,66,2632.3815299999997
2017-02-01,NVE,1,20.95667
2017-02-01,01V,36,1177.51414
2017-02-01,03M,1,8.39011
2017-02-01,06A,10,291.26784
2017-02-01,09G,27,1202.60981
2017-02-01,99K,25,718.66111
2017-02-01,07Y,43,1845.59325
2017-02-01,00X,58,2359.04347
2017-02-01,99N,45,2298.10671
2017-02-01,01H,83,1638.1170299999999
2017-02-01,15F,51,1949.2645300000001
2017-02-01,12D,9,511.15166999999997
2017-02-01,07X,102,2554.3708300000003
2017-02-01,08P,12,322.69048
2017-02-01,10K,19,1404.09448
2017-02-01,04D,18,477.25817
2017-02-01,06V,19,834.26806
2017-02-01,02G,2,71.2353
2017-02-01,99E,10,994.24134
2017-02-01,02W,12,653.60987
2017-02-01,02M,46,1267.6984900000002
2017-02-01,05Y,33,773.25261
2017-02-01,07N,42,1209.00492
2017-02-01,06W,24,1062.32014
2017-02-01,03H,3,259.69049
2017-02-01,07K,16,432.11055000000005
2017-02-01,10Q,23,923.7234400000001
2017-02-01,03K,15,343.57276
2017-02-01,03D,2,98.46898
2017-02-01,02A,17,747.7913500000001
2017-02-01,01Y,23,733.3900900000001
2017-02-01,10A,52,1688.7525899999998
2017-02-01,09A,24,1596.2506200000003
2017-02-01,08N,105,2979.1503
2017-02-01,07Q,86,2153.82384
2017-02-01,06Q,74,3036.92789
2017-02-01,03F,3,203.1039
2017-02-01,01J,95,3425.63955
2017-02-01,06N,254,8009.216350000001
2017-02-01,03N,7,196.96289000000002
2017-02-01,09D,14,414.87007
2017-02-01,07V,32,616.15823
2017-02-01,06M,22,1335.8495300000002
2017-02-01,02P,18,525.2046
2017-02-01,02Q,5,159.23843
2017-02-01,05L,11,280.78957
2017-02-01,09C,6,263.92255
2017-02-01,05W,157,5541.705040000001
2017-02-01,08W,43,1495.0641
2017-02-01,00T,50,1793.46765
2017-02-01,99F,5,150.36027
2017-02-01,01F,107,3552.32507
2017-02-01,02T,18,787.76467
2017-02-01,07W,23,794.48064
2017-02-01,02D,6,188.57278000000002
2017-02-01,99P,78,4065.2728100000004
2017-02-01,06L,10,770.8728199999999
2017-02-01,01W,57,1522.57643
2017-02-01,00L,39,1359.76646
2017-02-01,02R,31,1495.8049800000001
2017-02-01,10R,25,877.7078899999999
2017-02-01,05T,8,562.6164
2017-02-01,11J,36,1390.48452
2017-02-01,02E,9,502.77396999999996
2017-02-01,07L,46,2624.75713
2017-02-01,05X,54,1156.79308
2017-02-01,RYX,1,62.8452
2017-02-01,04N,1,43.98296
2017-02-01,01C,49,1099.92205
2017-02-01,99Q,20,548.32665
2017-02-01,01G,35,936.4387700000001
2017-02-01,00K,2,293.24452
2017-02-01,00P,15,655.74152
2017-02-01,11E,53,1249.8312299999998
2017-02-01,00Y,64,2570.78472
2017-02-01,09X,9,300.07170999999994
2017-02-01,10X,1,58.65634
2017-02-01,03Q,16,461.30573
2017-02-01,06K,187,7308.74122
2017-02-01,10D,9,188.61001000000002
2017-02-01,09P,27,582.5854
2017-02-01,08E,93,2992.55782
2017-02-01,09H,17,919.47871
2017-02-01,02N,1,58.65634
2017-02-01,06H,28,1589.21369
2017-02-01,07H,24,1106.14242
2017-02-01,08Y,20,1028.6114400000001
2017-02-01,14Y,79,2378.04826
2017-02-01,06F,7,298.08222
2017-02-01,00M,8,247.24153
2017-02-01,11X,20,1985.8014200000002
2017-02-01,07G,3,163.27273
2017-02-01,05F,44,1213.1565799999998
2017-02-01,07J,15,527.07327
2017-02-01,99G,13,777.39731
2017-02-01,08X,35,1618.14896
2017-02-01,07P,227,6541.51296
2017-02-01,05G,86,3490.3810399999998
2017-02-01,06T,34,1821.89302
2017-02-01,08G,86,2717.94942
2017-02-01,01T,45,1755.68745
2017-02-01,09N,18,297.59456
2017-02-01,04Q,9,360.39604999999995
2017-02-01,12F,159,5843.327229999999
2017-03-01,03K,18,696.9066700000001
2017-03-01,07H,29,2145.3873999999996
2017-03-01,04N,8,194.04106
2017-03-01,09G,26,1136.09174
2017-03-01,02D,11,249.49327000000002
2017-03-01,09Y,14,972.4558400000001
2017-03-01,06K,222,9189.848020000001
2017-03-01,02Q,3,41.94592
2017-03-01,02A,18,1075.0519800000002
2017-03-01,10E,16,444.43082000000004
2017-03-01,00M,24,1286.9323000000002
2017-03-01,12D,24,750.46363
2017-03-01,03R,31,1585.9554799999999
2017-03-01,09E,14,519.58208
2017-03-01,06W,34,1331.5425500000001
2017-03-01,10D,9,427.58051
2017-03-01,08X,31,1437.32963
2017-03-01,99A,81,3104.15948
2017-03-01,01A,78,3078.40995
2017-03-01,07P,234,7107.289869999999
2017-03-01,09A,33,1651.61267
2017-03-01,01F,121,4235.22661
2017-03-01,99K,57,1667.56701
2017-03-01,06P,5,436.61731
2017-03-01,99N,39,2074.92786
2017-03-01,07N,41,1548.6831900000002
2017-03-01,03E,8,450.49425
2017-03-01,02T,27,1164.3958
2017-03-01,10A,56,1731.52443
2017-03-01,06V,24,839.7265299999999
2017-03-01,00C,1,97.03293
2017-03-01,12F,147,6529.1055
2017-03-01,09F,32,1411.8304699999999
2017-03-01,07T,51,1772.5565000000001
2017-03-01,08V,42,2000.75341
2017-03-01,02W,6,335.34414000000004
2017-03-01,08K,12,356.37289
2017-03-01,09J,42,1769.04386
2017-03-01,99F,2,115.29231
2017-03-01,04R,7,490.41880000000003
2017-03-01,02X,12,683.26088
2017-03-01,03T,31,1478.5018699999998
2017-03-01,11J,35,1553.73901
2017-03-01,03N,10,440.16553
2017-03-01,07V,31,897.2309700000001
2017-03-01,11A,39,1176.04133
2017-03-01,00V,16,1131.73376
2017-03-01,13T,44,1584.6951199999999
2017-03-01,05D,35,1015.2919800000002
2017-03-01,11M,90,2526.07274
2017-03-01,08T,9,406.62616
2017-03-01,06H,31,1695.89462
2017-03-01,01E,113,3966.0400000000004
2017-03-01,06A,12,970.42831
2017-03-01,05Q,23,934.81239
2017-03-01,10K,13,992.65602
2017-03-01,07L,79,3418.63548
2017-03-01,05F,31,1027.12319
2017-03-01,02E,14,825.77533
2017-03-01,04C,4,364.47001
2017-03-01,11N,53,1962.0651200000002
2017-03-01,05N,43,1405.1055600000002
2017-03-01,99E,11,1037.8654099999999
2017-03-01,00X,61,2632.62381
2017-03-01,01J,93,3370.68823
2017-03-01,04D,12,335.77087
2017-03-01,15C,41,1531.51773
2017-03-01,08G,131,3337.93172
2017-03-01,99C,33,698.18934
2017-03-01,05C,16,490.53040000000004
2017-03-01,05W,211,6967.832850000001
2017-03-01,08Q,26,901.3598299999999
2017-03-01,08R,13,423.4392500000001
2017-03-01,00K,4,217.97493
2017-03-01,09L,17,1102.96636
2017-03-01,06F,11,589.9241800000001
2017-03-01,09C,2,92.22397000000001
2017-03-01,08F,39,1444.23891
2017-03-01,08M,72,2695.4935200000004
2017-03-01,03M,3,255.68037
2017-03-01,11E,49,1127.04959
2017-03-01,09H,14,866.77538
2017-03-01,00J,3,314.35258
2017-03-01,10Q,35,1274.4589999999998
2017-03-01,99H,32,953.82012
2017-03-01,08Y,18,1320.34779
2017-03-01,01C,43,1106.92334
2017-03-01,05H,3,146.71771
2017-03-01,03D,2,70.23118
2017-03-01,03W,3,285.07824
2017-03-01,02N,4,478.96483
2017-03-01,05Y,61,1695.05538
2017-03-01,09P,28,756.53993
2017-03-01,06T,43,2635.97952
2017-03-01,14Y,103,4032.7717100000004
2017-03-01,06N,288,8536.69817
2017-03-01,07K,15,492.08793999999995
2017-03-01,06Q,53,2642.0189499999997
2017-03-01,01G,17,737.28499
2017-03-01,10V,18,822.45612
2017-03-01,01K,25,641.5133900000001
2017-03-01,01Y,29,742.1809900000001
2017-03-01,05L,8,291.36479
2017-03-01,03A,8,448.52246
2017-03-01,10R,23,974.5330399999999
2017-03-01,03J,27,1108.21236
2017-03-01,00D,3,104.809
2017-03-01,06D,3,69.47702000000001
2017-03-01,03F,2,121.30046
2017-03-01,08L,71,2720.8057799999997
2017-03-01,01T,66,2582.39537
2017-03-01,99J,69,3032.0855500000002
2017-03-01,02M,60,2006.0761200000002
2017-03-01,15D,60,2561.38516
2017-03-01,08W,62,1888.7565
2017-03-01,05X,52,1894.91881
2017-03-01,10L,12,530.31263
2017-03-01,09D,18,553.4182500000001
2017-03-01,10X,4,396.14259999999996
2017-03-01,99Q,41,1348.4670099999998
2017-03-01,07J,29,844.91294
2017-03-01,05G,110,3934.94831
2017-03-01,06L,11,1004.15301
2017-03-01,04Y,100,3380.7515900000003
2017-03-01,08H,71,2306.58065
2017-03-01,99D,36,1054.98806
2017-03-01,04K,3,90.14094
2017-03-01,09W,36,1837.8840599999999
2017-03-01,07W,22,765.0698199999999
2017-03-01,08C,18,754.76684
2017-03-01,08A,11,459.03686
2017-03-01,07R,44,1861.29266
2017-03-01,04F,11,1030.38616
2017-03-01,01V,36,1175.98593
2017-03-01,06Y,26,1637.64276
2017-03-01,10C,8,452.71334
2017-03-01,05V,74,2609.67325
2017-03-01,07G,6,186.43838
2017-03-01,00L,47,2448.05186
2017-03-01,08N,91,2379.02163
2017-03-01,02Y,3,209.45098000000002
2017-03-01,01R,27,691.8286299999999
2017-03-01,05R,1,33.53937
2017-03-01,01H,67,1617.75315
2017-03-01,11X,18,657.6769999999999
2017-03-01,00Q,99,2286.40883
2017-03-01,02F,91,2220.195
2017-03-01,15E,35,2181.05953
2017-03-01,09X,22,662.2635099999999
2017-03-01,00R,72,1826.01746
2017-03-01,99G,8,628.8412000000001
2017-03-01,08P,28,863.7038399999999
2017-03-01,04Q,4,264.06212
2017-03-01,00N,3,29.3733
2017-03-01,03X,1,117.35681
2017-03-01,03Q,17,317.56722
2017-03-01,08D,154,5091.91002
2017-03-01,01D,152,4534.38675
2017-03-01,06M,22,1170.7004000000002
2017-03-01,99P,96,5691.21948
2017-03-01,00Y,98,3431.9443699999997
2017-03-01,02G,2,234.71361000000002
2017-03-01,07X,99,2981.0187
2017-03-01,07Q,131,2756.5330400000003
2017-03-01,03Y,4,402.37328
2017-03-01,02H,104,4196.3521900000005
2017-03-01,05A,6,149.90735
2017-03-01,05T,6,839.36137
2017-03-01,03H,9,260.57614
2017-03-01,07Y,41,2242.66187
2017-03-01,00P,14,626.70892
2017-03-01,10J,9,485.28844
2017-03-01,07M,156,3948.30407
2017-03-01,08E,107,3170.16309
2017-03-01,09N,13,469.5388300000001
2017-03-01,02R,32,1995.25173
2017-03-01,04G,22,576.40606
2017-03-01,01X,20,754.3453
2017-03-01,00T,47,1775.3242500000001
2017-03-01,04J,18,527.0489299999999
2017-03-01,02P,7,117.4312
2017-03-01,14L,222,8397.18012
2017-03-01,08J,40,392.36105000000003
2017-03-01,05J,6,62.93748
2017-03-01,01W,65,1859.1979999999999
2017-03-01,15F,70,3228.1357500000004
2017-03-01,15A,107,4345.09095
2017-04-01,06K,190,7254.9173599999995
2017-04-01,04N,4,96.87066
2017-04-01,09C,6,548.23056
2017-04-01,03Q,10,160.35312
2017-04-01,09P,12,339.08506
2017-04-01,09W,44,2343.64191
2017-04-01,09J,45,1927.43616
2017-04-01,04R,1,125.54434
2017-04-01,07G,4,134.93163
2017-04-01,03Y,3,301.31387
2017-04-01,06N,266,6942.77322
2017-04-01,01A,65,2464.64431
2017-04-01,05W,142,4213.35749
2017-04-01,08Y,19,1000.3067599999999
2017-04-01,99H,15,918.6613900000001
2017-04-01,09N,6,221.84749
2017-04-01,07M,123,4364.401019999999
2017-04-01,10J,10,288.10668999999996
2017-04-01,06P,6,504.64615000000003
2017-04-01,01E,112,3804.9696200000003
2017-04-01,RMC,1,29.30319
2017-04-01,08P,34,657.39062
2017-04-01,09Y,7,518.95216
2017-04-01,07V,32,816.3544200000001
2017-04-01,08A,14,617.37231
2017-04-01,01Y,27,902.0910900000001
2017-04-01,10A,55,1920.72824
2017-04-01,00L,32,1320.5744
2017-04-01,00P,18,724.1240700000001
2017-04-01,04Y,64,1785.4393400000001
2017-04-01,99M,2,125.55674
2017-04-01,09G,22,874.8860599999999
2017-04-01,06F,12,651.79144
2017-04-01,06Q,53,2239.5198200000004
2017-04-01,02W,10,715.65608
2017-04-01,03N,6,292.98226999999997
2017-04-01,01K,16,401.90061000000003
2017-04-01,07H,28,1088.29071
2017-04-01,10V,16,726.5123500000001
2017-04-01,05D,9,548.26775
2017-04-01,07P,260,7465.302380000001
2017-04-01,07L,42,2377.25892
2017-04-01,05F,29,690.66126
2017-04-01,06V,24,1165.78157
2017-04-01,03X,1,117.17555
2017-04-01,02M,117,2139.67821
2017-04-01,99A,96,3854.9099700000006
2017-04-01,02T,24,1417.88279
2017-04-01,04J,19,450.65054000000003
2017-04-01,02H,98,3748.362159999999
2017-04-01,10L,14,433.2588
2017-04-01,01C,29,897.9129900000001
2017-04-01,ARG,1,14.65779
2017-04-01,08X,34,1154.5395199999998
2017-04-01,03E,2,145.42949
2017-04-01,RRF,1,58.59397
2017-04-01,00C,3,532.82588
2017-04-01,08J,36,312.2026
2017-04-01,03R,34,2070.76646
2017-04-01,09D,10,313.95387
2017-04-01,99G,5,682.30404
2017-04-01,03A,6,505.88302
2017-04-01,03T,20,727.67203
2017-04-01,02A,17,696.78347
2017-04-01,01W,53,1477.49054
2017-04-01,10D,4,200.90071
2017-04-01,02X,11,577.5833399999999
2017-04-01,03W,4,372.52269
2017-04-01,08L,79,2893.4543400000002
2017-04-01,06D,2,48.43534
2017-04-01,12D,15,456.28539
2017-04-01,11X,18,1647.3948599999999
2017-04-01,02R,27,1552.7464899999998
2017-04-01,99D,17,766.0171499999999
2017-04-01,07Q,105,2984.70128
2017-04-01,08E,75,2172.88082
2017-04-01,06H,29,1712.5619900000002
2017-04-01,14Y,70,3231.0930300000005
2017-04-01,08G,92,2407.4178899999997
2017-04-01,07K,21,667.83225
2017-04-01,05X,60,2021.7710700000002
2017-04-01,14L,182,6100.88742
2017-04-01,00N,1,117.17555
2017-04-01,02P,9,313.94146
2017-04-01,01H,59,1276.25092
2017-04-01,03H,8,513.69325
2017-04-01,04E,1,20.19379
2017-04-01,RTG,2,16.76239
2017-04-01,11J,42,1584.53734
2017-04-01,11M,58,1718.4331
2017-04-01,112,2,33.49998
2017-04-01,09L,13,1357.25779
2017-04-01,05G,109,3445.0740299999998
2017-04-01,10X,1,301.28907
2017-04-01,09E,14,280.52827
2017-04-01,00K,1,16.74999
2017-04-01,99K,46,1790.5420700000002
2017-04-01,08T,8,426.90779000000003
2017-04-01,01V,31,1310.10097
2017-04-01,10C,4,108.84395
2017-04-01,02E,5,272.04787
2017-04-01,12F,111,4484.95896
2017-04-01,03D,3,98.38907
2017-04-01,08W,108,2089.3538399999998
2017-04-01,NDA,3,468.68978999999996
2017-04-01,08C,18,1283.22667
2017-04-01,06W,27,773.09689
2017-04-01,05T,2,175.76952
2017-04-01,09H,15,1016.1801099999999
2017-04-01,06L,4,593.37004
2017-04-01,10R,21,835.76992
2017-04-01,06T,33,2120.65856
2017-04-01,01T,28,1473.25534
2017-04-01,09X,7,393.60537
2017-04-01,99Q,28,866.25839
2017-04-01,03K,23,948.4507900000001
2017-04-01,04G,30,581.71816
2017-04-01,08K,29,879.0831700000001
2017-04-01,01D,123,3755.67086
2017-04-01,05J,4,52.35458
2017-04-01,00R,61,1601.28866
2017-04-01,08N,101,3176.8217299999997
2017-04-01,05A,3,20.95919
2017-04-01,07W,15,642.83097
2017-04-01,15A,70,3042.8882200000003
2017-04-01,99C,46,812.3436199999999
2017-04-01,09A,23,1232.59043
2017-04-01,03J,22,960.1071099999999
2017-04-01,00J,1,50.22518
2017-04-01,01J,78,2743.41064
2017-04-01,07J,23,877.0091699999999
2017-04-01,05V,74,3013.4982099999997
2017-04-01,04K,2,217.9838
2017-04-01,13T,25,908.3244
2017-04-01,99J,38,1847.10515
2017-04-01,99N,38,2216.07279
2017-04-01,10K,21,989.14846
2017-04-01,15E,35,2436.3462
2017-04-01,08V,19,749.2428599999998
2017-04-01,02Y,5,264.75296
2017-04-01,99E,11,690.51266
2017-04-01,07T,42,1637.8462200000001
2017-04-01,07R,31,1762.01599
2017-04-01,15C,29,1393.8012199999998
2017-04-01,08D,115,3355.2211
2017-04-01,01G,16,736.65245
2017-04-01,RNU,3,35.60459
2017-04-01,05H,5,188.35992000000002
2017-04-01,05Y,31,1080.03317
2017-04-01,10E,31,854.0015900000001
2017-04-01,05L,7,234.4131
2017-04-01,00Q,70,2115.59906
2017-04-01,10Q,12,857.74675
2017-04-01,02Q,2,46.05318
2017-04-01,07Y,31,1531.87409
2017-04-01,04D,8,298.13572
2017-04-01,07N,23,1107.3067
2017-04-01,02D,5,102.57974999999999
2017-04-01,04C,4,313.65728
2017-04-01,15F,52,2486.88069
2017-04-01,08Q,26,1000.39353
2017-04-01,00T,27,1015.05132
2017-04-01,05C,22,621.65591
2017-04-01,02F,90,2124.68566
2017-04-01,00X,45,1590.6292899999999
2017-04-01,01F,106,3437.74203
2017-04-01,15D,60,2494.6823
2017-04-01,04F,10,776.31134
2017-04-01,03F,1,60.55657
2017-04-01,05Q,33,1146.93426
2017-04-01,11A,27,749.3665
2017-04-01,99F,1,58.59397
2017-04-01,05N,43,1617.8030700000002
2017-04-01,08F,25,879.03359
2017-04-01,03M,3,144.38653
2017-04-01,01X,26,1136.3864899999999
2017-04-01,99P,84,4391.87574
2017-04-01,04Q,6,192.51951000000003
2017-04-01,09F,33,1262.8013799999999
2017-04-01,06M,26,1344.29795
2017-04-01,05R,2,234.3511
2017-04-01,00M,5,192.54431
2017-04-01,06Y,20,994.20291
2017-04-01,00V,19,1235.85503
2017-04-01,07X,82,2449.65209
2017-04-01,01R,23,588.1559299999999
2017-04-01,11N,42,1764.9167500000003
2017-04-01,00Y,84,3101.7731699999995
2017-04-01,08M,73,2887.10307
2017-04-01,11E,36,891.72317
2017-04-01,08H,78,2425.1006
2017-04-01,08R,17,709.46627
2017-04-01,06A,12,807.81169
2017-05-01,06P,6,524.67377
2017-05-01,02W,3,342.63877
2017-05-01,02Y,4,244.82062000000002
2017-05-01,01W,61,1670.1326199999999
2017-05-01,09C,2,81.39267000000001
2017-05-01,02X,11,640.3730800000001
2017-05-01,08C,17,668.28388
2017-05-01,08T,6,248.46052
2017-05-01,05W,179,6500.94315
2017-05-01,06L,10,782.13178
2017-05-01,15C,60,2432.5167200000005
2017-05-01,99D,29,706.36333
2017-05-01,08L,108,3425.2472
2017-05-01,10J,17,584.58007
2017-05-01,06H,31,1757.0731099999998
2017-05-01,06K,206,9044.303499999998
2017-05-01,08H,79,2270.9172399999998
2017-05-01,01X,37,1428.67908
2017-05-01,07Q,116,3245.30796
2017-05-01,00X,77,2778.16878
2017-05-01,03Q,4,252.70586
2017-05-01,06D,10,113.16234
2017-05-01,02R,23,1563.40484
2017-05-01,01J,100,3388.97258
2017-05-01,00D,1,119.92295
2017-05-01,07K,26,909.3904299999999
2017-05-01,99K,35,1259.3771499999998
2017-05-01,05C,16,599.75113
2017-05-01,99Q,21,917.0533
2017-05-01,11M,67,1995.2397300000002
2017-05-01,03K,22,659.4537600000001
2017-05-01,09A,28,1473.53393
2017-05-01,10X,4,183.27098999999998
2017-05-01,07H,39,1792.4861999999998
2017-05-01,10R,12,744.99206
2017-05-01,08A,16,531.23082
2017-05-01,01C,37,865.5277900000001
2017-05-01,10C,7,471.16396
2017-05-01,05R,1,119.92295
2017-05-01,01Y,22,939.053
2017-05-01,02Q,9,182.11870000000002
2017-05-01,99C,39,929.79037
2017-05-01,09W,36,1487.81555
2017-05-01,14L,201,8944.171119999999
2017-05-01,00P,18,535.53817
2017-05-01,07P,226,6279.63362
2017-05-01,04L,1,2.15366
2017-05-01,07Y,41,1860.93876
2017-05-01,14Y,65,2678.2396
2017-05-01,09X,6,331.15083
2017-05-01,11J,37,1691.67074
2017-05-01,03W,2,226.34948
2017-05-01,07N,41,1405.48074
2017-05-01,01R,17,628.1839
2017-05-01,02F,102,2305.248
2017-05-01,02D,11,244.24003
2017-05-01,09F,45,1691.20776
2017-05-01,09Y,18,777.50052
2017-05-01,10E,29,775.4956500000001
2017-05-01,09P,23,772.4735700000001
2017-05-01,15D,67,2697.58533
2017-05-01,04J,14,358.84839999999997
2017-05-01,02G,5,205.62294
2017-05-01,05H,1,29.99004
2017-05-01,07T,41,1597.33406
2017-05-01,08D,126,4254.10438
2017-05-01,10A,46,1321.72772
2017-05-01,03D,6,233.85791
2017-05-01,99H,9,533.28529
2017-05-01,00Q,58,1698.53814
2017-05-01,06Q,68,2801.87978
2017-05-01,07M,130,5060.08963
2017-05-01,02H,122,4281.89119
2017-05-01,08G,76,2160.78962
2017-05-01,04V,4,252.69346000000002
2017-05-01,05T,6,419.76132
2017-05-01,08F,40,1761.27896
2017-05-01,10V,15,676.41623
2017-05-01,00C,1,113.17474
2017-05-01,03A,13,338.48026
2017-05-01,09J,41,1692.07892
2017-05-01,01G,31,1114.23807
2017-05-01,04K,1,59.96767
2017-05-01,04F,15,1080.8733499999998
2017-05-01,00L,45,1475.84882
2017-05-01,99G,8,445.68516999999997
2017-05-01,04C,3,151.74222
2017-05-01,02P,5,261.29569000000004
2017-05-01,08Y,20,965.95618
2017-05-01,09H,18,1050.98853
2017-05-01,15E,36,1906.8350400000002
2017-05-01,13T,37,1000.4271499999999
2017-05-01,02A,18,656.1161
2017-05-01,10Q,33,1794.56245
2017-05-01,05L,9,319.15932
2017-05-01,03H,6,448.83981
2017-05-01,00J,3,308.37862
2017-05-01,99M,2,188.45567
2017-05-01,03Y,5,462.57412
2017-05-01,03R,22,1696.5275000000001
2017-05-01,00Y,81,3270.96769
2017-05-01,04E,1,20.21996
2017-05-01,09E,16,541.13069
2017-05-01,01V,56,1831.4715700000002
2017-05-01,09D,11,325.6079
2017-05-01,00V,19,1524.27493
2017-05-01,08M,77,2607.02199
2017-05-01,00K,1,179.87822
2017-05-01,10L,7,427.56012
2017-05-01,06V,22,1770.6031400000002
2017-05-01,99N,49,2454.46657
2017-05-01,05X,54,1484.56268
2017-05-01,07R,35,1664.1929
2017-05-01,06F,6,172.2464
2017-05-01,08J,37,352.53382
2017-05-01,15F,70,3273.3804099999998
2017-05-01,04R,1,119.92295
2017-05-01,09L,15,987.9093099999999
2017-05-01,05A,7,145.69245999999998
2017-05-01,01E,68,2437.15198
2017-05-01,07L,57,2649.4451799999997
2017-05-01,NW0,2,21.4374
2017-05-01,99F,1,59.96767
2017-05-01,99A,96,4161.53771
2017-05-01,06M,15,611.10932
2017-05-01,99E,12,845.73322
2017-05-01,01F,99,3641.2580599999997
2017-05-01,03N,13,663.95174
2017-05-01,06T,36,2324.57828
2017-05-01,01T,45,1685.72948
2017-05-01,12F,124,5885.71952
2017-05-01,03M,2,192.73818
2017-05-01,99P,107,5434.181840000001
2017-05-01,06A,10,723.22095
2017-05-01,05F,25,651.25299
2017-05-01,08W,59,1963.94241
2017-05-01,09G,23,1086.8832300000001
2017-05-01,05Q,48,1970.55423
2017-05-01,02M,60,1319.7600400000001
2017-05-01,08E,103,2710.67787
2017-05-01,11E,69,1313.43547
2017-05-01,112,2,34.28496
2017-05-01,11A,33,776.03006
2017-05-01,00R,47,1253.21981
2017-05-01,09N,5,209.90546
2017-05-01,08R,25,700.50197
2017-05-01,03J,30,1536.50805
2017-05-01,04G,33,370.51237000000003
2017-05-01,08N,118,3159.11694
2017-05-01,07W,21,833.42369
2017-05-01,15A,60,2118.42516
2017-05-01,03F,5,154.90012000000002
2017-05-01,05Y,36,1083.275
2017-05-01,08K,25,567.7438500000001
2017-05-01,05N,42,1086.11474
2017-05-01,10D,2,59.98007
2017-05-01,RMC,1,29.99004
2017-05-01,07J,19,531.3978099999999
2017-05-01,00N,2,25.71992
2017-05-01,99J,59,2576.5679600000003
2017-05-01,04N,1,96.99629
2017-05-01,00T,37,1774.5435400000001
2017-05-01,01K,5,231.31806
2017-05-01,03L,1,8.57744
2017-05-01,02T,27,1318.5721899999999
2017-05-01,12D,14,544.0536000000001
2017-05-01,03X,1,119.92295
2017-05-01,04Y,92,2674.98106
2017-05-01,01D,126,4077.1770100000003
2017-05-01,01H,111,1946.57661
2017-05-01,05D,16,595.77754
2017-05-01,10K,31,1332.38706
2017-05-01,11N,39,1730.25969
2017-05-01,RYY,2,89.95770999999999
2017-05-01,05V,106,3828.5336100000004
2017-05-01,11X,21,1728.78543
2017-05-01,06W,25,1157.56359
2017-05-01,00M,5,139.69809
2017-05-01,02E,13,648.96293
2017-05-01,03E,5,370.45973000000004
2017-05-01,04Q,4,271.9772
2017-05-01,05G,119,5155.09867
2017-05-01,07X,120,3196.24768
2017-05-01,06Y,17,803.8197
2017-05-01,03T,24,1342.0895600000001
2017-05-01,01A,50,2403.07907
2017-05-01,08X,52,1507.8786599999999
