,month,pct,items,actual_cost,list_size,cost_per_1000
227,2014-03-01,04G,26,1015.2499999999999,643683,1.577251535305422
228,2014-03-01,08D,102,3066.0300000000007,292675,10.475886221918513
229,2014-03-01,05C,15,363.69,313196,1.161221726969693
230,2014-03-01,08H,54,2058.73,229468,8.97175205257378
231,2014-03-01,99D,14,330.28000000000003,159758,2.0673769075727035
232,2014-03-01,08C,28,1441.87,202308,7.127103228740336
233,2014-03-01,03F,6,336.66,288606,1.1665038148895035
234,2014-03-01,11E,31,1049.14,199321,5.26356981953733
235,2014-03-01,08W,52,2054.28,295894,6.942621344129993
236,2014-03-01,10E,27,900.78,144920,6.215705216671267
237,2014-03-01,08L,98,3021.550000000001,303237,9.96431833846134
238,2014-03-01,09L,28,993.79,175268,5.670116621402652
239,2014-03-01,01V,47,1425.4499999999998,122411,11.644786824713464
240,2014-03-01,11X,57,1343.54,551639,2.435542084587928
241,2014-03-01,99A,159,6206.669999999998,500182,12.408823188359433
242,2014-03-01,05G,83,3272.6299999999997,213825,15.305179469192096
243,2014-03-01,00M,11,737.9899999999999,291006,2.535995821391998
244,2014-03-01,12F,84,3414.71,332370,10.273821343683244
245,2014-03-01,00X,66,1972.9800000000002,176033,11.208012134088495
246,2014-03-01,01G,35,1419.97,253848,5.593780530080993
247,2014-03-01,07K,59,1317.22,240622,5.474229289092436
248,2014-03-01,05N,76,1820.62,300193,6.064831624987924
249,2014-03-01,99C,27,767.0600000000001,215788,3.5546925686321766
250,2014-03-01,05W,74,2701.52,281824,9.585840808447825
251,2014-03-01,01R,43,1042.92,176819,5.898234918193181
252,2014-03-01,07Q,170,4226.389999999999,335775,12.586970441515895
253,2014-03-01,07H,39,1394.51,295384,4.721007231265065
254,2014-03-01,02N,3,110.76,156681,0.7069140482891991
255,2014-03-01,06T,127,4823.610000000001,331038,14.571167056350028
256,2014-03-01,00T,68,2294.9299999999994,297363,7.7176044094255145
257,2014-03-01,03H,11,595.41,168176,3.5403981543145275
258,2014-03-01,05F,59,1440.18,182274,7.901181737384378
259,2014-03-01,99P,99,2880.61,909804,3.1661874425700485
260,2014-03-01,11J,82,2251.17,777935,2.89377647232738
261,2014-03-01,04M,8,125.45,94059,1.3337373350769197
262,2014-03-01,02P,53,1576.8899999999996,252445,6.246469528016002
263,2014-03-01,99N,35,1715.6100000000001,478211,3.5875586299771443
264,2014-03-01,06N,327,10162.279999999995,616461,16.484870900186703
265,2014-03-01,01C,85,2584.51,204467,12.640230452835912
266,2014-03-01,08P,12,457.65999999999997,206728,2.213826864285438
267,2014-03-01,05V,74,1987.6499999999999,145246,13.684714208997148
268,2014-03-01,02G,15,647.8299999999999,111962,5.786159589860845
269,2014-03-01,06F,22,735.63,449990,1.6347696615480343
270,2014-03-01,09F,25,1160.21,187774,6.178757442457422
271,2014-03-01,09W,122,4452.389999999999,290838,15.308831720751757
272,2014-03-01,05A,7,242.42000000000002,479762,0.5052922073861623
273,2014-03-01,03T,26,485.66,243539,1.9941775239284056
274,2014-03-01,05D,16,499.53000000000003,136321,3.6643657250166886
275,2014-03-01,02M,101,2370.38,150656,15.73372451146984
276,2014-03-01,02A,30,888.24,236934,3.7488920965332118
277,2014-03-01,04F,81,3542.83,274636,12.900093214290916
278,2014-03-01,09E,21,721.02,215854,3.3403133599562667
279,2014-03-01,06P,19,810.7199999999999,219686,3.6903580564988205
280,2014-03-01,05L,48,1880.81,546407,3.442141114590406
281,2014-03-01,10D,85,2024.77,107468,18.840678155357875
282,2014-03-01,06Y,32,833.0999999999999,228184,3.651000946604494
283,2014-03-01,09G,45,1368.07,494290,2.7677476784883366
284,2014-03-01,99F,13,242.18,180693,1.3402843496981067
285,2014-03-01,01F,142,4706.47,129018,36.47917344866608
286,2014-03-01,11A,19,569.1099999999999,545909,1.0424997572855548
287,2014-03-01,09N,8,376.14,219362,1.7146999024443612
288,2014-03-01,01E,91,2294.06,209994,10.924407364019924
289,2014-03-01,01H,103,2786.41,520126,5.357182682657664
290,2014-03-01,06K,280,9117.609999999999,577762,15.780909786382624
291,2014-03-01,04C,15,605.0099999999999,376756,1.6058403847583047
292,2014-03-01,05X,58,1678.2999999999997,175310,9.573327248873424
293,2014-03-01,03Q,30,962.4,346960,2.7738067788794094
294,2014-03-01,09J,83,2834.9400000000005,252344,11.234426021621282
295,2014-03-01,07G,13,289.69,166037,1.744731595969573
296,2014-03-01,99E,36,1254.9400000000003,267698,4.6878945677591926
297,2014-03-01,01W,23,990.5400000000002,301420,3.2862451064959197
298,2014-03-01,09H,22,1079.67,127669,8.456790606960187
299,2014-03-01,05J,3,87.78,172304,0.5094484167517875
300,2014-03-01,04E,4,78.7,186114,0.4228591078586243
301,2014-03-01,99K,32,726.27,166696,4.356853193837884
302,2014-03-01,11N,104,3512.8,562005,6.250478198592539
303,2014-03-01,02H,92,3629.78,320859,11.312694984401247
304,2014-03-01,08R,7,131.7,217499,0.605520025379427
305,2014-03-01,07L,91,2956.1900000000005,204804,14.434239565633487
306,2014-03-01,07M,161,5683.18,390973,14.535990976358981
307,2014-03-01,06D,3,79.42,112577,0.7054726986862325
308,2014-03-01,08Y,58,2152.54,235589,9.136844249943758
309,2014-03-01,10C,14,409.65000000000003,92782,4.4151882908322735
310,2014-03-01,04V,4,202.67000000000002,372290,0.5443874398990035
311,2014-03-01,03E,23,1076.21,160495,6.7055671516246615
312,2014-03-01,10L,41,1124.46,141554,7.943682269663873
313,2014-03-01,08G,150,3662.47,295492,12.394481068861424
314,2014-03-01,04D,32,954.0699999999999,229756,4.152535733560821
315,2014-03-01,05T,12,803.97,295925,2.7168032440652192
316,2014-03-01,04K,2,206.68,355170,0.5819185178928401
317,2014-03-01,02X,9,349.01,310790,1.1229769297596448
318,2014-03-01,10X,14,612.1700000000001,269948,2.267733044882718
319,2014-03-01,02W,22,984.2599999999999,120781,8.149129416050538
320,2014-03-01,02R,25,978.65,334606,2.9247831778270563
321,2014-03-01,07W,28,680.07,417718,1.6280600788091488
322,2014-03-01,09A,46,1433.7499999999998,198965,7.206041263538812
323,2014-03-01,99J,186,7444.290000000001,469172,15.866867588006105
324,2014-03-01,08T,5,275.83,187463,1.471383686380779
325,2014-03-01,00D,15,478.49999999999994,287987,1.6615333331018411
326,2014-03-01,04J,2,82.85000000000001,289604,0.2860803027582492
327,2014-03-01,08K,57,1966.58,370288,5.310947154647193
328,2014-03-01,00Q,54,1145.66,169338,6.765522210017834
329,2014-03-01,10Q,109,4876.099999999999,700967,6.956247583695094
330,2014-03-01,05Q,11,313.52,212636,1.4744445907560335
331,2014-03-01,00L,35,1312.4099999999999,321140,4.0867223017998375
332,2014-03-01,06Q,221,4860.830000000001,377196,12.886748533918707
333,2014-03-01,05R,12,355.29999999999995,274857,1.29267218953856
334,2014-03-01,11M,97,2342.0399999999995,625935,3.7416664669654187
335,2014-03-01,10A,12,601.49,201847,2.9799303432798108
336,2014-03-01,04Y,77,1697.9099999999996,133143,12.75252923548365
337,2014-03-01,99H,22,1142.72,297571,3.840159155294031
338,2014-03-01,10V,20,903.9,209535,4.313837783663827
339,2014-03-01,07J,36,932.1899999999999,167254,5.573498989560787
340,2014-03-01,00N,3,58.53,154613,0.3785580772638782
341,2014-03-01,08M,85,3320.0299999999997,363726,9.12783248929139
342,2014-03-01,03A,34,1153.64,242313,4.76094968078477
343,2014-03-01,01A,135,3244.4200000000005,371631,8.730218953747134
344,2014-03-01,08J,3,259.09000000000003,197102,1.3144970624346788
345,2014-03-01,NR5,1,11.49,0,inf
346,2014-03-01,07X,198,5632.600000000001,316013,17.823950280526436
347,2014-03-01,04L,2,117.02,147224,0.7948432320817257
348,2014-03-01,05H,1,13.41,184563,0.07265811674062515
349,2014-03-01,12D,45,1523.4900000000002,226763,6.718424081530057
350,2014-03-01,02F,72,2284.29,257240,8.87999533509563
351,2014-03-01,06W,34,1537.3099999999997,213055,7.215554668982186
352,2014-03-01,08N,82,1968.27,288982,6.811047054833865
353,2014-03-01,08X,60,1176.98,373577,3.150568691327357
354,2014-03-01,04R,4,225.68,537041,0.4202286231405051
355,2014-03-01,06A,14,492.46999999999997,262370,1.877005755231162
356,2014-03-01,08F,26,1039.99,257221,4.043176879026206
357,2014-03-01,00K,9,380.34,291443,1.3050236238303885
358,2014-03-01,03J,53,1818.9000000000003,188098,9.669959276547335
359,2014-03-01,03M,8,329.45,118017,2.7915469805197555
360,2014-03-01,00C,7,762.46,106303,7.172516297752651
361,2014-03-01,10K,44,1452.9199999999998,201596,7.207087442211154
362,2014-03-01,02Y,5,238.22000000000003,300949,0.7915626900238912
363,2014-03-01,99G,24,587.88,184606,3.184511879353867
364,2014-03-01,09X,17,510.8,228646,2.234021150599617
365,2014-03-01,00P,41,1166.13,283466,4.113826702320561
366,2014-03-01,01X,62,2466.2799999999997,194028,12.710948935205227
367,2014-04-01,07L,77,3028.9399999999996,204894,14.782960945659704
368,2014-04-01,05V,59,1636.77,145263,11.267631812643273
369,2014-04-01,06V,32,1107.97,169071,6.553282348835696
370,2014-04-01,03A,53,1334.12,241890,5.515399561784281
371,2014-04-01,05G,82,2754.879999999999,214006,12.872910105324147
372,2014-04-01,05C,18,388.37999999999994,313509,1.2388161105422808
373,2014-04-01,06M,37,1186.1199999999997,233701,5.075374089113867
374,2014-04-01,07N,90,3404.75,228992,14.868423351034098
375,2014-04-01,09J,109,3715.8399999999997,253391,14.66445138146185
376,2014-04-01,08K,62,1830.91,369909,4.949622745053514
377,2014-04-01,06D,2,66.79,112791,0.5921571756611786
378,2014-04-01,00M,9,434.16999999999996,290963,1.4921828548647078
379,2014-04-01,02M,111,1754.36,150429,11.662378929594691
380,2014-04-01,07J,29,849.73,167547,5.071591851838589
381,2014-04-01,99G,15,596.02,184594,3.2288156711485745
382,2014-04-01,03R,55,2122.4399999999996,358866,5.914296701275684
383,2014-04-01,11N,81,2616.55,561999,4.6557912024754495
384,2014-04-01,99P,76,2197.7799999999993,908447,2.419271570053068
385,2014-04-01,05X,42,1267.2100000000003,175664,7.213828672921032
386,2014-04-01,04V,7,183.54,372196,0.49312727702608306
387,2014-04-01,99A,152,6049.369999999999,501620,12.059666679956939
388,2014-04-01,01F,109,4127.0,129083,31.971677137965496
389,2014-04-01,11A,44,1036.32,546330,1.8968755147987477
390,2014-04-01,07P,107,3078.579999999999,353919,8.69854401713386
391,2014-04-01,12D,62,2090.66,226919,9.213243492171214
392,2014-04-01,05N,98,1868.8999999999996,300940,6.210208014886687
393,2014-04-01,10X,9,194.05,269002,0.7213701013375367
394,2014-04-01,10Q,83,3224.99,701787,4.59539717891611
395,2014-04-01,08Y,63,1847.6399999999999,235070,7.8599566086697585
396,2014-04-01,00K,12,540.5600000000001,291570,1.853963027746339
397,2014-04-01,99M,20,663.89,220520,3.010565935062579
398,2014-04-01,10A,21,801.99,202011,3.970031334927306
399,2014-04-01,06A,13,441.84,262791,1.6813361188168545
400,2014-04-01,07X,115,4325.119999999999,315225,13.72073915457213
401,2014-04-01,05R,14,379.96999999999997,274601,1.3837167381036484
402,2014-04-01,02P,55,1688.3500000000001,252639,6.682855774444959
403,2014-04-01,09X,18,564.57,229226,2.462940504131294
404,2014-04-01,03Y,3,300.54,102165,2.9417119365731907
405,2014-04-01,07K,61,1226.88,240975,5.091316526610645
406,2014-04-01,09Y,62,2156.4399999999996,358555,6.014251648979933
407,2014-04-01,07G,10,449.88,166450,2.7027936317212378
408,2014-04-01,03N,10,482.79,583386,0.8275652826773354
409,2014-04-01,99N,35,1152.3,479000,2.405636743215031
410,2014-04-01,02N,4,417.82,156711,2.666181697519638
411,2014-04-01,05D,15,571.97,136554,4.188599381929493
412,2014-04-01,10D,105,2090.21,107814,19.38718533771124
413,2014-04-01,07M,179,5825.610000000001,388520,14.994363224544427
414,2014-04-01,08H,46,1392.81,226788,6.14146251124398
415,2014-04-01,01E,78,2171.88,210186,10.333133510319431
416,2014-04-01,99H,29,1013.8500000000001,298118,3.4008345688619945
417,2014-04-01,05F,67,1413.61,182520,7.744959456497917
418,2014-04-01,02X,15,426.59,311177,1.370891807556471
419,2014-04-01,07R,128,3717.92,259704,14.315990512275514
420,2014-04-01,06T,49,2420.91,331154,7.310526220429166
421,2014-04-01,03Q,35,1106.0500000000002,347227,3.1853801691688726
422,2014-04-01,00T,50,1406.02,298033,4.717665493418513
423,2014-04-01,00X,71,1810.1599999999999,176396,10.261910700922924
424,2014-04-01,03F,8,233.74,289026,0.808716170863521
425,2014-04-01,01D,89,4000.3599999999997,224411,17.82604239542625
426,2014-04-01,06F,12,741.63,451186,1.6437345130389682
427,2014-04-01,11X,54,1627.21,552763,2.9437751803214036
428,2014-04-01,04Q,26,966.9100000000001,130463,7.4113733395675405
429,2014-04-01,02E,14,357.01,211803,1.68557574727459
430,2014-04-01,04E,1,53.53,186518,0.2869964292990489
431,2014-04-01,01H,80,2177.76,520284,4.185713956223909
432,2014-04-01,04H,2,27.49,129560,0.21217968508799012
433,2014-04-01,02Y,5,150.3,301213,0.4989824476367222
434,2014-04-01,03H,9,638.9099999999999,168389,3.7942502182446587
435,2014-04-01,07Y,58,1789.97,292672,6.1159591624753995
436,2014-04-01,02F,83,2949.7099999999996,257408,11.459278654898059
437,2014-04-01,08X,39,1573.9400000000003,375611,4.190345863140323
438,2014-04-01,06N,272,9156.159999999998,618373,14.806856056134402
439,2014-04-01,10K,19,766.7299999999999,201858,3.798363205817951
