pct,month,drug,pregab_mg
03T,2019-02-01,pregabalin,33980915.0
99C,2019-02-01,pregabalin,16756190.0
03J,2019-02-01,pregabalin,12924785.0
04K,2019-02-01,pregabalin,19365860.0
04F,2019-02-01,pregabalin,13319030.0
09W,2019-02-01,pregabalin,20053510.0
04D,2019-02-01,pregabalin,26021920.0
06A,2019-02-01,pregabalin,16006400.0
09P,2019-02-01,pregabalin,10372030.0
99F,2019-02-01,pregabalin,13397545.0
10X,2019-02-01,pregabalin,17664150.0
02A,2019-02-01,pregabalin,18419195.0
01Y,2019-02-01,pregabalin,16808220.0
10Q,2019-02-01,pregabalin,26508110.0
11N,2019-02-01,pregabalin,47713810.0
04E,2019-02-01,pregabalin,14914810.0
03F,2019-02-01,pregabalin,16147720.0
08N,2019-02-01,pregabalin,12628545.0
99N,2019-02-01,pregabalin,31227525.0
04C,2019-02-01,pregabalin,18527250.0
05Q,2019-02-01,pregabalin,17469610.0
06M,2019-02-01,pregabalin,17866650.0
99D,2019-02-01,pregabalin,12197475.0
04V,2019-02-01,pregabalin,24414035.0
00L,2019-02-01,pregabalin,22349295.0
15E,2019-02-01,pregabalin,71985285.0
01K,2019-02-01,pregabalin,20070075.0
08C,2019-02-01,pregabalin,10590145.0
09H,2019-02-01,pregabalin,6483950.0
02H,2019-02-01,pregabalin,34072060.0
10R,2019-02-01,pregabalin,12237555.0
03E,2019-02-01,pregabalin,9582615.0
03N,2019-02-01,pregabalin,38529440.0
07H,2019-02-01,pregabalin,14261975.0
04G,2019-02-01,pregabalin,34139755.0
03D,2019-02-01,pregabalin,10264295.0
02D,2019-02-01,pregabalin,7995795.0
10J,2019-02-01,pregabalin,12113010.0
01V,2019-02-01,pregabalin,10426250.0
08D,2019-02-01,pregabalin,5318185.0
03V,2019-02-01,pregabalin,5049035.0
08H,2019-02-01,pregabalin,7275130.0
11J,2019-02-01,pregabalin,34991140.0
01H,2019-02-01,pregabalin,18448010.0
09X,2019-02-01,pregabalin,12762455.0
01C,2019-02-01,pregabalin,12276795.0
04R,2019-02-01,pregabalin,21666630.0
08Y,2019-02-01,pregabalin,10015250.0
07R,2019-02-01,pregabalin,6102595.0
08R,2019-02-01,pregabalin,5618360.0
99M,2019-02-01,pregabalin,12696225.0
09Y,2019-02-01,pregabalin,16449100.0
03K,2019-02-01,pregabalin,14624300.0
03W,2019-02-01,pregabalin,16827630.0
07Q,2019-02-01,pregabalin,15220750.0
04L,2019-02-01,pregabalin,10749620.0
02R,2019-02-01,pregabalin,18687380.0
02W,2019-02-01,pregabalin,4087850.0
07L,2019-02-01,pregabalin,10305835.0
02Q,2019-02-01,pregabalin,12306545.0
01E,2019-02-01,pregabalin,14993405.0
00Y,2019-02-01,pregabalin,21901605.0
03X,2019-02-01,pregabalin,5208810.0
00Q,2019-02-01,pregabalin,10614875.0
07X,2019-02-01,pregabalin,7132320.0
05N,2019-02-01,pregabalin,20573775.0
06K,2019-02-01,pregabalin,24056280.0
08L,2019-02-01,pregabalin,12805685.0
99E,2019-02-01,pregabalin,19535225.0
00M,2019-02-01,pregabalin,39830515.0
00C,2019-02-01,pregabalin,9606860.0
08T,2019-02-01,pregabalin,7102490.0
10L,2019-02-01,pregabalin,14391205.0
05A,2019-02-01,pregabalin,20457255.0
10D,2019-02-01,pregabalin,10955375.0
04J,2019-02-01,pregabalin,22078270.0
07T,2019-02-01,pregabalin,9862655.0
07V,2019-02-01,pregabalin,13809000.0
06P,2019-02-01,pregabalin,7684150.0
09G,2019-02-01,pregabalin,28062210.0
05H,2019-02-01,pregabalin,11378535.0
05L,2019-02-01,pregabalin,30478810.0
05T,2019-02-01,pregabalin,15478180.0
05Y,2019-02-01,pregabalin,27530800.0
07N,2019-02-01,pregabalin,12368760.0
13T,2019-02-01,pregabalin,44832470.0
09D,2019-02-01,pregabalin,19056800.0
05V,2019-02-01,pregabalin,8977960.0
02M,2019-02-01,pregabalin,13145300.0
11M,2019-02-01,pregabalin,37016610.0
10V,2019-02-01,pregabalin,12822095.0
05G,2019-02-01,pregabalin,13101715.0
03Y,2019-02-01,pregabalin,8612815.0
11X,2019-02-01,pregabalin,32761750.0
06T,2019-02-01,pregabalin,34780685.0
99G,2019-02-01,pregabalin,15283970.0
15A,2019-02-01,pregabalin,25892750.0
07M,2019-02-01,pregabalin,11559520.0
05R,2019-02-01,pregabalin,11280270.0
08G,2019-02-01,pregabalin,13412965.0
06Q,2019-02-01,pregabalin,29980115.0
06Y,2019-02-01,pregabalin,16384965.0
15F,2019-02-01,pregabalin,46311390.0
03H,2019-02-01,pregabalin,9157535.0
06N,2019-02-01,pregabalin,19155715.0
08X,2019-02-01,pregabalin,10584445.0
02G,2019-02-01,pregabalin,9410255.0
01D,2019-02-01,pregabalin,20833315.0
02T,2019-02-01,pregabalin,13617020.0
02E,2019-02-01,pregabalin,19117620.0
08Q,2019-02-01,pregabalin,9786380.0
08K,2019-02-01,pregabalin,9834560.0
99K,2019-02-01,pregabalin,9545385.0
08P,2019-02-01,pregabalin,6494525.0
05F,2019-02-01,pregabalin,8708110.0
12D,2019-02-01,pregabalin,17146355.0
02X,2019-02-01,pregabalin,25006185.0
09N,2019-02-01,pregabalin,11881745.0
09E,2019-02-01,pregabalin,16354260.0
03A,2019-02-01,pregabalin,15540230.0
07K,2019-02-01,pregabalin,18291465.0
08A,2019-02-01,pregabalin,10937195.0
02F,2019-02-01,pregabalin,15991880.0
08J,2019-02-01,pregabalin,7086370.0
00T,2019-02-01,pregabalin,26864550.0
00N,2019-02-01,pregabalin,12777055.0
02P,2019-02-01,pregabalin,24670835.0
04Y,2019-02-01,pregabalin,10050690.0
15D,2019-02-01,pregabalin,12838735.0
10A,2019-02-01,pregabalin,16129470.0
01X,2019-02-01,pregabalin,22640110.0
99H,2019-02-01,pregabalin,12072580.0
14L,2019-02-01,pregabalin,50163180.0
09C,2019-02-01,pregabalin,7680485.0
01G,2019-02-01,pregabalin,20527945.0
07Y,2019-02-01,pregabalin,12169610.0
03R,2019-02-01,pregabalin,30947590.0
02Y,2019-02-01,pregabalin,17937085.0
00P,2019-02-01,pregabalin,22996260.0
02N,2019-02-01,pregabalin,7416770.0
00J,2019-02-01,pregabalin,21412205.0
00K,2019-02-01,pregabalin,26586895.0
03M,2019-02-01,pregabalin,8315610.0
09L,2019-02-01,pregabalin,7942335.0
05X,2019-02-01,pregabalin,12920745.0
10C,2019-02-01,pregabalin,4652995.0
05D,2019-02-01,pregabalin,7432005.0
01A,2019-02-01,pregabalin,25209885.0
06H,2019-02-01,pregabalin,45055370.0
15C,2019-02-01,pregabalin,50863810.0
00X,2019-02-01,pregabalin,12177720.0
99A,2019-02-01,pregabalin,53642505.0
05C,2019-02-01,pregabalin,16378560.0
01T,2019-02-01,pregabalin,15338890.0
01F,2019-02-01,pregabalin,15321895.0
04Q,2019-02-01,pregabalin,12370645.0
00V,2019-02-01,pregabalin,15644725.0
08M,2019-02-01,pregabalin,13762520.0
04M,2019-02-01,pregabalin,5332105.0
99Q,2019-02-01,pregabalin,24737145.0
00R,2019-02-01,pregabalin,10496630.0
06W,2019-02-01,pregabalin,19892810.0
09A,2019-02-01,pregabalin,8201475.0
11E,2019-02-01,pregabalin,7817340.0
00D,2019-02-01,pregabalin,29791650.0
06F,2019-02-01,pregabalin,15847105.0
08V,2019-02-01,pregabalin,12720045.0
04H,2019-02-01,pregabalin,9505585.0
09J,2019-02-01,pregabalin,16042150.0
99J,2019-02-01,pregabalin,25911750.0
12F,2019-02-01,pregabalin,24012550.0
07J,2019-02-01,pregabalin,18675655.0
14Y,2019-02-01,pregabalin,8505385.0
11A,2019-02-01,pregabalin,30693505.0
99P,2019-02-01,pregabalin,71515150.0
03L,2019-02-01,pregabalin,18793020.0
01J,2019-02-01,pregabalin,19876790.0
03Q,2019-02-01,pregabalin,21989425.0
06V,2019-02-01,pregabalin,14013265.0
05J,2019-02-01,pregabalin,7657255.0
10K,2019-02-01,pregabalin,12989455.0
04N,2019-02-01,pregabalin,5689110.0
10E,2019-02-01,pregabalin,14911310.0
07W,2019-02-01,pregabalin,17549700.0
08W,2019-02-01,pregabalin,11302760.0
01W,2019-02-01,pregabalin,19845450.0
05W,2019-02-01,pregabalin,19018155.0
09E,2011-03-01,gabapentin,3538183.3333333335
02X,2011-03-01,gabapentin,12665700.0
08E,2011-03-01,gabapentin,2089433.3333333333
08L,2011-03-01,gabapentin,4421600.0
02T,2011-03-01,gabapentin,4740016.666666667
01X,2011-03-01,gabapentin,5612200.0
09W,2011-03-01,gabapentin,3842866.6666666665
00M,2011-03-01,gabapentin,11042866.666666666
08K,2011-03-01,gabapentin,4746316.666666667
12D,2011-03-01,gabapentin,5915900.0
09F,2011-03-01,gabapentin,4327966.666666667
07N,2011-03-01,gabapentin,4078993.3333333335
04Q,2011-03-01,gabapentin,3052950.0
09N,2011-03-01,gabapentin,2581300.0
06D,2011-03-01,gabapentin,3138900.0
02E,2011-03-01,gabapentin,4513850.0
02Q,2011-03-01,gabapentin,4240750.0
03Q,2011-03-01,gabapentin,8889583.333333334
04L,2011-03-01,gabapentin,3838050.0
10K,2011-03-01,gabapentin,3234533.3333333335
09C,2011-03-01,gabapentin,2495700.0
02F,2011-03-01,gabapentin,4836933.333333333
05T,2011-03-01,gabapentin,6270016.666666667
99J,2011-03-01,gabapentin,7182900.0
02H,2011-03-01,gabapentin,8966433.333333334
02W,2011-03-01,gabapentin,1387233.3333333333
13T,2011-03-01,gabapentin,22362550.0
05V,2011-03-01,gabapentin,2480533.3333333335
08Y,2011-03-01,gabapentin,2546800.0
09Y,2011-03-01,gabapentin,3608366.6666666665
05F,2011-03-01,gabapentin,3961950.0
02M,2011-03-01,gabapentin,4464000.0
05L,2011-03-01,gabapentin,16488433.333333334
00N,2011-03-01,gabapentin,5944566.666666667
03N,2011-03-01,gabapentin,15724766.666666666
08D,2011-03-01,gabapentin,3249833.3333333335
10V,2011-03-01,gabapentin,4252950.0
04E,2011-03-01,gabapentin,5126316.666666667
01Y,2011-03-01,gabapentin,7481683.333333333
01T,2011-03-01,gabapentin,6067933.333333333
06N,2011-03-01,gabapentin,8928516.666666666
08V,2011-03-01,gabapentin,2892250.0
10Q,2011-03-01,gabapentin,13747216.666666666
08W,2011-03-01,gabapentin,1943366.6666666667
05W,2011-03-01,gabapentin,6977116.666666667
03W,2011-03-01,gabapentin,7447583.333333333
01C,2011-03-01,gabapentin,4843300.0
00R,2011-03-01,gabapentin,5351100.0
00Y,2011-03-01,gabapentin,7072983.333333333
02R,2011-03-01,gabapentin,6782266.666666667
03R,2011-03-01,gabapentin,8382966.666666667
07J,2011-03-01,gabapentin,4279916.666666667
09D,2011-03-01,gabapentin,5179650.0
04G,2011-03-01,gabapentin,16205466.666666666
06L,2011-03-01,gabapentin,7957666.666666667
04N,2011-03-01,gabapentin,2523433.3333333335
03K,2011-03-01,gabapentin,4163516.6666666665
10R,2011-03-01,gabapentin,3298766.6666666665
10A,2011-03-01,gabapentin,4086800.0
01V,2011-03-01,gabapentin,3439616.6666666665
05R,2011-03-01,gabapentin,4921133.333333333
03F,2011-03-01,gabapentin,8492716.666666666
06K,2011-03-01,gabapentin,9756600.0
05G,2011-03-01,gabapentin,4204050.0
04K,2011-03-01,gabapentin,7308916.666666667
10L,2011-03-01,gabapentin,3457033.3333333335
07G,2011-03-01,gabapentin,1591450.0
07M,2011-03-01,gabapentin,4065333.3333333335
02N,2011-03-01,gabapentin,3775966.6666666665
04V,2011-03-01,gabapentin,7663016.666666667
05A,2011-03-01,gabapentin,7942066.666666667
05Q,2011-03-01,gabapentin,4456583.333333333
08P,2011-03-01,gabapentin,2102650.0
01G,2011-03-01,gabapentin,8781033.333333334
10E,2011-03-01,gabapentin,3964950.0
07R,2011-03-01,gabapentin,2824033.3333333335
00V,2011-03-01,gabapentin,5573893.333333333
00X,2011-03-01,gabapentin,3271083.3333333335
07L,2011-03-01,gabapentin,1733183.3333333333
99D,2011-03-01,gabapentin,3613883.3333333335
04C,2011-03-01,gabapentin,6485133.333333333
04Y,2011-03-01,gabapentin,1986116.6666666667
08J,2011-03-01,gabapentin,1795183.3333333333
14L,2011-03-01,gabapentin,11820400.0
07P,2011-03-01,gabapentin,2820716.6666666665
07X,2011-03-01,gabapentin,3985750.0
15D,2011-03-01,gabapentin,5173000.0
04D,2011-03-01,gabapentin,4999833.333333333
00D,2011-03-01,gabapentin,12138166.666666666
03E,2011-03-01,gabapentin,3494433.3333333335
99C,2011-03-01,gabapentin,10107133.333333334
12F,2011-03-01,gabapentin,5928000.0
06V,2011-03-01,gabapentin,4335333.333333333
99F,2011-03-01,gabapentin,2020266.6666666667
11M,2011-03-01,gabapentin,11800916.666666666
09G,2011-03-01,gabapentin,8671133.333333334
04M,2011-03-01,gabapentin,2507366.6666666665
08X,2011-03-01,gabapentin,3303133.3333333335
09L,2011-03-01,gabapentin,1772466.6666666667
15F,2011-03-01,gabapentin,15623550.0
06P,2011-03-01,gabapentin,3761833.3333333335
04F,2011-03-01,gabapentin,3766883.3333333335
03D,2011-03-01,gabapentin,4049400.0
06Q,2011-03-01,gabapentin,5088066.666666667
03J,2011-03-01,gabapentin,2986133.3333333335
10D,2011-03-01,gabapentin,1653150.0
99Q,2011-03-01,gabapentin,8572166.666666666
08T,2011-03-01,gabapentin,1598466.6666666667
15A,2011-03-01,gabapentin,6211683.333333333
07W,2011-03-01,gabapentin,2831550.0
01H,2011-03-01,gabapentin,7412433.333333333
08Q,2011-03-01,gabapentin,4236300.0
06H,2011-03-01,gabapentin,21464533.333333332
01K,2011-03-01,gabapentin,8220233.333333333
05D,2011-03-01,gabapentin,2550966.6666666665
11A,2011-03-01,gabapentin,10542666.666666666
00J,2011-03-01,gabapentin,10688200.0
05X,2011-03-01,gabapentin,3393116.6666666665
00P,2011-03-01,gabapentin,9154683.333333334
02Y,2011-03-01,gabapentin,8320950.0
99A,2011-03-01,gabapentin,14223150.0
10X,2011-03-01,gabapentin,5866333.333333333
05J,2011-03-01,gabapentin,3393100.0
08A,2011-03-01,gabapentin,4593425.0
03M,2011-03-01,gabapentin,2909866.6666666665
06W,2011-03-01,gabapentin,5304316.666666667
99H,2011-03-01,gabapentin,2746866.6666666665
09J,2011-03-01,gabapentin,3993983.3333333335
10C,2011-03-01,gabapentin,1197583.3333333333
04J,2011-03-01,gabapentin,12632316.666666666
00T,2011-03-01,gabapentin,7351133.333333333
03A,2011-03-01,gabapentin,4845083.333333333
06A,2011-03-01,gabapentin,2606650.0
08F,2011-03-01,gabapentin,2951166.6666666665
01J,2011-03-01,gabapentin,5865933.333333333
15C,2011-03-01,gabapentin,19804733.333333332
08C,2011-03-01,gabapentin,1790266.6666666667
01D,2011-03-01,gabapentin,5717433.333333333
08G,2011-03-01,gabapentin,2094500.0
03T,2011-03-01,gabapentin,8570166.666666666
05C,2011-03-01,gabapentin,6153100.0
04R,2011-03-01,gabapentin,10947683.333333334
15E,2011-03-01,gabapentin,25375283.333333332
07Y,2011-03-01,gabapentin,2277416.6666666665
06M,2011-03-01,gabapentin,8020016.666666667
14Y,2011-03-01,gabapentin,7665316.666666667
03H,2011-03-01,gabapentin,4060900.0
01R,2011-03-01,gabapentin,4675433.333333333
10J,2011-03-01,gabapentin,3120033.3333333335
11E,2011-03-01,gabapentin,3863633.3333333335
02G,2011-03-01,gabapentin,3136833.3333333335
07Q,2011-03-01,gabapentin,5179133.333333333
05N,2011-03-01,gabapentin,4684533.333333333
99K,2011-03-01,gabapentin,3119250.0
08R,2011-03-01,gabapentin,2008483.3333333333
01W,2011-03-01,gabapentin,8635166.666666666
07T,2011-03-01,gabapentin,2606700.0
03L,2011-03-01,gabapentin,7839650.0
05H,2011-03-01,gabapentin,4434233.333333333
09P,2011-03-01,gabapentin,3543450.0
00Q,2011-03-01,gabapentin,4984350.0
11J,2011-03-01,gabapentin,13354116.666666666
00L,2011-03-01,gabapentin,13768016.666666666
05Y,2011-03-01,gabapentin,5181216.666666667
00C,2011-03-01,gabapentin,3641300.0
99N,2011-03-01,gabapentin,10215916.666666666
06Y,2011-03-01,gabapentin,5938550.0
11D,2011-03-01,gabapentin,19333.333333333332
09X,2011-03-01,gabapentin,2977133.3333333335
03X,2011-03-01,gabapentin,2349766.6666666665
04H,2011-03-01,gabapentin,3637233.3333333335
99G,2011-03-01,gabapentin,1897916.6666666667
11N,2011-03-01,gabapentin,18767616.666666668
99M,2011-03-01,gabapentin,2759633.3333333335
09H,2011-03-01,gabapentin,1344750.0
01M,2011-03-01,gabapentin,5600.0
01A,2011-03-01,gabapentin,10042483.333333334
02P,2011-03-01,gabapentin,6927816.666666667
09A,2011-03-01,gabapentin,2252333.3333333335
03Y,2011-03-01,gabapentin,5545933.333333333
06F,2011-03-01,gabapentin,8095383.333333333
06T,2011-03-01,gabapentin,7011416.666666667
07V,2011-03-01,gabapentin,4725200.0
00K,2011-03-01,gabapentin,10875950.0
03V,2011-03-01,gabapentin,1392683.3333333333
99E,2011-03-01,gabapentin,3199700.0
08N,2011-03-01,gabapentin,1814633.3333333333
01F,2011-03-01,gabapentin,4715000.0
99P,2011-03-01,gabapentin,24453816.666666668
08M,2011-03-01,gabapentin,2238633.3333333335
02D,2011-03-01,gabapentin,2879350.0
07H,2011-03-01,gabapentin,3778383.3333333335
08H,2011-03-01,gabapentin,3895100.0
11X,2011-03-01,gabapentin,11285333.333333334
07K,2011-03-01,gabapentin,5661950.0
02A,2011-03-01,gabapentin,4970633.333333333
01E,2011-03-01,gabapentin,3531016.6666666665
99M,2011-03-01,pregabalin,4657025.0
03F,2011-03-01,pregabalin,6924575.0
09P,2011-03-01,pregabalin,7806625.0
09A,2011-03-01,pregabalin,3616075.0
11M,2011-03-01,pregabalin,13479925.0
04N,2011-03-01,pregabalin,2790500.0
02A,2011-03-01,pregabalin,7229400.0
08K,2011-03-01,pregabalin,5204700.0
07Y,2011-03-01,pregabalin,3545825.0
06F,2011-03-01,pregabalin,6259575.0
04E,2011-03-01,pregabalin,2964950.0
05L,2011-03-01,pregabalin,8389825.0
04C,2011-03-01,pregabalin,5257075.0
08J,2011-03-01,pregabalin,2289800.0
02F,2011-03-01,pregabalin,6142075.0
00R,2011-03-01,pregabalin,5568625.0
07G,2011-03-01,pregabalin,2621850.0
08Q,2011-03-01,pregabalin,5642900.0
01C,2011-03-01,pregabalin,6307325.0
02M,2011-03-01,pregabalin,5508975.0
07N,2011-03-01,pregabalin,5760575.0
03A,2011-03-01,pregabalin,6652025.0
99E,2011-03-01,pregabalin,5812050.0
10C,2011-03-01,pregabalin,1689925.0
11A,2011-03-01,pregabalin,8927500.0
01J,2011-03-01,pregabalin,6879750.0
10J,2011-03-01,pregabalin,4750425.0
01G,2011-03-01,pregabalin,5630850.0
09J,2011-03-01,pregabalin,7597750.0
03J,2011-03-01,pregabalin,6208275.0
09D,2011-03-01,pregabalin,7699450.0
01F,2011-03-01,pregabalin,5559675.0
04G,2011-03-01,pregabalin,11498825.0
09F,2011-03-01,pregabalin,5979975.0
04H,2011-03-01,pregabalin,2533025.0
00N,2011-03-01,pregabalin,4380525.0
06H,2011-03-01,pregabalin,11676350.0
06M,2011-03-01,pregabalin,5559450.0
05V,2011-03-01,pregabalin,2979125.0
06L,2011-03-01,pregabalin,8153850.0
99H,2011-03-01,pregabalin,4858875.0
08Y,2011-03-01,pregabalin,4218200.0
08G,2011-03-01,pregabalin,6610125.0
04K,2011-03-01,pregabalin,6812025.0
08A,2011-03-01,pregabalin,4263600.0
14L,2011-03-01,pregabalin,23522700.0
02P,2011-03-01,pregabalin,6269325.0
07L,2011-03-01,pregabalin,2704750.0
06K,2011-03-01,pregabalin,7763825.0
03Q,2011-03-01,pregabalin,10668000.0
02D,2011-03-01,pregabalin,2953125.0
04V,2011-03-01,pregabalin,7686375.0
08D,2011-03-01,pregabalin,2058775.0
09G,2011-03-01,pregabalin,7518100.0
01R,2011-03-01,pregabalin,3676950.0
10D,2011-03-01,pregabalin,4855600.0
10A,2011-03-01,pregabalin,6510975.0
05C,2011-03-01,pregabalin,5387225.0
08W,2011-03-01,pregabalin,4464500.0
99Q,2011-03-01,pregabalin,7656275.0
03X,2011-03-01,pregabalin,1839975.0
15E,2011-03-01,pregabalin,26643050.0
05X,2011-03-01,pregabalin,6007075.0
02G,2011-03-01,pregabalin,2956675.0
04F,2011-03-01,pregabalin,2668050.0
99J,2011-03-01,pregabalin,10529025.0
08M,2011-03-01,pregabalin,4413600.0
09W,2011-03-01,pregabalin,10497825.0
08V,2011-03-01,pregabalin,3856450.0
03L,2011-03-01,pregabalin,6161825.0
04M,2011-03-01,pregabalin,2536225.0
04Q,2011-03-01,pregabalin,3346200.0
00K,2011-03-01,pregabalin,7075650.0
05D,2011-03-01,pregabalin,3273575.0
10V,2011-03-01,pregabalin,3624800.0
03R,2011-03-01,pregabalin,16006575.0
11J,2011-03-01,pregabalin,7026725.0
02X,2011-03-01,pregabalin,13008500.0
06N,2011-03-01,pregabalin,7480900.0
15A,2011-03-01,pregabalin,8917900.0
05N,2011-03-01,pregabalin,9511500.0
10R,2011-03-01,pregabalin,3278200.0
07T,2011-03-01,pregabalin,3990950.0
03M,2011-03-01,pregabalin,3350200.0
02T,2011-03-01,pregabalin,5836375.0
12D,2011-03-01,pregabalin,4114850.0
02Y,2011-03-01,pregabalin,8970375.0
07J,2011-03-01,pregabalin,6157000.0
07W,2011-03-01,pregabalin,5074275.0
15D,2011-03-01,pregabalin,5552325.0
07X,2011-03-01,pregabalin,3328625.0
03V,2011-03-01,pregabalin,886825.0
99D,2011-03-01,pregabalin,4371725.0
08R,2011-03-01,pregabalin,2332025.0
03T,2011-03-01,pregabalin,9379100.0
00T,2011-03-01,pregabalin,10861675.0
99P,2011-03-01,pregabalin,23683450.0
05F,2011-03-01,pregabalin,2836100.0
08T,2011-03-01,pregabalin,2787025.0
05A,2011-03-01,pregabalin,8187275.0
04J,2011-03-01,pregabalin,7591100.0
11D,2011-03-01,pregabalin,136500.0
01K,2011-03-01,pregabalin,10691325.0
99N,2011-03-01,pregabalin,8236975.0
01Y,2011-03-01,pregabalin,7490150.0
02N,2011-03-01,pregabalin,3881500.0
06T,2011-03-01,pregabalin,15929025.0
08L,2011-03-01,pregabalin,6892375.0
04R,2011-03-01,pregabalin,5992950.0
08H,2011-03-01,pregabalin,2295950.0
05T,2011-03-01,pregabalin,5712975.0
06A,2011-03-01,pregabalin,5349725.0
06D,2011-03-01,pregabalin,1761525.0
00X,2011-03-01,pregabalin,4590825.0
09C,2011-03-01,pregabalin,2853450.0
10E,2011-03-01,pregabalin,6282900.0
01T,2011-03-01,pregabalin,4859200.0
07R,2011-03-01,pregabalin,2479125.0
10Q,2011-03-01,pregabalin,6400125.0
09E,2011-03-01,pregabalin,7118900.0
05Q,2011-03-01,pregabalin,5600175.0
03W,2011-03-01,pregabalin,5575175.0
99A,2011-03-01,pregabalin,17306850.0
99G,2011-03-01,pregabalin,5508800.0
09Y,2011-03-01,pregabalin,9363225.0
11N,2011-03-01,pregabalin,15290975.0
06V,2011-03-01,pregabalin,5469750.0
00P,2011-03-01,pregabalin,8351925.0
12F,2011-03-01,pregabalin,10658150.0
00V,2011-03-01,pregabalin,7743550.0
04Y,2011-03-01,pregabalin,3235725.0
05G,2011-03-01,pregabalin,4602975.0
08F,2011-03-01,pregabalin,4625250.0
03N,2011-03-01,pregabalin,13740025.0
11E,2011-03-01,pregabalin,2639775.0
15C,2011-03-01,pregabalin,14448550.0
06Q,2011-03-01,pregabalin,15444175.0
07K,2011-03-01,pregabalin,9135800.0
07H,2011-03-01,pregabalin,6461225.0
07V,2011-03-01,pregabalin,4721075.0
01M,2011-03-01,pregabalin,100800.0
00J,2011-03-01,pregabalin,5860975.0
01H,2011-03-01,pregabalin,5686775.0
02R,2011-03-01,pregabalin,9276850.0
07Q,2011-03-01,pregabalin,4234400.0
99K,2011-03-01,pregabalin,4450775.0
99C,2011-03-01,pregabalin,4969250.0
03Y,2011-03-01,pregabalin,3204700.0
13T,2011-03-01,pregabalin,14270475.0
15F,2011-03-01,pregabalin,19649050.0
00L,2011-03-01,pregabalin,8199825.0
14Y,2011-03-01,pregabalin,2830500.0
01X,2011-03-01,pregabalin,12884375.0
00Q,2011-03-01,pregabalin,3036725.0
01A,2011-03-01,pregabalin,8557075.0
10X,2011-03-01,pregabalin,3377525.0
01W,2011-03-01,pregabalin,7220175.0
10L,2011-03-01,pregabalin,4058850.0
05J,2011-03-01,pregabalin,2876400.0
03K,2011-03-01,pregabalin,5226625.0
02W,2011-03-01,pregabalin,2604000.0
05R,2011-03-01,pregabalin,3805275.0
03H,2011-03-01,pregabalin,3088400.0
08N,2011-03-01,pregabalin,4010425.0
09X,2011-03-01,pregabalin,4183250.0
05H,2011-03-01,pregabalin,3121150.0
00C,2011-03-01,pregabalin,3520350.0
05W,2011-03-01,pregabalin,6874450.0
08E,2011-03-01,pregabalin,3197225.0
10K,2011-03-01,pregabalin,3558425.0
06P,2011-03-01,pregabalin,3117175.0
06Y,2011-03-01,pregabalin,7536925.0
04L,2011-03-01,pregabalin,2785250.0
01V,2011-03-01,pregabalin,4045825.0
07M,2011-03-01,pregabalin,5202650.0
02H,2011-03-01,pregabalin,14339975.0
06W,2011-03-01,pregabalin,7685275.0
08X,2011-03-01,pregabalin,3833325.0
01D,2011-03-01,pregabalin,10694200.0
07P,2011-03-01,pregabalin,3591475.0
99F,2011-03-01,pregabalin,4692800.0
00D,2011-03-01,pregabalin,9873825.0
00Y,2011-03-01,pregabalin,10196225.0
01E,2011-03-01,pregabalin,7109400.0
09N,2011-03-01,pregabalin,3898025.0
08P,2011-03-01,pregabalin,2534300.0
00M,2011-03-01,pregabalin,11150025.0
09H,2011-03-01,pregabalin,3012375.0
02E,2011-03-01,pregabalin,7747150.0
02Q,2011-03-01,pregabalin,3587525.0
11X,2011-03-01,pregabalin,6046450.0
08C,2011-03-01,pregabalin,3364750.0
03D,2011-03-01,pregabalin,4057900.0
05Y,2011-03-01,pregabalin,9222275.0
09L,2011-03-01,pregabalin,2355450.0
04D,2011-03-01,pregabalin,6962125.0
03E,2011-03-01,pregabalin,3315650.0
02T,2015-03-01,gabapentin,9270233.333333334
11J,2015-03-01,gabapentin,26533816.666666668
01J,2015-03-01,gabapentin,12832933.333333334
03F,2015-03-01,gabapentin,13491200.0
07X,2015-03-01,gabapentin,7938433.333333333
11X,2015-03-01,gabapentin,24750183.333333332
15E,2015-03-01,gabapentin,44255850.0
02M,2015-03-01,gabapentin,11804650.0
99J,2015-03-01,gabapentin,14428433.333333334
04L,2015-03-01,gabapentin,6760150.0
02F,2015-03-01,gabapentin,10234166.666666666
00V,2015-03-01,gabapentin,11014383.333333334
01G,2015-03-01,gabapentin,21705216.666666668
03H,2015-03-01,gabapentin,8082133.333333333
10R,2015-03-01,gabapentin,8577666.666666666
07W,2015-03-01,gabapentin,5391383.333333333
08Y,2015-03-01,gabapentin,3641350.0
07T,2015-03-01,gabapentin,4910316.666666667
05X,2015-03-01,gabapentin,7345983.333333333
99M,2015-03-01,gabapentin,5598416.666666667
08E,2015-03-01,gabapentin,3685516.6666666665
07R,2015-03-01,gabapentin,5708850.0
03T,2015-03-01,gabapentin,17322416.666666668
05Y,2015-03-01,gabapentin,10767041.666666666
06P,2015-03-01,gabapentin,6282733.333333333
01F,2015-03-01,gabapentin,9775950.0
08C,2015-03-01,gabapentin,2325366.6666666665
08R,2015-03-01,gabapentin,3631733.3333333335
09C,2015-03-01,gabapentin,4849950.0
03W,2015-03-01,gabapentin,11778600.0
06W,2015-03-01,gabapentin,10315416.666666666
02N,2015-03-01,gabapentin,6301200.0
11N,2015-03-01,gabapentin,30174000.0
09W,2015-03-01,gabapentin,10896700.0
