pct,month,drug,gaba_ddd
01T,2014-11-01,gabapentin,30586.833333333332
06H,2014-11-01,gabapentin,112963.33333333333
09G,2014-11-01,gabapentin,51730.833333333336
15M,2014-11-01,gabapentin,172103.11111111112
99D,2014-11-01,gabapentin,21674.11111111111
06K,2014-11-01,gabapentin,55797.61111111111
00P,2014-11-01,gabapentin,52511.5
02G,2014-11-01,gabapentin,20451.38888888889
14L,2014-11-01,gabapentin,78656.55555555556
02A,2014-11-01,gabapentin,29972.166666666668
09N,2014-11-01,gabapentin,14565.111111111111
11J,2014-11-01,gabapentin,79394.22222222222
01F,2014-11-01,gabapentin,28374.11111111111
07K,2014-11-01,gabapentin,29980.666666666668
05N,2014-11-01,gabapentin,28820.166666666668
03M,2014-11-01,gabapentin,19212.38888888889
05C,2014-11-01,gabapentin,37575.88888888889
03D,2014-11-01,gabapentin,20411.277777777777
07W,2014-11-01,gabapentin,17884.222222222223
10R,2014-11-01,gabapentin,26420.222222222223
04C,2014-11-01,gabapentin,32499.444444444445
09D,2014-11-01,gabapentin,39651.166666666664
03H,2014-11-01,gabapentin,23639.055555555555
07L,2014-11-01,gabapentin,8983.944444444445
11E,2014-11-01,gabapentin,21405.666666666668
12D,2014-11-01,gabapentin,28528.333333333332
05T,2014-11-01,gabapentin,36054.666666666664
02D,2014-11-01,gabapentin,17658.5
08H,2014-11-01,gabapentin,26438.555555555555
99J,2014-11-01,gabapentin,42606.88888888889
02Q,2014-11-01,gabapentin,19923.722222222223
07P,2014-11-01,gabapentin,16933.555555555555
06T,2014-11-01,gabapentin,45609.88888888889
07J,2014-11-01,gabapentin,28606.88888888889
11X,2014-11-01,gabapentin,73771.5
00D,2014-11-01,gabapentin,73055.27777777778
01R,2014-11-01,gabapentin,25303.5
06W,2014-11-01,gabapentin,28909.833333333332
01G,2014-11-01,gabapentin,63939.22222222222
13T,2014-11-01,gabapentin,103745.33333333333
99E,2014-11-01,gabapentin,20270.61111111111
06A,2014-11-01,gabapentin,18004.333333333332
08T,2014-11-01,gabapentin,8270.777777777777
00Q,2014-11-01,gabapentin,31740.166666666668
05D,2014-11-01,gabapentin,15555.944444444445
07Y,2014-11-01,gabapentin,12705.111111111111
04G,2014-11-01,gabapentin,94412.88888888889
10X,2014-11-01,gabapentin,37805.27777777778
02F,2014-11-01,gabapentin,32003.444444444445
02W,2014-11-01,gabapentin,12279.833333333334
00T,2014-11-01,gabapentin,44356.944444444445
05Y,2014-11-01,gabapentin,31131.472222222223
08L,2014-11-01,gabapentin,25815.444444444445
15D,2014-11-01,gabapentin,31636.222222222223
05R,2014-11-01,gabapentin,22140.944444444445
09L,2014-11-01,gabapentin,11144.055555555555
09C,2014-11-01,gabapentin,14250.388888888889
04L,2014-11-01,gabapentin,19175.833333333332
12F,2014-11-01,gabapentin,52853.11111111111
09H,2014-11-01,gabapentin,8504.777777777777
07M,2014-11-01,gabapentin,22573.5
06N,2014-11-01,gabapentin,49348.77777777778
07X,2014-11-01,gabapentin,24478.88888888889
08A,2014-11-01,gabapentin,24348.0
05L,2014-11-01,gabapentin,85603.66666666667
03N,2014-11-01,gabapentin,72895.55555555556
05H,2014-11-01,gabapentin,24516.61111111111
15F,2014-11-01,gabapentin,70022.5
10V,2014-11-01,gabapentin,27229.944444444445
00V,2014-11-01,gabapentin,33580.666666666664
99K,2014-11-01,gabapentin,18089.055555555555
06D,2014-11-01,gabapentin,18377.166666666668
15A,2014-11-01,gabapentin,37493.666666666664
07R,2014-11-01,gabapentin,17000.055555555555
05W,2014-11-01,gabapentin,42456.72222222222
09P,2014-11-01,gabapentin,22478.777777777777
08R,2014-11-01,gabapentin,10356.0
07N,2014-11-01,gabapentin,20640.666666666668
03Q,2014-11-01,pregabalin,54749.8
09J,2014-11-01,pregabalin,41135.53333333333
06Q,2014-11-01,pregabalin,80289.25
06H,2014-11-01,pregabalin,75856.15
08T,2014-11-01,pregabalin,15720.366666666667
10J,2014-11-01,pregabalin,23260.366666666665
08D,2014-11-01,pregabalin,13730.366666666667
09D,2014-11-01,pregabalin,42559.95
09H,2014-11-01,pregabalin,15089.333333333334
07L,2014-11-01,pregabalin,22278.816666666666
10R,2014-11-01,pregabalin,21064.583333333332
02D,2014-11-01,pregabalin,17029.033333333333
03J,2014-11-01,pregabalin,27345.083333333332
10X,2014-11-01,pregabalin,33247.933333333334
07G,2014-11-01,pregabalin,18408.083333333332
05T,2014-11-01,pregabalin,32609.533333333333
03D,2014-11-01,pregabalin,24227.4
06A,2014-11-01,pregabalin,37829.36666666667
05C,2014-11-01,pregabalin,29501.316666666666
02P,2014-11-01,pregabalin,51932.083333333336
02Q,2014-11-01,pregabalin,24040.983333333334
04E,2014-11-01,pregabalin,24907.666666666668
03M,2014-11-01,pregabalin,20191.1
10V,2014-11-01,pregabalin,24778.233333333334
00R,2014-11-01,pregabalin,31924.4
10K,2014-11-01,pregabalin,26453.066666666666
00X,2014-11-01,pregabalin,28877.633333333335
01G,2014-11-01,pregabalin,35850.38333333333
01K,2014-11-01,pregabalin,56298.76666666667
05L,2014-11-01,pregabalin,58515.083333333336
11J,2014-11-01,pregabalin,60413.03333333333
01T,2014-11-01,pregabalin,35546.03333333333
07P,2014-11-01,pregabalin,23822.516666666666
02F,2014-11-01,pregabalin,36495.98333333333
09A,2014-11-01,pregabalin,21014.25
04L,2014-11-01,pregabalin,17027.133333333335
07K,2014-11-01,pregabalin,45316.36666666667
02G,2014-11-01,pregabalin,22292.416666666668
15A,2014-11-01,pregabalin,51410.666666666664
05R,2014-11-01,pregabalin,22748.366666666665
05J,2014-11-01,gabapentin,20706.88888888889
02X,2014-11-01,gabapentin,54942.0
08N,2014-11-01,gabapentin,8825.0
09F,2014-11-01,gabapentin,31695.11111111111
03Q,2014-11-01,gabapentin,47078.38888888889
09E,2014-11-01,gabapentin,27497.277777777777
10J,2014-11-01,gabapentin,17724.222222222223
05G,2014-11-01,gabapentin,27751.333333333332
02P,2014-11-01,gabapentin,38269.38888888889
01V,2014-11-01,gabapentin,20548.777777777777
09A,2014-11-01,gabapentin,9901.166666666666
03A,2014-11-01,gabapentin,28514.11111111111
06V,2014-11-01,gabapentin,29574.333333333332
04V,2014-11-01,gabapentin,42735.22222222222
10L,2014-11-01,gabapentin,18885.166666666668
08C,2014-11-01,gabapentin,8032.388888888889
00N,2014-11-01,gabapentin,31538.38888888889
03J,2014-11-01,gabapentin,17608.722222222223
03F,2014-11-01,gabapentin,40927.055555555555
09X,2014-11-01,gabapentin,19647.11111111111
10K,2014-11-01,gabapentin,20815.61111111111
00C,2014-11-01,gabapentin,19963.555555555555
04D,2014-11-01,gabapentin,26572.666666666668
08W,2014-11-01,gabapentin,10588.833333333334
08Y,2014-11-01,gabapentin,10674.277777777777
99A,2014-11-01,gabapentin,94614.66666666667
00K,2014-11-01,gabapentin,60241.666666666664
11N,2014-11-01,gabapentin,90017.05555555556
06Q,2014-11-01,gabapentin,28052.61111111111
06F,2014-11-01,gabapentin,52948.11111111111
04Q,2014-11-01,gabapentin,13368.444444444445
06L,2014-11-01,gabapentin,53232.72222222222
08E,2014-11-01,gabapentin,11819.333333333334
15E,2014-11-01,gabapentin,131238.44444444444
99H,2014-11-01,gabapentin,16224.611111111111
08F,2014-11-01,gabapentin,18923.166666666668
03K,2014-11-01,gabapentin,21840.277777777777
09W,2014-11-01,gabapentin,31968.666666666668
01K,2014-11-01,gabapentin,49938.833333333336
11A,2014-11-01,gabapentin,58994.333333333336
01H,2014-11-01,gabapentin,46534.833333333336
11M,2014-11-01,gabapentin,66546.05555555556
08V,2014-11-01,gabapentin,16185.444444444445
00X,2014-11-01,gabapentin,18972.0
04Y,2014-11-01,gabapentin,14105.944444444445
08J,2014-11-01,gabapentin,10200.166666666666
08P,2014-11-01,gabapentin,8062.722222222223
08H,2014-11-01,pregabalin,16721.5
02R,2014-11-01,pregabalin,36308.5
02Y,2014-11-01,pregabalin,45238.63333333333
99N,2014-11-01,pregabalin,60448.23333333333
11M,2014-11-01,pregabalin,73614.41666666667
08A,2014-11-01,pregabalin,25530.5
07Q,2014-11-01,pregabalin,37905.666666666664
04D,2014-11-01,pregabalin,53647.9
06T,2014-11-01,pregabalin,79826.71666666666
06P,2014-11-01,pregabalin,17087.283333333333
01W,2014-11-01,pregabalin,43099.23333333333
10D,2014-11-01,pregabalin,22111.916666666668
00T,2014-11-01,pregabalin,63746.433333333334
99G,2014-11-01,pregabalin,32724.283333333333
06D,2014-11-01,pregabalin,9446.7
07J,2014-11-01,pregabalin,36639.86666666667
06V,2014-11-01,pregabalin,30639.066666666666
07R,2014-11-01,pregabalin,14580.166666666666
14Y,2014-11-01,pregabalin,10299.4
09G,2014-11-01,pregabalin,56196.36666666667
99K,2014-11-01,pregabalin,23582.25
09C,2014-11-01,pregabalin,16178.333333333334
09Y,2014-11-01,pregabalin,43083.23333333333
04M,2014-11-01,pregabalin,14393.666666666666
11E,2014-11-01,pregabalin,16407.75
08F,2014-11-01,pregabalin,31962.483333333334
08G,2014-11-01,pregabalin,34347.2
01F,2014-11-01,pregabalin,40026.333333333336
05X,2014-11-01,pregabalin,36259.083333333336
01E,2014-11-01,pregabalin,33801.2
03K,2014-11-01,pregabalin,30777.566666666666
10Q,2014-11-01,pregabalin,47628.6
15N,2014-11-01,pregabalin,213174.96666666667
00N,2014-11-01,pregabalin,26913.416666666668
05H,2014-11-01,pregabalin,21020.583333333332
15M,2014-11-01,pregabalin,103015.1
03L,2014-11-01,pregabalin,43830.0
07N,2014-11-01,pregabalin,32560.066666666666
03V,2014-11-01,pregabalin,6917.2
04Q,2014-11-01,pregabalin,28199.116666666665
00Q,2014-11-01,pregabalin,20125.583333333332
05Q,2014-11-01,pregabalin,36508.65
04V,2014-11-01,pregabalin,45107.21666666667
03E,2014-11-01,pregabalin,22667.016666666666
08K,2014-11-01,pregabalin,32047.25
10C,2014-11-01,pregabalin,10178.316666666668
06F,2014-11-01,pregabalin,33263.01666666667
15C,2014-11-01,pregabalin,113752.96666666666
08N,2014-11-01,pregabalin,32873.98333333333
01R,2014-11-01,pregabalin,24265.416666666668
07W,2014-11-01,pregabalin,37995.066666666666
02N,2014-11-01,pregabalin,19796.866666666665
06L,2014-11-01,pregabalin,57332.95
08Y,2014-11-01,pregabalin,24213.366666666665
00Y,2014-11-01,pregabalin,48545.2
05A,2014-11-01,pregabalin,49203.78333333333
06N,2014-11-01,pregabalin,36111.26666666667
99F,2014-11-01,pregabalin,27095.283333333333
06K,2014-11-01,pregabalin,43104.95
01X,2014-11-01,pregabalin,61908.98333333333
07T,2014-11-01,pregabalin,26338.183333333334
03H,2014-11-01,pregabalin,17626.583333333332
14L,2014-11-01,pregabalin,120438.0
02X,2014-11-01,pregabalin,77283.3
00V,2014-11-01,pregabalin,36269.0
08M,2014-11-01,pregabalin,32397.666666666668
00M,2014-11-01,pregabalin,73978.71666666666
00J,2014-11-01,pregabalin,45630.166666666664
01V,2014-11-01,pregabalin,25289.116666666665
99E,2014-11-01,pregabalin,40151.15
08R,2014-11-01,pregabalin,13606.283333333333
11X,2014-11-01,pregabalin,53241.76666666667
07M,2014-11-01,pregabalin,30525.4
07H,2014-11-01,pregabalin,35060.5
07Y,2014-11-01,pregabalin,26916.45
03F,2014-11-01,pregabalin,41495.583333333336
02E,2014-11-01,pregabalin,43127.63333333333
05W,2014-11-01,pregabalin,41753.433333333334
01A,2014-11-01,pregabalin,50291.166666666664
00L,2014-11-01,pregabalin,52961.38333333333
09E,2014-11-01,pregabalin,37399.816666666666
03R,2014-11-01,pregabalin,71580.46666666666
08C,2014-11-01,pregabalin,22958.666666666668
09X,2014-11-01,pregabalin,31432.866666666665
12F,2014-11-01,pregabalin,54547.25
01J,2014-11-01,pregabalin,44159.166666666664
99J,2014-11-01,pregabalin,59192.833333333336
05G,2014-11-01,pregabalin,27202.333333333332
02H,2014-11-01,pregabalin,87340.95
08V,2014-11-01,pregabalin,30718.416666666668
06M,2014-11-01,pregabalin,32999.95
09L,2014-11-01,pregabalin,13917.416666666666
08P,2014-11-01,pregabalin,14926.0
05D,2014-11-01,pregabalin,16583.033333333333
99D,2014-11-01,pregabalin,25526.5
09W,2014-11-01,pregabalin,54147.86666666667
99A,2014-11-01,pregabalin,105527.06666666667
99H,2014-11-01,pregabalin,30316.616666666665
09F,2014-11-01,pregabalin,29889.65
01D,2014-11-01,pregabalin,50948.98333333333
05N,2014-11-01,pregabalin,45814.2
06Y,2014-11-01,pregabalin,40321.5
99G,2014-11-01,gabapentin,12200.111111111111
08D,2014-11-01,gabapentin,20655.666666666668
02Y,2014-11-01,gabapentin,40841.833333333336
00J,2014-11-01,gabapentin,56371.77777777778
07V,2014-11-01,gabapentin,28777.88888888889
05Y,2014-11-01,pregabalin,56908.1
06W,2014-11-01,pregabalin,45900.833333333336
15F,2014-11-01,pregabalin,111672.15
02T,2014-11-01,pregabalin,27828.433333333334
04C,2014-11-01,pregabalin,31745.983333333334
10A,2014-11-01,pregabalin,35887.25
03N,2014-11-01,pregabalin,102143.26666666666
04N,2014-11-01,pregabalin,14662.166666666666
07X,2014-11-01,pregabalin,19313.0
10E,2014-11-01,pregabalin,29282.583333333332
11A,2014-11-01,pregabalin,74059.83333333333
05F,2014-11-01,pregabalin,18693.916666666668
04H,2014-11-01,pregabalin,18607.166666666668
08J,2014-11-01,pregabalin,16456.533333333333
03W,2014-11-01,pregabalin,33549.166666666664
04Y,2014-11-01,pregabalin,20090.6
00K,2014-11-01,pregabalin,55407.86666666667
02M,2014-11-01,pregabalin,28113.333333333332
00D,2014-11-01,pregabalin,66191.71666666666
04K,2014-11-01,pregabalin,41128.45
03A,2014-11-01,pregabalin,33502.316666666666
07V,2014-11-01,pregabalin,30852.45
05V,2014-11-01,pregabalin,18725.25
02A,2014-11-01,pregabalin,42337.65
08E,2014-11-01,pregabalin,18938.45
00C,2014-11-01,pregabalin,20517.116666666665
04G,2014-11-01,pregabalin,64455.066666666666
05J,2014-11-01,pregabalin,18093.366666666665
99M,2014-11-01,pregabalin,23720.65
99C,2014-11-01,pregabalin,35274.75
08W,2014-11-01,pregabalin,25019.116666666665
02W,2014-11-01,pregabalin,8181.2
15D,2014-11-01,pregabalin,29639.716666666667
04F,2014-11-01,pregabalin,19538.333333333332
01H,2014-11-01,pregabalin,39446.01666666667
11N,2014-11-01,pregabalin,98750.75
08L,2014-11-01,pregabalin,35077.76666666667
00P,2014-11-01,pregabalin,53710.1
10L,2014-11-01,pregabalin,26460.283333333333
13T,2014-11-01,pregabalin,94872.68333333333
01Y,2014-11-01,pregabalin,33813.316666666666
08X,2014-11-01,pregabalin,21974.5
03T,2014-11-01,pregabalin,63905.816666666666
09N,2014-11-01,pregabalin,21500.116666666665
12D,2014-11-01,pregabalin,27765.166666666668
09P,2014-11-01,pregabalin,36423.25
08Q,2014-11-01,pregabalin,30887.0
01C,2014-11-01,pregabalin,29132.25
15E,2014-11-01,pregabalin,153451.16666666666
14Y,2018-11-01,gabapentin,67363.38888888889
05C,2018-11-01,gabapentin,58305.27777777778
01C,2018-11-01,gabapentin,39627.166666666664
01A,2018-11-01,gabapentin,112081.61111111111
07M,2018-11-01,gabapentin,34017.72222222222
13T,2018-11-01,gabapentin,131968.58333333334
09P,2018-11-01,gabapentin,42275.944444444445
02E,2018-11-01,gabapentin,40344.666666666664
01D,2018-11-01,gabapentin,58772.5
15M,2018-11-01,gabapentin,274024.94444444444
02Q,2018-11-01,gabapentin,30566.61111111111
00L,2018-11-01,gabapentin,108565.94444444444
00R,2018-11-01,gabapentin,78934.61111111111
02H,2018-11-01,gabapentin,92775.55555555556
10R,2018-11-01,gabapentin,36303.5
09G,2018-11-01,gabapentin,82429.0
02G,2018-11-01,gabapentin,32273.944444444445
12F,2018-11-01,gabapentin,94167.61111111111
06V,2018-11-01,gabapentin,42068.77777777778
05X,2018-11-01,gabapentin,32075.833333333332
05A,2018-11-01,gabapentin,81743.44444444444
03V,2018-11-01,gabapentin,20040.833333333332
02X,2018-11-01,gabapentin,88698.88888888889
09D,2018-11-01,gabapentin,62142.88888888889
04G,2018-11-01,gabapentin,142075.55555555556
00M,2018-11-01,gabapentin,89775.27777777778
00J,2018-11-01,gabapentin,81499.55555555556
05T,2018-11-01,gabapentin,51687.555555555555
08G,2018-11-01,gabapentin,20539.61111111111
11A,2018-11-01,gabapentin,75286.22222222222
99E,2018-11-01,gabapentin,32805.5
00Q,2018-11-01,gabapentin,49247.77777777778
15F,2018-11-01,gabapentin,109634.88888888889
07G,2018-11-01,gabapentin,23711.166666666668
05J,2018-11-01,gabapentin,28717.666666666668
03R,2018-11-01,gabapentin,85168.61111111111
99F,2018-11-01,gabapentin,22899.833333333332
08Y,2018-11-01,gabapentin,15022.722222222223
01J,2018-11-01,gabapentin,56384.944444444445
10C,2018-11-01,gabapentin,8769.555555555555
05V,2018-11-01,gabapentin,24425.88888888889
02Y,2018-11-01,gabapentin,57518.72222222222
07P,2018-11-01,gabapentin,22905.666666666668
09J,2018-11-01,gabapentin,38872.555555555555
99N,2018-11-01,gabapentin,91079.88888888889
08E,2018-11-01,gabapentin,14395.444444444445
01X,2018-11-01,gabapentin,63712.944444444445
07H,2018-11-01,gabapentin,27539.444444444445
05Y,2018-11-01,gabapentin,54098.333333333336
01E,2018-11-01,gabapentin,34376.444444444445
08T,2018-11-01,gabapentin,13107.277777777777
09W,2018-11-01,gabapentin,48081.77777777778
01K,2018-11-01,gabapentin,88913.94444444444
09E,2018-11-01,gabapentin,31051.88888888889
15C,2018-11-01,gabapentin,123008.22222222222
07R,2018-11-01,gabapentin,26914.88888888889
10K,2018-11-01,gabapentin,37128.555555555555
05D,2018-11-01,gabapentin,22947.222222222223
11J,2018-11-01,gabapentin,122863.88888888889
01F,2018-11-01,gabapentin,46872.166666666664
05G,2018-11-01,gabapentin,48995.22222222222
99K,2018-11-01,gabapentin,26592.277777777777
04M,2018-11-01,gabapentin,21328.38888888889
14L,2018-11-01,gabapentin,126121.55555555556
09N,2018-11-01,gabapentin,17690.88888888889
99M,2018-11-01,gabapentin,20497.277777777777
07Y,2018-11-01,gabapentin,16690.666666666668
07X,2018-11-01,gabapentin,40222.166666666664
00K,2018-11-01,gabapentin,91273.22222222222
03Q,2018-11-01,gabapentin,60395.333333333336
08K,2018-11-01,gabapentin,29150.166666666668
08W,2018-11-01,gabapentin,17095.444444444445
02T,2018-11-01,gabapentin,39614.944444444445
04L,2018-11-01,gabapentin,30756.444444444445
07T,2018-11-01,gabapentin,26979.944444444445
10L,2018-11-01,gabapentin,32324.722222222223
06T,2018-11-01,gabapentin,64605.77777777778
06K,2018-11-01,gabapentin,79265.5
03J,2018-11-01,gabapentin,24880.333333333332
04E,2018-11-01,gabapentin,51712.055555555555
01T,2018-11-01,gabapentin,47253.88888888889
00D,2018-11-01,gabapentin,109560.33333333333
03T,2018-11-01,gabapentin,75332.88888888889
01R,2018-11-01,gabapentin,38676.22222222222
04C,2018-11-01,gabapentin,43885.555555555555
06P,2018-11-01,gabapentin,29400.38888888889
00P,2018-11-01,gabapentin,86109.52777777778
06A,2018-11-01,gabapentin,31626.055555555555
07K,2018-11-01,gabapentin,45731.22222222222
08Q,2018-11-01,gabapentin,33172.555555555555
05F,2018-11-01,gabapentin,32055.277777777777
03L,2018-11-01,gabapentin,59906.11111111111
10D,2018-11-01,gabapentin,25571.333333333332
08J,2018-11-01,gabapentin,13924.0
99D,2018-11-01,gabapentin,33048.944444444445
05R,2018-11-01,gabapentin,33455.38888888889
08F,2018-11-01,gabapentin,25571.0
06M,2018-11-01,gabapentin,87557.94444444444
04F,2018-11-01,gabapentin,42380.0
99G,2018-11-01,gabapentin,21365.277777777777
01W,2018-11-01,gabapentin,69320.88888888889
03M,2018-11-01,gabapentin,28538.777777777777
02R,2018-11-01,gabapentin,69772.02777777778
02D,2018-11-01,gabapentin,25360.88888888889
08D,2018-11-01,gabapentin,35515.5
05Q,2018-11-01,gabapentin,38208.666666666664
09H,2018-11-01,gabapentin,11590.666666666666
06W,2018-11-01,gabapentin,45836.555555555555
02P,2018-11-01,gabapentin,72059.0
99H,2018-11-01,gabapentin,20659.61111111111
01G,2018-11-01,gabapentin,93696.16666666667
00N,2018-11-01,gabapentin,45043.166666666664
04D,2018-11-01,gabapentin,40200.72222222222
11X,2018-11-01,gabapentin,100838.27777777778
08A,2018-11-01,gabapentin,41807.77777777778
11N,2018-11-01,gabapentin,118260.22222222222
09C,2018-11-01,gabapentin,19751.777777777777
02W,2018-11-01,gabapentin,22174.277777777777
04H,2018-11-01,gabapentin,29170.11111111111
08N,2018-11-01,gabapentin,12931.444444444445
06N,2018-11-01,gabapentin,68918.22222222222
08L,2018-11-01,gabapentin,40726.166666666664
00X,2018-11-01,gabapentin,33332.944444444445
03W,2018-11-01,gabapentin,44761.166666666664
07Q,2018-11-01,gabapentin,33987.944444444445
10J,2018-11-01,gabapentin,27811.333333333332
08H,2018-11-01,gabapentin,35390.38888888889
03D,2018-11-01,gabapentin,30938.277777777777
11E,2018-11-01,gabapentin,28836.444444444445
15E,2018-11-01,gabapentin,172816.94444444444
04N,2018-11-01,gabapentin,16560.0
99J,2018-11-01,gabapentin,67036.72222222222
08C,2018-11-01,gabapentin,10204.833333333334
08X,2018-11-01,gabapentin,24089.444444444445
11M,2018-11-01,gabapentin,94703.0
02F,2018-11-01,gabapentin,54943.22222222222
07W,2018-11-01,gabapentin,25477.333333333332
15A,2018-11-01,gabapentin,56166.22222222222
15N,2018-11-01,gabapentin,220969.16666666666
06H,2018-11-01,gabapentin,161044.83333333334
05L,2018-11-01,gabapentin,109923.77777777778
08M,2018-11-01,gabapentin,20093.166666666668
04C,2018-11-01,pregabalin,65429.61666666667
08T,2018-11-01,pregabalin,28730.983333333334
99K,2018-11-01,pregabalin,38246.76666666667
00N,2018-11-01,pregabalin,49756.95
03R,2018-11-01,pregabalin,114634.36666666667
03Q,2018-11-01,pregabalin,80615.21666666666
06T,2018-11-01,pregabalin,124136.4
03M,2018-11-01,pregabalin,29507.783333333333
07X,2018-11-01,pregabalin,29544.9
99F,2018-11-01,pregabalin,47546.916666666664
09N,2018-11-01,pregabalin,38443.75
05A,2018-11-01,pregabalin,75363.18333333333
02W,2018-11-01,pregabalin,15943.616666666667
08Q,2018-11-01,pregabalin,37800.71666666667
01C,2018-11-01,pregabalin,43651.35
04N,2018-11-01,pregabalin,20201.666666666668
10X,2018-11-01,pregabalin,64392.98333333333
99N,2018-11-01,pregabalin,106895.68333333333
04F,2018-11-01,pregabalin,47840.98333333333
07Q,2018-11-01,pregabalin,55000.066666666666
07G,2018-11-01,pregabalin,31960.45
01G,2018-11-01,pregabalin,75015.88333333333
07J,2018-11-01,pregabalin,68404.75
09F,2018-11-01,pregabalin,38340.083333333336
99A,2018-11-01,pregabalin,204890.0
09W,2018-11-01,pregabalin,71273.95
02T,2018-11-01,pregabalin,49442.46666666667
04M,2018-11-01,pregabalin,26449.333333333332
02P,2018-11-01,pregabalin,91624.5
09Y,2018-11-01,pregabalin,63704.7
01E,2018-11-01,pregabalin,58689.2
06K,2018-11-01,pregabalin,84236.61666666667
00V,2018-11-01,pregabalin,57210.183333333334
11M,2018-11-01,pregabalin,134677.1
08W,2018-11-01,pregabalin,44643.566666666666
03W,2018-11-01,pregabalin,62104.816666666666
08E,2018-11-01,pregabalin,32969.4
08K,2018-11-01,pregabalin,41609.066666666666
02R,2018-11-01,pregabalin,60616.833333333336
03N,2018-11-01,pregabalin,138211.33333333334
08X,2018-11-01,pregabalin,42000.0
02H,2018-11-01,pregabalin,129769.58333333333
09L,2018-11-01,pregabalin,27740.8
01A,2018-11-01,pregabalin,99021.88333333333
05H,2018-11-01,gabapentin,35982.444444444445
08R,2018-11-01,gabapentin,13745.5
10E,2018-11-01,gabapentin,35927.77777777778
04Q,2018-11-01,gabapentin,20808.88888888889
03E,2018-11-01,gabapentin,20221.555555555555
00C,2018-11-01,gabapentin,28722.277777777777
06Y,2018-11-01,gabapentin,51180.944444444445
09L,2018-11-01,gabapentin,14018.888888888889
09F,2018-11-01,gabapentin,51712.166666666664
06F,2018-11-01,gabapentin,78457.88888888889
02N,2018-11-01,gabapentin,22958.166666666668
99A,2018-11-01,gabapentin,149137.97222222222
08V,2018-11-01,gabapentin,28118.61111111111
02A,2018-11-01,gabapentin,43018.88888888889
03N,2018-11-01,gabapentin,121515.5
03K,2018-11-01,gabapentin,34066.5
06Q,2018-11-01,gabapentin,43442.055555555555
00V,2018-11-01,gabapentin,47650.61111111111
12D,2018-11-01,gabapentin,40831.22222222222
10Q,2018-11-01,gabapentin,104594.66666666667
04K,2018-11-01,gabapentin,63120.27777777778
07N,2018-11-01,gabapentin,30590.583333333332
00Y,2018-11-01,gabapentin,74567.66666666667
06L,2018-11-01,gabapentin,87853.11111111111
05N,2018-11-01,gabapentin,45086.666666666664
03F,2018-11-01,gabapentin,62302.055555555555
15D,2018-11-01,gabapentin,44674.27777777778
06D,2018-11-01,gabapentin,26701.777777777777
10X,2018-11-01,gabapentin,51318.72222222222
09X,2018-11-01,gabapentin,27485.38888888889
03H,2018-11-01,gabapentin,34119.666666666664
04Y,2018-11-01,gabapentin,26162.63888888889
09A,2018-11-01,gabapentin,11962.833333333334
00T,2018-11-01,gabapentin,67415.33333333333
09Y,2018-11-01,gabapentin,35090.77777777778
05W,2018-11-01,gabapentin,76832.72222222222
10V,2018-11-01,gabapentin,40672.72222222222
07L,2018-11-01,gabapentin,15055.222222222223
02M,2018-11-01,gabapentin,59017.055555555555
99C,2018-11-01,gabapentin,63094.0
03A,2018-11-01,gabapentin,39878.833333333336
04V,2018-11-01,gabapentin,60043.666666666664
01H,2018-11-01,gabapentin,80934.33333333333
01V,2018-11-01,gabapentin,32114.5
10A,2018-11-01,gabapentin,42632.5
01Y,2018-11-01,gabapentin,81145.83333333333
15F,2018-11-01,pregabalin,163914.68333333332
06P,2018-11-01,pregabalin,28747.95
10V,2018-11-01,pregabalin,47617.566666666666
11X,2018-11-01,pregabalin,118760.66666666667
03E,2018-11-01,pregabalin,33349.63333333333
08N,2018-11-01,pregabalin,45987.78333333333
06Y,2018-11-01,pregabalin,54585.3
10K,2018-11-01,pregabalin,47296.28333333333
09C,2018-11-01,pregabalin,28605.15
09J,2018-11-01,pregabalin,55408.416666666664
04K,2018-11-01,pregabalin,67154.76666666666
01K,2018-11-01,pregabalin,78695.63333333333
08L,2018-11-01,pregabalin,48931.5
02E,2018-11-01,pregabalin,67381.56666666667
00X,2018-11-01,pregabalin,49018.316666666666
12D,2018-11-01,pregabalin,61534.433333333334
07V,2018-11-01,pregabalin,58228.933333333334
07P,2018-11-01,pregabalin,42443.48333333333
04Y,2018-11-01,pregabalin,40263.03333333333
05Q,2018-11-01,pregabalin,65056.7
10D,2018-11-01,pregabalin,35998.3
05D,2018-11-01,pregabalin,28477.283333333333
10L,2018-11-01,pregabalin,50910.21666666667
03D,2018-11-01,pregabalin,38022.066666666666
06F,2018-11-01,pregabalin,56291.083333333336
03T,2018-11-01,pregabalin,117845.25
00L,2018-11-01,pregabalin,86722.78333333334
08A,2018-11-01,pregabalin,41989.2
04G,2018-11-01,pregabalin,122928.33333333333
03F,2018-11-01,pregabalin,60666.066666666666
09D,2018-11-01,pregabalin,67311.53333333334
01H,2018-11-01,pregabalin,69669.88333333333
02Y,2018-11-01,pregabalin,65105.25
99D,2018-11-01,pregabalin,43915.1
09X,2018-11-01,pregabalin,46291.63333333333
09A,2018-11-01,pregabalin,29183.45
07H,2018-11-01,pregabalin,47702.95
00C,2018-11-01,pregabalin,34600.933333333334
10R,2018-11-01,pregabalin,45370.53333333333
14Y,2018-11-01,pregabalin,28860.183333333334
06W,2018-11-01,pregabalin,73676.33333333333
00R,2018-11-01,pregabalin,38666.78333333333
