month,pct,enteric_coated,total_aspirin
2019-06-01,07Y,1233,8811
2019-06-01,09J,1634,7478
2019-06-01,10E,515,4828
2019-06-01,02F,687,7535
2019-06-01,01R,506,5177
2019-06-01,00N,734,8012
2019-06-01,05F,741,6091
2019-06-01,08D,759,7442
2019-06-01,10L,484,5461
2019-06-01,03V,169,2563
2019-06-01,08M,320,12771
2019-06-01,08A,629,6306
2019-06-01,00C,848,4277
2019-06-01,11N,3256,23149
2019-06-01,09E,737,5175
2019-06-01,09G,2432,16466
2019-06-01,10X,311,4874
2019-06-01,00D,3805,17875
2019-06-01,03D,1488,5816
2019-06-01,03F,1424,11923
2019-06-01,06M,858,7429
2019-06-01,08C,906,4858
2019-06-01,08T,663,5883
2019-06-01,99H,1364,5652
2019-06-01,06T,2513,14181
2019-06-01,05Q,982,7571
2019-06-01,07Q,935,6306
2019-06-01,15N,3267,41450
2019-06-01,02H,2568,11090
2019-06-01,06P,808,4444
2019-06-01,05X,826,4483
2019-06-01,11E,651,5784
2019-06-01,15D,2609,10811
2019-06-01,00M,3265,11869
2019-06-01,13T,2243,20283
2019-06-01,10V,591,5795
2019-06-01,06D,481,3375
2019-06-01,99E,1251,6604
2019-06-01,08K,380,7991
2019-06-01,11X,1413,17856
2019-06-01,08Y,649,3856
2019-06-01,11M,921,21727
2019-06-01,00V,813,6190
2019-06-01,03N,2697,22910
2019-06-01,05T,2134,10341
2019-06-01,04F,732,4878
2019-06-01,04Q,1758,6711
2019-06-01,08F,757,7245
2019-06-01,09Y,1154,6669
2019-06-01,99D,2556,9217
2019-06-01,09F,533,6224
2019-06-01,10K,454,4908
2019-06-01,01Y,925,8834
2019-06-01,03E,858,4706
2019-06-01,03Q,1666,10027
2019-06-01,15F,7459,27047
2019-06-01,06A,2332,9682
2019-06-01,08H,449,3188
2019-06-01,09W,939,7946
2019-06-01,15A,690,11483
2019-06-01,08W,511,5562
2019-06-01,10A,888,5468
2019-06-01,09X,631,4568
2019-06-01,02A,1220,8799
2019-06-01,00P,1226,18651
2019-06-01,04L,964,3757
2019-06-01,07H,1648,9488
2019-06-01,05G,2139,6678
2019-06-01,02X,2689,12621
2019-06-01,15M,3288,28454
2019-06-01,06K,4891,20031
2019-06-01,08V,689,9695
2019-06-01,15C,4176,25797
2019-06-01,09D,741,6404
2019-06-01,03H,1413,6593
2019-06-01,99F,668,4758
2019-06-01,07X,1627,9813
2019-06-01,07P,991,10259
2019-06-01,08J,363,4502
2019-06-01,12D,1556,6708
2019-06-01,01H,1813,15509
2019-06-01,06Q,1384,12877
2019-06-01,04V,1911,11926
2019-06-01,07T,434,4521
2019-06-01,02G,626,3689
2019-06-01,15E,4488,32577
2019-06-01,05W,2952,8910
2019-06-01,07L,495,6015
2019-06-01,01W,977,9965
2019-06-01,05J,511,3993
2019-06-01,04Y,883,4612
2019-06-01,07N,547,6283
2019-06-01,04C,1635,10605
2019-06-01,09A,814,3988
2019-06-01,01C,447,6602
2019-06-01,00L,1568,12845
2019-06-01,02Q,921,4501
2019-06-01,99J,1966,15011
2019-06-01,09P,822,7013
2019-06-01,05V,1423,4802
2019-06-01,08G,1321,8300
2019-07-01,04H,1362,5286
2019-07-01,08M,403,13514
2019-07-01,07W,2331,14223
2019-07-01,11J,3889,27638
2019-07-01,12F,748,10739
2019-07-01,14L,1673,19350
2019-07-01,08F,773,7501
2019-07-01,01Y,968,9322
2019-07-01,01D,1298,6937
2019-07-01,04C,1803,11281
2019-07-01,07R,119,3077
2019-07-01,09D,830,6770
2019-07-01,99M,761,4594
2019-07-01,02Q,945,4740
2019-07-01,05X,887,4590
2019-07-01,08H,466,3407
2019-07-01,99K,746,4917
2019-07-01,09F,603,6478
2019-07-01,05T,2181,10763
2019-07-01,01V,460,4651
2019-07-01,02F,696,7874
2019-07-01,01K,2415,13769
2019-07-01,08E,1323,9179
2019-07-01,00X,1654,5878
2019-07-01,01T,512,6131
2019-07-01,05C,1547,8837
2019-07-01,04E,2062,9438
2019-07-01,04F,781,5209
2019-07-01,03V,181,2707
2019-07-01,04Q,1970,7074
2019-07-01,00P,1214,18804
2019-07-01,02P,2835,14201
2019-07-01,02N,1190,5533
2019-07-01,07P,1052,11070
2019-07-01,09L,593,3761
2019-07-01,10Q,1789,18943
2019-07-01,01C,479,7097
2019-07-01,03J,1644,7774
2019-07-01,06F,2009,13077
2019-07-01,08G,1467,9054
2019-07-01,11N,3370,24474
2019-07-01,09C,390,3470
2019-07-01,02A,1226,9236
2019-07-01,13T,2306,20314
2019-07-01,02R,3015,10191
2019-07-01,03A,1263,8731
2019-07-01,05L,2731,15975
2019-07-01,04D,3364,10737
2019-07-01,10V,539,5701
2019-07-01,00L,1667,13525
2019-07-01,02W,1373,4831
2019-07-01,04G,2565,22713
2019-07-01,06N,3852,16681
2019-07-01,12D,1599,6800
2019-07-01,02T,1223,9078
2019-07-01,04V,1989,11924
2019-07-01,05G,2149,6956
2019-07-01,15A,727,11687
2019-07-01,01A,3341,14828
2019-07-01,02Y,2168,12533
2019-07-01,08W,523,5877
2019-07-01,11M,896,20888
2019-07-01,99N,2631,15542
2019-07-01,00V,841,6467
2019-07-01,00Q,1747,6849
2019-07-01,01E,3698,8235
2019-07-01,02M,2637,8980
2019-07-01,09W,875,8194
2019-07-01,10C,348,2181
2019-07-01,02E,435,6024
2019-07-01,01G,1543,10849
2019-07-01,03F,1359,11343
2019-07-01,15E,4479,32857
2019-07-01,09G,2519,16393
2019-07-01,99A,2304,16431
2019-07-01,03M,840,5703
2019-07-01,03N,2571,21619
2019-07-01,03W,1695,9532
2019-07-01,05W,3032,9246
2019-07-01,99J,2092,15403
2019-07-01,11A,1906,14002
2019-07-01,02H,2699,11740
2019-07-01,01X,604,7308
2019-07-01,04K,1224,7947
2019-07-01,07Y,1356,9466
2019-07-01,08J,417,4895
2019-07-01,10D,386,3108
2019-07-01,09X,673,4611
2019-07-01,02G,693,4006
2019-07-01,07G,565,5282
2019-07-01,10A,903,5692
2019-07-01,00K,1049,10090
2019-07-01,06K,4894,20329
2019-07-01,08L,472,4632
2019-07-01,10L,545,5465
2019-07-01,03L,1432,10173
2019-07-01,07L,543,6366
2019-07-01,15N,3142,39654
2019-07-01,10E,564,5234
2019-07-01,06D,514,3602
2019-07-01,05Y,2048,8155
2019-07-01,09A,820,3923
2019-07-01,09Y,994,6243
2019-07-01,00R,3419,9648
2019-07-01,15M,3489,30369
2019-07-01,04L,992,3831
2019-07-01,03Q,1736,10297
2019-07-01,11E,662,5634
2019-07-01,11X,1409,17614
2019-07-01,00D,4063,18990
2019-07-01,07K,2042,10072
2019-07-01,07V,794,10044
2019-07-01,09J,1775,7801
2019-07-01,01W,1013,10353
2019-07-01,00N,683,7971
2019-07-01,03K,2341,8240
2019-07-01,07X,1679,10301
2019-07-01,00J,1851,11993
2019-07-01,00T,1379,9446
2019-07-01,01H,1869,16707
2019-07-01,05R,1282,9589
2019-07-01,06H,3854,31385
2019-07-01,05Q,972,7342
2019-07-01,00C,929,4474
2019-07-01,03E,853,4827
2019-07-01,03D,1577,6037
2019-07-01,06V,973,8841
2019-07-01,08V,862,10426
2019-07-01,15D,2571,10915
2019-07-01,01J,760,7245
2019-07-01,15F,7409,27314
2019-07-01,04N,809,3782
2019-07-01,07J,1625,9069
2019-07-01,08A,724,6845
2019-07-01,06Y,704,8432
2019-07-01,01R,536,5390
2019-07-01,15C,3842,24503
2019-07-01,09N,958,4410
2019-07-01,06A,2420,9897
2019-07-01,06T,2669,15100
2019-07-01,05V,1500,4941
2019-07-01,09P,828,7107
2019-07-01,10J,536,5153
2019-07-01,07H,1651,9699
2019-07-01,99G,523,4081
2019-07-01,05A,1293,13751
2019-07-01,05J,481,3618
2019-07-01,08C,1033,5215
2019-07-01,07Q,925,6590
2019-07-01,08K,380,8267
2019-07-01,08P,614,5158
2019-07-01,06M,858,7715
2019-07-01,07M,1646,9853
2019-07-01,99H,1351,5915
2019-07-01,04M,525,2828
2019-07-01,03T,3383,14252
2019-07-01,04Y,820,4577
2019-07-01,08T,649,6080
2019-07-01,10R,343,5160
2019-07-01,06L,2297,14492
2019-07-01,99F,716,5234
2019-07-01,10K,444,4872
2019-07-01,01F,444,4551
2019-07-01,03H,1425,6351
2019-07-01,02X,2811,13082
2019-07-01,99E,1255,6753
2019-07-01,08D,816,7725
2019-07-01,14Y,1457,12898
2019-07-01,02D,349,3678
2019-07-01,07T,434,4805
2019-07-01,08Y,732,4248
2019-07-01,06W,230,4769
2019-07-01,06Q,1474,13984
2019-07-01,99D,2730,9847
2019-07-01,08R,929,5726
2019-07-01,00Y,1775,8382
2019-07-01,05H,1096,8048
2019-07-01,05N,1887,10374
2019-07-01,10X,301,4691
2019-07-01,00M,3296,12098
2019-07-01,03R,1977,12510
2019-07-01,08N,1643,8673
2019-07-01,08X,1599,9391
2019-07-01,07N,604,6834
2019-07-01,99C,1240,9018
2019-07-01,09E,808,5401
2019-07-01,09H,591,3179
2019-07-01,05F,757,6492
2019-07-01,06P,781,4431
2019-07-01,05D,1631,5272
2019-07-01,08Q,751,6936
2019-08-01,06H,4306,34826
2019-08-01,03T,3498,15029
2019-08-01,15C,4799,30270
2019-08-01,01H,1879,16541
2019-08-01,07K,2108,10682
2019-08-01,06Q,1441,13513
2019-08-01,02N,1260,5649
2019-08-01,09L,614,3917
2019-08-01,00J,1914,12517
2019-08-01,00P,1290,20237
2019-08-01,05X,874,4812
2019-08-01,08V,759,9746
2019-08-01,11X,1492,19385
2019-08-01,03V,172,2654
2019-08-01,07Y,1347,9084
2019-08-01,15N,3774,46650
2019-08-01,09X,710,5142
2019-08-01,10K,551,5394
2019-08-01,02Y,2388,14423
2019-08-01,05V,1589,5414
2019-08-01,08H,488,3281
2019-08-01,06N,3780,16671
2019-08-01,01Y,1023,9533
2019-08-01,03M,864,5727
2019-08-01,07R,101,2843
2019-08-01,08R,840,5536
2019-08-01,04N,780,3603
2019-08-01,09H,677,4016
2019-08-01,10L,551,6139
2019-08-01,05A,1293,14540
2019-08-01,99F,718,5069
2019-08-01,04C,1711,11072
2019-08-01,08M,341,12824
2019-08-01,99M,906,5185
2019-08-01,01C,470,7092
2019-08-01,03E,907,5249
2019-08-01,99N,2843,17075
2019-08-01,00Q,1656,6514
2019-08-01,02T,1190,8734
2019-08-01,00Y,1798,8665
2019-08-01,01A,3362,15123
2019-08-01,01J,826,7542
2019-08-01,10J,546,5497
2019-08-01,00K,1041,10781
2019-08-01,05H,1212,9148
2019-08-01,04H,1351,5437
2019-08-01,02A,1270,9444
2019-08-01,99C,1392,10656
2019-08-01,15A,683,12379
2019-08-01,08A,654,6468
2019-08-01,10A,999,6040
2019-08-01,00M,3575,13027
2019-08-01,06W,262,5762
2019-08-01,08K,433,8231
2019-08-01,08D,806,7563
2019-08-01,08L,462,4518
2019-08-01,03H,1634,7581
2019-08-01,03R,2184,14041
2019-08-01,05D,1547,5214
2019-08-01,08E,1272,9050
2019-08-01,01K,2514,14206
2019-08-01,13T,2433,22471
2019-08-01,05R,1216,9434
2019-08-01,05L,2805,16857
2019-08-01,10X,353,5757
2019-08-01,99D,2598,9705
2019-08-01,08F,765,7423
2019-08-01,02D,323,4008
2019-08-01,11M,1090,24467
2019-08-01,09N,1065,4907
2019-08-01,02Q,955,4824
2019-08-01,02R,3350,11368
2019-08-01,02W,1455,4912
2019-08-01,05F,836,6528
2019-08-01,08C,846,4847
2019-08-01,00R,3691,10452
2019-08-01,06D,531,3511
2019-08-01,07W,2377,14027
2019-08-01,99K,817,5466
2019-08-01,10R,341,5587
2019-08-01,12F,767,10717
2019-08-01,06P,840,4731
2019-08-01,08J,438,4645
2019-08-01,11E,729,6651
2019-08-01,01R,517,5386
2019-08-01,01D,1429,7981
2019-08-01,00X,1938,6999
2019-08-01,07H,1717,10040
2019-08-01,00N,751,8492
2019-08-01,03K,2363,8686
2019-08-01,05T,2264,11194
2019-08-01,06A,2649,10860
2019-08-01,15E,4979,36875
2019-08-01,09J,1787,8074
2019-08-01,99J,2229,16789
2019-08-01,09P,939,7549
2019-08-01,04E,2134,9577
2019-08-01,07G,564,5205
2019-08-01,07M,1559,9247
2019-08-01,09A,797,3828
2019-08-01,08Q,733,7222
2019-08-01,03N,3024,25610
2019-08-01,10Q,1751,19648
2019-08-01,11J,3840,28963
2019-08-01,00C,935,4627
2019-08-01,02P,3010,14833
2019-08-01,05J,586,4442
2019-08-01,05W,3139,9456
2019-08-01,07Q,1047,6752
2019-08-01,02E,539,6813
2019-08-01,14L,1711,20443
2019-08-01,05G,2345,7378
2019-08-01,07P,1018,10623
2019-08-01,02X,2938,13827
2019-08-01,99G,527,4146
2019-08-01,06T,2607,15077
2019-08-01,10C,397,2539
2019-08-01,01F,515,4963
2019-08-01,08N,1608,8508
2019-08-01,11N,3606,24798
2019-08-01,00D,4120,19549
2019-08-01,00T,1446,10068
2019-08-01,00V,915,6719
2019-08-01,02M,3051,10656
2019-08-01,03L,1726,11972
2019-08-01,05Y,2441,9547
2019-08-01,04F,794,5242
2019-08-01,05N,1962,10411
2019-08-01,06M,904,7881
2019-08-01,05Q,1058,8172
2019-08-01,14Y,1509,14378
2019-08-01,08P,614,5136
2019-08-01,99H,1502,6244
2019-08-01,02F,695,7950
2019-08-01,01T,517,6071
2019-08-01,00L,1651,14022
2019-08-01,03J,1650,7889
2019-08-01,03A,1176,8487
2019-08-01,04L,979,3961
2019-08-01,04M,447,2533
2019-08-01,99E,1299,7138
2019-08-01,04D,3253,10554
2019-08-01,10V,623,6265
2019-08-01,02G,688,3883
2019-08-01,01V,451,4452
2019-08-01,03F,1595,13179
2019-08-01,05C,2037,10577
2019-08-01,15M,3503,30301
2019-08-01,06V,989,9291
2019-08-01,04Y,990,4996
2019-08-01,12D,1859,7718
2019-08-01,01X,633,7877
2019-08-01,11A,2204,16047
2019-08-01,03D,1658,6203
2019-08-01,03W,1889,10684
2019-08-01,08T,666,6053
2019-08-01,01G,1615,11217
2019-08-01,06F,2109,13782
2019-08-01,07V,787,10129
2019-08-01,09Y,1225,7576
2019-08-01,09D,873,7209
2019-08-01,02H,2836,12310
2019-08-01,03Q,1792,10435
2019-08-01,07L,523,6204
2019-08-01,07X,1686,10604
2019-08-01,07T,419,4394
2019-08-01,04K,1262,7850
2019-08-01,06L,2392,15208
2019-08-01,06Y,752,9154
2019-08-01,04G,2885,26253
2019-08-01,09C,399,3692
2019-08-01,10D,359,3269
2019-08-01,04V,2047,12747
2019-08-01,09G,2828,18565
2019-08-01,09F,574,6704
2019-08-01,15D,2897,12221
2019-08-01,99A,2350,17469
2019-08-01,15F,8179,29738
2019-08-01,07J,1574,8986
2019-08-01,09E,782,5359
2019-08-01,10E,539,5031
2019-08-01,08W,525,6058
2019-08-01,08G,1385,8634
2019-08-01,08Y,579,3721
2019-08-01,09W,932,8367
2019-08-01,01W,1073,11063
2019-08-01,01E,3896,8774
2019-08-01,06K,5292,22037
2019-08-01,04Q,1932,7196
2019-08-01,08X,1583,9213
2019-08-01,07N,596,6716
2019-09-01,03V,163,2498
2019-09-01,03J,1776,7846
2019-09-01,01E,3588,8078
2019-09-01,00Y,1683,8118
2019-09-01,07V,745,9823
2019-09-01,08M,360,12639
2019-09-01,09W,913,8147
2019-09-01,99E,1231,6778
2019-09-01,02N,1119,5265
2019-09-01,03L,1498,10472
2019-09-01,02P,2766,13886
2019-09-01,07L,525,6226
2019-09-01,07T,418,4450
2019-09-01,01K,2363,13330
2019-09-01,06W,211,4941
2019-09-01,03N,2747,22875
2019-09-01,08P,543,4967
2019-09-01,08Q,694,6885
2019-09-01,08F,733,7076
2019-09-01,11E,708,6190
2019-09-01,04M,473,2614
2019-09-01,07R,110,2961
2019-09-01,07N,545,6488
2019-09-01,04N,815,3636
2019-09-01,09P,766,6738
2019-09-01,09N,916,4261
2019-09-01,02R,3077,10473
2019-09-01,11J,3880,28145
2019-09-01,11N,3187,23248
2019-09-01,06D,466,3222
2019-09-01,07G,520,4963
2019-09-01,00N,690,7804
2019-09-01,99C,1302,9328
2019-09-01,15M,3216,28830
2019-09-01,02F,667,7430
2019-09-01,02E,487,6254
2019-09-01,00R,3442,9918
2019-09-01,03K,2286,8059
2019-09-01,10E,518,4874
2019-09-01,01J,754,6993
2019-09-01,12D,1587,7007
2019-09-01,09F,538,6262
2019-09-01,99M,875,4866
2019-09-01,05T,2041,10184
2019-09-01,14Y,1361,13305
2019-09-01,00J,1886,12136
2019-09-01,06P,764,4478
2019-09-01,04C,1670,10694
2019-09-01,07P,1020,10289
2019-09-01,15F,7246,26953
2019-09-01,00Q,1652,6255
2019-09-01,08E,1200,8824
2019-09-01,09L,629,3903
2019-09-01,08Y,664,3964
2019-09-01,00T,1311,8972
2019-09-01,04F,801,5131
2019-09-01,02M,2769,9459
2019-09-01,02X,2703,12546
2019-09-01,05X,849,4490
2019-09-01,02Q,961,4608
2019-09-01,00P,1194,18865
2019-09-01,01D,1288,7141
2019-09-01,06Q,1366,13375
2019-09-01,09C,387,3603
2019-09-01,04D,3035,9833
2019-09-01,10D,362,2929
2019-09-01,10X,341,4932
2019-09-01,99J,2097,15353
2019-09-01,08W,510,5536
2019-09-01,06M,847,7388
2019-09-01,08G,1358,8553
2019-09-01,10L,541,5653
2019-09-01,01A,3289,14718
2019-09-01,06T,2508,14348
2019-09-01,11X,1385,17684
2019-09-01,01R,478,5070
2019-09-01,01T,465,5618
2019-09-01,07M,1519,9006
2019-09-01,12F,706,10129
2019-09-01,15N,3352,41764
2019-09-01,99K,750,4941
2019-09-01,10R,321,5032
2019-09-01,05F,777,6125
2019-09-01,05J,493,3717
2019-09-01,03F,1449,11889
2019-09-01,06L,2207,13929
2019-09-01,09Y,1091,6587
2019-09-01,10K,470,5048
2019-09-01,05Y,2095,8294
2019-09-01,06A,2455,10108
2019-09-01,99A,2166,15653
2019-09-01,05G,2089,6751
2019-09-01,03A,1189,8207
2019-09-01,02Y,2150,12831
2019-09-01,08V,651,9341
2019-09-01,06V,948,8591
2019-09-01,08C,848,4762
2019-09-01,10A,889,5549
2019-09-01,15A,679,11609
2019-09-01,05Q,975,7535
2019-09-01,03Q,1698,10046
2019-09-01,06H,3763,31131
2019-09-01,09E,727,5012
2019-09-01,06Y,740,8885
2019-09-01,08D,812,7615
2019-09-01,08J,429,4665
2019-09-01,08N,1520,8123
2019-09-01,10Q,1651,18569
2019-09-01,99N,2632,15721
2019-09-01,99D,2354,8590
2019-09-01,03D,1511,5759
2019-09-01,06K,4993,20313
2019-09-01,13T,2248,20998
2019-09-01,09H,598,3467
2019-09-01,04H,1298,5098
2019-09-01,01W,956,9969
2019-09-01,11A,1899,14165
2019-09-01,04E,1927,8854
2019-09-01,09A,708,3610
2019-09-01,08L,433,4320
2019-09-01,02D,320,3643
2019-09-01,01G,1458,10535
2019-09-01,05L,2585,15613
2019-09-01,04Q,1820,6884
2019-09-01,00K,958,9693
2019-09-01,03T,3375,14334
2019-09-01,05R,1239,9273
2019-09-01,02W,1304,4426
2019-09-01,00L,1557,12961
2019-09-01,03R,1962,12649
2019-09-01,05A,1266,13605
2019-09-01,05N,2012,9780
2019-09-01,06N,3707,15869
2019-09-01,05H,1080,8064
2019-09-01,08A,645,6297
2019-09-01,07H,1586,9501
2019-09-01,02A,1120,8822
2019-09-01,08R,874,5418
2019-09-01,99F,672,4935
2019-09-01,10C,332,2171
2019-09-01,00M,3103,11562
2019-09-01,04L,990,3845
2019-09-01,02T,1074,8124
2019-09-01,01V,422,4365
2019-09-01,04K,1203,7488
2019-09-01,15C,3933,25638
2019-09-01,09D,806,6681
2019-09-01,01H,1790,15600
2019-09-01,07Q,870,6225
2019-09-01,10V,554,5849
2019-09-01,01X,590,7171
2019-09-01,09J,1707,7688
2019-09-01,00X,1673,6081
2019-09-01,02H,2541,11247
2019-09-01,05D,1437,4769
2019-09-01,00V,848,6222
2019-09-01,14L,1590,18622
2019-09-01,01C,441,6543
2019-09-01,00C,846,4224
2019-09-01,07W,2225,13651
2019-09-01,15E,4450,33323
2019-09-01,99G,473,3915
2019-09-01,03M,888,5850
2019-09-01,11M,915,21745
2019-09-01,99H,1375,5967
2019-09-01,01F,435,4439
2019-09-01,00D,3848,18139
2019-09-01,05C,1676,9124
2019-09-01,08K,352,7852
2019-09-01,09G,2496,16566
2019-09-01,02G,627,3668
2019-09-01,07K,2016,9975
2019-09-01,01Y,899,8727
2019-09-01,04G,2527,22819
2019-09-01,07Y,1118,8302
2019-09-01,15D,2587,11039
2019-09-01,10J,509,5137
2019-09-01,03W,1688,9784
2019-09-01,09X,648,4668
2019-09-01,06F,2014,12837
2019-09-01,08T,613,5809
2019-09-01,04Y,860,4527
2019-09-01,03E,844,4761
2019-09-01,07X,1569,10079
2019-09-01,04V,1774,11429
2019-09-01,08H,397,3061
2019-09-01,05V,1457,4842
2019-09-01,03H,1391,6465
2019-09-01,07J,1572,8859
2019-09-01,05W,2990,9010
2019-09-01,08X,1433,9214
2019-10-01,10D,347,3203
2019-10-01,07R,128,2945
2019-10-01,05D,1579,5238
2019-10-01,06F,2084,13342
2019-10-01,04D,3281,10693
2019-10-01,04F,824,5375
2019-10-01,10E,567,5101
2019-10-01,03Q,1799,10594
2019-10-01,06N,3950,16996
2019-10-01,07M,1642,9663
2019-10-01,04L,974,3920
2019-10-01,01R,543,5302
2019-10-01,02E,499,6481
2019-10-01,00C,962,4567
2019-10-01,08R,952,5734
2019-10-01,07J,1603,8887
2019-10-01,00D,4156,19399
2019-10-01,03T,3433,14382
2019-10-01,07K,2040,10246
2019-10-01,03N,2866,24726
2019-10-01,05A,1316,14081
2019-10-01,06H,4214,33461
2019-10-01,01C,458,7281
2019-10-01,10C,349,2268
2019-10-01,00Q,1706,6601
2019-10-01,10J,559,5393
2019-10-01,07X,1678,10605
2019-10-01,07H,1689,9842
2019-10-01,04N,793,3641
2019-10-01,99F,700,5224
2019-10-01,05V,1539,5208
2019-10-01,10R,349,5299
2019-10-01,08J,410,4923
2019-10-01,10Q,1782,19472
2019-10-01,15F,7781,28539
2019-10-01,08P,606,5224
2019-10-01,04C,1726,11149
2019-10-01,08Y,688,4281
2019-10-01,04K,1263,7909
2019-10-01,06T,2574,15249
2019-10-01,00K,1019,10241
2019-10-01,05X,869,4625
2019-10-01,06W,237,5324
2019-10-01,00M,3301,12208
2019-10-01,07W,2396,14428
2019-10-01,09F,566,6598
2019-10-01,09H,591,3476
2019-10-01,08V,792,10311
2019-10-01,02W,1594,5348
2019-10-01,10L,548,5916
2019-10-01,11A,2126,15384
2019-10-01,99H,1466,6156
2019-10-01,02Y,2295,13925
2019-10-01,08X,1665,9578
2019-10-01,11X,1477,18502
2019-10-01,15E,4638,34999
2019-10-01,01T,512,6045
2019-10-01,06A,2533,10243
2019-10-01,10A,1001,6027
2019-10-01,01F,477,4821
2019-10-01,09X,709,4976
2019-10-01,03A,1227,8769
2019-10-01,09A,813,3915
2019-10-01,03D,1581,6113
2019-10-01,08K,420,8612
2019-10-01,05J,502,3951
2019-10-01,05C,1978,10159
2019-10-01,08M,372,13749
2019-10-01,00N,734,8584
2019-10-01,02Q,933,4754
2019-10-01,01H,1859,16355
2019-10-01,01A,3320,14917
2019-10-01,02F,669,8046
2019-10-01,15M,3393,29951
2019-10-01,06D,508,3611
2019-10-01,08A,645,6571
2019-10-01,01K,2408,14000
2019-10-01,06K,5258,21394
2019-10-01,02D,331,3724
2019-10-01,04Y,915,4675
2019-10-01,00R,3603,10359
2019-10-01,08E,1241,9223
2019-10-01,10V,595,6033
2019-10-01,03F,1485,12374
2019-10-01,99K,825,5343
2019-10-01,03V,184,2748
2019-10-01,04M,493,2704
2019-10-01,06M,919,7975
2019-10-01,01X,624,7745
2019-10-01,06Q,1400,13662
2019-10-01,05G,2248,7194
2019-10-01,12D,1692,7265
2019-10-01,10X,337,5297
2019-10-01,03K,2454,8568
2019-10-01,99G,520,4197
2019-10-01,03M,824,5677
2019-10-01,01Y,981,9602
2019-10-01,07V,792,9985
2019-10-01,15A,738,12353
2019-10-01,03H,1462,6934
2019-10-01,08F,788,7406
2019-10-01,11M,983,22958
2019-10-01,01E,3775,8637
2019-10-01,02G,684,3864
2019-10-01,99A,2318,17286
2019-10-01,99J,2184,15987
2019-10-01,08C,922,5044
2019-10-01,06P,880,4764
2019-10-01,05N,2186,10252
2019-10-01,11J,3933,29074
2019-10-01,00L,1703,13945
2019-10-01,01W,1055,10799
2019-10-01,02T,1258,9465
2019-10-01,10K,498,5103
2019-10-01,02M,2993,10253
2019-10-01,03W,1850,10438
2019-10-01,07Y,1422,9316
2019-10-01,15N,3530,43636
2019-10-01,02A,1276,9552
2019-10-01,07N,520,6656
2019-10-01,01V,476,4659
2019-10-01,99M,840,4791
2019-10-01,08L,446,4767
2019-10-01,09P,881,7212
2019-10-01,08W,537,6063
2019-10-01,99C,1304,9856
2019-10-01,05F,823,6567
2019-10-01,05Y,2239,8852
2019-10-01,15C,4279,27352
2019-10-01,99E,1269,6972
2019-10-01,00V,886,6822
2019-10-01,05L,2663,16306
2019-10-01,04Q,1877,7309
2019-10-01,08G,1513,9040
2019-10-01,09W,931,8421
2019-10-01,99N,2805,16472
2019-10-01,00J,2068,12749
2019-10-01,00P,1232,19901
2019-10-01,01G,1530,11212
2019-10-01,03L,1570,10999
2019-10-01,09L,616,3843
2019-10-01,99D,3022,10632
2019-10-01,08H,520,3474
2019-10-01,02P,3035,14916
2019-10-01,11N,3509,24575
2019-10-01,09J,1826,8060
2019-10-01,00X,1816,6489
2019-10-01,09D,805,6898
2019-10-01,01J,790,7530
2019-10-01,05T,2193,10990
2019-10-01,14Y,1419,13699
2019-10-01,06Y,755,8825
2019-10-01,08D,818,7776
2019-10-01,04G,2695,24288
2019-10-01,13T,2385,21640
2019-10-01,07L,580,6635
2019-10-01,03J,1763,8027
2019-10-01,07P,1123,11140
2019-10-01,11E,745,6449
2019-10-01,09C,387,3517
2019-10-01,09G,2743,17835
2019-10-01,08T,674,6096
2019-10-01,05Q,1049,8134
2019-10-01,06V,986,9166
2019-10-01,09Y,1180,6980
2019-10-01,04H,1341,5329
2019-10-01,00T,1440,9966
2019-10-01,08N,1746,9137
2019-10-01,14L,1675,19759
2019-10-01,03R,2123,13370
2019-10-01,06L,2386,14847
2019-10-01,07Q,991,6792
2019-10-01,09E,800,5442
2019-10-01,03E,870,4935
2019-10-01,07T,434,4897
2019-10-01,05H,1194,8534
2019-10-01,01D,1352,7469
2019-10-01,08Q,754,7059
2019-10-01,00Y,1818,8790
2019-10-01,02H,2711,11874
2019-10-01,02R,3315,11343
2019-10-01,05R,1271,9523
2019-10-01,12F,750,10885
2019-10-01,02N,1213,5701
2019-10-01,09N,1014,4580
2019-10-01,05W,3055,9432
2019-10-01,07G,544,5198
2019-10-01,04E,2071,9326
2019-10-01,02X,2883,13504
2019-10-01,04V,1965,12175
2019-10-01,15D,2743,11667
2019-11-01,11E,668,5797
2019-11-01,10E,532,4809
2019-11-01,08W,520,5548
2019-11-01,09F,555,6395
2019-11-01,02Q,942,4623
2019-11-01,04G,2619,23468
2019-11-01,07G,523,5104
2019-11-01,03L,1545,10343
2019-11-01,99G,478,4066
2019-11-01,06Y,728,8595
2019-11-01,01F,457,4534
2019-11-01,05J,501,3912
2019-11-01,06D,480,3301
2019-11-01,08V,764,9794
2019-11-01,10D,358,3083
2019-11-01,05V,1493,4872
2019-11-01,09A,757,3685
2019-11-01,00Q,1514,6058
2019-11-01,00V,803,6163
2019-11-01,05G,2162,6942
2019-11-01,02N,1154,5488
2019-11-01,03M,775,5350
2019-11-01,01D,1300,7365
2019-11-01,11M,897,21827
2019-11-01,11X,1345,17951
2019-11-01,12D,1504,6769
2019-11-01,03J,1636,7512
2019-11-01,07X,1569,9860
