month,pct,items,total_list_size,measure
2014-12-01,03L,2302,258852,8.893112666697572
2014-12-01,02T,1592,216918,7.3391788602144565
2014-12-01,07N,747,231383,3.22841349623784
2014-12-01,05L,4251,534445,7.9540457858151905
2014-12-01,02P,5256,253912,20.700085068842746
2014-12-01,09C,425,127003,3.346377644622568
2014-12-01,08V,1008,291733,3.4552141855737957
2014-12-01,05H,1797,185280,9.69883419689119
2014-12-01,08Y,852,239647,3.5552291495407835
2014-12-01,01K,4627,345078,13.408562701765977
2014-12-01,02D,625,102814,6.078938665940435
2014-12-01,99H,2469,300501,8.216278814379985
2014-12-01,08G,1863,298299,6.245411483109228
2014-12-01,10D,489,108395,4.511278195488722
2014-12-01,02N,1485,157320,9.439359267734552
2014-12-01,03J,2213,188069,11.766957871844909
2014-12-01,04N,1617,123028,13.143349481418866
2014-12-01,09Y,2094,361007,5.800441542684767
2014-12-01,09X,1001,231092,4.331608190677307
2014-12-01,07H,2492,298282,8.354510161525003
2014-12-01,03R,3867,360420,10.729149325786581
2014-12-01,06P,1345,222298,6.050436801050841
2014-12-01,08T,927,188310,4.922733790027085
2014-12-01,03A,1748,242700,7.202307375360526
2014-12-01,08R,1320,217157,6.07855146276657
2014-12-01,01Y,1405,242501,5.7937905410699315
2014-12-01,01X,981,194884,5.033763674801418
2014-12-01,00V,1424,197888,7.195989650711514
2014-12-01,05J,952,172819,5.5086535623976545
2014-12-01,05C,2530,314413,8.046741069866705
2014-12-01,07V,1680,393435,4.270082732852946
2014-12-01,00Q,2701,169912,15.89646405197985
2014-12-01,00N,1511,155130,9.740217881776575
2014-12-01,04K,2069,361530,5.72289989765718
2014-12-01,02W,2064,138632,14.888337468982632
2014-12-01,09P,1130,184783,6.11528116763988
2014-12-01,01R,1055,178161,5.921610228950219
2014-12-01,00P,1831,283859,6.45038557875565
2014-12-01,07J,2280,169826,13.425506106249927
2014-12-01,01E,5573,202933,27.462265871001758
2014-12-01,06D,748,113127,6.612037798226771
2014-12-01,02X,3983,311811,12.77376359397199
2014-12-01,10R,566,218552,2.5897726856766354
2014-12-01,11E,1113,200730,5.544761620086683
2014-12-01,10K,765,201229,3.80163892878263
2014-12-01,02E,726,212611,3.4146869164812736
2014-12-01,08X,2007,373133,5.378779148453768
2014-12-01,05X,1292,177027,7.298321724934614
2014-12-01,10J,875,219284,3.9902592072381022
2014-12-01,99C,2371,216235,10.964922422364555
2015-01-01,99G,745,184896,4.0292921426099015
2015-01-01,11J,4832,783543,6.166860019169336
2015-01-01,08Y,818,241958,3.380752031344283
2015-01-01,01R,908,178369,5.0905706709125464
2015-01-01,02T,1455,217076,6.702721627448451
2015-01-01,15D,3877,445289,8.706705083664763
2015-01-01,15C,7272,969942,7.497355511979065
2015-01-01,99D,3079,161782,19.031783511144628
2015-01-01,07M,1996,398258,5.011826504426779
2015-01-01,00C,1119,106673,10.490002156121978
2015-01-01,03V,245,73382,3.338693412553487
2015-01-01,02E,635,212950,2.9819206386475696
2015-01-01,00J,2747,252951,10.859810793394765
2015-01-01,03A,1692,243635,6.944814989636138
2015-01-01,01W,1773,303157,5.848454761064398
2015-01-01,09H,761,129456,5.878445186009146
2015-01-01,09A,1220,208242,5.8585683963849755
2015-01-01,06W,347,227450,1.5256100241811386
2015-01-01,00P,1747,283469,6.162931396378442
2015-01-01,06K,6263,583265,10.737829288573803
2015-01-01,03H,1939,168808,11.486422444433915
2015-01-01,00X,2793,177598,15.726528451896982
2015-01-01,03L,2092,258717,8.086055419628394
2015-01-01,03T,4428,244969,18.075756524294903
2015-01-01,05H,1673,185548,9.016534805010021
2015-01-01,03F,1930,290442,6.645044449494222
2015-01-01,06Y,997,218717,4.55840195320894
2015-01-01,08X,1956,375824,5.204563838392439
2015-01-01,15N,4353,1176355,3.7004135656328234
2015-01-01,07R,113,264660,0.42696289579082597
2015-01-01,02X,3500,312257,11.20871589748188
2015-01-01,03W,2885,320151,9.011372758479595
2015-01-01,02Q,1279,113562,11.262570225955864
2015-01-01,01C,743,205481,3.615906093507429
2015-01-01,04Y,1718,133622,12.857164239421651
2015-01-01,08J,649,199208,3.2579012891048547
2015-01-01,99K,1272,168002,7.571338436447186
2015-01-01,05L,4048,538688,7.5145538790542945
2015-01-01,99A,3492,504757,6.91818043137589
2015-01-01,01D,1875,225718,8.306825330722404
2015-01-01,04C,2822,383910,7.350681149227685
2015-01-01,02G,1255,112116,11.193763601983658
2015-01-01,10C,425,93825,4.52970956568079
2015-01-01,08G,1722,299834,5.743177891766776
2015-01-01,04L,1513,138168,10.950437148978054
2015-01-01,05J,871,173155,5.030175276486386
2015-01-01,08C,1246,205682,6.057895197440708
2015-01-01,09J,2573,257271,10.001127216048449
2015-01-01,04K,2019,361191,5.589840278412253
2015-01-01,07G,855,168576,5.071896355353075
2015-01-01,01X,856,194762,4.395107875252874
2015-01-01,06T,3335,336775,9.902754064286244
2015-01-01,10R,522,218680,2.3870495701481618
2015-01-01,09N,1655,221960,7.456298432149936
2015-01-01,09L,1015,177750,5.71026722925457
2015-01-01,04N,1435,123444,11.624704319367487
2015-01-01,01H,2396,323804,7.39953799211869
2015-01-01,99E,1992,270598,7.361473477261471
2015-01-01,02D,575,102931,5.58626652806249
2015-01-01,08K,902,378399,2.383727229723123
2015-01-01,10X,382,270350,1.41298316996486
2015-01-01,06D,656,113228,5.793619952661885
2015-01-01,11N,5339,554068,9.63600135723413
2015-01-01,03K,2902,170319,17.038615773930097
2015-01-01,00V,1298,198107,6.552014820273894
2015-01-01,15A,662,520985,1.2706699809015618
2015-01-01,02P,4781,254322,18.79900283892074
2015-01-01,07J,2100,170311,12.330383827233707
2015-01-01,00L,2514,322094,7.805174886834278
2015-01-01,08F,1060,265493,3.9925723088744354
2015-01-01,09E,1009,215285,4.686810507002346
2015-01-01,10A,1069,199720,5.352493490887242
2015-01-01,14L,2552,593072,4.3030188577440835
2015-01-01,15E,7700,1261528,6.103709152710052
2015-01-01,10Q,3245,711886,4.558314112090982
2015-01-01,01G,2204,258037,8.541410727918864
2015-01-01,03M,1294,118653,10.905750381364145
2015-01-01,07W,2951,418965,7.04354779038822
2015-01-01,08W,1112,298343,3.7272535303325367
2015-01-01,08P,1050,209350,5.0155242417005015
2015-01-01,01F,745,129597,5.748589859333164
2015-01-01,11M,3813,632494,6.0285156855242885
2015-01-01,08V,977,294516,3.3173070393459114
2015-01-01,15F,11873,847247,14.013622945846961
2015-01-01,05X,1124,177573,6.329791128155743
2015-01-01,08M,460,373089,1.2329497787391215
2015-01-01,05F,1086,183099,5.931217538053184
2015-01-01,07K,2655,243117,10.920667826602006
2015-01-01,01Y,1357,242821,5.588478755956034
2015-01-01,07P,1261,363206,3.4718589450614794
2015-01-01,01A,4976,373075,13.337800710312939
2015-01-01,02N,1375,157322,8.74003635855125
2015-01-01,12F,1170,333073,3.5127434526365096
2015-01-01,99C,2134,216229,9.86916648553154
2015-01-01,08L,888,310043,2.864118848030757
2015-01-01,05C,2280,314402,7.251862265507219
2015-01-01,07V,1557,395184,3.9399368395481598
2015-01-01,06Q,1994,380042,5.246788512848579
2015-01-01,99J,3396,475695,7.139028158799231
2015-01-01,07N,656,231976,2.827878746077181
2015-01-01,10V,1079,210792,5.118790086910318
2015-01-01,00K,1330,293700,4.528430371127001
2015-01-01,09W,1115,291517,3.8248198218285725
2015-01-01,00T,2029,299950,6.764460743457245
2015-01-01,02M,3289,169099,19.45014458985565
2015-01-01,11E,995,201943,4.927132903839202
2015-01-01,05Q,1466,214043,6.849091070485838
2015-01-01,04Q,2574,131433,19.58412270890872
2015-01-01,06P,1310,223275,5.867204120479229
2015-01-01,08D,896,297578,3.0109752737097493
2015-01-01,04F,1115,279399,3.9907086281625914
2015-01-01,11X,2150,556703,3.8620233769173136
2015-01-01,04M,890,105255,8.45565531328678
2015-01-01,01V,601,123065,4.883598098565799
2015-01-01,05V,2516,145544,17.28686857582587
2015-01-01,07H,2293,298767,7.6748770781244255
2015-01-01,99N,4045,483090,8.37318098076963
2015-01-01,00D,5280,288824,18.281029277345375
2015-01-01,08A,1554,282225,5.506245017273452
2015-01-01,13T,3911,506100,7.727721794111834
2015-01-01,08Q,1252,309101,4.05045599981883
2015-01-01,07X,2542,320221,7.938267633915325
2015-01-01,00N,1260,155208,8.118138240296892
2015-01-01,05N,3038,302393,10.046528854834603
2015-01-01,03R,3404,361018,9.42889274219014
2015-01-01,08H,653,233865,2.792209180510124
2015-01-01,06V,1200,169964,7.060318655715327
2015-01-01,02H,4303,322353,13.348720191839377
2015-01-01,12D,2783,229351,12.134239658863489
2015-01-01,04E,3115,188057,16.564126833885467
2015-01-01,09P,1029,185192,5.5563955246446906
2015-01-01,01K,4046,345844,11.698916274389607
2015-01-01,15M,5474,1030759,5.310649725105479
2015-01-01,11A,2603,547656,4.752983624757146
2015-01-01,07Y,1437,300067,4.788930472194544
2015-01-01,05T,3349,297973,11.239273356982004
2015-01-01,09X,945,231423,4.083431638169066
2015-01-01,07L,683,207035,3.298959113193421
2015-01-01,10D,430,108239,3.9726900655031923
2015-01-01,05A,1977,483370,4.090034549103172
2015-01-01,04H,1830,130260,14.048825426070936
2015-01-01,00M,4748,291290,16.299907308867446
2015-01-01,02R,4019,321057,12.5180263940671
2015-01-01,06A,2646,264664,9.99758183961551
2015-01-01,04G,3804,652469,5.830162046012918
2015-01-01,07Q,1787,337515,5.294579500170365
2015-01-01,04V,3181,375272,8.47651836534567
2015-01-01,08E,1498,255235,5.869101024546004
2015-01-01,99F,998,182037,5.4824019292781125
2015-01-01,05R,2104,275448,7.638465336470041
2015-01-01,03Q,2744,351210,7.812989379573475
2015-01-01,06N,4875,624482,7.806470002337936
2015-01-01,14Y,2297,537381,4.2744347120571815
2015-01-01,09D,1453,309560,4.693758883576691
2015-01-01,09C,388,126400,3.0696202531645573
2015-01-01,03N,3685,586399,6.284117128439851
2015-01-01,10J,744,219576,3.3883484533828834
2015-01-01,06F,2747,457607,6.002967611946493
2015-01-01,01E,5068,202889,24.9791758054897
2015-01-01,01J,1122,161869,6.931531052888445
2015-01-01,10E,608,143181,4.246373471340472
2015-01-01,05Y,2685,275061,9.761471091866897
2015-01-01,99M,1224,221876,5.5165948547837536
2015-01-01,03D,2192,142548,15.377276426186265
2015-01-01,10L,809,141890,5.701599830854887
2015-01-01,06H,5098,910295,5.600382293652058
2015-01-01,00R,4677,171792,27.224783459066778
2015-01-01,02Y,3324,301772,11.014938430338136
2015-01-01,06L,3069,396982,7.730829105601763
2015-01-01,02W,1834,138653,13.22726518719393
2015-01-01,08R,1353,217888,6.209612277867529
2015-01-01,09G,3943,499663,7.891318748836716
2015-01-01,01T,639,154645,4.132044359662452
2015-01-01,03J,2134,188586,11.315792264537135
2015-01-01,09Y,1950,361317,5.396922923637693
2015-01-01,06M,1187,235087,5.049194553505725
2015-01-01,07T,740,293323,2.522816144659642
2015-01-01,02F,1084,258724,4.189792984029314
2015-01-01,02A,2289,237855,9.62351012171281
2015-01-01,99H,2229,300742,7.411668473309349
2015-01-01,09F,699,190809,3.6633492130874337
2015-01-01,00Y,2359,245257,9.618481837419523
2015-01-01,05G,3346,215390,15.534611634709131
2015-01-01,03E,1247,161360,7.728061477441744
2015-01-01,04D,4292,232276,18.47801753086845
2015-01-01,05W,5013,283877,17.65905656322985
2015-01-01,10K,701,201648,3.4763548361501226
2015-01-01,00Q,2431,170214,14.282021455344449
2015-01-01,08N,1945,298217,6.522096325829848
2015-01-01,05D,2601,137274,18.94750644696009
2015-01-01,08T,827,188595,4.385057928365015
2015-02-01,05A,1778,483370,3.6783416430477693
2015-02-01,05T,3077,297973,10.326438972658599
2015-02-01,01F,673,129597,5.193021443397609
2015-02-01,99C,2041,216229,9.43906691516864
2015-02-01,08Q,1089,309101,3.523120274602799
2015-02-01,10X,354,270350,1.3094137229517289
2015-02-01,15N,4034,1176355,3.429236922527638
2015-02-01,01H,2236,323804,6.90541191585033
2015-02-01,08W,1010,298343,3.3853651669387252
2015-02-01,06P,1128,223275,5.0520658380920365
2015-02-01,04K,1804,361191,4.994587351290591
2015-02-01,09X,854,231423,3.6902122952342675
2015-02-01,10C,380,93825,4.050093258726352
2015-02-01,03Q,2471,351210,7.035676660687339
2015-02-01,02Y,3005,301772,9.957848972071627
2015-02-01,08K,831,378399,2.1960945985586635
2015-02-01,05V,2187,145544,15.026383773979
2015-02-01,09N,1501,221960,6.762479726076772
2015-02-01,05N,2886,302393,9.543871716607196
2015-02-01,07T,666,293323,2.270534530193677
2015-02-01,04N,1379,123444,11.17105732153851
2015-02-01,01R,816,178369,4.5747859773839625
2015-02-01,08Y,792,241958,3.2732953653113346
2015-02-01,02A,2151,237855,9.04332471463707
2015-02-01,03H,1771,168808,10.491208947443251
2015-02-01,99J,3036,475695,6.382240721470688
2015-02-01,04L,1441,138168,10.429332406924901
2015-02-01,08T,746,188595,3.9555661602905707
2015-02-01,10A,963,199720,4.8217504506308835
2015-02-01,00V,1182,198107,5.966472663762512
2015-02-01,07P,1184,363206,3.259858041992698
2015-02-01,05X,1104,177573,6.217161392779306
2015-02-01,08D,814,297578,2.735417268749707
2015-02-01,06Q,1800,380042,4.73631861741597
2015-02-01,09Y,1767,361317,4.890442464650153
2015-02-01,01E,4606,202889,22.70206861880141
2015-02-01,01G,2059,258037,7.979475811608412
2015-02-01,08G,1555,299834,5.186203032344567
2015-02-01,04M,765,105255,7.268063274903805
2015-02-01,04D,3842,232276,16.540667137371056
2015-02-01,02Q,1186,113562,10.443634314295274
2015-02-01,03D,2031,142548,14.24783230911693
2015-02-01,02E,650,212950,3.0523597088518426
2015-02-01,15F,11155,847247,13.166172320468535
2015-02-01,08H,572,233865,2.4458555149338292
2015-02-01,03T,4047,244969,16.52045769056493
2015-02-01,03A,1524,243635,6.255258891374392
2015-02-01,06K,5923,583265,10.154903860166472
2015-02-01,09F,650,190809,3.406547909165711
2015-02-01,02M,3092,169099,18.28514657094365
2015-02-01,07N,674,231976,2.905472979963445
2015-02-01,05G,3491,215390,16.20780909048702
2015-02-01,09L,995,177750,5.597749648382559
2015-02-01,03E,1085,161360,6.7240951908775415
2015-02-01,00M,4395,291290,15.088056575920904
2015-02-01,10J,755,219576,3.438445003096878
2015-02-01,02G,1074,112116,9.579364229904742
2015-02-01,08R,1143,217888,5.245814363342634
2015-02-01,05Q,1260,214043,5.886667632204745
2015-02-01,05R,1819,275448,6.603787284714356
2015-02-01,05F,1007,183099,5.499756962080623
2015-02-01,06W,311,227450,1.3673334798856895
2015-02-01,11X,1992,556703,3.578209565962461
2015-02-01,08J,571,199208,2.8663507489659046
2015-02-01,08F,931,265493,3.506683792039714
2015-02-01,10L,725,141890,5.10959193741631
2015-02-01,06N,4299,624482,6.884105546677085
2015-02-01,10Q,3110,711886,4.368677007273636
2015-02-01,08V,894,294516,3.035488734058591
2015-02-01,01C,663,205481,3.226575693129778
2015-02-01,09P,987,185192,5.329603870577563
2015-02-01,05W,4696,283877,16.542375747242644
2015-02-01,03F,1821,290442,6.269754374367344
2015-02-01,03R,3184,361018,8.819504844633785
2015-02-01,00L,2450,322094,7.606475128378672
2015-02-01,07Y,1384,300067,4.612303252273661
2015-02-01,07M,1831,398258,4.597522209221159
2015-02-01,06H,4574,910295,5.02474472561093
2015-02-01,04H,1701,130260,13.058498387839707
2015-02-01,00P,1568,283469,5.531469049525698
2015-02-01,09D,1176,309560,3.798940431580307
2015-02-01,04E,2869,188057,15.25601280462838
2015-02-01,06V,1138,169964,6.695535525170035
2015-02-01,02W,1831,138653,13.205628439341378
2015-02-01,01X,841,194762,4.31809079799961
2015-02-01,07K,2413,243117,9.92526232225636
2015-02-01,08L,813,310043,2.622216918298429
2015-02-01,15D,3545,445289,7.961121878151046
2015-02-01,00Q,2269,170214,13.330278355481923
2015-02-01,10D,439,108239,4.055839392455585
2015-02-01,02X,3292,312257,10.542597924145813
2015-02-01,03K,2731,170319,16.03461739441871
2015-02-01,00J,2535,252951,10.021703808247453
2015-02-01,00K,1269,293700,4.320735444330951
2015-02-01,02R,3704,321057,11.536892202942155
2015-02-01,10V,992,210792,4.706060951079737
2015-02-01,07H,2153,298767,7.206284495945002
2015-02-01,03V,217,73382,2.9571284511188027
2015-02-01,07X,2392,320221,7.469841140962022
2015-02-01,04C,2539,383910,6.613529212575863
2015-02-01,11N,4869,554068,8.787730025917401
2015-02-01,04Q,2310,131433,17.57549473876424
2015-02-01,05C,2106,314402,6.698430671560616
2015-02-01,99M,1092,221876,4.921667958679624
2015-02-01,15M,4945,1030759,4.797435676040661
2015-02-01,10R,516,218680,2.3596122187671487
2015-02-01,09G,3540,499663,7.084775138443314
2015-02-01,99N,3633,483090,7.5203378252499515
2015-02-01,01J,1035,161869,6.39405939370726
2015-02-01,06T,2988,336775,8.872392546952716
2015-02-01,08P,959,209350,4.580845474086457
2015-02-01,07G,779,168576,4.621061123766135
2015-02-01,03W,2669,320151,8.336691123875921
2015-02-01,10E,565,143181,3.9460542949134307
2015-02-01,07V,1458,395184,3.689420624316774
2015-02-01,05Y,2498,275061,9.081621894779705
2015-02-01,01D,1748,225718,7.74417636165481
2015-02-01,09E,920,215285,4.273405021250898
2015-02-01,07J,1947,170311,11.432027291249536
2015-02-01,04G,3534,652469,5.416349282494648
2015-02-01,02H,3993,322353,12.387041535211397
2015-02-01,00X,2538,177598,14.290701471863423
2015-02-01,99A,3290,504757,6.517987863466974
2015-02-01,03N,3645,586399,6.2159041881040045
2015-02-01,02P,4517,254322,17.76094871855364
2015-02-01,05J,776,173155,4.481533885824839
2015-02-01,05H,1508,185548,8.127277038825534
2015-02-01,01W,1722,303157,5.680225097886574
2015-02-01,06Y,867,218717,3.9640265731516067
2015-02-01,99H,1990,300742,6.616967367378019
2015-02-01,10K,608,201648,3.015155121796398
2015-02-01,15E,7037,1261528,5.578156013976701
2015-02-01,12F,1110,333073,3.3326027627577144
2015-02-01,04F,1019,279399,3.647113983944108
2015-02-01,04V,2858,375272,7.615809332963824
2015-02-01,12D,2593,229351,11.305815104359695
2015-02-01,14Y,2135,537381,3.9729726209151415
2015-02-01,04Y,1491,133622,11.158342189160463
2015-02-01,08E,1291,255235,5.058083726761611
2015-02-01,99K,1117,168002,6.648730372257472
2015-02-01,06M,1081,235087,4.598297651507739
2015-02-01,08M,424,373089,1.1364580569247555
2015-02-01,01T,580,154645,3.7505253968767187
2015-02-01,00T,1896,299950,6.321053508918153
2015-02-01,02N,1294,157322,8.225168762156596
2015-02-01,08N,1696,298217,5.68713386560793
2015-02-01,00R,4500,171792,26.19446772841576
2015-02-01,07Q,1524,337515,4.515354873116752
2015-02-01,15A,666,520985,1.2783477451366165
2015-02-01,11M,3582,632494,5.663294829674275
2015-02-01,03L,1870,258717,7.227974968788289
2015-02-01,08C,1111,205682,5.401542186482047
2015-02-01,06F,2480,457607,5.419497516427853
2015-02-01,00D,4886,288824,16.916876713846495
2015-02-01,05L,3661,538688,6.796141736960913
2015-02-01,99G,677,184896,3.6615178262374535
2015-02-01,02T,1349,217076,6.214413385173856
2015-02-01,11J,4369,783543,5.57595435094181
2015-02-01,11A,2497,547656,4.559431467928773
2015-02-01,05D,2404,137274,17.512420414645163
2015-02-01,09C,363,126400,2.871835443037975
2015-02-01,01Y,1218,242821,5.016040622516175
2015-02-01,14L,2426,593072,4.09056573232255
2015-02-01,11E,986,201943,4.882565872548194
2015-02-01,01A,4717,373075,12.643570327682099
2015-02-01,03M,1256,118653,10.585488778201984
2015-02-01,09J,2380,257271,9.250945501047536
2015-02-01,09H,683,129456,5.275923866023978
2015-02-01,08A,1315,282225,4.659402958632297
2015-02-01,99D,2810,161782,17.36905218133043
2015-02-01,01V,544,123065,4.420428228984682
2015-02-01,13T,3656,506100,7.223868800632286
2015-02-01,15C,6645,969942,6.850925106862062
2015-02-01,07L,574,207035,2.772478083415847
2015-02-01,02D,458,102931,4.449582730178469
2015-02-01,99E,1850,270598,6.8367098056896225
2015-02-01,08X,1811,375824,4.81874494444208
2015-02-01,01K,3825,345844,11.059899839233879
2015-02-01,07W,2633,418965,6.28453450765577
2015-02-01,06L,2799,396982,7.050697512733575
2015-02-01,06A,2444,264664,9.234349968261641
2015-02-01,09W,1066,291517,3.6567335695688423
2015-02-01,06D,666,113228,5.881937329989048
2015-02-01,09A,1114,208242,5.349545240633493
2015-02-01,99F,899,182037,4.938556447315654
2015-02-01,07R,107,264660,0.40429229955414503
2015-02-01,00C,1008,106673,9.449438939562961
2015-02-01,00Y,2206,245257,8.994646432109992
2015-02-01,03J,1796,188586,9.523506516920662
2015-02-01,02F,1039,258724,4.0158624634745905
2015-02-01,00N,1233,155208,7.944178135147673
2015-03-01,99J,3338,475695,7.017101293896301
2015-03-01,05W,5077,283877,17.884506317877104
2015-03-01,03H,2007,168808,11.889246955120614
2015-03-01,02Q,1273,113562,11.209735651010021
2015-03-01,04V,3155,375272,8.407235285339702
2015-03-01,05H,1754,185548,9.453079526591504
2015-03-01,05A,1934,483370,4.001075780458035
2015-03-01,00N,1354,155208,8.72377712489047
