pct,month,total_list_size,list_size_over_55
110,2012-03-01 00:00:00+00:00,0,0
106,2012-03-01 00:00:00+00:00,0,0
08D,2012-03-01 00:00:00+00:00,276484,49602
5HP,2012-03-01 00:00:00+00:00,0,0
08Y,2012-03-01 00:00:00+00:00,222848,44918
00Y,2012-03-01 00:00:00+00:00,234665,59374
05W,2012-03-01 00:00:00+00:00,278123,76746
01F,2012-03-01 00:00:00+00:00,128231,34985
5A8,2012-03-01 00:00:00+00:00,0,0
5M2,2012-03-01 00:00:00+00:00,5399,1848
01H,2012-03-01 00:00:00+00:00,525107,180377
10R,2012-03-01 00:00:00+00:00,213806,50431
00N,2012-03-01 00:00:00+00:00,154487,47252
5QE,2012-03-01 00:00:00+00:00,0,0
5NN,2012-03-01 00:00:00+00:00,0,0
NLX,2012-03-01 00:00:00+00:00,0,0
00J,2012-03-01 00:00:00+00:00,244523,72648
05G,2012-03-01 00:00:00+00:00,208348,68955
112,2012-03-01 00:00:00+00:00,920,12
5N5,2012-03-01 00:00:00+00:00,0,0
12J,2012-03-01 00:00:00+00:00,0,0
5C9,2012-03-01 00:00:00+00:00,3712,355
RBL,2012-03-01 00:00:00+00:00,0,0
5ZU,2012-03-01 00:00:00+00:00,226,57
5CN,2012-03-01 00:00:00+00:00,0,0
04Y,2012-03-01 00:00:00+00:00,129602,38502
12N,2012-03-01 00:00:00+00:00,0,0
02W,2012-03-01 00:00:00+00:00,118633,13721
RTR,2012-03-01 00:00:00+00:00,0,0
5C4,2012-03-01 00:00:00+00:00,0,0
12M,2012-03-01 00:00:00+00:00,0,0
01J,2012-03-01 00:00:00+00:00,158328,41591
08W,2012-03-01 00:00:00+00:00,291902,51423
5PN,2012-03-01 00:00:00+00:00,0,0
12W,2012-03-01 00:00:00+00:00,0,0
06V,2012-03-01 00:00:00+00:00,167484,70533
10K,2012-03-01 00:00:00+00:00,199679,64253
06M,2012-03-01 00:00:00+00:00,230841,82598
5PQ,2012-03-01 00:00:00+00:00,0,0
00Q,2012-03-01 00:00:00+00:00,168888,40271
5PC,2012-03-01 00:00:00+00:00,0,0
99M,2012-03-01 00:00:00+00:00,216970,58056
AAX,2012-03-01 00:00:00+00:00,0,0
5A3,2012-03-01 00:00:00+00:00,534,48
5PK,2012-03-01 00:00:00+00:00,4022,1579
02G,2012-03-01 00:00:00+00:00,111292,35064
13F,2012-03-01 00:00:00+00:00,0,0
209,2012-03-01 00:00:00+00:00,0,0
08N,2012-03-01 00:00:00+00:00,287530,60237
01G,2012-03-01 00:00:00+00:00,243791,58545
99F,2012-03-01 00:00:00+00:00,180150,61286
5P2,2012-03-01 00:00:00+00:00,1915,517
09D,2012-03-01 00:00:00+00:00,302022,65961
5A5,2012-03-01 00:00:00+00:00,0,0
5NX,2012-03-01 00:00:00+00:00,76,9
08P,2012-03-01 00:00:00+00:00,195264,46144
RY8,2012-03-01 00:00:00+00:00,0,0
5NL,2012-03-01 00:00:00+00:00,0,0
03Y,2012-03-01 00:00:00+00:00,102317,32838
07P,2012-03-01 00:00:00+00:00,328873,61890
311,2012-03-01 00:00:00+00:00,0,0
03L,2012-03-01 00:00:00+00:00,254708,75000
13K,2012-03-01 00:00:00+00:00,0,0
02Y,2012-03-01 00:00:00+00:00,301175,107980
NI3,2012-03-01 00:00:00+00:00,0,0
5P5,2012-03-01 00:00:00+00:00,6523,1554
01C,2012-03-01 00:00:00+00:00,201960,68525
12D,2012-03-01 00:00:00+00:00,221360,54948
07W,2012-03-01 00:00:00+00:00,391113,74123
RTD,2012-03-01 00:00:00+00:00,0,0
01N,2012-03-01 00:00:00+00:00,166808,34232
02V,2012-03-01 00:00:00+00:00,201714,52850
5C1,2012-03-01 00:00:00+00:00,2510,344
211,2012-03-01 00:00:00+00:00,0,0
5PR,2012-03-01 00:00:00+00:00,0,0
5EM,2012-03-01 00:00:00+00:00,2516,481
05J,2012-03-01 00:00:00+00:00,168570,51205
5KM,2012-03-01 00:00:00+00:00,0,0
02P,2012-03-01 00:00:00+00:00,241691,70897
5QN,2012-03-01 00:00:00+00:00,2471,681
RY5,2012-03-01 00:00:00+00:00,0,0
5NA,2012-03-01 00:00:00+00:00,1,0
07L,2012-03-01 00:00:00+00:00,201595,34679
5MX,2012-03-01 00:00:00+00:00,116,22
5PY,2012-03-01 00:00:00+00:00,0,0
02M,2012-03-01 00:00:00+00:00,151707,56650
03E,2012-03-01 00:00:00+00:00,159609,52047
5ET,2012-03-01 00:00:00+00:00,0,0
216,2012-03-01 00:00:00+00:00,0,0
5HQ,2012-03-01 00:00:00+00:00,1612,614
00T,2012-03-01 00:00:00+00:00,294667,77473
10Q,2012-03-01 00:00:00+00:00,694252,183261
5NC,2012-03-01 00:00:00+00:00,1988,325
NHT,2012-03-01 00:00:00+00:00,0,0
12R,2012-03-01 00:00:00+00:00,0,0
02A,2012-03-01 00:00:00+00:00,229719,62502
05A,2012-03-01 00:00:00+00:00,465172,114900
5PL,2012-03-01 00:00:00+00:00,8695,2920
03F,2012-03-01 00:00:00+00:00,290053,74120
5QR,2012-03-01 00:00:00+00:00,0,0
99J,2012-03-01 00:00:00+00:00,462211,136995
NYF,2012-03-01 00:00:00+00:00,0,0
5LA,2012-03-01 00:00:00+00:00,8075,2178
02X,2012-03-01 00:00:00+00:00,308637,91293
12F,2012-03-01 00:00:00+00:00,330035,104237
00K,2012-03-01 00:00:00+00:00,287056,81531
111,2012-03-01 00:00:00+00:00,0,0
03V,2012-03-01 00:00:00+00:00,68299,16919
09E,2012-03-01 00:00:00+00:00,212797,64764
5MD,2012-03-01 00:00:00+00:00,1301,217
99K,2012-03-01 00:00:00+00:00,164569,56470
RY4,2012-03-01 00:00:00+00:00,0,0
05V,2012-03-01 00:00:00+00:00,144593,48409
905,2012-03-01 00:00:00+00:00,0,0
10X,2012-03-01 00:00:00+00:00,265274,59180
5J2,2012-03-01 00:00:00+00:00,4577,1222
05C,2012-03-01 00:00:00+00:00,312557,96483
09N,2012-03-01 00:00:00+00:00,212708,62010
07J,2012-03-01 00:00:00+00:00,164519,62234
01E,2012-03-01 00:00:00+00:00,212225,55002
07X,2012-03-01 00:00:00+00:00,301744,67600
00D,2012-03-01 00:00:00+00:00,287801,90399
5LE,2012-03-01 00:00:00+00:00,1170,166
5LH,2012-03-01 00:00:00+00:00,5253,1577
NQ7,2012-03-01 00:00:00+00:00,0,0
01R,2012-03-01 00:00:00+00:00,174289,53092
03G,2012-03-01 00:00:00+00:00,258661,65600
04L,2012-03-01 00:00:00+00:00,144794,45249
414,2012-03-01 00:00:00+00:00,0,0
13H,2012-03-01 00:00:00+00:00,0,0
09A,2012-03-01 00:00:00+00:00,189657,35027
5NQ,2012-03-01 00:00:00+00:00,91,1
5NM,2012-03-01 00:00:00+00:00,0,0
5P9,2012-03-01 00:00:00+00:00,5009,1093
RHA,2012-03-01 00:00:00+00:00,0,0
01A,2012-03-01 00:00:00+00:00,366707,104954
04F,2012-03-01 00:00:00+00:00,265437,58561
09P,2012-03-01 00:00:00+00:00,181917,66563
NMS,2012-03-01 00:00:00+00:00,0,0
04X,2012-03-01 00:00:00+00:00,242709,49092
5JE,2012-03-01 00:00:00+00:00,6016,1987
04Q,2012-03-01 00:00:00+00:00,129209,43376
00R,2012-03-01 00:00:00+00:00,172383,54191
10T,2012-03-01 00:00:00+00:00,143343,25152
11D,2012-03-01 00:00:00+00:00,154220,43093
NTV,2012-03-01 00:00:00+00:00,0,0
11E,2012-03-01 00:00:00+00:00,197182,57710
5N3,2012-03-01 00:00:00+00:00,0,0
13M,2012-03-01 00:00:00+00:00,0,0
RWN,2012-03-01 00:00:00+00:00,0,0
03D,2012-03-01 00:00:00+00:00,141470,52292
10L,2012-03-01 00:00:00+00:00,140955,54253
RW5,2012-03-01 00:00:00+00:00,0,0
08X,2012-03-01 00:00:00+00:00,353490,55739
04J,2012-03-01 00:00:00+00:00,288707,97586
99C,2012-03-01 00:00:00+00:00,214926,65442
5NG,2012-03-01 00:00:00+00:00,565,99
06F,2012-03-01 00:00:00+00:00,434755,120529
00W,2012-03-01 00:00:00+00:00,209383,30708
99H,2012-03-01 00:00:00+00:00,286030,88341
ACH,2012-03-01 00:00:00+00:00,0,0
RY6,2012-03-01 00:00:00+00:00,895,43
00F,2012-03-01 00:00:00+00:00,206219,61891
11A,2012-03-01 00:00:00+00:00,539951,181009
01V,2012-03-01 00:00:00+00:00,121921,44883
06H,2012-03-01 00:00:00+00:00,862271,229723
05F,2012-03-01 00:00:00+00:00,181870,65259
5K3,2012-03-01 00:00:00+00:00,0,0
03K,2012-03-01 00:00:00+00:00,168664,53488
R1E,2012-03-01 00:00:00+00:00,0,0
R1G,2012-03-01 00:00:00+00:00,0,0
07K,2012-03-01 00:00:00+00:00,235722,79090
5PM,2012-03-01 00:00:00+00:00,0,0
310,2012-03-01 00:00:00+00:00,0,0
06A,2012-03-01 00:00:00+00:00,257091,68553
08C,2012-03-01 00:00:00+00:00,198465,32865
08L,2012-03-01 00:00:00+00:00,306272,52716
02Q,2012-03-01 00:00:00+00:00,111651,35821
5PA,2012-03-01 00:00:00+00:00,0,0
5NE,2012-03-01 00:00:00+00:00,522,15
104,2012-03-01 00:00:00+00:00,0,0
99A,2012-03-01 00:00:00+00:00,492710,123719
04D,2012-03-01 00:00:00+00:00,226047,68296
R1D,2012-03-01 00:00:00+00:00,0,0
5K6,2012-03-01 00:00:00+00:00,3348,1183
13D,2012-03-01 00:00:00+00:00,0,0
821,2012-03-01 00:00:00+00:00,0,0
NEN,2012-03-01 00:00:00+00:00,0,0
5P1,2012-03-01 00:00:00+00:00,0,0
5K9,2012-03-01 00:00:00+00:00,0,0
5M8,2012-03-01 00:00:00+00:00,0,0
5D8,2012-03-01 00:00:00+00:00,0,0
10H,2012-03-01 00:00:00+00:00,322894,93288
99P,2012-03-01 00:00:00+00:00,899311,298838
5M1,2012-03-01 00:00:00+00:00,3003,920
08M,2012-03-01 00:00:00+00:00,367991,46824
5ZT,2012-03-01 00:00:00+00:00,0,0
15C,2018-08-01 00:00:00+00:00,1011458,273978
05H,2018-08-01 00:00:00+00:00,192188,62720
07G,2018-08-01 00:00:00+00:00,177499,43176
06H,2018-08-01 00:00:00+00:00,971711,264506
05A,2018-08-01 00:00:00+00:00,515401,126557
05X,2018-08-01 00:00:00+00:00,187314,53760
05W,2018-08-01 00:00:00+00:00,291593,83515
01T,2018-08-01 00:00:00+00:00,155388,51576
02F,2018-08-01 00:00:00+00:00,259896,87813
09F,2018-08-01 00:00:00+00:00,196875,76419
08C,2018-08-01 00:00:00+00:00,248820,39427
05D,2018-08-01 00:00:00+00:00,142647,45119
08X,2018-08-01 00:00:00+00:00,405446,66079
03X,2018-08-01 00:00:00+00:00,97710,31885
00L,2018-08-01 00:00:00+00:00,326108,126881
08H,2018-08-01 00:00:00+00:00,253216,43141
08L,2018-08-01 00:00:00+00:00,331606,62170
08F,2018-08-01 00:00:00+00:00,278911,82521
01Y,2018-08-01 00:00:00+00:00,248407,73502
15F,2018-08-01 00:00:00+00:00,878745,218923
05T,2018-08-01 00:00:00+00:00,312885,110384
05Q,2018-08-01 00:00:00+00:00,218148,75005
09P,2018-08-01 00:00:00+00:00,189076,73612
01K,2018-08-01 00:00:00+00:00,345936,122344
01F,2018-08-01 00:00:00+00:00,131772,39749
10Q,2018-08-01 00:00:00+00:00,747636,209800
10V,2018-08-01 00:00:00+00:00,215675,78846
08W,2018-08-01 00:00:00+00:00,312612,59349
08D,2018-08-01 00:00:00+00:00,320180,61821
00M,2018-08-01 00:00:00+00:00,296768,92226
06P,2018-08-01 00:00:00+00:00,235517,48873
09E,2018-08-01 00:00:00+00:00,225088,72306
14Y,2018-08-01 00:00:00+00:00,561646,171326
11M,2018-08-01 00:00:00+00:00,648850,220327
07L,2018-08-01 00:00:00+00:00,224861,38016
01A,2018-08-01 00:00:00+00:00,383319,116578
08Y,2018-08-01 00:00:00+00:00,251482,55826
02G,2018-08-01 00:00:00+00:00,113244,39085
04J,2018-08-01 00:00:00+00:00,292819,108201
00T,2018-08-01 00:00:00+00:00,310218,85426
99J,2018-08-01 00:00:00+00:00,495025,154096
08T,2018-08-01 00:00:00+00:00,201998,52316
08K,2018-08-01 00:00:00+00:00,416740,67354
RXA,2018-08-01 00:00:00+00:00,4376,1948
08R,2018-08-01 00:00:00+00:00,220762,48157
07J,2018-08-01 00:00:00+00:00,176148,69402
01J,2018-08-01 00:00:00+00:00,165657,48794
07W,2018-08-01 00:00:00+00:00,439383,89417
14L,2018-08-01 00:00:00+00:00,641971,115259
06F,2018-08-01 00:00:00+00:00,482343,141828
09N,2018-08-01 00:00:00+00:00,225557,68970
04N,2018-08-01 00:00:00+00:00,127597,43081
08G,2018-08-01 00:00:00+00:00,313907,73792
99C,2018-08-01 00:00:00+00:00,219366,72267
07P,2018-08-01 00:00:00+00:00,385246,77723
10K,2018-08-01 00:00:00+00:00,205026,73167
04D,2018-08-01 00:00:00+00:00,235361,75113
07T,2018-08-01 00:00:00+00:00,320396,48404
03N,2018-08-01 00:00:00+00:00,599518,160232
06D,2018-08-01 00:00:00+00:00,116684,43667
02Q,2018-08-01 00:00:00+00:00,117711,40793
10D,2018-08-01 00:00:00+00:00,113816,34263
03A,2018-08-01 00:00:00+00:00,248975,72467
02N,2018-08-01 00:00:00+00:00,159537,55860
00N,2018-08-01 00:00:00+00:00,157539,52122
04K,2018-08-01 00:00:00+00:00,377297,75083
09L,2018-08-01 00:00:00+00:00,183194,53522
02M,2018-08-01 00:00:00+00:00,177745,73418
10A,2018-08-01 00:00:00+00:00,207101,76287
08E,2018-08-01 00:00:00+00:00,268693,66964
00R,2018-08-01 00:00:00+00:00,173661,58283
03D,2018-08-01 00:00:00+00:00,144275,59246
07N,2018-08-01 00:00:00+00:00,242481,68024
09G,2018-08-01 00:00:00+00:00,516322,198578
00Y,2018-08-01 00:00:00+00:00,256146,67362
06T,2018-08-01 00:00:00+00:00,352257,120192
10C,2018-08-01 00:00:00+00:00,97152,29887
07M,2018-08-01 00:00:00+00:00,425280,100752
99E,2018-08-01 00:00:00+00:00,279869,82611
09Y,2018-08-01 00:00:00+00:00,373048,107050
04V,2018-08-01 00:00:00+00:00,393660,124132
02T,2018-08-01 00:00:00+00:00,221215,66848
09H,2018-08-01 00:00:00+00:00,134145,33148
99M,2018-08-01 00:00:00+00:00,227906,66759
02D,2018-08-01 00:00:00+00:00,107544,34465
03W,2018-08-01 00:00:00+00:00,332812,117062
04M,2018-08-01 00:00:00+00:00,94292,31471
01V,2018-08-01 00:00:00+00:00,125261,49802
08M,2018-08-01 00:00:00+00:00,402963,57170
06M,2018-08-01 00:00:00+00:00,240185,90159
05J,2018-08-01 00:00:00+00:00,178222,57504
10X,2018-08-01 00:00:00+00:00,285485,65099
00K,2018-08-01 00:00:00+00:00,297834,92760
07X,2018-08-01 00:00:00+00:00,341653,79744
06K,2018-08-01 00:00:00+00:00,599766,172316
04H,2018-08-01 00:00:00+00:00,135380,46891
04G,2018-08-01 00:00:00+00:00,689241,198136
05L,2018-08-01 00:00:00+00:00,572457,125496
02A,2018-08-01 00:00:00+00:00,242694,69691
02W,2018-08-01 00:00:00+00:00,141207,17727
02E,2018-08-01 00:00:00+00:00,218666,66550
08Q,2018-08-01 00:00:00+00:00,332661,56222
99H,2018-08-01 00:00:00+00:00,308256,99531
07R,2018-08-01 00:00:00+00:00,283330,46558
00Q,2018-08-01 00:00:00+00:00,175584,44507
NV6,2018-08-01 00:00:00+00:00,137,10
09W,2018-08-01 00:00:00+00:00,300171,84542
99D,2018-08-01 00:00:00+00:00,167652,60448
02P,2018-08-01 00:00:00+00:00,261195,81885
15D,2018-08-01 00:00:00+00:00,461750,112846
05F,2018-08-01 00:00:00+00:00,187878,72667
01X,2018-08-01 00:00:00+00:00,197820,65087
05G,2018-08-01 00:00:00+00:00,217452,76510
00C,2018-08-01 00:00:00+00:00,108503,35415
05C,2018-08-01 00:00:00+00:00,320078,104071
03L,2018-08-01 00:00:00+00:00,263677,82907
07Y,2018-08-01 00:00:00+00:00,319699,64977
99F,2018-08-01 00:00:00+00:00,185630,67544
00P,2018-08-01 00:00:00+00:00,284132,92267
03R,2018-08-01 00:00:00+00:00,375238,115149
01C,2018-08-01 00:00:00+00:00,209119,76474
99Q,2018-08-01 00:00:00+00:00,294749,118345
04E,2018-08-01 00:00:00+00:00,194599,61136
06W,2018-08-01 00:00:00+00:00,235286,63925
03F,2018-08-01 00:00:00+00:00,299530,80882
99N,2018-08-01 00:00:00+00:00,492063,175522
06Y,2018-08-01 00:00:00+00:00,229227,83966
99P,2018-08-01 00:00:00+00:00,932072,331915
04C,2018-08-01 00:00:00+00:00,406493,84816
09C,2018-08-01 00:00:00+00:00,134275,40616
99K,2018-08-01 00:00:00+00:00,170932,63718
05R,2018-08-01 00:00:00+00:00,289131,98290
01R,2018-08-01 00:00:00+00:00,186736,61363
01H,2018-08-01 00:00:00+00:00,324619,119977
06L,2018-08-01 00:00:00+00:00,408851,141756
08A,2018-08-01 00:00:00+00:00,297554,58564
04Y,2018-08-01 00:00:00+00:00,133539,43765
07V,2018-08-01 00:00:00+00:00,413560,98260
11J,2018-08-01 00:00:00+00:00,801814,297924
06A,2018-08-01 00:00:00+00:00,282154,75539
08J,2018-08-01 00:00:00+00:00,209738,47736
00D,2018-08-01 00:00:00+00:00,292549,101069
01G,2018-08-01 00:00:00+00:00,273797,64745
09J,2018-08-01 00:00:00+00:00,270384,76295
15E,2018-08-01 00:00:00+00:00,1313691,326742
04L,2018-08-01 00:00:00+00:00,152879,50790
07H,2018-08-01 00:00:00+00:00,314793,94010
08V,2018-08-01 00:00:00+00:00,326902,37126
03Q,2018-08-01 00:00:00+00:00,357357,114878
09A,2018-08-01 00:00:00+00:00,230395,42841
02H,2018-08-01 00:00:00+00:00,328761,102483
11E,2018-08-01 00:00:00+00:00,208096,63585
05N,2018-08-01 00:00:00+00:00,310873,120950
07Q,2018-08-01 00:00:00+00:00,350275,101477
02R,2018-08-01 00:00:00+00:00,333799,90996
10L,2018-08-01 00:00:00+00:00,144658,60562
03H,2018-08-01 00:00:00+00:00,169909,55739
04F,2018-08-01 00:00:00+00:00,295700,70057
09D,2018-08-01 00:00:00+00:00,317760,73178
11X,2018-08-01 00:00:00+00:00,576948,214783
01W,2018-08-01 00:00:00+00:00,312857,97776
06Q,2018-08-01 00:00:00+00:00,392515,127066
04R,2018-08-01 00:00:00+00:00,556317,167780
04Q,2018-08-01 00:00:00+00:00,133952,48837
99G,2018-08-01 00:00:00+00:00,188742,57757
02X,2018-08-01 00:00:00+00:00,321704,101293
10J,2018-08-01 00:00:00+00:00,226595,67668
02Y,2018-08-01 00:00:00+00:00,304930,121054
99A,2018-08-01 00:00:00+00:00,532896,139576
08N,2018-08-01 00:00:00+00:00,322653,67976
00J,2018-08-01 00:00:00+00:00,258773,82395
05V,2018-08-01 00:00:00+00:00,149403,53381
12D,2018-08-01 00:00:00+00:00,238980,64632
03E,2018-08-01 00:00:00+00:00,163530,59156
03T,2018-08-01 00:00:00+00:00,251220,100640
10E,2018-08-01 00:00:00+00:00,145891,51560
03V,2018-08-01 00:00:00+00:00,79241,20358
06N,2018-08-01 00:00:00+00:00,648771,178661
12F,2018-08-01 00:00:00+00:00,336799,114999
11N,2018-08-01 00:00:00+00:00,576454,219201
00X,2018-08-01 00:00:00+00:00,184120,60272
01E,2018-08-01 00:00:00+00:00,209159,57640
03Y,2018-08-01 00:00:00+00:00,104422,35863
11A,2018-08-01 00:00:00+00:00,564224,203281
03M,2018-08-01 00:00:00+00:00,120648,46953
01D,2018-08-01 00:00:00+00:00,234357,63946
00V,2018-08-01 00:00:00+00:00,204792,60399
05Y,2018-08-01 00:00:00+00:00,286623,80424
08P,2018-08-01 00:00:00+00:00,218430,55136
13T,2018-08-01 00:00:00+00:00,524627,141045
06V,2018-08-01 00:00:00+00:00,174076,77580
10R,2018-08-01 00:00:00+00:00,230100,56697
07K,2018-08-01 00:00:00+00:00,251542,89218
15A,2018-08-01 00:00:00+00:00,545620,143230
03K,2018-08-01 00:00:00+00:00,179509,61547
09X,2018-08-01 00:00:00+00:00,242023,78830
112,2018-08-01 00:00:00+00:00,776,27
03J,2018-08-01 00:00:00+00:00,194313,51431
04F,2011-10-01 00:00:00+00:00,264440,58124
99G,2011-10-01 00:00:00+00:00,183804,52954
5M3,2011-10-01 00:00:00+00:00,8292,2106
08X,2011-10-01 00:00:00+00:00,366448,56529
RJ1,2011-10-01 00:00:00+00:00,0,0
5FL,2011-10-01 00:00:00+00:00,0,0
00X,2011-10-01 00:00:00+00:00,173306,52414
04X,2011-10-01 00:00:00+00:00,241929,48864
09H,2011-10-01 00:00:00+00:00,125350,29159
5K6,2011-10-01 00:00:00+00:00,3383,1188
106,2011-10-01 00:00:00+00:00,0,0
04G,2011-10-01 00:00:00+00:00,629971,171270
5PY,2011-10-01 00:00:00+00:00,0,0
07T,2011-10-01 00:00:00+00:00,284339,39543
RW5,2011-10-01 00:00:00+00:00,0,0
5K3,2011-10-01 00:00:00+00:00,0,0
AAX,2011-10-01 00:00:00+00:00,0,0
01X,2011-10-01 00:00:00+00:00,192816,59226
NQL,2011-10-01 00:00:00+00:00,0,0
5QM,2011-10-01 00:00:00+00:00,13790,6054
RTD,2011-10-01 00:00:00+00:00,0,0
5QK,2011-10-01 00:00:00+00:00,11651,3797
05J,2011-10-01 00:00:00+00:00,168483,51011
5LD,2011-10-01 00:00:00+00:00,3078,565
08A,2011-10-01 00:00:00+00:00,274458,50479
08D,2011-10-01 00:00:00+00:00,272703,48874
11N,2011-10-01 00:00:00+00:00,555294,197112
RY6,2011-10-01 00:00:00+00:00,795,37
211,2011-10-01 00:00:00+00:00,0,0
03K,2011-10-01 00:00:00+00:00,168481,53275
5PF,2011-10-01 00:00:00+00:00,1684,303
07M,2011-10-01 00:00:00+00:00,373783,86651
5P9,2011-10-01 00:00:00+00:00,7888,1734
5LQ,2011-10-01 00:00:00+00:00,0,0
5PX,2011-10-01 00:00:00+00:00,0,0
5M7,2011-10-01 00:00:00+00:00,0,0
5CQ,2011-10-01 00:00:00+00:00,0,0
03C,2011-10-01 00:00:00+00:00,358385,80400
03V,2011-10-01 00:00:00+00:00,67801,16804
13K,2011-10-01 00:00:00+00:00,0,0
00R,2011-10-01 00:00:00+00:00,172484,54189
05T,2011-10-01 00:00:00+00:00,288837,94922
05A,2011-10-01 00:00:00+00:00,458943,114393
99C,2011-10-01 00:00:00+00:00,215732,65360
RNU,2011-10-01 00:00:00+00:00,0,0
05L,2011-10-01 00:00:00+00:00,528191,114081
00D,2011-10-01 00:00:00+00:00,287912,90105
5HX,2011-10-01 00:00:00+00:00,4167,824
5J2,2011-10-01 00:00:00+00:00,4594,1227
01W,2011-10-01 00:00:00+00:00,297699,87907
06L,2011-10-01 00:00:00+00:00,386761,125281
02A,2011-10-01 00:00:00+00:00,229333,62310
5NJ,2011-10-01 00:00:00+00:00,2570,647
12D,2011-10-01 00:00:00+00:00,220934,54700
07P,2011-10-01 00:00:00+00:00,325363,61260
5K9,2011-10-01 00:00:00+00:00,0,0
13H,2011-10-01 00:00:00+00:00,0,0
5PM,2011-10-01 00:00:00+00:00,0,0
5HG,2011-10-01 00:00:00+00:00,0,0
5JX,2011-10-01 00:00:00+00:00,0,0
NR5,2011-10-01 00:00:00+00:00,0,0
5N1,2011-10-01 00:00:00+00:00,1351,360
02N,2011-10-01 00:00:00+00:00,155790,49918
RWN,2011-10-01 00:00:00+00:00,0,0
00W,2011-10-01 00:00:00+00:00,208059,30566
5L1,2011-10-01 00:00:00+00:00,2211,675
RY2,2011-10-01 00:00:00+00:00,0,0
5N4,2011-10-01 00:00:00+00:00,0,0
07K,2011-10-01 00:00:00+00:00,235570,78823
5D8,2011-10-01 00:00:00+00:00,0,0
03Y,2011-10-01 00:00:00+00:00,102266,32725
07Y,2011-10-01 00:00:00+00:00,280207,54062
205,2011-10-01 00:00:00+00:00,0,0
NTV,2011-10-01 00:00:00+00:00,0,0
5QC,2011-10-01 00:00:00+00:00,4323,1165
5N7,2011-10-01 00:00:00+00:00,4912,513
00H,2011-10-01 00:00:00+00:00,131079,33859
5C3,2011-10-01 00:00:00+00:00,0,0
13J,2011-10-01 00:00:00+00:00,0,0
5P2,2011-10-01 00:00:00+00:00,1902,510
5PK,2011-10-01 00:00:00+00:00,4048,1588
12R,2011-10-01 00:00:00+00:00,0,0
07Q,2011-10-01 00:00:00+00:00,325161,92201
114,2011-10-01 00:00:00+00:00,832,11
5EM,2011-10-01 00:00:00+00:00,2531,482
05N,2011-10-01 00:00:00+00:00,292527,104193
NQ7,2011-10-01 00:00:00+00:00,0,0
5A4,2011-10-01 00:00:00+00:00,1948,603
03R,2011-10-01 00:00:00+00:00,353928,101874
5PC,2011-10-01 00:00:00+00:00,0,0
5C5,2011-10-01 00:00:00+00:00,0,0
RY5,2011-10-01 00:00:00+00:00,0,0
06Y,2011-10-01 00:00:00+00:00,222415,76553
5ZT,2011-10-01 00:00:00+00:00,2996,514
5QN,2011-10-01 00:00:00+00:00,2480,676
06K,2011-10-01 00:00:00+00:00,564793,151980
5F7,2011-10-01 00:00:00+00:00,2484,709
12A,2011-10-01 00:00:00+00:00,257779,72783
5A9,2011-10-01 00:00:00+00:00,2224,693
07X,2011-10-01 00:00:00+00:00,299010,67029
00N,2011-10-01 00:00:00+00:00,154633,47127
10T,2011-10-01 00:00:00+00:00,142772,25033
01J,2011-10-01 00:00:00+00:00,158444,41415
08H,2011-10-01 00:00:00+00:00,217790,35780
905,2011-10-01 00:00:00+00:00,0,0
07N,2011-10-01 00:00:00+00:00,229025,62198
RX4,2011-10-01 00:00:00+00:00,0,0
322,2011-10-01 00:00:00+00:00,0,0
01K,2011-10-01 00:00:00+00:00,158843,46944
04M,2011-10-01 00:00:00+00:00,93452,29426
02P,2011-10-01 00:00:00+00:00,229439,67625
08E,2011-10-01 00:00:00+00:00,230298,56824
5AT,2011-10-01 00:00:00+00:00,1901,302
08V,2011-10-01 00:00:00+00:00,275814,31300
09P,2011-10-01 00:00:00+00:00,179781,65722
AC6,2011-10-01 00:00:00+00:00,0,0
5NP,2011-10-01 00:00:00+00:00,0,0
5NW,2011-10-01 00:00:00+00:00,0,0
06T,2011-10-01 00:00:00+00:00,325034,108125
5NN,2011-10-01 00:00:00+00:00,0,0
AC2,2011-10-01 00:00:00+00:00,0,0
05H,2011-10-01 00:00:00+00:00,183291,55848
07R,2011-10-01 00:00:00+00:00,248849,39854
05C,2011-10-01 00:00:00+00:00,312724,96706
RGD,2011-10-01 00:00:00+00:00,0,0
5PR,2011-10-01 00:00:00+00:00,0,0
5PL,2011-10-01 00:00:00+00:00,8693,2905
06A,2011-10-01 00:00:00+00:00,254434,68069
99D,2011-10-01 00:00:00+00:00,156002,53239
413,2011-10-01 00:00:00+00:00,0,0
00F,2011-10-01 00:00:00+00:00,206188,61765
5M1,2011-10-01 00:00:00+00:00,3007,943
12H,2011-10-01 00:00:00+00:00,0,0
RTF,2011-10-01 00:00:00+00:00,0,0
10J,2011-10-01 00:00:00+00:00,214161,57544
00L,2011-10-01 00:00:00+00:00,322121,112142
06V,2011-10-01 00:00:00+00:00,167488,70326
5NY,2011-10-01 00:00:00+00:00,1044,363
06W,2011-10-01 00:00:00+00:00,206198,55949
08J,2011-10-01 00:00:00+00:00,184114,40317
01A,2011-10-01 00:00:00+00:00,364791,104161
01R,2011-10-01 00:00:00+00:00,173902,52887
03J,2011-10-01 00:00:00+00:00,184912,46747
104,2011-10-01 00:00:00+00:00,0,0
09F,2011-10-01 00:00:00+00:00,184567,69045
5C2,2011-10-01 00:00:00+00:00,1,0
RBL,2011-10-01 00:00:00+00:00,0,0
