pct,month,total_list_size,list_size_over_55
00T,2016-06-01 00:00:00+00:00,302913,82115
11E,2016-06-01 00:00:00+00:00,203982,61108
02E,2016-06-01 00:00:00+00:00,215028,62771
10K,2016-06-01 00:00:00+00:00,203225,69701
09F,2016-06-01 00:00:00+00:00,193291,73820
05X,2016-06-01 00:00:00+00:00,180787,50479
06Q,2016-06-01 00:00:00+00:00,384627,121565
04G,2016-06-01 00:00:00+00:00,664906,187486
05P,2016-06-01 00:00:00+00:00,244060,76408
03W,2016-06-01 00:00:00+00:00,325130,111451
01T,2016-06-01 00:00:00+00:00,154611,49410
04M,2016-06-01 00:00:00+00:00,94010,30475
99C,2016-06-01 00:00:00+00:00,217019,69563
05T,2016-06-01 00:00:00+00:00,303054,104385
08T,2016-06-01 00:00:00+00:00,190499,48215
03E,2016-06-01 00:00:00+00:00,161280,56191
05Q,2016-06-01 00:00:00+00:00,216978,72145
06V,2016-06-01 00:00:00+00:00,171549,74657
04J,2016-06-01 00:00:00+00:00,291512,104221
99J,2016-06-01 00:00:00+00:00,479163,146987
05W,2016-06-01 00:00:00+00:00,286481,80784
00L,2016-06-01 00:00:00+00:00,322501,120945
04D,2016-06-01 00:00:00+00:00,235149,73200
02D,2016-06-01 00:00:00+00:00,104049,32351
10E,2016-06-01 00:00:00+00:00,143763,49895
00D,2016-06-01 00:00:00+00:00,289629,96533
08L,2016-06-01 00:00:00+00:00,316627,57223
03T,2016-06-01 00:00:00+00:00,246065,96450
10Q,2016-06-01 00:00:00+00:00,716677,198016
11T,2016-06-01 00:00:00+00:00,216193,75834
99E,2016-06-01 00:00:00+00:00,274296,79921
01A,2016-06-01 00:00:00+00:00,375515,111850
10G,2016-06-01 00:00:00+00:00,140255,37186
02V,2016-06-01 00:00:00+00:00,212488,56172
07R,2016-06-01 00:00:00+00:00,267207,43053
11X,2016-06-01 00:00:00+00:00,563342,203638
99G,2016-06-01 00:00:00+00:00,185582,55858
10H,2016-06-01 00:00:00+00:00,338387,101508
08E,2016-06-01 00:00:00+00:00,260665,63817
00Y,2016-06-01 00:00:00+00:00,249277,64589
07G,2016-06-01 00:00:00+00:00,171490,41449
11M,2016-06-01 00:00:00+00:00,635973,209759
11D,2016-06-01 00:00:00+00:00,160495,46623
12D,2016-06-01 00:00:00+00:00,230869,60598
02Y,2016-06-01 00:00:00+00:00,301400,115483
01X,2016-06-01 00:00:00+00:00,195553,62732
03J,2016-06-01 00:00:00+00:00,190538,49576
04Y,2016-06-01 00:00:00+00:00,131805,41763
00K,2016-06-01 00:00:00+00:00,294341,88602
11C,2016-06-01 00:00:00+00:00,153780,41927
02X,2016-06-01 00:00:00+00:00,314876,97069
04X,2016-06-01 00:00:00+00:00,305791,60642
05V,2016-06-01 00:00:00+00:00,146943,51423
06L,2016-06-01 00:00:00+00:00,400864,135594
06K,2016-06-01 00:00:00+00:00,588728,164948
00P,2016-06-01 00:00:00+00:00,283901,88927
01N,2016-06-01 00:00:00+00:00,173254,36223
02R,2016-06-01 00:00:00+00:00,339820,89070
06D,2016-06-01 00:00:00+00:00,114579,41908
04H,2016-06-01 00:00:00+00:00,131949,44511
05A,2016-06-01 00:00:00+00:00,494037,121708
10A,2016-06-01 00:00:00+00:00,201636,72691
07H,2016-06-01 00:00:00+00:00,304890,89543
01R,2016-06-01 00:00:00+00:00,180883,57842
99F,2016-06-01 00:00:00+00:00,183678,65305
99N,2016-06-01 00:00:00+00:00,483447,166814
06M,2016-06-01 00:00:00+00:00,237211,87068
01Y,2016-06-01 00:00:00+00:00,244824,70384
10D,2016-06-01 00:00:00+00:00,110453,32824
04C,2016-06-01 00:00:00+00:00,391908,80725
07L,2016-06-01 00:00:00+00:00,214286,35905
01D,2016-06-01 00:00:00+00:00,227976,61319
03Q,2016-06-01 00:00:00+00:00,350723,109400
02M,2016-06-01 00:00:00+00:00,150904,59652
08X,2016-06-01 00:00:00+00:00,386779,60752
11J,2016-06-01 00:00:00+00:00,789584,287104
09P,2016-06-01 00:00:00+00:00,186713,70568
00N,2016-06-01 00:00:00+00:00,155700,50210
07T,2016-06-01 00:00:00+00:00,302749,44143
10C,2016-06-01 00:00:00+00:00,95303,28484
12A,2016-06-01 00:00:00+00:00,265121,78372
04F,2016-06-01 00:00:00+00:00,285051,65774
00M,2016-06-01 00:00:00+00:00,293370,88324
00R,2016-06-01 00:00:00+00:00,171723,56042
09Y,2016-06-01 00:00:00+00:00,366766,102791
99A,2016-06-01 00:00:00+00:00,514671,132988
03H,2016-06-01 00:00:00+00:00,168852,53424
08J,2016-06-01 00:00:00+00:00,202366,44939
01H,2016-06-01 00:00:00+00:00,521833,190791
08P,2016-06-01 00:00:00+00:00,211396,51148
00V,2016-06-01 00:00:00+00:00,200384,57540
04L,2016-06-01 00:00:00+00:00,150756,48692
08W,2016-06-01 00:00:00+00:00,301835,55863
05C,2016-06-01 00:00:00+00:00,315890,101050
05R,2016-06-01 00:00:00+00:00,278269,92930
99P,2016-06-01 00:00:00+00:00,909875,317273
03L,2016-06-01 00:00:00+00:00,259438,79652
05Y,2016-06-01 00:00:00+00:00,279820,78027
11H,2016-06-01 00:00:00+00:00,497692,109186
05N,2016-06-01 00:00:00+00:00,304925,114847
08M,2016-06-01 00:00:00+00:00,376784,51781
00J,2016-06-01 00:00:00+00:00,254241,79009
07X,2016-06-01 00:00:00+00:00,327511,74438
00W,2016-06-01 00:00:00+00:00,229702,33340
03M,2016-06-01 00:00:00+00:00,118822,44849
99D,2016-06-01 00:00:00+00:00,164017,57889
02F,2016-06-01 00:00:00+00:00,259947,85245
99H,2016-06-01 00:00:00+00:00,303421,95299
02N,2016-06-01 00:00:00+00:00,158164,53605
09J,2016-06-01 00:00:00+00:00,261012,73228
01F,2016-06-01 00:00:00+00:00,130125,37774
05L,2016-06-01 00:00:00+00:00,568550,122106
01V,2016-06-01 00:00:00+00:00,123819,47740
00C,2016-06-01 00:00:00+00:00,107416,33798
02H,2016-06-01 00:00:00+00:00,323645,98355
09E,2016-06-01 00:00:00+00:00,220254,69083
03Y,2016-06-01 00:00:00+00:00,102664,34462
06F,2016-06-01 00:00:00+00:00,466463,133839
01J,2016-06-01 00:00:00+00:00,162548,46143
08G,2016-06-01 00:00:00+00:00,304229,69721
10V,2016-06-01 00:00:00+00:00,212413,75321
04V,2016-06-01 00:00:00+00:00,380556,117438
06T,2016-06-01 00:00:00+00:00,342158,115571
04R,2016-06-01 00:00:00+00:00,545491,160177
03F,2016-06-01 00:00:00+00:00,293575,77781
03R,2016-06-01 00:00:00+00:00,364563,109635
07Y,2016-06-01 00:00:00+00:00,304840,60145
RY6,2016-06-01 00:00:00+00:00,1301,84
112,2016-06-01 00:00:00+00:00,715,15
08K,2016-06-01 00:00:00+00:00,389997,60545
00X,2016-06-01 00:00:00+00:00,179825,56907
10J,2016-06-01 00:00:00+00:00,222472,63923
99K,2016-06-01 00:00:00+00:00,168516,60858
10W,2016-06-01 00:00:00+00:00,140474,24087
06W,2016-06-01 00:00:00+00:00,217281,58364
02T,2016-06-01 00:00:00+00:00,218538,63917
07M,2016-06-01 00:00:00+00:00,406701,95311
04E,2016-06-01 00:00:00+00:00,190360,58396
99M,2016-06-01 00:00:00+00:00,224466,63439
06Y,2016-06-01 00:00:00+00:00,234904,82875
09H,2016-06-01 00:00:00+00:00,130059,31564
01G,2016-06-01 00:00:00+00:00,263517,62672
03D,2016-06-01 00:00:00+00:00,143414,56500
10T,2016-06-01 00:00:00+00:00,153593,27601
10N,2016-06-01 00:00:00+00:00,109667,30632
03K,2016-06-01 00:00:00+00:00,171898,57241
09L,2016-06-01 00:00:00+00:00,179808,51449
04N,2016-06-01 00:00:00+00:00,124459,41168
08N,2016-06-01 00:00:00+00:00,304186,64079
01M,2016-06-01 00:00:00+00:00,206266,40464
09G,2016-06-01 00:00:00+00:00,506136,190802
08A,2016-06-01 00:00:00+00:00,283150,54691
01E,2016-06-01 00:00:00+00:00,211906,58359
07Q,2016-06-01 00:00:00+00:00,341651,97849
12F,2016-06-01 00:00:00+00:00,334310,110616
05F,2016-06-01 00:00:00+00:00,184754,69618
05J,2016-06-01 00:00:00+00:00,174949,55339
05G,2016-06-01 00:00:00+00:00,216166,73962
13T,2016-06-01 00:00:00+00:00,513245,135467
99Q,2016-06-01 00:00:00+00:00,287954,112762
01K,2016-06-01 00:00:00+00:00,159534,49609
07K,2016-06-01 00:00:00+00:00,246194,85271
13P,2016-06-01 00:00:00+00:00,712658,174805
07W,2016-06-01 00:00:00+00:00,426149,83281
11A,2016-06-01 00:00:00+00:00,553305,194045
10R,2016-06-01 00:00:00+00:00,223107,54168
04Q,2016-06-01 00:00:00+00:00,132385,46598
07P,2016-06-01 00:00:00+00:00,369168,71327
02W,2016-06-01 00:00:00+00:00,123463,15055
05D,2016-06-01 00:00:00+00:00,138955,42653
03C,2016-06-01 00:00:00+00:00,370684,85484
08V,2016-06-01 00:00:00+00:00,300654,34443
02G,2016-06-01 00:00:00+00:00,112271,37684
09W,2016-06-01 00:00:00+00:00,295323,80826
08D,2016-06-01 00:00:00+00:00,307166,56463
09C,2016-06-01 00:00:00+00:00,128890,38211
04K,2016-06-01 00:00:00+00:00,366805,71765
Q59,2016-06-01 00:00:00+00:00,55,3
09N,2016-06-01 00:00:00+00:00,222525,66167
07N,2016-06-01 00:00:00+00:00,234375,65210
01W,2016-06-01 00:00:00+00:00,307372,94419
06P,2016-06-01 00:00:00+00:00,228363,46610
09D,2016-06-01 00:00:00+00:00,310733,69691
03G,2016-06-01 00:00:00+00:00,272602,69099
08C,2016-06-01 00:00:00+00:00,209713,36113
08H,2016-06-01 00:00:00+00:00,238761,39795
10L,2016-06-01 00:00:00+00:00,142818,57695
02Q,2016-06-01 00:00:00+00:00,114659,38670
08Q,2016-06-01 00:00:00+00:00,316250,50813
08R,2016-06-01 00:00:00+00:00,221722,47022
02A,2016-06-01 00:00:00+00:00,238434,67193
08Y,2016-06-01 00:00:00+00:00,242551,50944
114,2016-06-01 00:00:00+00:00,668,13
07V,2016-06-01 00:00:00+00:00,401809,92059
10M,2016-06-01 00:00:00+00:00,117639,34097
09X,2016-06-01 00:00:00+00:00,235357,74848
06N,2016-06-01 00:00:00+00:00,633491,170621
11N,2016-06-01 00:00:00+00:00,562211,209727
09A,2016-06-01 00:00:00+00:00,212914,39329
03A,2016-06-01 00:00:00+00:00,244771,69462
10Y,2016-06-01 00:00:00+00:00,208735,61931
03X,2016-06-01 00:00:00+00:00,97352,30742
07J,2016-06-01 00:00:00+00:00,172552,66711
06H,2016-01-01 00:00:00+00:00,929964,249875
08P,2016-01-01 00:00:00+00:00,210369,50872
10A,2016-01-01 00:00:00+00:00,200979,72370
08L,2016-01-01 00:00:00+00:00,314899,57013
10K,2016-01-01 00:00:00+00:00,203136,69512
04J,2016-01-01 00:00:00+00:00,291320,103918
08D,2016-01-01 00:00:00+00:00,305362,56230
05J,2016-01-01 00:00:00+00:00,174647,55181
10H,2016-01-01 00:00:00+00:00,337927,101155
08K,2016-01-01 00:00:00+00:00,387021,60209
08Q,2016-01-01 00:00:00+00:00,314258,50574
05G,2016-01-01 00:00:00+00:00,216430,73770
05P,2016-01-01 00:00:00+00:00,243153,76066
10J,2016-01-01 00:00:00+00:00,221922,63653
01D,2016-01-01 00:00:00+00:00,227394,61189
00P,2016-01-01 00:00:00+00:00,283985,88789
10V,2016-01-01 00:00:00+00:00,210453,74339
06V,2016-01-01 00:00:00+00:00,171481,74462
04H,2016-01-01 00:00:00+00:00,131603,44280
03R,2016-01-01 00:00:00+00:00,363974,109236
04Q,2016-01-01 00:00:00+00:00,132243,46435
08Y,2016-01-01 00:00:00+00:00,243895,50818
03L,2016-01-01 00:00:00+00:00,258928,79359
08V,2016-01-01 00:00:00+00:00,297794,34312
02H,2016-01-01 00:00:00+00:00,323567,98008
02M,2016-01-01 00:00:00+00:00,150953,59492
03V,2016-01-01 00:00:00+00:00,74922,18903
02A,2016-01-01 00:00:00+00:00,238837,67000
02V,2016-01-01 00:00:00+00:00,212411,56123
05H,2016-01-01 00:00:00+00:00,186849,59665
01E,2016-01-01 00:00:00+00:00,211449,58107
03K,2016-01-01 00:00:00+00:00,171852,57061
10Q,2016-01-01 00:00:00+00:00,720073,197260
10R,2016-01-01 00:00:00+00:00,222719,53931
01K,2016-01-01 00:00:00+00:00,159623,49517
06F,2016-01-01 00:00:00+00:00,465038,133261
09L,2016-01-01 00:00:00+00:00,179489,51355
09A,2016-01-01 00:00:00+00:00,215153,39247
06Q,2016-01-01 00:00:00+00:00,383786,121174
03Q,2016-01-01 00:00:00+00:00,351044,109044
02P,2016-01-01 00:00:00+00:00,255929,78017
12A,2016-01-01 00:00:00+00:00,264316,78152
08X,2016-01-01 00:00:00+00:00,384971,60380
13P,2016-01-01 00:00:00+00:00,721067,174912
09F,2016-01-01 00:00:00+00:00,192624,73574
07N,2016-01-01 00:00:00+00:00,234804,65146
08C,2016-01-01 00:00:00+00:00,210902,35950
10T,2016-01-01 00:00:00+00:00,153064,27494
01N,2016-01-01 00:00:00+00:00,173106,36041
04M,2016-01-01 00:00:00+00:00,94657,30772
05V,2016-01-01 00:00:00+00:00,146714,51284
10X,2016-01-01 00:00:00+00:00,276242,62568
07R,2016-01-01 00:00:00+00:00,267237,42953
00X,2016-01-01 00:00:00+00:00,179357,56618
07X,2016-01-01 00:00:00+00:00,325429,74057
00V,2016-01-01 00:00:00+00:00,200109,57355
09W,2016-01-01 00:00:00+00:00,294515,80518
02Q,2016-01-01 00:00:00+00:00,114403,38536
00Y,2016-01-01 00:00:00+00:00,248705,64364
99J,2016-01-01 00:00:00+00:00,477440,146569
02E,2016-01-01 00:00:00+00:00,214591,62448
99P,2016-01-01 00:00:00+00:00,908473,316544
06M,2016-01-01 00:00:00+00:00,236839,86729
99E,2016-01-01 00:00:00+00:00,273609,79635
05F,2016-01-01 00:00:00+00:00,184511,69347
10W,2016-01-01 00:00:00+00:00,140163,23980
10C,2016-01-01 00:00:00+00:00,94939,28270
99Q,2016-01-01 00:00:00+00:00,287320,112478
12F,2016-01-01 00:00:00+00:00,334206,110304
06L,2016-01-01 00:00:00+00:00,399966,135084
01V,2016-01-01 00:00:00+00:00,123809,47588
03D,2016-01-01 00:00:00+00:00,143370,56250
09H,2016-01-01 00:00:00+00:00,129507,31437
09Y,2016-01-01 00:00:00+00:00,365783,102430
10E,2016-01-01 00:00:00+00:00,143242,49748
02G,2016-01-01 00:00:00+00:00,112146,37471
11D,2016-01-01 00:00:00+00:00,159965,46401
04D,2016-01-01 00:00:00+00:00,234576,72890
07G,2016-01-01 00:00:00+00:00,170979,41256
06W,2016-01-01 00:00:00+00:00,217477,58296
00L,2016-01-01 00:00:00+00:00,322476,120608
09X,2016-01-01 00:00:00+00:00,234652,74484
05N,2016-01-01 00:00:00+00:00,304390,114397
01A,2016-01-01 00:00:00+00:00,374856,111544
01F,2016-01-01 00:00:00+00:00,130021,37604
00M,2016-01-01 00:00:00+00:00,293299,88026
04X,2016-01-01 00:00:00+00:00,295522,60205
00D,2016-01-01 00:00:00+00:00,289703,96227
05C,2016-01-01 00:00:00+00:00,315486,100796
10L,2016-01-01 00:00:00+00:00,142716,57534
04Y,2016-01-01 00:00:00+00:00,131788,41562
02D,2016-01-01 00:00:00+00:00,103811,32198
07W,2016-01-01 00:00:00+00:00,427439,83058
11E,2016-01-01 00:00:00+00:00,204489,60932
99K,2016-01-01 00:00:00+00:00,168651,60655
08J,2016-01-01 00:00:00+00:00,202786,44880
01X,2016-01-01 00:00:00+00:00,195339,62574
08G,2016-01-01 00:00:00+00:00,304977,69424
04L,2016-01-01 00:00:00+00:00,150301,48488
08H,2016-01-01 00:00:00+00:00,237233,39594
99G,2016-01-01 00:00:00+00:00,185263,55695
10N,2016-01-01 00:00:00+00:00,109536,30526
11X,2016-01-01 00:00:00+00:00,562446,202960
00J,2016-01-01 00:00:00+00:00,254712,78787
11M,2016-01-01 00:00:00+00:00,636586,209004
03Y,2016-01-01 00:00:00+00:00,102690,34377
99C,2016-01-01 00:00:00+00:00,216919,69369
00Q,2016-01-01 00:00:00+00:00,171622,42487
05R,2016-01-01 00:00:00+00:00,277410,92420
05A,2016-01-01 00:00:00+00:00,493826,121436
02X,2016-01-01 00:00:00+00:00,314465,96800
03G,2016-01-01 00:00:00+00:00,271979,68944
13T,2016-01-01 00:00:00+00:00,513866,135188
06Y,2016-01-01 00:00:00+00:00,234142,82463
09C,2016-01-01 00:00:00+00:00,128400,38066
11J,2016-01-01 00:00:00+00:00,788645,286558
04K,2016-01-01 00:00:00+00:00,365378,70559
08E,2016-01-01 00:00:00+00:00,260406,63669
06N,2016-01-01 00:00:00+00:00,631866,169970
03M,2016-01-01 00:00:00+00:00,118735,44713
03J,2016-01-01 00:00:00+00:00,190189,49505
03A,2016-01-01 00:00:00+00:00,244674,69290
11C,2016-01-01 00:00:00+00:00,152910,41875
01R,2016-01-01 00:00:00+00:00,180443,57559
08R,2016-01-01 00:00:00+00:00,221096,46811
05T,2016-01-01 00:00:00+00:00,302005,103807
00W,2016-01-01 00:00:00+00:00,228102,33267
04F,2016-01-01 00:00:00+00:00,283819,65478
03E,2016-01-01 00:00:00+00:00,161247,55972
01Y,2016-01-01 00:00:00+00:00,244306,70104
11N,2016-01-01 00:00:00+00:00,561538,209063
03X,2016-01-01 00:00:00+00:00,97375,30695
03T,2016-01-01 00:00:00+00:00,245899,96179
01T,2016-01-01 00:00:00+00:00,154618,49261
07L,2016-01-01 00:00:00+00:00,215475,36740
00K,2016-01-01 00:00:00+00:00,294416,88266
05L,2016-01-01 00:00:00+00:00,566787,121877
06K,2016-01-01 00:00:00+00:00,588136,164407
05W,2016-01-01 00:00:00+00:00,285774,80567
02Y,2016-01-01 00:00:00+00:00,301322,115121
99A,2016-01-01 00:00:00+00:00,513454,132384
07T,2016-01-01 00:00:00+00:00,300240,44059
04R,2016-01-01 00:00:00+00:00,544935,159518
112,2016-01-01 00:00:00+00:00,716,13
99H,2016-01-01 00:00:00+00:00,302769,94896
99N,2016-01-01 00:00:00+00:00,484088,166078
04E,2016-01-01 00:00:00+00:00,189938,58195
04N,2016-01-01 00:00:00+00:00,124379,41064
01H,2016-01-01 00:00:00+00:00,521924,190158
01M,2016-01-01 00:00:00+00:00,204589,40413
00T,2016-01-01 00:00:00+00:00,302250,81957
02W,2016-01-01 00:00:00+00:00,123470,14964
02T,2016-01-01 00:00:00+00:00,218086,63619
06P,2016-01-01 00:00:00+00:00,228049,46726
06D,2016-01-01 00:00:00+00:00,114377,41798
07V,2016-01-01 00:00:00+00:00,400679,91745
08N,2016-01-01 00:00:00+00:00,302095,63977
05X,2016-01-01 00:00:00+00:00,180215,50227
09N,2016-01-01 00:00:00+00:00,221675,65954
07M,2016-01-01 00:00:00+00:00,403992,94840
01W,2016-01-01 00:00:00+00:00,306493,94038
02F,2016-01-01 00:00:00+00:00,259720,84979
03N,2016-01-01 00:00:00+00:00,590362,154491
11A,2016-01-01 00:00:00+00:00,552072,193085
99M,2016-01-01 00:00:00+00:00,224077,63083
08M,2016-01-01 00:00:00+00:00,373025,51332
08W,2016-01-01 00:00:00+00:00,299525,55577
00R,2016-01-01 00:00:00+00:00,171763,56024
04V,2016-01-01 00:00:00+00:00,379953,116820
07J,2016-01-01 00:00:00+00:00,172115,66541
11H,2016-01-01 00:00:00+00:00,494496,108864
03W,2016-01-01 00:00:00+00:00,324322,110835
03F,2016-01-01 00:00:00+00:00,293091,77644
07Y,2016-01-01 00:00:00+00:00,306009,59907
00C,2016-01-01 00:00:00+00:00,107232,33647
02R,2016-01-01 00:00:00+00:00,339975,88878
07H,2016-01-01 00:00:00+00:00,303877,89278
04C,2016-01-01 00:00:00+00:00,391453,80383
09P,2016-01-01 00:00:00+00:00,186456,70324
10G,2016-01-01 00:00:00+00:00,140094,37016
05D,2016-01-01 00:00:00+00:00,138488,42492
10Y,2016-01-01 00:00:00+00:00,208062,61577
03H,2016-01-01 00:00:00+00:00,168910,53265
99D,2016-01-01 00:00:00+00:00,163576,57704
RY6,2016-01-01 00:00:00+00:00,1316,83
07P,2016-01-01 00:00:00+00:00,371293,71224
08F,2016-01-01 00:00:00+00:00,267737,79343
09G,2016-01-01 00:00:00+00:00,505194,190237
08A,2016-01-01 00:00:00+00:00,287564,54767
05Y,2016-01-01 00:00:00+00:00,278769,77851
08T,2016-01-01 00:00:00+00:00,190700,48101
114,2016-01-01 00:00:00+00:00,668,12
01J,2016-01-01 00:00:00+00:00,162317,45905
02N,2016-01-01 00:00:00+00:00,158029,53318
09J,2016-01-01 00:00:00+00:00,259957,72955
10M,2016-01-01 00:00:00+00:00,117406,33948
07Q,2016-01-01 00:00:00+00:00,340533,97517
12D,2016-01-01 00:00:00+00:00,231128,60431
06T,2016-01-01 00:00:00+00:00,341720,115231
01G,2016-01-01 00:00:00+00:00,262453,62559
10D,2016-01-01 00:00:00+00:00,109764,32625
00N,2016-01-01 00:00:00+00:00,155533,50033
04G,2016-01-01 00:00:00+00:00,662888,186734
09D,2016-01-01 00:00:00+00:00,312531,69670
06A,2016-01-01 00:00:00+00:00,269145,72242
07K,2016-01-01 00:00:00+00:00,246004,84969
Q59,2016-01-01 00:00:00+00:00,59,4
05Q,2016-01-01 00:00:00+00:00,216776,71786
99F,2016-01-01 00:00:00+00:00,183252,65122
01C,2016-01-01 00:00:00+00:00,205848,72829
11T,2016-01-01 00:00:00+00:00,215901,75780
09E,2016-01-01 00:00:00+00:00,220049,68939
03C,2016-01-01 00:00:00+00:00,371415,85306
06H,2012-08-01 00:00:00+00:00,867189,232033
12D,2012-08-01 00:00:00+00:00,222695,55498
725,2012-08-01 00:00:00+00:00,0,0
00J,2012-08-01 00:00:00+00:00,247450,74468
5A9,2012-08-01 00:00:00+00:00,0,0
02G,2012-08-01 00:00:00+00:00,111135,35313
05W,2012-08-01 00:00:00+00:00,279337,77322
5N7,2012-08-01 00:00:00+00:00,0,0
05L,2012-08-01 00:00:00+00:00,537351,115636
09H,2012-08-01 00:00:00+00:00,126770,29455
06L,2012-08-01 00:00:00+00:00,389003,127050
5CQ,2012-08-01 00:00:00+00:00,0,0
NKI,2012-08-01 00:00:00+00:00,0,0
06N,2012-08-01 00:00:00+00:00,605354,159611
04D,2012-08-01 00:00:00+00:00,225878,68737
5PV,2012-08-01 00:00:00+00:00,0,0
99Q,2012-08-01 00:00:00+00:00,284889,107003
5C5,2012-08-01 00:00:00+00:00,0,0
RWN,2012-08-01 00:00:00+00:00,0,0
104,2012-08-01 00:00:00+00:00,0,0
99D,2012-08-01 00:00:00+00:00,157163,53816
99C,2012-08-01 00:00:00+00:00,215363,65910
5NP,2012-08-01 00:00:00+00:00,0,0
09J,2012-08-01 00:00:00+00:00,249906,69636
12M,2012-08-01 00:00:00+00:00,0,0
02V,2012-08-01 00:00:00+00:00,203004,53273
5NL,2012-08-01 00:00:00+00:00,0,0
02Y,2012-08-01 00:00:00+00:00,301666,108705
RTF,2012-08-01 00:00:00+00:00,0,0
10M,2012-08-01 00:00:00+00:00,114537,31397
NLX,2012-08-01 00:00:00+00:00,0,0
99H,2012-08-01 00:00:00+00:00,290309,90064
09A,2012-08-01 00:00:00+00:00,188313,35343
5A7,2012-08-01 00:00:00+00:00,271,21
04L,2012-08-01 00:00:00+00:00,145199,45509
5PM,2012-08-01 00:00:00+00:00,0,0
03V,2012-08-01 00:00:00+00:00,69088,17105
09E,2012-08-01 00:00:00+00:00,212107,65314
09D,2012-08-01 00:00:00+00:00,297175,66036
5D9,2012-08-01 00:00:00+00:00,0,0
5M7,2012-08-01 00:00:00+00:00,0,0
10N,2012-08-01 00:00:00+00:00,107366,29067
04G,2012-08-01 00:00:00+00:00,635514,173797
RBL,2012-08-01 00:00:00+00:00,0,0
NYF,2012-08-01 00:00:00+00:00,0,0
04F,2012-08-01 00:00:00+00:00,267912,59445
5QM,2012-08-01 00:00:00+00:00,4667,2047
02T,2012-08-01 00:00:00+00:00,212052,59277
08W,2012-08-01 00:00:00+00:00,296792,52220
07T,2012-08-01 00:00:00+00:00,290861,40424
5A5,2012-08-01 00:00:00+00:00,0,0
5CN,2012-08-01 00:00:00+00:00,0,0
13J,2012-08-01 00:00:00+00:00,0,0
03F,2012-08-01 00:00:00+00:00,290132,74558
04K,2012-08-01 00:00:00+00:00,344290,66718
5C2,2012-08-01 00:00:00+00:00,0,0
5C3,2012-08-01 00:00:00+00:00,0,0
5QA,2012-08-01 00:00:00+00:00,1706,758
5PD,2012-08-01 00:00:00+00:00,806,34
5PX,2012-08-01 00:00:00+00:00,0,0
5PC,2012-08-01 00:00:00+00:00,0,0
NWE,2012-08-01 00:00:00+00:00,0,0
5K8,2012-08-01 00:00:00+00:00,23,6
11H,2012-08-01 00:00:00+00:00,478598,105328
07X,2012-08-01 00:00:00+00:00,306500,68634
08A,2012-08-01 00:00:00+00:00,279047,51057
5MV,2012-08-01 00:00:00+00:00,2542,810
RY8,2012-08-01 00:00:00+00:00,0,0
05D,2012-08-01 00:00:00+00:00,134729,40167
5HP,2012-08-01 00:00:00+00:00,0,0
AA8,2012-08-01 00:00:00+00:00,0,0
05X,2012-08-01 00:00:00+00:00,172736,46366
08H,2012-08-01 00:00:00+00:00,225583,36343
10C,2012-08-01 00:00:00+00:00,90857,26259
5J6,2012-08-01 00:00:00+00:00,2026,501
01R,2012-08-01 00:00:00+00:00,174941,53486
08Y,2012-08-01 00:00:00+00:00,228772,47120
00Y,2012-08-01 00:00:00+00:00,238979,60781
12V,2012-08-01 00:00:00+00:00,0,0
5PL,2012-08-01 00:00:00+00:00,5725,2114
09X,2012-08-01 00:00:00+00:00,225877,69454
02N,2012-08-01 00:00:00+00:00,156098,50487
00D,2012-08-01 00:00:00+00:00,288206,91022
10V,2012-08-01 00:00:00+00:00,204953,69252
5NR,2012-08-01 00:00:00+00:00,1609,268
05P,2012-08-01 00:00:00+00:00,236827,72406
5MD,2012-08-01 00:00:00+00:00,478,100
AC2,2012-08-01 00:00:00+00:00,0,0
00L,2012-08-01 00:00:00+00:00,321682,113364
5QE,2012-08-01 00:00:00+00:00,0,0
5J2,2012-08-01 00:00:00+00:00,1177,108
00G,2012-08-01 00:00:00+00:00,149135,32679
5PY,2012-08-01 00:00:00+00:00,0,0
00R,2012-08-01 00:00:00+00:00,172553,54354
10J,2012-08-01 00:00:00+00:00,216408,58681
5P8,2012-08-01 00:00:00+00:00,0,0
05F,2012-08-01 00:00:00+00:00,182391,65752
08E,2012-08-01 00:00:00+00:00,241668,59489
RYG,2012-08-01 00:00:00+00:00,0,0
10Q,2012-08-01 00:00:00+00:00,687427,184533
5ZT,2012-08-01 00:00:00+00:00,0,0
02A,2012-08-01 00:00:00+00:00,233492,63798
114,2012-08-01 00:00:00+00:00,790,11
5ZU,2012-08-01 00:00:00+00:00,184,47
12G,2012-08-01 00:00:00+00:00,0,0
5M2,2012-08-01 00:00:00+00:00,5410,1837
01E,2012-08-01 00:00:00+00:00,211850,55332
5ET,2012-08-01 00:00:00+00:00,0,0
NQ7,2012-08-01 00:00:00+00:00,0,0
03K,2012-08-01 00:00:00+00:00,169504,53956
5QR,2012-08-01 00:00:00+00:00,0,0
12N,2012-08-01 00:00:00+00:00,0,0
06D,2012-08-01 00:00:00+00:00,110001,39194
07K,2012-08-01 00:00:00+00:00,236905,79677
00W,2012-08-01 00:00:00+00:00,211367,31334
01D,2012-08-01 00:00:00+00:00,224919,58302
09Y,2012-08-01 00:00:00+00:00,351447,97304
10W,2012-08-01 00:00:00+00:00,128716,22090
5MX,2012-08-01 00:00:00+00:00,0,0
08J,2012-08-01 00:00:00+00:00,190839,42312
322,2012-08-01 00:00:00+00:00,0,0
NDJ,2012-08-01 00:00:00+00:00,0,0
