pct_id,stp_id,regional_team_id,month,numerator,denominator,calc_value,percentile
03E,E54000005,Y54,2018-02-01,7895,15560,0.5073907455012854,0.4845360824742268
03E,E54000005,Y54,2018-06-01,8331,16795,0.4960404882405478,0.5051546391752577
03E,E54000005,Y54,2018-10-01,8701,18095,0.4808510638297872,0.5103092783505154
03E,E54000005,Y54,2018-03-01,8621,17105,0.5040046769950307,0.4845360824742268
03E,E54000005,Y54,2018-04-01,8419,16825,0.5003863298662704,0.4948453608247423
03E,E54000005,Y54,2018-09-01,7913,16342,0.4842124586953861,0.5051546391752577
03J,E54000005,Y54,2018-05-01,11287,22323,0.5056220042109035,0.5670103092783505
03J,E54000005,Y54,2018-10-01,11198,22679,0.49376074782838747,0.6237113402061856
03J,E54000005,Y54,2018-06-01,10732,21622,0.49634631393950607,0.5103092783505154
03J,E54000005,Y54,2018-03-01,10978,21673,0.506528860794537,0.5103092783505154
03J,E54000005,Y54,2018-04-01,10857,21309,0.5095030268900465,0.5773195876288659
03J,E54000005,Y54,2018-09-01,10262,20834,0.4925602380723817,0.5876288659793815
03J,E54000005,Y54,2018-01-01,11274,21942,0.5138091331692645,0.5
03J,E54000005,Y54,2018-02-01,10045,19792,0.5075282942603072,0.4896907216494845
03J,E54000005,Y54,2018-08-01,10999,22200,0.49545045045045044,0.5670103092783505
03J,E54000005,Y54,2018-07-01,10898,21599,0.5045603963146442,0.6288659793814433
03J,E54000005,Y54,2018-11-01,10936,22158,0.49354634894846106,0.6597938144329897
03R,E54000005,Y54,2018-10-01,22513,45752,0.4920659206154922,0.6082474226804123
03R,E54000005,Y54,2018-03-01,23585,45386,0.5196536376856299,0.6288659793814433
03R,E54000005,Y54,2018-06-01,22092,43708,0.5054452274183215,0.6082474226804123
03R,E54000005,Y54,2018-07-01,21994,43817,0.5019512974416322,0.6082474226804123
03R,E54000005,Y54,2018-05-01,23024,45196,0.5094256128860961,0.6030927835051546
03R,E54000005,Y54,2018-04-01,22320,43231,0.5162961763549305,0.6494845360824743
03R,E54000005,Y54,2018-01-01,23580,45138,0.522397979529443,0.5824742268041238
03R,E54000005,Y54,2018-08-01,23307,46422,0.5020679850071087,0.6443298969072165
03R,E54000005,Y54,2018-11-01,21591,44240,0.48804249547920436,0.6134020618556701
03R,E54000005,Y54,2018-09-01,20753,42076,0.49322654244700065,0.5979381443298969
03R,E54000005,Y54,2018-02-01,20712,39729,0.5213320244657554,0.6082474226804123
15F,E54000005,Y54,2018-07-01,39032,84170,0.46372816918141857,0.29896907216494845
15F,E54000005,Y54,2018-02-01,37472,76170,0.4919522121570172,0.38144329896907214
15F,E54000005,Y54,2018-01-01,42034,85073,0.49409330810010227,0.36082474226804123
15F,E54000005,Y54,2018-10-01,39363,87604,0.44932879777179124,0.28865979381443296
15F,E54000005,Y54,2018-09-01,36235,79761,0.4542947054324795,0.28350515463917525
15F,E54000005,Y54,2018-06-01,38760,82551,0.4695279281898463,0.31958762886597936
15F,E54000005,Y54,2018-08-01,40094,87652,0.45742253456852094,0.27835051546391754
15F,E54000005,Y54,2018-03-01,41386,85201,0.4857454724709804,0.3556701030927835
15F,E54000005,Y54,2018-04-01,39541,82345,0.48018701803388186,0.33505154639175255
15F,E54000005,Y54,2018-05-01,40493,85149,0.47555461602602495,0.32989690721649484
15F,E54000005,Y54,2018-11-01,36824,83719,0.4398523632628197,0.25257731958762886
02Y,E54000006,Y54,2018-10-01,19335,41850,0.46200716845878137,0.36082474226804123
02Y,E54000006,Y54,2018-04-01,19177,40151,0.4776219770366865,0.31958762886597936
02Y,E54000006,Y54,2018-08-01,19894,42430,0.468866368135753,0.3556701030927835
02Y,E54000006,Y54,2018-07-01,19416,41204,0.47121638675856714,0.3556701030927835
02Y,E54000006,Y54,2018-06-01,19116,40407,0.47308634642512437,0.3402061855670103
02Y,E54000006,Y54,2018-02-01,18561,38130,0.48678206136900076,0.32989690721649484
02Y,E54000006,Y54,2018-11-01,19299,42014,0.45934688437187604,0.36082474226804123
02Y,E54000006,Y54,2018-05-01,19277,40384,0.4773425118858954,0.3402061855670103
02Y,E54000006,Y54,2018-09-01,18544,40051,0.46300966268008287,0.3402061855670103
02Y,E54000006,Y54,2018-03-01,19380,40072,0.48362946695947295,0.34536082474226804
02Y,E54000006,Y54,2018-01-01,20436,41560,0.4917228103946102,0.3402061855670103
03F,E54000006,Y54,2018-10-01,18371,40062,0.45856422545055164,0.3402061855670103
03F,E54000006,Y54,2018-03-01,19365,40006,0.48405239214117884,0.35051546391752575
03F,E54000006,Y54,2018-07-01,18373,39256,0.46803036478500104,0.33505154639175255
03F,E54000006,Y54,2018-05-01,18721,39071,0.4791533362340355,0.3556701030927835
03F,E54000006,Y54,2018-08-01,18815,40452,0.46511915356471867,0.32989690721649484
03F,E54000006,Y54,2018-01-01,19269,38895,0.4954107211723872,0.3711340206185567
03F,E54000006,Y54,2018-02-01,17754,36282,0.48933355382834465,0.36082474226804123
03F,E54000006,Y54,2018-04-01,18719,39067,0.4791512017815548,0.32989690721649484
03F,E54000006,Y54,2018-06-01,18662,39440,0.4731744421906694,0.34536082474226804
03F,E54000006,Y54,2018-09-01,17474,37801,0.46226290309780166,0.32989690721649484
03F,E54000006,Y54,2018-11-01,18184,39946,0.45521453962849845,0.32989690721649484
03H,E54000006,Y54,2018-09-01,11967,23474,0.509798074465366,0.6958762886597938
03H,E54000006,Y54,2018-01-01,13190,24638,0.5353518954460589,0.6804123711340206
03H,E54000006,Y54,2018-06-01,12724,24545,0.5183947850886127,0.6907216494845361
03H,E54000006,Y54,2018-04-01,12654,24169,0.5235632421697215,0.6907216494845361
03H,E54000006,Y54,2018-02-01,11732,21960,0.5342440801457194,0.711340206185567
03H,E54000006,Y54,2018-11-01,12191,24253,0.5026594648084773,0.7010309278350515
03H,E54000006,Y54,2018-10-01,12909,25450,0.507229862475442,0.711340206185567
03H,E54000006,Y54,2018-08-01,12882,25010,0.5150739704118352,0.711340206185567
03H,E54000006,Y54,2018-07-01,12418,24040,0.5165557404326123,0.7061855670103093
03H,E54000006,Y54,2018-05-01,12840,24656,0.5207657365347177,0.6958762886597938
03H,E54000006,Y54,2018-03-01,13113,24822,0.528281363306744,0.6907216494845361
03K,E54000006,Y54,2018-02-01,12072,24300,0.49679012345679013,0.41237113402061853
03K,E54000006,Y54,2018-09-01,12307,25926,0.47469721515081387,0.4329896907216495
03K,E54000006,Y54,2018-10-01,13173,28164,0.46772475500639116,0.3865979381443299
03K,E54000006,Y54,2018-05-01,13772,28315,0.4863853081405615,0.4175257731958763
03K,E54000006,Y54,2018-04-01,13413,27156,0.49392399469730447,0.4536082474226804
03K,E54000006,Y54,2018-01-01,13624,26970,0.5051538746755655,0.4536082474226804
03K,E54000006,Y54,2018-08-01,13699,28845,0.47491766337320157,0.4072164948453608
03K,E54000006,Y54,2018-07-01,13246,27735,0.4775914908959798,0.3865979381443299
03K,E54000006,Y54,2018-03-01,13950,28133,0.4958589556748303,0.4329896907216495
03K,E54000006,Y54,2018-06-01,13250,27442,0.4828365279498579,0.4020618556701031
03K,E54000006,Y54,2018-11-01,12953,28132,0.4604365135788426,0.37628865979381443
03M,E54000006,Y54,2018-05-01,7557,16070,0.4702551337896702,0.30412371134020616
03M,E54000006,Y54,2018-04-01,7194,15460,0.46532988357050453,0.25773195876288657
03M,E54000006,Y54,2018-08-01,7684,16659,0.46125217600096047,0.30927835051546393
03M,E54000006,Y54,2018-09-01,6949,15000,0.46326666666666666,0.34536082474226804
03M,E54000006,Y54,2018-02-01,6942,14418,0.48148148148148145,0.30412371134020616
03M,E54000006,Y54,2018-06-01,7159,15347,0.4664755326773962,0.30412371134020616
03M,E54000006,Y54,2018-01-01,7501,15680,0.4783801020408163,0.24742268041237114
03M,E54000006,Y54,2018-07-01,7158,15371,0.46568212868388525,0.31443298969072164
03M,E54000006,Y54,2018-10-01,7367,16277,0.45260183080420224,0.29896907216494845
03M,E54000006,Y54,2018-11-01,7160,15652,0.4574495272169691,0.35051546391752575
03M,E54000006,Y54,2018-03-01,7505,15776,0.47572261663286003,0.30412371134020616
03Q,E54000006,Y54,2018-05-01,18084,35882,0.5039852851011649,0.5515463917525774
03Q,E54000006,Y54,2018-06-01,16911,33638,0.5027350020809799,0.5824742268041238
03Q,E54000006,Y54,2018-10-01,16947,34915,0.4853787770299298,0.5515463917525774
03Q,E54000006,Y54,2018-01-01,18026,34531,0.5220236888592859,0.5721649484536082
03Q,E54000006,Y54,2018-04-01,17450,34313,0.5085536094191706,0.5618556701030928
03Q,E54000006,Y54,2018-07-01,16825,33978,0.49517334746012126,0.5412371134020618
03Q,E54000006,Y54,2018-08-01,17680,35819,0.49359278595158995,0.5515463917525774
03Q,E54000006,Y54,2018-03-01,17696,34496,0.512987012987013,0.5773195876288659
03Q,E54000006,Y54,2018-02-01,16132,31246,0.5162900851308968,0.5670103092783505
03Q,E54000006,Y54,2018-11-01,16634,34409,0.48342003545584006,0.5670103092783505
03Q,E54000006,Y54,2018-09-01,16096,32862,0.4898058547866837,0.5567010309278351
00T,E54000007,Y54,2018-04-01,16363,32119,0.5094492356549083,0.5721649484536082
00T,E54000007,Y54,2018-07-01,16610,33413,0.49711190255289855,0.5567010309278351
00T,E54000007,Y54,2018-08-01,17294,34618,0.49956669940493387,0.6134020618556701
00T,E54000007,Y54,2018-11-01,16533,33755,0.4897941045770997,0.6288659793814433
00T,E54000007,Y54,2018-09-01,15448,31367,0.4924921095418752,0.5824742268041238
00T,E54000007,Y54,2018-01-01,18181,34849,0.5217079399695831,0.5618556701030928
00T,E54000007,Y54,2018-06-01,16885,33453,0.5047379906136968,0.5979381443298969
00T,E54000007,Y54,2018-03-01,17356,33944,0.5113127504124441,0.5515463917525774
00T,E54000007,Y54,2018-10-01,17033,34490,0.49385329080893015,0.6288659793814433
00T,E54000007,Y54,2018-02-01,15836,30786,0.5143896576365881,0.5463917525773195
00T,E54000007,Y54,2018-05-01,16883,33602,0.5024403309326826,0.5360824742268041
00V,E54000007,Y54,2018-03-01,11616,22987,0.5053290990559882,0.5051546391752577
00V,E54000007,Y54,2018-01-01,11462,22236,0.515470408346825,0.520618556701031
00V,E54000007,Y54,2018-05-01,11522,23072,0.4993932038834951,0.5257731958762887
00V,E54000007,Y54,2018-10-01,11393,23669,0.48134690945963077,0.5154639175257731
00V,E54000007,Y54,2018-06-01,10937,22131,0.49419366499480366,0.4896907216494845
00V,E54000007,Y54,2018-02-01,10226,20185,0.5066138221451573,0.4742268041237113
00V,E54000007,Y54,2018-11-01,10940,22785,0.48014044327408384,0.5309278350515464
00V,E54000007,Y54,2018-07-01,11133,22590,0.4928286852589641,0.5360824742268041
00V,E54000007,Y54,2018-08-01,11446,23478,0.48752023170627823,0.5
00V,E54000007,Y54,2018-04-01,11054,21996,0.5025459174395345,0.520618556701031
00V,E54000007,Y54,2018-09-01,10353,21354,0.4848271986513065,0.520618556701031
00Y,E54000007,Y54,2018-09-01,13634,29650,0.45983136593591906,0.31443298969072164
00Y,E54000007,Y54,2018-05-01,15210,31961,0.47589249397703454,0.33505154639175255
00Y,E54000007,Y54,2018-06-01,14392,30769,0.4677435080763106,0.30927835051546393
00Y,E54000007,Y54,2018-10-01,14905,32884,0.45325994404573655,0.30412371134020616
00Y,E54000007,Y54,2018-02-01,14008,28999,0.4830511396944722,0.31443298969072164
00Y,E54000007,Y54,2018-04-01,14217,30026,0.473489642309998,0.29896907216494845
00Y,E54000007,Y54,2018-08-01,14746,32085,0.4595917095215833,0.29896907216494845
00Y,E54000007,Y54,2018-01-01,15114,31153,0.4851539177607293,0.30412371134020616
00Y,E54000007,Y54,2018-03-01,14903,31185,0.47789001122334457,0.31443298969072164
00Y,E54000007,Y54,2018-11-01,14313,31808,0.44998113682092555,0.29896907216494845
00Y,E54000007,Y54,2018-07-01,14640,31330,0.46728375359080754,0.31958762886597936
01D,E54000007,Y54,2018-01-01,12863,25719,0.5001360861619815,0.4072164948453608
01D,E54000007,Y54,2018-06-01,11967,24620,0.48606823720552395,0.4484536082474227
01D,E54000007,Y54,2018-10-01,12444,26342,0.4724014881178346,0.4175257731958763
01D,E54000007,Y54,2018-03-01,12607,25392,0.496494959042218,0.4381443298969072
01D,E54000007,Y54,2018-09-01,11403,23628,0.4826053834433723,0.4896907216494845
01D,E54000007,Y54,2018-04-01,11794,24003,0.4913552472607591,0.4381443298969072
01D,E54000007,Y54,2018-11-01,11996,25374,0.4727673997004808,0.4587628865979381
01D,E54000007,Y54,2018-02-01,11567,23037,0.5021053088509788,0.44329896907216493
01D,E54000007,Y54,2018-07-01,12103,25049,0.48317298095732364,0.44329896907216493
01D,E54000007,Y54,2018-05-01,12524,25538,0.490406453128671,0.4381443298969072
01D,E54000007,Y54,2018-08-01,12764,26455,0.4824796824796825,0.4536082474226804
01G,E54000007,Y54,2018-08-01,17883,35693,0.5010226094752472,0.6185567010309279
01G,E54000007,Y54,2018-06-01,17016,33397,0.5095068419319101,0.634020618556701
01G,E54000007,Y54,2018-04-01,17213,33252,0.5176530734993384,0.6649484536082474
01G,E54000007,Y54,2018-10-01,17881,35948,0.4974129297874708,0.6649484536082474
01G,E54000007,Y54,2018-02-01,16646,31353,0.530922080821612,0.6958762886597938
01G,E54000007,Y54,2018-05-01,18012,34829,0.5171552441930575,0.6752577319587629
01G,E54000007,Y54,2018-01-01,18729,35300,0.5305665722379603,0.6443298969072165
01G,E54000007,Y54,2018-07-01,17627,35027,0.5032403574385474,0.6134020618556701
01G,E54000007,Y54,2018-11-01,16747,34582,0.4842692730322133,0.5721649484536082
01G,E54000007,Y54,2018-03-01,17919,34247,0.5232283119689316,0.6391752577319587
01G,E54000007,Y54,2018-09-01,15769,31773,0.4963018915431341,0.6237113402061856
01W,E54000007,Y54,2018-03-01,20320,36459,0.5573383800981925,0.865979381443299
01W,E54000007,Y54,2018-05-01,20210,36520,0.553395399780942,0.8814432989690721
01W,E54000007,Y54,2018-04-01,19375,35208,0.5503010679391047,0.8556701030927835
01W,E54000007,Y54,2018-09-01,18008,33639,0.5353310145961533,0.865979381443299
01W,E54000007,Y54,2018-01-01,20651,36209,0.5703278190505123,0.8917525773195877
01W,E54000007,Y54,2018-11-01,19133,36383,0.5258774702470934,0.8556701030927835
01W,E54000007,Y54,2018-10-01,20135,37908,0.5311543737469664,0.8608247422680413
01W,E54000007,Y54,2018-07-01,19781,36307,0.5448260665987276,0.8814432989690721
01W,E54000007,Y54,2018-02-01,18787,33346,0.5633959095543694,0.8711340206185567
01W,E54000007,Y54,2018-06-01,19384,35500,0.5460281690140845,0.8608247422680413
01W,E54000007,Y54,2018-08-01,20021,37129,0.5392280966360526,0.8711340206185567
01Y,E54000007,Y54,2018-05-01,14138,30459,0.46416494303818245,0.27835051546391754
01Y,E54000007,Y54,2018-03-01,14096,29874,0.47184843007297317,0.27319587628865977
01Y,E54000007,Y54,2018-04-01,13745,29338,0.4685050105665008,0.27835051546391754
01Y,E54000007,Y54,2018-10-01,13512,30225,0.4470471464019851,0.26804123711340205
01Y,E54000007,Y54,2018-08-01,14109,30985,0.45534936259480396,0.27319587628865977
01Y,E54000007,Y54,2018-02-01,12992,27221,0.4772785716909739,0.26288659793814434
01Y,E54000007,Y54,2018-01-01,14537,30320,0.47945250659630606,0.26288659793814434
01Y,E54000007,Y54,2018-06-01,13625,29592,0.4604284941876183,0.26288659793814434
01Y,E54000007,Y54,2018-07-01,13338,28989,0.46010555728034774,0.27835051546391754
01Y,E54000007,Y54,2018-11-01,13270,29960,0.44292389853137515,0.27319587628865977
01Y,E54000007,Y54,2018-09-01,12712,28345,0.44847415769977067,0.25257731958762886
02A,E54000007,Y54,2018-07-01,13266,28488,0.4656697556866049,0.30927835051546393
02A,E54000007,Y54,2018-11-01,13343,29439,0.4532422976323924,0.3247422680412371
02A,E54000007,Y54,2018-08-01,13652,29628,0.46078034291886055,0.30412371134020616
02A,E54000007,Y54,2018-09-01,12395,26922,0.4604041304509323,0.31958762886597936
02A,E54000007,Y54,2018-01-01,14145,29211,0.4842353907774469,0.29896907216494845
02A,E54000007,Y54,2018-10-01,13657,29857,0.45741367183575043,0.33505154639175255
02A,E54000007,Y54,2018-04-01,13239,27901,0.47449912189527255,0.31443298969072164
02A,E54000007,Y54,2018-06-01,13390,28536,0.4692318474908887,0.31443298969072164
02A,E54000007,Y54,2018-03-01,13742,28823,0.47677202234326754,0.30927835051546393
02A,E54000007,Y54,2018-02-01,12825,26654,0.4811660538755909,0.29896907216494845
02A,E54000007,Y54,2018-05-01,13644,29068,0.46938213843401677,0.29896907216494845
02H,E54000007,Y54,2018-02-01,15331,33421,0.4587235570449717,0.17525773195876287
02H,E54000007,Y54,2018-10-01,16601,38205,0.43452427692710377,0.20618556701030927
02H,E54000007,Y54,2018-08-01,16903,38356,0.44068724580248203,0.1958762886597938
02H,E54000007,Y54,2018-07-01,16307,36998,0.44075355424617546,0.1958762886597938
02H,E54000007,Y54,2018-01-01,17325,37552,0.46136024712398804,0.16494845360824742
02H,E54000007,Y54,2018-03-01,17124,37710,0.4540970564836913,0.17525773195876287
02H,E54000007,Y54,2018-06-01,16133,36428,0.4428736137037444,0.17010309278350516
02H,E54000007,Y54,2018-09-01,15425,35293,0.437055506757714,0.19072164948453607
02H,E54000007,Y54,2018-11-01,16457,37900,0.434221635883905,0.22164948453608246
02H,E54000007,Y54,2018-05-01,17068,37945,0.449808933983397,0.19072164948453607
02H,E54000007,Y54,2018-04-01,16472,36514,0.45111464095963194,0.18041237113402062
14L,E54000007,Y54,2018-03-01,26521,58094,0.4565187454814611,0.18556701030927836
14L,E54000007,Y54,2018-08-01,26380,60030,0.4394469431950691,0.18556701030927836
14L,E54000007,Y54,2018-06-01,25557,57342,0.44569425551951447,0.17525773195876287
14L,E54000007,Y54,2018-02-01,24584,53452,0.45992666317443687,0.18556701030927836
14L,E54000007,Y54,2018-04-01,25479,56312,0.45246128711464695,0.19072164948453607
14L,E54000007,Y54,2018-01-01,26924,57950,0.4646074201898188,0.18041237113402062
14L,E54000007,Y54,2018-05-01,26280,58746,0.44734960678173835,0.18556701030927836
14L,E54000007,Y54,2018-09-01,23732,54794,0.43311311457458845,0.18041237113402062
14L,E54000007,Y54,2018-10-01,25931,60690,0.42726973142198055,0.17010309278350516
14L,E54000007,Y54,2018-07-01,25718,58356,0.4407087531701967,0.19072164948453607
14L,E54000007,Y54,2018-11-01,24875,59193,0.4202355008193536,0.17010309278350516
01C,E54000008,Y54,2018-11-01,12938,25542,0.5065382507242973,0.7216494845360825
01C,E54000008,Y54,2018-10-01,12923,25487,0.5070428061364617,0.7010309278350515
01C,E54000008,Y54,2018-03-01,13338,24955,0.5344820677218994,0.7371134020618557
01C,E54000008,Y54,2018-07-01,13036,24979,0.5218783778373834,0.7319587628865979
01C,E54000008,Y54,2018-01-01,13405,24754,0.541528641835663,0.7216494845360825
01C,E54000008,Y54,2018-08-01,13198,25744,0.5126631448104413,0.6958762886597938
01C,E54000008,Y54,2018-04-01,12934,24307,0.5321100917431193,0.7474226804123711
01C,E54000008,Y54,2018-05-01,13225,25219,0.5244062016733415,0.7010309278350515
01C,E54000008,Y54,2018-06-01,12988,24939,0.5207907293796864,0.7164948453608248
01C,E54000008,Y54,2018-02-01,12230,22743,0.5377478784681001,0.7319587628865979
01C,E54000008,Y54,2018-09-01,12373,23976,0.5160577243910577,0.7319587628865979
01F,E54000008,Y54,2018-08-01,6536,14248,0.4587310499719259,0.29381443298969073
01F,E54000008,Y54,2018-01-01,6775,14113,0.48005385105930704,0.26804123711340205
01F,E54000008,Y54,2018-06-01,6461,13981,0.462127172591374,0.28350515463917525
01F,E54000008,Y54,2018-07-01,6390,13873,0.4606069343328768,0.28865979381443296
01F,E54000008,Y54,2018-10-01,6531,14339,0.45547109282376735,0.3247422680412371
01F,E54000008,Y54,2018-03-01,6628,13959,0.47481911311698544,0.29381443298969073
01F,E54000008,Y54,2018-04-01,6344,13546,0.46833013435700577,0.26804123711340205
01F,E54000008,Y54,2018-09-01,5967,13252,0.450271657108361,0.26804123711340205
01F,E54000008,Y54,2018-11-01,6303,14179,0.44453064391000774,0.28350515463917525
01F,E54000008,Y54,2018-05-01,6560,13990,0.46890636168691924,0.29381443298969073
01F,E54000008,Y54,2018-02-01,6040,12576,0.4802798982188295,0.28865979381443296
01J,E54000008,Y54,2018-07-01,10353,22279,0.46469769738318595,0.30412371134020616
01J,E54000008,Y54,2018-08-01,10629,23031,0.46150840171942165,0.31443298969072164
01J,E54000008,Y54,2018-05-01,10940,23183,0.4718975111072769,0.31443298969072164
01J,E54000008,Y54,2018-01-01,10811,22469,0.4811518091592861,0.28350515463917525
01J,E54000008,Y54,2018-03-01,10719,22738,0.47141349283138356,0.26804123711340205
01J,E54000008,Y54,2018-02-01,9806,20390,0.4809220205983325,0.29381443298969073
01J,E54000008,Y54,2018-11-01,9960,22040,0.4519056261343013,0.31443298969072164
01J,E54000008,Y54,2018-09-01,9506,20778,0.45750312830878814,0.29896907216494845
01J,E54000008,Y54,2018-06-01,10004,21544,0.4643520237653175,0.29381443298969073
01J,E54000008,Y54,2018-10-01,10723,23518,0.4559486350880177,0.32989690721649484
01J,E54000008,Y54,2018-04-01,10001,21117,0.47359946962163185,0.30412371134020616
01R,E54000008,Y54,2018-03-01,10338,19418,0.5323926253991142,0.7268041237113402
01R,E54000008,Y54,2018-05-01,10007,18884,0.529919508578691,0.7371134020618557
01R,E54000008,Y54,2018-11-01,9790,19392,0.5048473597359736,0.7164948453608248
01R,E54000008,Y54,2018-02-01,9124,16861,0.5411304193108356,0.7525773195876289
01R,E54000008,Y54,2018-10-01,10195,19984,0.510158126501201,0.7319587628865979
01R,E54000008,Y54,2018-09-01,9287,17963,0.5170071814284919,0.7474226804123711
01R,E54000008,Y54,2018-08-01,10380,20131,0.5156226715016641,0.7164948453608248
01R,E54000008,Y54,2018-07-01,9838,18848,0.52196519524618,0.7371134020618557
01R,E54000008,Y54,2018-01-01,10120,18601,0.5440567711413364,0.7319587628865979
01R,E54000008,Y54,2018-04-01,9814,18247,0.5378418370143038,0.7680412371134021
01R,E54000008,Y54,2018-06-01,10113,19423,0.5206713689955208,0.711340206185567
01T,E54000008,Y54,2018-03-01,10194,19739,0.5164395359440701,0.6030927835051546
01T,E54000008,Y54,2018-05-01,10482,20460,0.512316715542522,0.6391752577319587
01T,E54000008,Y54,2018-10-01,10066,20332,0.49508164469801297,0.6443298969072165
01T,E54000008,Y54,2018-04-01,9600,18805,0.5105025259239564,0.5927835051546392
01T,E54000008,Y54,2018-11-01,9924,20107,0.4935594569055553,0.6649484536082474
01T,E54000008,Y54,2018-08-01,10316,20587,0.5010929227182203,0.6237113402061856
