year,month,pct,total_items,total_cost
2011,2011-06-01,04M,5,199.88
2011,2011-06-01,05T,5,80.72
2011,2011-06-01,04D,2,62.1
2011,2011-06-01,01R,3,194.74
2011,2011-06-01,03L,1,91.19
2011,2011-06-01,01F,3,71.58
2011,2011-06-01,99J,19,668.9699999999999
2011,2011-06-01,09D,8,248.25000000000006
2011,2011-06-01,03F,4,101.28
2011,2011-06-01,08F,11,518.6800000000001
2011,2011-06-01,08L,10,533.3000000000001
2011,2011-06-01,03J,2,78.69
2011,2011-06-01,99N,6,201.32
2011,2011-06-01,13T,7,239.89999999999998
2011,2011-06-01,08Y,5,243.69
2011,2011-06-01,07Q,12,950.9600000000002
2011,2011-06-01,01A,6,353.35
2011,2011-06-01,05X,1,21.13
2011,2011-06-01,04V,17,919.74
2011,2011-06-01,07N,10,685.68
2011,2011-06-01,00M,7,242.89000000000004
2011,2011-06-01,99F,2,154.51999999999998
2011,2011-06-01,06L,2,81.92999999999999
2011,2011-06-01,01C,4,195.39999999999998
2011,2011-06-01,09H,5,194.29
2011,2011-06-01,02T,2,93.75
2011,2011-06-01,00C,1,59.11
2011,2011-06-01,11E,3,178.96
2011,2011-07-01,05Q,4,122.91
2011,2011-07-01,08V,13,659.9399999999999
2011,2011-07-01,03H,8,433.54
2011,2011-07-01,01G,2,13.5
2011,2011-07-01,09X,6,263.87
2011,2011-07-01,15E,29,1375.2600000000002
2011,2011-07-01,06N,12,956.7099999999999
2011,2011-07-01,05C,4,142.74
2011,2011-07-01,12D,1,21.96
2011,2011-07-01,03W,17,669.2100000000002
2011,2011-07-01,99A,7,247.01
2011,2011-07-01,07Y,6,311.15000000000003
2011,2011-07-01,00Y,3,111.21
2011,2011-07-01,05D,3,103.45
2011,2011-07-01,10K,4,187.46
2011,2011-07-01,01V,1,121.56
2011,2011-07-01,06K,19,834.47
2011,2011-07-01,13T,5,223.58
2011,2011-07-01,10D,1,63.32
2011,2011-07-01,14Y,1,9.86
2011,2011-07-01,02R,8,426.31000000000006
2011,2011-07-01,05G,14,423.8200000000001
2011,2011-07-01,99M,8,312.15000000000003
2011,2011-07-01,09A,13,705.23
2011,2011-07-01,08C,3,150.3
2011,2011-07-01,03R,15,1080.6399999999999
2011,2011-07-01,05L,1,59.1
2011,2011-07-01,02N,5,89.66
2011,2011-07-01,02A,1,30.41
2011,2011-07-01,08N,12,675.0600000000001
2011,2011-07-01,15D,6,154.20999999999998
2011,2011-07-01,15M,11,332.6
2011,2011-07-01,99K,3,212.70999999999998
2011,2011-07-01,00L,3,113.6
2011,2011-07-01,10E,2,121.04
2011,2011-07-01,06Q,7,274.87
2011,2011-07-01,02Y,7,233.04999999999998
2011,2011-07-01,00D,5,249.10999999999999
2011,2011-07-01,10L,3,121.61
2011,2011-07-01,03Q,60,677.0100000000001
2011,2011-07-01,08L,7,369.82000000000005
2011,2011-07-01,06T,3,135.35
2011,2011-07-01,08F,5,220.41000000000003
2011,2011-07-01,09L,5,237.53
2011,2011-07-01,15N,31,1477.7800000000002
2011,2011-07-01,08E,3,187.43
2011,2011-07-01,08T,3,273.52
2011,2011-07-01,01D,2,38.63
2011,2011-07-01,04K,4,302.15
2011,2011-07-01,04Y,2,63.35
2011,2011-07-01,01A,7,232.64
2011,2011-07-01,09H,6,279.92
2011,2011-07-01,02M,5,130.9
2011,2011-07-01,04H,2,121.55
2011,2011-07-01,08D,4,188.73
2011,2011-07-01,05A,7,245.17
2011,2011-07-01,07V,6,361.71000000000004
2011,2011-07-01,08J,7,287.37
2011,2011-07-01,99D,9,349.9
2011,2011-07-01,00J,3,133.39
2011,2011-07-01,11E,2,226.92
2011,2011-07-01,10Q,9,710.94
2011,2011-07-01,11X,16,755.7800000000001
2011,2011-07-01,03K,3,46.85
2011,2011-07-01,07L,5,60.09
2011,2011-07-01,05Y,2,104.82
2011,2011-07-01,02E,3,305.17
2011,2011-07-01,09C,2,92.47
2011,2011-07-01,05W,14,356.08000000000004
2011,2011-07-01,08M,12,458.62
2011,2011-07-01,10R,5,284.13000000000005
2011,2011-07-01,09W,6,152.9
2011,2011-07-01,11M,23,905.05
2011,2011-07-01,09E,5,172.52
2011,2011-07-01,01W,1,44.96
2011,2011-07-01,06L,4,309.02
2011,2011-07-01,08G,3,92.50999999999999
2011,2011-07-01,08W,8,365.88
2011,2011-07-01,08R,3,153.52
2011,2011-07-01,02T,5,244.97
2011,2011-07-01,08Q,16,911.74
2011,2011-07-01,11A,16,573.4200000000001
2011,2011-07-01,99N,8,430.61000000000007
2011,2011-07-01,00P,8,480.8400000000001
2011,2011-07-01,09D,5,321.91
2011,2011-07-01,06V,3,101.75
2011,2011-07-01,05T,5,130.07
2011,2011-07-01,09G,18,868.3499999999999
2011,2011-07-01,05N,3,104.31
2011,2011-07-01,11N,7,285.38
2011,2011-07-01,06M,5,149.37
2011,2011-07-01,07G,2,55.81
2011,2011-07-01,08K,12,861.54
2011,2011-07-01,06W,2,38.63
2011,2011-07-01,02D,1,31.68
2011,2011-07-01,09N,4,122.91
2011,2011-07-01,04F,2,72.63
2011,2011-07-01,03N,3,64.31
2011,2011-07-01,01F,1,31.68
2011,2011-07-01,04C,12,361.11
2011,2011-07-01,02G,1,121.56
2011,2011-07-01,07W,10,350.11000000000007
2011,2011-07-01,01T,1,60.79
2011,2011-07-01,01Y,3,24.67
2011,2011-07-01,01K,17,140.52
2011,2011-07-01,04Q,1,30.41
2011,2011-07-01,01E,1,60.79
2011,2011-07-01,99G,6,459.69
2011,2011-07-01,01H,5,205.90999999999997
2011,2011-07-01,06P,6,295.87
2011,2011-07-01,00X,1,30.41
2011,2011-07-01,04N,1,20.29
2011,2011-07-01,12F,6,367.28
2011,2011-07-01,03J,4,226.97
2011,2011-07-01,04L,2,40.99
2011,2011-07-01,10V,5,164.27
2011,2011-07-01,01C,7,260.86
2011,2011-07-01,00N,3,112.33
2011,2011-07-01,09P,7,223.70999999999998
2011,2011-07-01,5K5,1,113.46
2011,2011-07-01,06A,1,2.22
2011,2011-07-01,08A,12,867.4999999999999
2011,2011-07-01,06H,24,1001.8399999999998
2011,2011-07-01,99J,13,536.6400000000001
2011,2011-07-01,11J,7,336.5300000000001
2011,2011-07-01,10A,1,42.22
2011,2011-07-01,99F,3,164.36
2011,2011-07-01,03A,2,92.47
2011,2011-07-01,99H,9,350.42
2011,2011-07-01,09F,10,500.3300000000001
2011,2011-07-01,02F,6,362.71000000000004
2011,2011-07-01,05V,2,121.59
2011,2011-07-01,03V,2,1040.29
2011,2011-07-01,07M,23,1306.6499999999999
2011,2011-07-01,04G,8,234.69
2011,2011-07-01,06F,5,191.73
2011,2011-07-01,15F,11,1032.36
2011,2011-07-01,00V,5,56.949999999999996
2011,2011-07-01,04E,6,144.07999999999998
2011,2011-07-01,00M,7,190.02
2011,2011-07-01,02X,1,7.25
2011,2011-07-01,07H,8,350.01000000000005
2011,2011-07-01,05F,2,126.64
2011,2011-07-01,04M,5,237.51
2011,2011-07-01,08P,8,356.71000000000004
2011,2011-07-01,00K,5,108.34
2011,2011-07-01,03L,3,211.24
2011,2011-07-01,08Y,6,398.15000000000003
2011,2011-07-01,15A,10,226.54999999999998
2011,2011-07-01,08X,5,179.42000000000002
2011,2011-07-01,07X,17,654.04
2011,2011-07-01,99C,3,93.92
2011,2011-07-01,15C,21,782.53
2011,2011-07-01,02H,7,437.71
2011,2011-07-01,00T,3,162.13
2011,2011-07-01,05J,1,30.41
2011,2011-07-01,03D,2,81.92
2011,2011-07-01,08H,4,299.88000000000005
2011,2011-07-01,99E,5,245.74
2011,2011-07-01,09J,9,366.61
2011,2011-07-01,02P,1,31.64
2011,2011-07-01,14L,1,42.22
2011,2011-07-01,04V,9,424.09000000000003
2011,2011-07-01,10X,4,260.85
2011,2011-07-01,04D,2,63.36
2011,2011-07-01,03E,6,455.94999999999993
2011,2011-07-01,03T,11,363.0900000000001
2011,2011-07-01,07N,6,392.17
2011,2011-07-01,03F,5,188.09000000000003
2011,2011-07-01,10J,5,214.01999999999998
2011,2011-07-01,07R,20,793.7700000000001
2011,2011-07-01,07T,15,536.8199999999999
2011,2011-07-01,07P,8,614.1700000000001
2011,2011-07-01,05X,1,94.96
2011,2011-07-01,01R,2,178.3
2011,2011-07-01,09Y,5,251.39
2011,2011-07-01,07Q,11,501.18
2011,2011-07-01,06Y,7,187.62
2011,2011-07-01,05R,4,134.05
2011,2011-07-01,06D,2,87.15
2011,2011-07-01,01X,1,9.86
2011,2011-07-01,00Q,1,8.22
2011,2011-07-01,01J,2,35.32
2011,2011-08-01,06D,5,398.6
2011,2011-08-01,08M,9,396.59000000000003
2011,2011-08-01,05F,3,155.79000000000002
2011,2011-08-01,01F,1,31.68
2011,2011-08-01,00D,4,249.54000000000002
2011,2011-08-01,07T,18,870.9
2011,2011-08-01,00T,5,206.4
2011,2011-08-01,99D,11,441.98
2011,2011-08-01,01E,1,60.81
2011,2011-08-01,08L,13,696.0399999999998
2011,2011-08-01,14L,2,121.62
2011,2011-08-01,10V,10,632.4699999999998
2011,2011-08-01,04N,5,194.26
2011,2011-08-01,10D,2,126.66
2011,2011-08-01,09L,4,184.98000000000002
2011,2011-08-01,00V,1,30.42
2011,2011-08-01,01J,3,65.74
2011,2011-08-01,05D,3,103.46
2011,2011-08-01,15A,9,372.42
2011,2011-08-01,01T,1,63.33
2011,2011-08-01,03J,1,30.42
2011,2011-08-01,07X,22,901.06
2011,2011-08-01,15C,17,648.4500000000002
2011,2011-08-01,08J,5,225.33
2011,2011-08-01,08N,9,565.46
2011,2011-08-01,07L,9,180.95
2011,2011-08-01,05Y,3,47.56
2011,2011-08-01,99J,19,787.6399999999999
2011,2011-08-01,04C,19,917.9099999999999
2011,2011-08-01,05Q,3,91.26
2011,2011-08-01,04L,3,51.58
2011,2011-08-01,09F,8,490.23
2011,2011-08-01,07K,1,30.42
2011,2011-08-01,02Q,2,126.66
2011,2011-08-01,05H,1,30.42
2011,2011-08-01,99G,8,511.78999999999996
2011,2011-08-01,00P,13,797.7099999999998
2011,2011-08-01,09D,4,186.24
2011,2011-08-01,09E,2,125.4
2011,2011-08-01,07W,11,574.73
2011,2011-08-01,07R,23,1066.8500000000001
2011,2011-08-01,01G,1,11.96
2011,2011-08-01,02A,1,30.42
2011,2011-08-01,04G,6,196.11
2011,2011-08-01,00C,2,120.08
2011,2011-08-01,04K,6,722.2600000000001
2011,2011-08-01,05C,5,163.91000000000003
2011,2011-08-01,08X,3,219.12
2011,2011-08-01,15F,5,312.62
2011,2011-08-01,02X,3,124.14
2011,2011-08-01,08W,11,716.69
2011,2011-08-01,05G,11,329.12
2011,2011-08-01,07P,4,496.40999999999997
2011,2011-08-01,01A,3,262.09
2011,2011-08-01,00K,4,122.94
2011,2011-08-01,15N,30,1495.5200000000004
2011,2011-08-01,09G,15,875.7200000000001
2011,2011-08-01,08E,6,439.95
2011,2011-08-01,08Q,11,502.4700000000001
2011,2011-08-01,08A,9,507.98
2011,2011-08-01,05X,2,157.05
2011,2011-08-01,01V,4,226.07
2011,2011-08-01,06T,2,125.4
2011,2011-08-01,15D,5,314.34000000000003
2011,2011-08-01,09X,7,257.62
2011,2011-08-01,09J,8,276.68
2011,2011-08-01,02H,5,87.27000000000001
2011,2011-08-01,11M,45,1299.6499999999999
2011,2011-08-01,08V,13,852.9000000000001
2011,2011-08-01,02E,2,244.57
2011,2011-08-01,11E,2,145.16
2011,2011-08-01,03A,4,304.0
2011,2011-08-01,03L,2,66.61
2011,2011-08-01,00M,2,62.1
2011,2011-08-01,15E,30,1693.4699999999996
2011,2011-08-01,08D,10,567.5
2011,2011-08-01,15M,15,701.8100000000001
2011,2011-08-01,09P,1,56.75
2011,2011-08-01,05T,4,106.25
2011,2011-08-01,05R,3,92.52
2011,2011-08-01,05L,4,299.74
2011,2011-08-01,08K,15,936.54
2011,2011-08-01,07H,8,349.5
2011,2011-08-01,01Y,2,16.45
2011,2011-08-01,06Y,10,334.15999999999997
2011,2011-08-01,03Q,55,617.8100000000001
2011,2011-08-01,03R,10,540.17
2011,2011-08-01,00L,8,367.39
2011,2011-08-01,03K,4,116.77
2011,2011-08-01,99K,2,60.84
2011,2011-08-01,06H,24,1190.41
2011,2011-08-01,08T,2,91.23
2011,2011-08-01,07V,9,886.7600000000001
2011,2011-08-01,04F,2,93.75
2011,2011-08-01,10X,3,208.45
2011,2011-08-01,01R,1,56.75
2011,2011-08-01,03T,10,270.35
2011,2011-08-01,00N,5,176.98000000000002
2011,2011-08-01,10A,1,56.75
2011,2011-08-01,10K,4,258.82
2011,2011-08-01,00X,4,301.20000000000005
2011,2011-08-01,05W,18,550.53
2011,2011-08-01,10J,4,132.23000000000002
2011,2011-08-01,02N,4,78.55
2011,2011-08-01,02M,4,90.78999999999999
2011,2011-08-01,99A,6,237.21000000000004
2011,2011-08-01,01X,2,73.19
2011,2011-08-01,03H,9,491.91
2011,2011-08-01,09Y,7,350.43
2011,2011-08-01,04M,2,42.38
2011,2011-08-01,99N,8,302.57
2011,2011-08-01,10R,6,325.16
2011,2011-08-01,09C,1,60.81
2011,2011-08-01,14Y,2,60.84
2011,2011-08-01,01D,1,30.42
2011,2011-08-01,07G,3,92.52000000000001
2011,2011-08-01,02R,4,129.59
2011,2011-08-01,08F,8,360.47
2011,2011-08-01,07M,19,790.5799999999998
2011,2011-08-01,07Q,12,523.02
2011,2011-08-01,06K,20,961.5699999999999
2011,2011-08-01,02Y,6,215.33
2011,2011-08-01,07N,6,429.88
2011,2011-08-01,04D,4,153.33
2011,2011-08-01,10C,1,30.42
2011,2011-08-01,11A,11,390.27000000000004
2011,2011-08-01,08Y,5,211.32
2011,2011-08-01,01H,6,202.01999999999998
2011,2011-08-01,03F,4,106.7
2011,2011-08-01,02F,3,184.94
2011,2011-08-01,03W,24,1026.53
2011,2011-08-01,06Q,12,521.9300000000001
2011,2011-08-01,06P,7,363.23
2011,2011-08-01,05N,7,364.6
2011,2011-08-01,03E,4,80.84
2011,2011-08-01,11X,16,681.71
2011,2011-08-01,01C,6,212.76
2011,2011-08-01,11J,8,452.33000000000004
2011,2011-08-01,12F,3,217.86
2011,2011-08-01,05A,11,550.43
2011,2011-08-01,06F,7,313.91
2011,2011-08-01,03D,1,30.42
2011,2011-08-01,10E,1,8.22
2011,2011-08-01,04Q,2,62.1
2011,2011-08-01,04E,1,10.58
2011,2011-08-01,04H,2,64.17
2011,2011-08-01,00J,5,244.05
2011,2011-08-01,04Y,1,10.58
2011,2011-08-01,99E,4,102.38
2011,2011-08-01,06M,2,93.75
2011,2011-08-01,06V,3,97.72
2011,2011-08-01,09A,6,304.07
2011,2011-08-01,07Y,6,306.15000000000003
2011,2011-08-01,09N,2,62.1
2011,2011-08-01,08H,12,517.52
2011,2011-08-01,08R,5,232.15
2011,2011-08-01,06N,13,628.38
2011,2011-08-01,01K,19,107.75999999999999
2011,2011-08-01,03N,5,158.99
2011,2011-08-01,09H,5,196.82
2011,2011-08-01,05V,4,193.94
2011,2011-08-01,99M,6,309.11
2011,2011-08-01,13T,5,212.60000000000002
2011,2011-08-01,02T,3,184.94
2011,2011-08-01,09W,7,200.64
2011,2011-08-01,00Y,2,51.55
2011,2011-08-01,99H,10,353.90999999999997
2011,2011-08-01,10Q,10,363.08
2011,2011-08-01,02D,2,62.1
2011,2011-08-01,08C,6,419.43
2011,2011-08-01,11N,6,120.39999999999999
2011,2011-08-01,10L,5,160.59
2011,2011-08-01,99F,2,70.67
2011,2011-08-01,01W,1,60.81
2011,2011-08-01,04V,10,358.62
2011,2011-08-01,08P,2,91.23
2011,2011-08-01,08G,3,72.68
2011,2011-08-01,06L,4,303.94
2011,2011-09-01,07V,6,373.68
2011,2011-09-01,04F,3,137.24
2011,2011-09-01,99C,2,92.49000000000001
2011,2011-09-01,13T,8,341.76
2011,2011-09-01,07K,2,60.84
2011,2011-09-01,08V,14,745.57
2011,2011-09-01,08J,4,220.40999999999997
2011,2011-09-01,04G,6,124.13000000000001
2011,2011-09-01,09F,5,182.49
2011,2011-09-01,99M,12,524.5400000000001
2011,2011-09-01,01H,6,215.97
2011,2011-09-01,09H,3,121.65
2011,2011-09-01,08K,12,613.4100000000001
2011,2011-09-01,09C,4,214.11
2011,2011-09-01,02E,2,273.55
2011,2011-09-01,02D,1,31.68
2011,2011-09-01,00Y,1,85.11
2011,2011-09-01,06D,1,56.75
2011,2011-09-01,15N,28,1306.05
2011,2011-09-01,99J,18,652.49
2011,2011-09-01,04E,4,166.4
2011,2011-09-01,15A,8,305.37
2011,2011-09-01,08G,4,124.2
2011,2011-09-01,15F,12,845.1700000000001
2011,2011-09-01,05C,3,121.65
2011,2011-09-01,02W,1,42.23
2011,2011-09-01,00T,4,99.48
2011,2011-09-01,99G,3,314.52
2011,2011-09-01,03R,10,847.2900000000001
2011,2011-09-01,15M,14,584.6899999999999
2011,2011-09-01,09P,3,82.1
2011,2011-09-01,00X,2,91.23
2011,2011-09-01,10L,3,121.65
2011,2011-09-01,00L,5,163.88000000000002
2011,2011-09-01,02H,7,185.42000000000002
2011,2011-09-01,05R,5,305.3
2011,2011-09-01,05W,13,324.7200000000001
2011,2011-09-01,01R,5,417.48
2011,2011-09-01,00P,10,549.7099999999999
2011,2011-09-01,05A,7,182.57
2011,2011-09-01,06M,2,37.68
2011,2011-09-01,01K,25,277.11
2011,2011-09-01,01A,5,443.11
2011,2011-09-01,06W,1,9.86
2011,2011-09-01,11X,22,1153.2399999999998
2011,2011-09-01,02R,2,92.49000000000001
2011,2011-09-01,08T,5,214.14000000000001
2011,2011-09-01,05X,4,201.76
2011,2011-09-01,07N,4,334.39
2011,2011-09-01,11E,2,114.37
2011,2011-09-01,08P,3,104.33
2011,2011-09-01,05F,2,92.46
2011,2011-09-01,11A,12,547.0699999999999
2011,2011-09-01,08D,9,483.66
2011,2011-09-01,03F,4,106.21000000000001
2011,2011-09-01,07R,29,1443.5700000000002
2011,2011-09-01,09X,9,240.41000000000003
2011,2011-09-01,05Y,1,30.42
2011,2011-09-01,02F,8,423.35999999999996
2011,2011-09-01,09J,12,435.73
2011,2011-09-01,07P,6,520.5699999999999
2011,2011-09-01,09E,4,190.21
2011,2011-09-01,04L,1,30.42
2011,2011-09-01,01T,2,187.44
2011,2011-09-01,10A,1,0.89
2011,2011-09-01,06H,22,925.1999999999998
2011,2011-09-01,99D,8,319.61
2011,2011-09-01,04V,18,687.8999999999999
2011,2011-09-01,15E,28,1183.63
2011,2011-09-01,99F,4,215.37
2011,2011-09-01,08W,11,451.9200000000001
2011,2011-09-01,00Q,5,127.87
2011,2011-09-01,04K,4,302.21000000000004
2011,2011-09-01,06T,3,111.83
2011,2011-09-01,10V,3,70.55
2011,2011-09-01,02X,2,93.72
2011,2011-09-01,10R,7,337.13000000000005
2011,2011-09-01,5K5,1,113.48
2011,2011-09-01,02N,4,57.989999999999995
2011,2011-09-01,99E,5,185.01
2011,2011-09-01,11N,8,220.96000000000004
2011,2011-09-01,03Q,41,414.16999999999996
2011,2011-09-01,00N,4,116.17
2011,2011-09-01,05J,1,0.45
2011,2011-09-01,06N,10,801.17
2011,2011-09-01,11J,8,258.19
2011,2011-09-01,00D,6,428.54
2011,2011-09-01,03J,3,186.63
2011,2011-09-01,05Q,3,122.91000000000001
2011,2011-09-01,04C,14,494.5600000000001
2011,2011-09-01,09D,8,392.53
2011,2011-09-01,08N,11,653.6400000000001
2011,2011-09-01,07Y,6,817.6
2011,2011-09-01,07G,1,30.42
2011,2011-09-01,02T,3,157.07999999999998
2011,2011-09-01,03K,5,247.13
2011,2011-09-01,00M,7,194.62
2011,2011-09-01,01Y,1,8.22
2011,2011-09-01,10C,2,214.04000000000002
2011,2011-09-01,02Y,5,125.31
2011,2011-09-01,04D,1,30.42
2011,2011-09-01,08H,5,166.43
2011,2011-09-01,10Q,8,1322.96
2011,2011-09-01,02M,7,97.05000000000001
2011,2011-09-01,10J,12,494.04
2011,2011-09-01,03E,4,51.24
2011,2011-09-01,06V,2,40.97
2011,2011-09-01,01X,2,19.73
2011,2011-09-01,05V,4,124.20000000000002
2011,2011-09-01,09W,7,151.59
2011,2011-09-01,11M,23,826.4000000000001
2011,2011-09-01,06F,12,475.13
2011,2011-09-01,08Y,5,214.14
2011,2011-09-01,12D,3,68.78
2011,2011-09-01,00V,3,61.510000000000005
2011,2011-09-01,06P,5,221.33
2011,2011-09-01,03D,1,31.68
2011,2011-09-01,07W,13,804.8399999999999
2011,2011-09-01,12F,7,480.94000000000005
2011,2011-09-01,05N,3,97.75
2011,2011-09-01,06K,24,996.7900000000001
2011,2011-09-01,06L,3,216.58999999999997
2011,2011-09-01,07L,3,101.81
2011,2011-09-01,08E,8,472.93
2011,2011-09-01,03T,11,393.52
2011,2011-09-01,05D,4,111.37
2011,2011-09-01,08M,7,426.91999999999996
2011,2011-09-01,08L,11,447.35
2011,2011-09-01,14Y,3,102.27
2011,2011-09-01,05T,6,195.98
2011,2011-09-01,09G,9,450.29999999999995
2011,2011-09-01,04M,2,143.9
2011,2011-09-01,07H,8,318.46999999999997
2011,2011-09-01,07X,17,651.49
2011,2011-09-01,08A,9,525.98
2011,2011-09-01,10D,4,131.55
2011,2011-09-01,99H,10,548.49
2011,2011-09-01,03V,2,407.29
2011,2011-09-01,10X,1,3.64
2011,2011-09-01,03W,15,623.3600000000001
2011,2011-09-01,04Q,4,82.0
2011,2011-09-01,04Y,1,31.68
2011,2011-09-01,10K,6,191.44000000000003
2011,2011-09-01,07Q,14,763.39
2011,2011-09-01,04N,3,93.75
2011,2011-09-01,04H,5,186.53
2011,2011-09-01,08Q,15,849.7199999999999
2011,2011-09-01,08C,4,183.72000000000003
2011,2011-09-01,01E,2,121.62
2011,2011-09-01,07M,18,828.54
2011,2011-09-01,09A,14,905.8499999999999
2011,2011-09-01,01C,9,277.12
2011,2011-09-01,03H,8,393.54999999999995
2011,2011-09-01,10E,3,99.00999999999999
2011,2011-09-01,02P,2,62.07
2011,2011-09-01,09Y,5,281.85
2011,2011-09-01,01J,3,67.0
2011,2011-09-01,00K,4,93.81
2011,2011-09-01,99N,7,308.18000000000006
2011,2011-09-01,15C,17,688.44
2011,2011-09-01,00J,5,284.84
2011,2011-09-01,01V,2,180.69
2011,2011-09-01,06Q,8,310.46000000000004
2011,2011-09-01,07T,14,453.28000000000003
2011,2011-09-01,09L,4,207.17
2011,2011-09-01,99K,4,271.02000000000004
2011,2011-09-01,08F,5,181.72000000000003
2011,2011-09-01,02Q,2,93.75
2011,2011-09-01,09N,8,245.88000000000002
2011,2011-09-01,05G,11,350.7000000000001
2011,2011-09-01,15D,7,280.56000000000006
2011,2011-09-01,08X,2,182.39
2011,2011-09-01,01F,4,103.25999999999999
2011,2011-09-01,06Y,13,375.24
2011,2011-09-01,03L,4,208.79000000000002
2011,2011-09-01,03A,2,182.39
2011,2011-09-01,08R,7,342.13000000000005
2011,2011-09-01,03N,8,164.71
2011,2011-09-01,99A,11,389.31000000000006
2011,2011-10-01,03J,2,93.73
2011,2011-10-01,12F,2,187.39
2011,2011-10-01,02E,1,243.07
2011,2011-10-01,03A,1,60.79
2011,2011-10-01,05F,2,121.55
2011,2011-10-01,08L,7,379.1
2011,2011-10-01,11A,16,743.64
2011,2011-10-01,05C,3,121.61
2011,2011-10-01,07M,21,965.52
2011,2011-10-01,01C,7,318.24
2011,2011-10-01,04V,16,566.1600000000001
2011,2011-10-01,02Y,8,353.38
2011,2011-10-01,02X,4,164.23
2011,2011-10-01,07R,14,736.6499999999999
2011,2011-10-01,12D,3,126.82
2011,2011-10-01,15N,30,1160.37
2011,2011-10-01,10K,4,262.55
2011,2011-10-01,08N,7,421.21999999999997
2011,2011-10-01,09J,6,336.89000000000004
2011,2011-10-01,05L,5,244.01999999999998
2011,2011-10-01,04L,2,121.58
2011,2011-10-01,10L,4,128.98000000000002
2011,2011-10-01,99F,3,164.35000000000002
2011,2011-10-01,06V,4,128.11
2011,2011-10-01,09L,2,60.82
2011,2011-10-01,06N,9,440.84999999999997
2011,2011-10-01,09G,14,869.79
2011,2011-10-01,11X,11,563.61
2011,2011-10-01,10J,8,291.66
2011,2011-10-01,09E,1,56.74
2011,2011-10-01,04F,2,91.2
2011,2011-10-01,06P,4,160.48000000000002
2011,2011-10-01,00K,5,245.64000000000001
2011,2011-10-01,03R,9,917.54
2011,2011-10-01,00X,4,147.97
2011,2011-10-01,00Q,1,94.96
2011,2011-10-01,08K,7,290.27000000000004
2011,2011-10-01,09N,4,124.17
2011,2011-10-01,99E,6,197.35
2011,2011-10-01,09C,1,60.79
2011,2011-10-01,04H,2,91.17
2011,2011-10-01,09A,11,628.58
2011,2011-10-01,05N,5,158.55
2011,2011-10-01,14L,4,215.31
2011,2011-10-01,03L,6,396.13000000000005
2011,2011-10-01,06K,16,678.5600000000001
2011,2011-10-01,07T,17,830.96
2011,2011-10-01,01H,3,64.87
2011,2011-10-01,06D,1,91.17
2011,2011-10-01,15E,27,1282.8500000000001
2011,2011-10-01,01K,13,90.5
2011,2011-10-01,07V,5,327.23
2011,2011-10-01,08H,9,467.36000000000007
2011,2011-10-01,99M,10,521.81
2011,2011-10-01,06H,28,1142.5400000000002
2011,2011-10-01,08X,4,243.16000000000003
2011,2011-10-01,02G,1,121.55
2011,2011-10-01,00V,3,56.21
2011,2011-10-01,04Q,3,91.23
2011,2011-10-01,09D,8,369.43000000000006
2011,2011-10-01,05D,2,94.99000000000001
2011,2011-10-01,01W,1,60.79
2011,2011-10-01,99G,11,687.53
2011,2011-10-01,99J,17,648.7099999999999
2011,2011-10-01,06Y,6,207.41000000000003
2011,2011-10-01,00D,5,282.41
2011,2011-10-01,07Q,16,853.1
2011,2011-10-01,09X,6,336.86
2011,2011-10-01,07Y,6,276.97
2011,2011-10-01,09H,2,121.58
2011,2011-10-01,00J,3,182.34
2011,2011-10-01,10E,1,59.1
2011,2011-10-01,08G,3,121.61
2011,2011-10-01,05Q,1,60.79
2011,2011-10-01,00P,8,408.24
2011,2011-10-01,08C,6,289.20000000000005
2011,2011-10-01,01F,2,62.08
2011,2011-10-01,07J,1,31.64
2011,2011-10-01,99C,2,91.2
2011,2011-10-01,10C,1,7.11
2011,2011-10-01,03K,2,39.89
2011,2011-10-01,02F,5,270.72
2011,2011-10-01,09F,8,459.7200000000001
2011,2011-10-01,08M,14,502.53000000000014
2011,2011-10-01,01R,1,28.39
2011,2011-10-01,09P,5,191.43
2011,2011-10-01,07G,2,71.0
2011,2011-10-01,05Y,4,285.52
2011,2011-10-01,99A,9,399.69
2011,2011-10-01,08V,16,1067.6200000000001
2011,2011-10-01,11E,2,235.0
2011,2011-10-01,05A,10,421.06
2011,2011-10-01,07X,9,264.41
2011,2011-10-01,03W,29,1353.49
2011,2011-10-01,10Q,7,647.5999999999999
2011,2011-10-01,01A,2,46.82
2011,2011-10-01,01Y,1,0.82
2011,2011-10-01,07W,9,401.53
2011,2011-10-01,10R,3,103.03999999999999
2011,2011-10-01,06Q,14,583.8599999999999
2011,2011-10-01,11M,30,1521.43
2011,2011-10-01,09Y,4,102.01
2011,2011-10-01,08R,4,205.09
2011,2011-10-01,99D,9,439.74
2011,2011-10-01,10D,1,63.32
2011,2011-10-01,02M,5,102.99
2011,2011-10-01,04K,4,312.26
2011,2011-10-01,07N,2,166.29
2011,2011-10-01,10X,3,185.98
2011,2011-10-01,06F,8,205.59
2011,2011-10-01,00T,4,225.43
2011,2011-10-01,15C,14,590.3699999999999
2011,2011-10-01,04G,7,154.49
2011,2011-10-01,03E,5,305.99
2011,2011-10-01,09W,11,352.52000000000004
2011,2011-10-01,04E,4,103.07
2011,2011-10-01,00N,5,176.94
2011,2011-10-01,04D,1,30.38
2011,2011-10-01,00L,4,154.51
2011,2011-10-01,05T,4,81.82
