month,supplier,practice,pct,chemical_code,chemical,total_items,total_cost
2018-12-01,EMIS,A87016,99C,0402020Z0,Zuclopenthixol Decanoate,1,7.01807
2018-12-01,TPP,L83003,15N,0402020Z0,Zuclopenthixol Decanoate,1,2.92377
2018-12-01,EMIS,F84670,08M,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,EMIS,F84741,08M,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,TPP,M85159,15E,0402020Z0,Zuclopenthixol Decanoate,2,11.69508
2018-12-01,EMIS,M86003,05A,0402020Z0,Zuclopenthixol Decanoate,2,63.78157
2018-12-01,EMIS,H85038,08R,040201010,Zuclopenthixol Acetate,1,22.48367
2018-12-01,Vision,M86045,05A,0402020Z0,Zuclopenthixol Decanoate,3,17.54263
2018-12-01,Vision,M82010,05N,0402020Z0,Zuclopenthixol Decanoate,1,69.03196
2018-12-01,EMIS,L85053,11X,0402020Z0,Zuclopenthixol Decanoate,1,2.92377
2018-12-01,EMIS,E84067,07P,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,EMIS,L81118,15C,0402020Z0,Zuclopenthixol Decanoate,3,8.77131
2018-12-01,TPP,D83056,06L,0402020Z0,Zuclopenthixol Decanoate,1,27.71651
2018-12-01,EMIS,J82025,11A,0402020Z0,Zuclopenthixol Decanoate,1,34.50978
2018-12-01,EMIS,P81701,00X,0402020Z0,Zuclopenthixol Decanoate,2,23.61497
2018-12-01,EMIS,M81075,05T,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,K84049,10Q,0402020Z0,Zuclopenthixol Decanoate,2,58.51878
2018-12-01,EMIS,Y02735,06A,0402020Z0,Zuclopenthixol Decanoate,9,185.35768000000002
2018-12-01,EMIS,L83130,15N,0402020Z0,Zuclopenthixol Decanoate,22,202.63437
2018-12-01,EMIS,P86018,01D,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,TPP,E87637,08Y,0402020Z0,Zuclopenthixol Decanoate,1,7.01807
2018-12-01,EMIS,M83727,04Y,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,EMIS,P84068,14L,0402020Z0,Zuclopenthixol Decanoate,3,20.71701
2018-12-01,EMIS,L81022,15C,0402020Z0,Zuclopenthixol Decanoate,3,20.71701
2018-12-01,TPP,F86025,08N,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,Y02827,00Y,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,TPP,C84637,04E,0402020Z0,Zuclopenthixol Decanoate,2,52.77124
2018-12-01,EMIS,Y00206,07P,0402020Z0,Zuclopenthixol Decanoate,4,64.59112
2018-12-01,EMIS,P92019,02H,0402020Z0,Zuclopenthixol Decanoate,3,62.35109
2018-12-01,EMIS,H83611,07V,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,K81006,15D,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,TPP,B82014,03E,0402020Z0,Zuclopenthixol Decanoate,1,2.92377
2018-12-01,EMIS,M84050,05A,0402020Z0,Zuclopenthixol Decanoate,2,17.776709999999998
2018-12-01,TPP,D81022,06H,0402020Z0,Zuclopenthixol Decanoate,3,8.88371
2018-12-01,Vision,G83058,08A,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,Microtest,L82039,11N,0402020Z0,Zuclopenthixol Decanoate,1,2.92377
2018-12-01,EMIS,A89004,00P,0402020Z0,Zuclopenthixol Decanoate,2,33.67645
2018-12-01,EMIS,K84009,10Q,0402020Z0,Zuclopenthixol Decanoate,2,13.81134
2018-12-01,Vision,H81062,09N,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,G81025,09P,0402020Z0,Zuclopenthixol Decanoate,5,20.46639
2018-12-01,TPP,B86095,15F,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,M86020,05A,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,A85609,13T,0402020Z0,Zuclopenthixol Decanoate,1,13.91446
2018-12-01,EMIS,B86035,15F,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,TPP,E85090,07W,0402020Z0,Zuclopenthixol Decanoate,3,9.10851
2018-12-01,EMIS,B86069,15F,0402020Z0,Zuclopenthixol Decanoate,4,27.62268
2018-12-01,TPP,B86050,15F,0402020Z0,Zuclopenthixol Decanoate,2,49.26272
2018-12-01,TPP,K83621,04G,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,K83056,04G,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,Vision,G83642,07N,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,TPP,Y00297,07J,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,TPP,B82005,03Q,0402020Z0,Zuclopenthixol Decanoate,1,5.84754
2018-12-01,EMIS,C83026,99D,0402020Z0,Zuclopenthixol Decanoate,1,5.84754
2018-12-01,TPP,J82074,11A,0402020Z0,Zuclopenthixol Decanoate,2,13.81134
2018-12-01,TPP,C83626,04D,0402020Z0,Zuclopenthixol Decanoate,4,11.69508
2018-12-01,EMIS,J82213,10X,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,A87004,99C,0402020Z0,Zuclopenthixol Decanoate,2,62.23869
2018-12-01,TPP,B82038,03M,0402020Z0,Zuclopenthixol Decanoate,12,201.18032
2018-12-01,EMIS,J82051,11A,0402020Z0,Zuclopenthixol Decanoate,2,30.752679999999998
2018-12-01,EMIS,M84015,05R,0402020Z0,Zuclopenthixol Decanoate,1,13.91446
2018-12-01,TPP,C84061,04E,0402020Z0,Zuclopenthixol Decanoate,1,13.91446
2018-12-01,TPP,L84059,11M,0402020Z0,Zuclopenthixol Decanoate,2,5.84754
2018-12-01,TPP,L83095,15N,0402020Z0,Zuclopenthixol Decanoate,2,14.03614
2018-12-01,TPP,L83057,15N,0402020Z0,Zuclopenthixol Decanoate,4,19.65888
2018-12-01,TPP,B86067,15F,0402020Z0,Zuclopenthixol Decanoate,1,27.71651
2018-12-01,TPP,K83003,04G,0402020Z0,Zuclopenthixol Decanoate,1,14.74054
2018-12-01,EMIS,Y02117,08D,0402020Z0,Zuclopenthixol Decanoate,2,49.26272
2018-12-01,EMIS,N85629,12F,0402020Z0,Zuclopenthixol Decanoate,1,55.3299
2018-12-01,TPP,F81037,06T,0402020Z0,Zuclopenthixol Decanoate,6,151.17811
2018-12-01,TPP,C83085,03T,0402020Z0,Zuclopenthixol Decanoate,3,20.71701
2018-12-01,TPP,A84016,00L,0402020Z0,Zuclopenthixol Decanoate,2,35.10693
2018-12-01,EMIS,K81656,15D,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,TPP,D83028,06L,0402020Z0,Zuclopenthixol Decanoate,7,48.33969
2018-12-01,TPP,K83039,04G,0402020Z0,Zuclopenthixol Decanoate,1,27.71651
2018-12-01,EMIS,F84749,08M,0402020Z0,Zuclopenthixol Decanoate,4,29.687309999999997
2018-12-01,EMIS,P91012,02A,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,Vision,L84050,11M,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,TPP,A83001,00D,0402020Z0,Zuclopenthixol Decanoate,2,5.84754
2018-12-01,EMIS,F83023,07R,0402020Z0,Zuclopenthixol Decanoate,3,43.29553
2018-12-01,TPP,E87742,08Y,0402020Z0,Zuclopenthixol Decanoate,5,23.390169999999998
2018-12-01,EMIS,L83016,15N,0402020Z0,Zuclopenthixol Decanoate,2,58.51878
2018-12-01,EMIS,P88026,01W,0402020Z0,Zuclopenthixol Decanoate,21,193.02022
2018-12-01,EMIS,A82007,01K,0402020Z0,Zuclopenthixol Decanoate,2,13.81134
2018-12-01,EMIS,M81018,05F,0402020Z0,Zuclopenthixol Decanoate,2,5.84754
2018-12-01,EMIS,L81016,15C,0402020Z0,Zuclopenthixol Decanoate,7,36.393989999999995
2018-12-01,EMIS,L83044,15N,0402020Z0,Zuclopenthixol Decanoate,2,27.60411
2018-12-01,TPP,B81068,02Y,0402020Z0,Zuclopenthixol Decanoate,5,53.09916
2018-12-01,EMIS,F81741,06T,0402020Z0,Zuclopenthixol Decanoate,1,7.01807
2018-12-01,EMIS,C88643,03N,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,EMIS,K81026,15A,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,EMIS,H85026,08R,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,M92039,06A,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,P85011,00Y,0402020Z0,Zuclopenthixol Decanoate,2,35.31933
2018-12-01,TPP,A84031,00L,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,EMIS,E84033,07P,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,EMIS,E84080,07P,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,K81063,15A,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,H85634,08R,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,TPP,D83054,06L,0402020Z0,Zuclopenthixol Decanoate,1,2.92377
2018-12-01,EMIS,E84009,08E,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,EMIS,N83033,01J,0402020Z0,Zuclopenthixol Decanoate,4,20.10848
2018-12-01,TPP,L83628,15N,0402020Z0,Zuclopenthixol Decanoate,3,33.56406
2018-12-01,TPP,G81011,09D,0402020Z0,Zuclopenthixol Decanoate,3,23.7439
2018-12-01,TPP,B81052,03F,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,M84020,05A,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,M84040,05R,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,F82042,07L,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,L82009,11N,0402020Z0,Zuclopenthixol Decanoate,1,34.50978
2018-12-01,TPP,B81074,03F,0402020Z0,Zuclopenthixol Decanoate,4,31.794289999999997
2018-12-01,EMIS,G82114,09C,0402020Z0,Zuclopenthixol Decanoate,1,29.24699
2018-12-01,TPP,J82081,10X,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,F83635,07R,0402020Z0,Zuclopenthixol Decanoate,1,7.01807
2018-12-01,Vision,F85061,08D,0402020Z0,Zuclopenthixol Decanoate,2,5.84754
2018-12-01,TPP,B82088,03M,0402020Z0,Zuclopenthixol Decanoate,7,23.50256
2018-12-01,TPP,B81054,03F,0402020Z0,Zuclopenthixol Decanoate,1,11.80748
2018-12-01,TPP,C82041,04V,0402020Z0,Zuclopenthixol Decanoate,6,51.66868
2018-12-01,TPP,P92653,02H,0402020Z0,Zuclopenthixol Decanoate,2,63.78157
2018-12-01,EMIS,B81051,02Y,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,TPP,B86005,15F,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,H81047,15D,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,F84686,07T,0402020Z0,Zuclopenthixol Decanoate,1,69.03196
2018-12-01,EMIS,E85682,07W,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,P88632,01W,0402020Z0,Zuclopenthixol Decanoate,11,101.60992999999999
2018-12-01,EMIS,J82034,11A,0402020Z0,Zuclopenthixol Decanoate,3,62.45109
2018-12-01,TPP,A84045,00L,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,TPP,D82071,06W,0402020Z0,Zuclopenthixol Decanoate,1,2.92377
2018-12-01,TPP,K83036,04G,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,EMIS,H81084,09N,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,TPP,M89009,15E,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,TPP,B86057,15F,0402020Z0,Zuclopenthixol Decanoate,5,27.126549999999998
2018-12-01,EMIS,M84014,05R,0402020Z0,Zuclopenthixol Decanoate,1,6.90567
2018-12-01,EMIS,E84007,07P,0402020Z0,Zuclopenthixol Decanoate,1,13.91446
2018-12-01,EMIS,B81109,03K,0402020Z0,Zuclopenthixol Decanoate,2,11.69508
2018-12-01,EMIS,N81074,02D,0402020Z0,Zuclopenthixol Decanoate,2,58.03403
2018-12-01,EMIS,P92011,02H,0402020Z0,Zuclopenthixol Decanoate,5,98.81927
2018-12-01,EMIS,F82642,07L,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,TPP,B81653,02Y,0402020Z0,Zuclopenthixol Decanoate,1,8.88371
2018-12-01,EMIS,N84017,01V,0402020Z0,Zuclopenthixol Decanoate,1,27.71651
2018-12-01,EMIS,L81670,15C,0402020Z0,Zuclopenthixol Decanoate,3,26.54802
2018-12-01,EMIS,E84036,07P,0402020Z0,Zuclopenthixol Decanoate,2,34.73458
2018-12-01,EMIS,G85034,08Q,0402020Z0,Zuclopenthixol Decanoate,2,63.78157
2018-12-01,TPP,J83016,99N,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,TPP,B81015,03H,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,H85111,08X,0402020Z0,Zuclopenthixol Decanoate,2,69.04436
2018-12-01,TPP,P92642,02H,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,EMIS,F86036,08W,0402020Z0,Zuclopenthixol Decanoate,8,47.28155
2018-12-01,EMIS,K84013,10Q,0402020Z0,Zuclopenthixol Decanoate,8,47.50635
2018-12-01,EMIS,M82025,05N,0402020Z0,Zuclopenthixol Decanoate,2,11.69508
2018-12-01,TPP,C82035,04V,0402020Z0,Zuclopenthixol Decanoate,2,48.43664
2018-12-01,TPP,B85026,03A,0402020Z0,Zuclopenthixol Decanoate,4,55.65782
2018-12-01,EMIS,L83038,15N,0402020Z0,Zuclopenthixol Decanoate,1,29.24699
2018-12-01,EMIS,H85008,08X,0402020Z0,Zuclopenthixol Decanoate,2,58.51878
2018-12-01,EMIS,M84023,05A,0402020Z0,Zuclopenthixol Decanoate,5,26.885219999999997
2018-12-01,EMIS,P84024,14L,0402020Z0,Zuclopenthixol Decanoate,2,5.84754
2018-12-01,TPP,C82017,04V,0402020Z0,Zuclopenthixol Decanoate,1,2.92377
2018-12-01,EMIS,F82018,07L,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,TPP,P92005,02H,0402020Z0,Zuclopenthixol Decanoate,1,13.91446
2018-12-01,EMIS,M86015,05A,0402020Z0,Zuclopenthixol Decanoate,4,19.65888
2018-12-01,TPP,C82024,04C,0402020Z0,Zuclopenthixol Decanoate,5,104.80814000000001
2018-12-01,EMIS,P86004,01D,0402020Z0,Zuclopenthixol Decanoate,2,27.82891
2018-12-01,EMIS,M86001,05A,0402020Z0,Zuclopenthixol Decanoate,1,27.71651
2018-12-01,EMIS,N82087,99A,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,G85132,08Q,0402020Z0,Zuclopenthixol Decanoate,1,14.74054
2018-12-01,Vision,L84029,11M,0402020Z0,Zuclopenthixol Decanoate,5,40.35732
2018-12-01,EMIS,K81062,15A,0402020Z0,Zuclopenthixol Decanoate,2,92.54381
2018-12-01,TPP,J81027,11J,0402020Z0,Zuclopenthixol Decanoate,3,103.56654
2018-12-01,TPP,L84070,11M,0402020Z0,Zuclopenthixol Decanoate,1,2.92377
2018-12-01,EMIS,A87013,99C,0402020Z0,Zuclopenthixol Decanoate,1,13.91446
2018-12-01,EMIS,F84087,08V,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,TPP,C81007,15M,0402020Z0,Zuclopenthixol Decanoate,3,55.54542
2018-12-01,EMIS,H81010,09N,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,TPP,C82070,04V,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,EMIS,A83003,00D,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,TPP,C88059,03N,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,E82014,06N,0402020Z0,Zuclopenthixol Decanoate,2,17.54263
2018-12-01,EMIS,M86627,05A,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,TPP,D83074,06L,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,Vision,H84012,08P,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,P84645,14L,0402020Z0,Zuclopenthixol Decanoate,2,110.65981
2018-12-01,EMIS,P86609,01D,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,Vision,P83015,00V,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,EMIS,M92627,06A,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,TPP,D82024,06W,0402020Z0,Zuclopenthixol Decanoate,2,5.84754
2018-12-01,EMIS,E82020,06N,0402020Z0,Zuclopenthixol Decanoate,1,27.71651
2018-12-01,EMIS,M81042,05T,0402020Z0,Zuclopenthixol Decanoate,3,17.87983
2018-12-01,TPP,A83046,00D,0402020Z0,Zuclopenthixol Decanoate,2,117.01277
2018-12-01,EMIS,A88003,00N,0402020Z0,Zuclopenthixol Decanoate,5,124.68977999999998
2018-12-01,EMIS,L85010,11X,0402020Z0,Zuclopenthixol Decanoate,1,7.01807
2018-12-01,TPP,C81044,15M,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,EMIS,L83040,15N,0402020Z0,Zuclopenthixol Decanoate,1,5.84754
2018-12-01,EMIS,A82647,01K,0402020Z0,Zuclopenthixol Decanoate,3,20.71701
2018-12-01,EMIS,K81012,15A,0402020Z0,Zuclopenthixol Decanoate,3,8.77131
2018-12-01,EMIS,P81055,01E,0402020Z0,Zuclopenthixol Decanoate,2,42.457049999999995
2018-12-01,TPP,B81018,03F,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,TPP,C82084,04C,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,F83008,08H,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,E84685,07P,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,EMIS,K84056,10Q,0402020Z0,Zuclopenthixol Decanoate,12,58.97664
2018-12-01,EMIS,P86010,01D,0402020Z0,Zuclopenthixol Decanoate,2,23.61497
2018-12-01,EMIS,G85023,08L,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,M81033,05T,0402020Z0,Zuclopenthixol Decanoate,1,2.92377
2018-12-01,EMIS,G82064,10E,0402020Z0,Zuclopenthixol Decanoate,1,3.03617
2018-12-01,TPP,A84604,00L,0402020Z0,Zuclopenthixol Decanoate,1,5.84754
2018-12-01,TPP,C82014,04V,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,TPP,B82007,02N,0402020Z0,Zuclopenthixol Decanoate,2,23.61497
2018-12-01,EMIS,H85023,08T,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,J82132,11A,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,TPP,C84021,04H,0402020Z0,Zuclopenthixol Decanoate,2,58.51878
2018-12-01,TPP,E87066,09A,0402020Z0,Zuclopenthixol Decanoate,1,58.50638
2018-12-01,EMIS,L83073,15N,0402020Z0,Zuclopenthixol Decanoate,2,13.81134
2018-12-01,TPP,C82096,04V,0402020Z0,Zuclopenthixol Decanoate,2,14.03614
2018-12-01,EMIS,M82616,05X,0402020Z0,Zuclopenthixol Decanoate,1,5.95994
2018-12-01,TPP,B82054,03M,0402020Z0,Zuclopenthixol Decanoate,3,83.7849
2018-12-01,EMIS,L81120,15C,0402020Z0,Zuclopenthixol Decanoate,1,34.52218
2018-12-01,Microtest,L83102,15N,0402020Z0,Zuclopenthixol Decanoate,3,30.64028
2018-12-01,EMIS,P88031,01W,0402020Z0,Zuclopenthixol Decanoate,1,69.03196
2018-12-01,EMIS,Y01929,05X,0402020Z0,Zuclopenthixol Decanoate,2,86.69627
2018-12-01,EMIS,L85009,11X,0402020Z0,Zuclopenthixol Decanoate,2,69.04436
2018-12-01,Vision,G82147,10A,0402020Z0,Zuclopenthixol Decanoate,1,35.20693
2018-12-01,EMIS,L81669,15C,0402020Z0,Zuclopenthixol Decanoate,1,6.90567
2018-12-01,EMIS,A86017,13T,0402020Z0,Zuclopenthixol Decanoate,1,13.91446
2018-12-01,EMIS,P88016,01W,0402020Z0,Zuclopenthixol Decanoate,3,21.05421
2018-12-01,EMIS,H81052,09N,0402020Z0,Zuclopenthixol Decanoate,1,8.88371
2018-12-01,Vision,Y02274,02H,0402020Z0,Zuclopenthixol Decanoate,2,27.82891
2018-12-01,EMIS,K84002,10Q,0402020Z0,Zuclopenthixol Decanoate,2,11.69508
2018-12-01,EMIS,C85016,02P,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,M81026,05F,0402020Z0,Zuclopenthixol Decanoate,2,69.04436
2018-12-01,EMIS,M86038,05A,0402020Z0,Zuclopenthixol Decanoate,1,29.25939
2018-12-01,EMIS,F85700,07X,0402020Z0,Zuclopenthixol Decanoate,1,69.03196
2019-01-01,EMIS,C82034,04V,0402020Z0,Zuclopenthixol Decanoate,3,8.771
2019-01-01,TPP,E85708,07Y,0402020Z0,Zuclopenthixol Decanoate,1,8.8834
2019-01-01,TPP,C82624,04C,0402020Z0,Zuclopenthixol Decanoate,2,25.72102
2019-01-01,EMIS,H85095,08T,0402020Z0,Zuclopenthixol Decanoate,3,80.84891999999999
2019-01-01,TPP,J82007,11A,0402020Z0,Zuclopenthixol Decanoate,2,11.69466
2019-01-01,TPP,C82103,04V,0402020Z0,Zuclopenthixol Decanoate,1,14.62761
2019-01-01,TPP,E87742,08Y,0402020Z0,Zuclopenthixol Decanoate,3,14.61833
2019-01-01,EMIS,C83054,99D,0402020Z0,Zuclopenthixol Decanoate,4,45.1451
2019-01-01,TPP,C82086,04C,0402020Z0,Zuclopenthixol Decanoate,1,69.02946
2019-01-01,TPP,C88090,03N,0402020Z0,Zuclopenthixol Decanoate,1,34.52093
2019-01-01,EMIS,L85023,11X,0402020Z0,Zuclopenthixol Decanoate,4,11.69467
2019-01-01,EMIS,K81086,15D,0402020Z0,Zuclopenthixol Decanoate,1,29.25833
2019-01-01,EMIS,N82087,99A,0402020Z0,Zuclopenthixol Decanoate,1,34.52093
2019-01-01,EMIS,L83097,15N,0402020Z0,Zuclopenthixol Decanoate,2,9.82909
2019-01-01,TPP,Y01118,02R,0402020Z0,Zuclopenthixol Decanoate,5,83.04857999999999
2019-01-01,EMIS,E84021,07P,0402020Z0,Zuclopenthixol Decanoate,2,6.07213
2019-01-01,EMIS,P84010,14L,0402020Z0,Zuclopenthixol Decanoate,2,55.43103
2019-01-01,EMIS,L81017,15C,0402020Z0,Zuclopenthixol Decanoate,2,55.43103
2019-01-01,TPP,B85652,03J,0402020Z0,Zuclopenthixol Decanoate,3,138.07132000000001
2019-01-01,EMIS,N81075,02E,0402020Z0,Zuclopenthixol Decanoate,4,11.69466
2019-01-01,EMIS,H85041,08X,0402020Z0,Zuclopenthixol Decanoate,1,29.25833
2019-01-01,EMIS,N84021,01V,0402020Z0,Zuclopenthixol Decanoate,2,10.05389
2019-01-01,EMIS,G81084,09P,0402020Z0,Zuclopenthixol Decanoate,1,2.92367
2019-01-01,EMIS,F84119,07T,0402020Z0,Zuclopenthixol Decanoate,3,38.25413
2019-01-01,TPP,D81034,06H,0402020Z0,Zuclopenthixol Decanoate,1,11.80706
2019-01-01,EMIS,L82009,11N,0402020Z0,Zuclopenthixol Decanoate,1,34.50853
2019-01-01,TPP,A81026,00M,0402020Z0,Zuclopenthixol Decanoate,3,41.74187
2019-01-01,EMIS,A82008,01K,0402020Z0,Zuclopenthixol Decanoate,5,20.46566
2019-01-01,EMIS,F86036,08W,0402020Z0,Zuclopenthixol Decanoate,10,61.09068
2019-01-01,EMIS,F82612,07L,0402020Z0,Zuclopenthixol Decanoate,1,69.02946
2019-01-01,TPP,L83058,15N,0402020Z0,Zuclopenthixol Decanoate,2,98.28779
2019-01-01,TPP,F82680,07L,0402020Z0,Zuclopenthixol Decanoate,1,69.02946
2019-01-01,EMIS,M83139,04Y,0402020Z0,Zuclopenthixol Decanoate,1,5.95973
2019-01-01,EMIS,L83013,15N,0402020Z0,Zuclopenthixol Decanoate,2,9.82909
2019-01-01,EMIS,F82009,08F,0402020Z0,Zuclopenthixol Decanoate,1,14.74001
2019-01-01,EMIS,K84002,10Q,0402020Z0,Zuclopenthixol Decanoate,2,40.36826
2019-01-01,TPP,L84045,11M,0402020Z0,Zuclopenthixol Decanoate,1,11.80706
2019-01-01,Vision,M84011,05H,0402020Z0,Zuclopenthixol Decanoate,3,35.33046
2019-01-01,EMIS,F85030,08D,0402020Z0,Zuclopenthixol Decanoate,6,63.15322
2019-01-01,Vision,L84009,11M,0402020Z0,Zuclopenthixol Decanoate,4,11.69466
2019-01-01,EMIS,P92026,02H,0402020Z0,Zuclopenthixol Decanoate,1,34.52093
2019-01-01,EMIS,F81052,06T,0402020Z0,Zuclopenthixol Decanoate,1,5.95973
2019-01-01,EMIS,E85682,07W,0402020Z0,Zuclopenthixol Decanoate,1,29.25833
2019-01-01,EMIS,E86017,08G,0402020Z0,Zuclopenthixol Decanoate,1,14.74001
2019-01-01,EMIS,K81042,15D,0402020Z0,Zuclopenthixol Decanoate,1,34.52093
2019-01-01,EMIS,F83008,08H,0402020Z0,Zuclopenthixol Decanoate,2,69.04186
2019-01-01,EMIS,K82038,14Y,0402020Z0,Zuclopenthixol Decanoate,1,3.03607
2019-01-01,TPP,D82053,06V,0402020Z0,Zuclopenthixol Decanoate,5,22.58184
2019-01-01,TPP,D81046,06H,0402020Z0,Zuclopenthixol Decanoate,4,11.69467
2019-01-01,EMIS,J82034,11A,0402020Z0,Zuclopenthixol Decanoate,3,21.05346
2019-01-01,TPP,K82054,04F,0402020Z0,Zuclopenthixol Decanoate,1,11.80706
2019-01-01,TPP,C82667,04C,0402020Z0,Zuclopenthixol Decanoate,5,136.47996
2019-01-01,TPP,C82041,04V,0402020Z0,Zuclopenthixol Decanoate,6,51.666830000000004
2019-01-01,EMIS,G85044,08K,0402020Z0,Zuclopenthixol Decanoate,2,69.02946
2019-01-01,EMIS,F86062,08W,0402020Z0,Zuclopenthixol Decanoate,1,58.50427
2019-01-01,EMIS,P85602,00Y,0402020Z0,Zuclopenthixol Decanoate,1,27.71551
2019-01-01,EMIS,P92616,02H,0402020Z0,Zuclopenthixol Decanoate,1,5.95973
2019-01-01,TPP,C82024,04C,0402020Z0,Zuclopenthixol Decanoate,2,19.87369
2019-01-01,EMIS,M86020,05A,0402020Z0,Zuclopenthixol Decanoate,1,29.25833
2019-01-01,TPP,E85739,07Y,0402020Z0,Zuclopenthixol Decanoate,1,5.95973
2019-01-01,EMIS,L81089,15C,0402020Z0,Zuclopenthixol Decanoate,1,34.52093
2019-01-01,TPP,B86017,15F,0402020Z0,Zuclopenthixol Decanoate,1,29.25833
