bnf_code,squ
0408020V0AAAKAK,ml
090607000BBLPA0,unit
0106040G0BEAAAA,ml
0503010F0BBAAAA,unit
0202030S0AADIDI,ml
0304010ACBBAAAA,unit
1304000V0AAEUEU,g
1108010K0AAAWAW,ml
0704040G0AAADAD,unit
1001030U0BHAACF,ml
0603020T0AABGBG,ml
1307000K0BBAAAA,ml
0902021X0AAAAAA,unit
190205500BCNVA0,ml
0407020ADBJABAD,unit
0409020S0AAACAC,unit
0402010S0AAANAN,ml
0409010H0AAARAR,unit
0601011N0BHACAM,unit
0206040AFAAAAAA,unit
0906040G0AADSDS,ml
0208010P0AAADAD,unit
0410030E0AAAQAQ,unit
040201030AAAFAF,unit
040801060AACFCF,ml
0802020G0BHACAD,unit
090605000BBIHBB,unit
1002010M0AAAIAI,ml
0906040G0BFABBR,unit
0906040N0AAEIEI,ml
0409010T0BBABAC,unit
0410000P0BHAMBH,unit
0602010M0AAAQAQ,unit
0103050R0AAACAC,unit
1106000AEBBAAAA,ml
1311030S0AAABAB,ml
0212000K0BBAAAA,unit
0404000U0BCAFAE,unit
0601023AVBBAAAA,unit
0905012I0BBACAC,unit
1306010C0BGAEAC,g
130802000BBEAA0,unit
0501013B0BHACAS,ml
0206020C0BVACAE,unit
1001010J0B4BBBQ,unit
1305020V0BCAAAA,g
040702040BEAGAM,unit
1001030C0AAAHAH,ml
1310030C0AAAAAA,g
0202010D0AABWBW,ml
0101010N0BCAAAA,ml
1302010F0AAAPAP,g
0209000A0AABBBB,ml
0801030P0AAANAN,unit
0904010A0BCASBF,g
0404000L0BFAFBA,unit
0207020Y0AAACAC,unit
0303010Q0BBAFAB,unit
0206040AFBCACAC,ml
0904010U0BDATAA,g
0904010A0BGAJBF,g
1310050S0BBAAAA,g
0502000K0AAAGAG,ml
0601060D0CQAAA0,unit
0209000A0AAAJAJ,unit
1305020S0BGAAA0,ml
0205040D0AAAYAY,ml
0103010N0BCABAB,unit
0408010G0AAAPAP,ml
0801050ATBBAAAA,unit
0503010ANAAAAAA,unit
1305020S0AADFDF,g
0407020A0BHAAAE,unit
0501012G0BBAGAE,unit
0103010T0BBAHAP,unit
0704050Z0AAAIAI,ml
1313020A0AAABAB,ml
0901030J0BBANAN,unit
090402000BBTCA0,ml
090402000BBJDA0,ml
190400000AACCCC,g
0904010Q0BIACAQ,g
1311020L0BGADAF,ml
0601022B0BHAAAR,ml
090401000BBEQA0,g
0906060Q0BCAAAE,unit
0407020ADBMAHAI,unit
0704010M0BBAAAA,unit
0603010I0AABZBZ,ml
0401020B0AAAAAA,unit
190500000BBDLA0,unit
0601023R0AAAAAA,unit
0901011S0BBADAA,ml
0206020C0BVAAAV,unit
0601021A0BCAAAB,unit
0404000L0BFAFBH,unit
090607000BBKQA0,ml
120305000BBAWA0,unit
0106040N0BCAAAC,unit
0310000N0AAABAB,ml
1307000Q0BBAFAA,unit
0409010W0BEACAH,unit
0402010D0AAAEAE,unit
0302000N0BCADBE,unit
0407010F0BXAAAX,unit
0802030F0BCABAB,unit
1103010G0BDAAAF,ml
0501050H0BDANAL,ml
0902021N0BGAAA0,ml
1311070S0BBASAA,unit
090607000BBIKA0,unit
1304000H0BDAABA,g
1001010AJAAADAD,unit
1104020T0BXAAAA,ml
0207020Y0AAAFAF,unit
1502010J0BBA1A3,unit
0601023AKBBAAAA,unit
0601060D0BHAEA0,unit
1001010R0AAABAB,unit
0802020G0BBAAAG,ml
0304010W0AAATAT,unit
0103010D0AAAAAA,unit
1106000ALBBAAAA,ml
0802040A0BBAPAK,unit
0409010N0AAANAN,ml
1312000G0AAACAC,ml
0904010H0BJASAA,g
0202040G0BCAAAA,unit
0401020P0AABIBI,ml
0208010ABBBADAD,unit
0401020P0AABHBH,ml
0601021A0AAAAAA,unit
0408010U0AAASAS,ml
0704010U0AAAAAA,unit
0802010N0AAAAAA,unit
1201030H0BBAAAA,ml
0103010T0AAASAS,ml
0105010B0AAAVAV,ml
090401000BBLCA0,unit
090401000BBKNA0,unit
0904010ADBDBTAA,g
0206020R0AABPBP,ml
0407010H0CSAADM,unit
0108010S0BKADA0,g
0408010AEBDAHAG,unit
091200000BFAKA0,unit
190205500BCMLA0,ml
0904010I0BYAABJ,g
090402000BBRRA0,ml
0102000J0BBAEAC,unit
0904010U0BNAJAA,g
0106040R0BBAAAF,unit
090401000BBJYA0,g
0408010AKBBAFAF,unit
0906040G0AACECE,unit
1305030A0BBAAAA,unit
0902013S0AAANAN,unit
0603020I0BBABAC,unit
0202010D0AABIBI,ml
0501130R0AABLBL,ml
090401000BBMGA0,ml
090402000BBRXA0,ml
0905013A0BEAAAE,unit
0203020L0AAABAB,unit
0801050AMBBAAAA,unit
1404000H0AAAKAK,unit
0410000P0BHACAP,unit
130201000BBKFA0,g
130801000BBPEA0,ml
1310011P0BCAAAJ,g
1001030X0BBAAAA,unit
0206010K0BTAFAP,unit
0402010D0AABDBD,unit
0604020M0BBAAAA,unit
090401010BJACAA,g
0906040C0BBABAB,unit
1202010Y0BBAAAA,unit
090605000BBJHA0,unit
0403030P0BBADAK,unit
0206010K0CKAAAE,unit
0403030Q0AAAPAP,ml
0904010A0BFAFBF,g
0904010Q0BKACAQ,g
130201000BBATAS,ml
0401010F0BBAAAA,unit
0410000N0AAAJAJ,ml
1202010I0BEAAAF,unit
0301011R0BEAZBE,unit
0205052N0BBADAH,unit
0410020B0BIABAQ,unit
0603020G0AABUBU,ml
0407010F0BBABAC,unit
0407010ABBCAAAB,unit
190205500BBHXA0,ml
0906031C0BBABAL,unit
091000000BBWHA0,unit
0208020W0BBAAA0,unit
0402010A0AAAEAE,unit
0501013C0BCACAE,unit
0202010P0BGAAAD,unit
0206020T0BMAAAU,unit
0407020ADAAALAL,unit
090401080BPABBD,g
1306010V0AAALAL,g
091200000BFPXET,unit
091200000AADEDE,g
0501021B0BBABAB,ml
0202020L0BIAGBS,unit
0501090K0AACPCP,ml
0906040K0BBAAAA,ml
0904010ADBDADAC,unit
1001010J0B4ARBM,unit
0801030P0BEADFH,unit
0904010K0AAABAB,g
0906040G0AABYBY,unit
0501060E0BBAAAA,unit
0904010H0BEADAA,g
0309010X0BQAAAC,ml
0103010H0BBAAAA,unit
0906040G0CIAKCR,unit
1003020P0BLAAAC,g
0205052AEBBAAAA,unit
1103010AGAAAAAA,ml
0405010P0BEAAAB,unit
0906040N0AADEDE,ml
0407020A0BNAEBL,unit
0501050A0AAAGAG,unit
090402000BBMRA0,ml
0406000L0AABEBE,ml
0407020ADBKACAG,unit
0409010D0AAAAAA,unit
0906022K0AAAAAA,unit
0205052R0BCABAB,unit
0503021A0BBABAC,unit
0402010ADAAAFAF,unit
1305020C0AAARAR,g
0101010R0BHAAAA,unit
090900000BBCYA0,ml
1001050A0BQAAAL,unit
040702040BFAAAU,unit
0410000M0AAAUAU,ml
0404000R0BBAAAA,unit
0501120P0AAAAAA,unit
1310020Z0BCABAE,g
0801050AAAAABAB,unit
0408010G0BBAAAA,unit
0704010U0AAAFAF,ml
0501090N0AAAAAA,unit
1202010V0BBAAAA,unit
0902021S0BHADAB,unit
1001010X0AAAAAA,unit
1306010C0BJABAH,ml
0901011W0AAAAAA,ml
0103050L0AAAUAU,ml
0904010A0BFAJBF,g
0603020J0BBAAAE,unit
0204000H0AAAMAM,unit
091200000BCZXA0,unit
010102100BBAYA0,unit
0802010G0AAAVAV,ml
0212000V0BBAAAA,ml
0504010Y0AABDBD,ml
0302000C0AABVBV,unit
0501020R0AAABAB,unit
0904010U0BQAAAA,g
0501023A0BBACAC,unit
0406000L0AABLBL,ml
1307000C0BBAAAB,g
1105000E0BCABAC,ml
0603020T0BLADAX,unit
0409020S0AAAHAH,ml
0408010C0BCACAD,unit
0602010V0AAAFAF,unit
0407020Q0AADKDK,ml
0501021E0BBAAAA,unit
0202030X0AAAAAA,unit
1108020AHAAAAAA,ml
0406000S0BCAAAA,unit
0403040ABBBACAC,unit
0209000C0BBABAE,unit
1203010T0AAAAAA,g
0906011H0BKAAAA,unit
0205051K0BCAAAA,unit
1305020S0AADKDK,g
1304000F0AACICI,g
0901012M0BBAAAA,unit
1502010C0BBAIAB,unit
0601012W0BBAAAA,unit
0906040G0DTABDX,unit
0408010X0AAAYAY,ml
1502010J0AACUCU,unit
0904010ADBDBCAA,g
1001010F0BBABAB,unit
0501090R0AAABAB,unit
0105000H0BDAGAU,unit
0202010D0AABHBH,ml
0407020AFAAAEAE,unit
0901020G0BGADBF,unit
0905030G0AABYBY,g
091102000BBAPA0,unit
1404000AABDAAA0,unit
0407010F0BRABAF,unit
0303010Q0AAAEAE,unit
0904010AEBCABAA,g
0604011L0BHABAX,unit
0206020C0AABABA,unit
0102000Y0AAAFAF,unit
0501030P0AAAGAG,unit
0703022N0BBAAAA,unit
0904010H0BJABAA,g
1306010T0AABEBE,g
090402000BBYXA0,unit
1304000V0AACNCN,g
0906011H0BFABAA,unit
0905011K0AAAUAU,ml
0603020T0BLACBK,unit
0402030K0AAACAC,unit
0205040M0AAAMAM,ml
040702040BKABAD,unit
0409020S0AAAGAG,ml
0407020Q0AAA4A4,unit
0503010L0BBACAC,unit
0904010ADBMABAA,g
091200000BFUHA0,unit
0109010R0BBABA0,unit
0408010C0AAAUAU,unit
0202040G0BCABAB,unit
1304000F0BBAKCA,g
0803041U0BBAAAA,unit
0407020A0BFAFBW,unit
090401000BBJSA0,unit
0304010AFBBAAAA,unit
1201010U0BBAAAA,ml
0202030S0AADUDU,ml
0902021G0BFAHA9,unit
0905013F0BDAAAF,unit
0703010P0BIAAAA,unit
120101050BBAAAA,g
0501050B0BBAGAG,unit
1103010G0AAAHAH,ml
1405000C0BVAAA1,unit
0106020I0AAAKAK,unit
0901060K0BBACAA,unit
091000000BBNIBL,unit
0101021C0BIAABX,unit
1202010L0AAAAAA,unit
0408010C0BBAAAB,unit
0410030E0BDAAAA,unit
0906012B0BGAAAD,unit
090601100BBGLA0,unit
0202030S0AACWCW,ml
090401080BJAHBD,g
0408010F0AAACAC,unit
091200000BEYEA0,unit
1001010L0BDABAJ,unit
040702040BLABAD,unit
1502010C0BBAHAK,unit
0402030P0BCAAAI,ml
0411000E0BKAAAF,unit
0501013B0AAAAAA,unit
1202020P0AAABAB,ml
0410000M0AAAZAZ,ml
040702050BBADAG,unit
0304010J0AAAIAI,ml
091200000AABVBV,unit
0901030L0BBAHAH,unit
0906011H0BBACAG,unit
030800000BDBMA0,ml
1304000G0AACQCQ,g
0902021S0BFADAB,unit
0407041ABAAAAAA,unit
0906040G0AAANAN,unit
0403040W0BDABAE,unit
0601060D0DSAAA0,unit
0106050B0BEABA0,unit
1502010J0AAAKAK,ml
0309020H0BEABAE,ml
0208010E0BCABAD,unit
090401050BEAAAA,g
0107010N0BCABAD,g
0407020Q0BKAEEI,unit
0904010H0BEAHAA,g
190605000AAALAL,ml
0501012G0BGADAB,unit
0407010Q0AAAAAA,unit
090401010BIABAA,g
0704050ABBBADAB,unit
190500000AACACA,ml
130201100AAAMAM,g
0407020Q0BMABAL,unit
0102000P0AAAAAA,ml
0501020L0BBAHAI,unit
0802040X0BCAAAB,unit
1203040U0BIAAAB,ml
0501120N0BBABAF,ml
1203040I0BBAAAD,ml
090402000BBJSA0,ml
1001010AABBAAAA,unit
0902021G0BEABAY,unit
091000000BBKBA0,unit
090402000BBELA0,g
0602010V0AADDDD,ml
0302000N0BDABBK,unit
0407020K0AABCBC,unit
190606000BCQNA0,ml
1302010U0BGABAL,ml
0904010AABJAFAL,g
0206020C0BFAIAW,unit
0410000P0BBBBBT,unit
0411000F0BFAAAE,unit
0904010A0BGAVBF,g
120305000BBAQA0,unit
0106040M0BGAFAA,unit
040702050BBAAAE,unit
090401080BPAKBD,g
1003020F0BBAAAA,g
1310020A0AAAAAA,ml
130801000BBDYA0,ml
0307000C0BDABAA,unit
0901011P0AABDBD,ml
0205052I0AAACAC,unit
0902012L0AACICI,ml
0206020K0AAAAAA,unit
0406000ACBBAAAA,unit
0310000N0BQAAAA,unit
010300000BBACAC,unit
1001010C0CKABAN,unit
1501010F0BBAAAB,unit
0906040N0AADKDK,ml
090402000BBXMA0,g
0407010F0BCABAB,unit
0403010B0AABBBB,ml
0206010K0BVABAH,unit
0401010B0AAAYAY,ml
0106010E0BKAAAH,unit
090401000BBSFA0,g
1302011L0BKACAH,g
1106000C0BBAAAA,unit
0601040I0BBAAAA,unit
1304000G0AABABA,g
091200000BDUUA0,unit
0408010H0BBADAP,unit
0902012H0BIABAF,unit
120303000BBBRA0,unit
0208010D0BBAHAH,unit
0703010H0BHAAAE,unit
0601021M0BHAAAM,unit
0206020T0BJAAAH,unit
0802010G0AACICI,ml
0307000C0AAAMAM,unit
040801050AABUBU,ml
0407030ABBBABAB,unit
0901020G0AACGCG,ml
0407020Q0BHAGCN,ml
0503010AKBBAAAA,unit
190400000AAPGPG,g
190605000AABLBL,ml
091200000BFAZDJ,unit
0906040N0BPAAER,unit
090602800AACYCY,unit
1304000V0AACFCF,g
0904010H0BLAFAA,g
0106070C0BBAAAA,unit
0410000P0BHAKBG,unit
0501060D0AAAPAP,ml
1203020H0BDAAAD,unit
0904010A0BFADBF,g
0902012H0BBALAJ,unit
0101021B0BEBEAL,ml
0703010G0AAACAC,unit
0704010U0BXAAAA,unit
1311040I0AAADAD,ml
0407010B0AAAFAF,unit
1108010E0AAAAAA,ml
1202010U0AAAAAA,unit
090602800BBJGA0,unit
1310040F0BBADAF,ml
0605010S0BEAHBV,unit
0101010F0AAAUAU,unit
090900000BBKMA0,unit
1002020Y0BBABAB,unit
090501100BBAAAW,ml
0502030A0BDAAAI,unit
0501022A0AAABAB,unit
1001010APBCAAAA,unit
0407020A0BDACAG,unit
090401080BBADBD,g
090300000BBCEA0,unit
1202010M0BCAAAC,unit
0501090K0AABIBI,ml
0403010X0BBADAD,unit
0904010H0BQAFAA,g
0408010W0AABYBY,unit
0101010F0BCAAAU,unit
1104020AEBBAAAA,unit
0704020J0AAAVAV,ml
0401010Q0AAAKAK,ml
0302000N0BJABBG,unit
0205020H0AAACAC,unit
0904010A0BBAHBF,g
0204000R0BVABCX,ml
130201100AAAAAA,ml
0604011L0BEACAK,unit
1301010V0AAABAB,g
0602010Z0BBAAAE,unit
1311060Q0AAALAL,ml
0904010AQBBAGAA,g
110900000BBDZA0,ml
0601023B0BBACAC,unit
0902012L0AABTBT,ml
1203030N0BCABAD,g
1103010AFAAAAAA,ml
0601060D0DIAAA0,unit
190400000AARHRH,g
0204000R0AAABAB,unit
0408010N0AAASAS,unit
0104020L0BBAAAA,unit
090401080BGAHBD,g
0904010A0BGASBF,g
0101021B0BQABAH,ml
0703010F0CEAAAJ,unit
1002010Q0AAABAB,unit
040801020BBAAAA,unit
0604011G0BJAABH,unit
190205500BCNPA0,ml
1103010B0BBABAD,g
130501000BBBKA0,g
040702040BUACAE,unit
0901020N0BEAAAM,unit
130802000BBBBAA,g
0501050B0BBADAD,unit
1404000X0BEAAAC,unit
0204000I0BCAEAA,unit
0503032K0BBAAAA,unit
091101000AABRBR,g
0603020T0AABCBC,ml
0408010U0AABCBC,ml
0102000L0AAAHAH,ml
0904010K0BEADAF,unit
0501021J0BBACAC,unit
091101000BBUMFT,g
090401000BBDTA0,g
0603020G0AABXBX,ml
120101000BBACA0,g
1203030X0BBAAAA,unit
0502000K0AABVBV,ml
0704050B0BEAABP,g
0202030C0AAAZAZ,ml
1001010ADBBAAAA,unit
1001030L0AAABAB,unit
0407010H0AAAWAW,ml
0801030H0AAAAAA,unit
091200000BFRRA0,unit
0403040W0AAATAT,unit
0107010J0BBAAAA,unit
0601021R0BBAAAA,unit
0803041B0AAACAC,unit
0902021S0BGACAZ,unit
0204000W0BBABAB,unit
0905012H0BBAAAA,unit
130201000BBHWA0,ml
0106040M0BCABAA,unit
0410030E0AAAIAI,unit
0906060Q0BBAAAC,unit
0410020B0BGACAR,unit
1001010J0BMAEAY,unit
0407020M0BCACA6,unit
0408010H0BBAHAC,unit
0407020ADBFAHAG,unit
0407020B0BNACAG,unit
130201000BBABA0,g
0302000C0BGABAB,unit
0411000F0BDAAAF,unit
0409010W0BBADAD,unit
1310012K0BBAAAQ,g
0402030K0AAAPAP,ml
1306010S0BCAAA0,g
1310050H0BBABAA,g
0409030C0AAAIAI,ml
0408010U0AABBBB,ml
0108010S0BKAAA0,g
1311060Q0BCAAAC,unit
1303000AABCAAAA,g
0410020B0BBAAAA,unit
0407042Q0BBACAA,ml
1001010C0CGAAAF,unit
091000000BBKWA0,unit
0206020M0BBABAB,unit
090900000BBKHA0,unit
1306010AAAAAAAA,g
130201000AADJDJ,g
0607010T0BBAAAA,unit
0408010A0BCAEAJ,unit
0604011K0BBABAB,unit
1304000V0BTAAAJ,g
090602500BBAFA0,unit
0902021G0BBAIAU,unit
090501300BBAJA0,unit
0803043N0AAANAN,unit
0605010N0BFABAG,unit
0403010C0BBABAB,unit
0503010Q0BCABAD,unit
0904010H0BSAEAA,g
1404000F0BKAAAV,unit
0906022K0AAAQAQ,unit
0205051J0BBAAAA,unit
090501300BBESA0,unit
0202010D0AADBDB,ml
190600000AAAQAQ,ml
1501041T0AAARAR,unit
0402010J0AAAVAV,ml
0401010ADAAANAN,unit
1310020U0AAAEAE,g
090402000BBSQA0,g
0206010I0BGAFA0,unit
1001010N0BBACAB,ml
0906060L0AAAMAM,ml
0303010D0BBACAB,ml
040801060AAA3A3,ml
0205051F0AACHCH,ml
0408010N0AADQDQ,ml
0901020G0BRAABF,unit
0906011H0AAAAAA,unit
0206020A0AAAJAJ,ml
0901030J0BBATAT,unit
0103050L0AAAPAP,ml
090402000BBISA0,g
0106020B0AAAFAF,unit
0501040U0BBABAB,unit
0802010G0BHAAAE,unit
0704020N0AAABAB,unit
091104000BBJSA0,unit
0501021D0AAAAAA,unit
0906040N0BBACEV,unit
090602700BBEGA0,unit
1108030ABBBAAAC,unit
1203030A0BCADAA,unit
1203030A0BHAAAA,unit
0407010AABCAAAB,unit
090402000BBPMA0,unit
0409030C0BCAAAA,unit
0906040P0BBABAB,unit
0304010ABBBACAD,ml
0103050E0BDABAG,unit
0601060D0DMAAA0,unit
0501011J0BCAAAF,unit
0407010ABBBAHAB,unit
0406000M0BBABAB,unit
0205051I0AABQBQ,ml
0803042S0BDAAAC,unit
0408010U0AABABA,ml
0203020D0AACHCH,ml
0601060D0BEABA0,unit
0407020Q0AAAHAH,unit
090504100BBBRA0,unit
0906040G0BJADBH,unit
0504010Y0AAAXAX,ml
0206020T0AAAUAU,unit
0105010B0BDADAL,unit
0103010T0AAAAAA,unit
0409030R0AAAAAA,unit
0501090H0AABCBC,ml
190205500BCGLA0,unit
1106000Z0AAABAB,ml
0410020B0BBAIBD,unit
1309000H0BBAFAK,ml
0202010P0AAAAAA,unit
091200000BFPAEC,unit
190205500BBJCA0,ml
0904010ABBIAAAA,g
1001010C0BQAEAL,unit
1203030N0BNACAI,g
0906022K0BDAAAG,unit
1404000M0BBABAF,unit
0204000H0BJAAAA,unit
0206020R0CIAAAN,unit
0205051AAAAABAB,unit
0407020L0BBAAAB,unit
1310050J0BCAAAA,g
0204000T0BCADAH,unit
0304010Y0BBAAAD,unit
0104020L0AAAFAF,ml
1001050A0BFAEA0,unit
0309020G0BMAAAB,ml
0501014S0BBABAB,unit
100101040AAADAD,unit
0409010W0BDAIAH,unit
1305020C0AAEQEQ,g
0904010H0BEAIAA,g
0403010F0AAAAAA,unit
0904010H0BDAPAA,g
0109040N0BDADAU,unit
0904010U0BDALAA,g
0904010AFBBABAA,g
0208010K0AAA4A4,unit
0407010ADBCAAAB,unit
0302000C0BJADBH,unit
0901011F0BDABAI,ml
0902021X0AAADAD,unit
0601060U0BQAAA0,unit
0403010F0BBACAC,unit
0407041F0BGAAAJ,unit
0407010H0CIAABG,ml
1310020A0AAACAC,ml
0202040S0AAAMAM,unit
1305020C0AAEWEW,g
0902012L0AACGCG,ml
0204000I0AAADAD,unit
0407020A0BVADAG,unit
0906023N0AAAIAI,unit
091000000BBNRA0,unit
0908010C0BBAEAI,unit
1305020C0BHABBB,ml
1003020H0AAABAB,g
0501020Q0AAABAB,unit
0204000R0BDAFAA,unit
0502050B0AACDCD,ml
0206020C0AAAWAW,unit
0704020J0BGABAT,unit
0501030I0BEADAE,unit
1104010S0AAASAS,ml
1311040K0BBAAAT,ml
0404000D0BFAAAE,unit
0904010T0BJACAD,g
0405010T0BBAAAA,unit
0607020E0BBABAB,unit
0407020C0AAADAD,unit
090401000BBVBA0,unit
1106000I0BBABAB,ml
1307000K0BBACAB,g
0205020E0BBAAAC,unit
1001040A0BBAAAA,unit
1003020P0BCAHAG,unit
091101000BBUIA0,unit
0803043N0BBADAD,unit
0607020C0BBAAAB,unit
0404000S0AAAGAG,ml
0501090H0AABDBD,ml
0802020T0AAAXAX,ml
0803020L0AAAAAA,unit
0302000K0BBAGAI,unit
0501012G0AAABAB,unit
0605010I0BBAFAF,unit
0404000U0BCAEAC,unit
0503021C0BDAAAE,unit
0501090N0AABBBB,ml
0402020G0AAACAC,unit
0206020C0BJAAAT,unit
0304010N0BHADAG,unit
0407020Q0AAFSFS,g
1310050D0BMAAAA,g
0301040U0BBAAAA,unit
0101012B0AABXBX,ml
0403040X0AAAKAK,ml
0906040N0BZAAA6,unit
1002010Q0AABDBD,ml
1001010K0BLAAAD,unit
0407020K0AAEIEI,unit
1308010Z0BBABAB,g
0703010E0BBAAAA,unit
090607000BBLGA0,unit
0602010V0BHAAFZ,ml
0403010T0AAACAC,unit
0601021P0BCADAB,unit
1311070S0BBAPAA,unit
0409010H0BDABAL,unit
0407020ADBHACAE,unit
0105010B0BDAEAK,unit
0502050B0AAAKAK,ml
0407010B0AAABAB,ml
0601012F0BBADAD,unit
0906050P0AAAAAA,unit
1305010I0BRABAN,unit
0601012S0BDAAAB,unit
1501041T0AAANAN,unit
0205040S0BBABAC,unit
0104010H0AAACAC,ml
0105010B0BIAAAS,unit
0402010ABBBACAC,unit
090401000BBURA0,g
0603020S0BBADAD,unit
0206020B0BBAAAA,unit
0906040G0BIAHCK,ml
0401020P0AACGCG,ml
0406000L0BBAAAT,unit
090402000BBPBA0,unit
0309020D0BBABAA,ml
0101021B0BEAUA0,unit
1311020L0BRABAX,unit
0501021J0AAACAC,unit
0309020V0BEAAA0,g
1001010C0CCAFAF,unit
0103010T0BWAAAP,unit
0208020V0AAAIAI,ml
0402010J0AAAGAG,ml
0904010ADBDBMAC,unit
0906022K0BCABAB,unit
0604011G0BKACBP,unit
0205052A0AAABAB,unit
090602700BBDNA0,unit
0503021E0BBAAAA,unit
0107040A0BBABAI,g
0904010Q0BJAAAQ,g
0301011R0BLACAJ,unit
091200000BEBVA0,unit
0407020ADBCAGAQ,unit
0906040G0BIAABI,unit
0204000N0BHAAAF,unit
0206010K0BHAAAF,unit
0904010A0BGBABF,g
0407041Z0AAADAD,unit
0501120L0AAAJAJ,unit
140400030BBAFAJ,unit
1404000G0BDABAE,unit
050301000BBAFA0,unit
0208020Z0BBABAB,unit
0704010U0BQAAAA,unit
0402020ABBBACAC,unit
1001030X0BBACAC,unit
1106000I0AAACAC,unit
1304000F0AACRCR,g
0902012L0AAAAAA,unit
090401000BBQGA0,unit
131002030BBAAAA,g
1003020N0BIADA0,unit
0902021Q0BCACAH,unit
190205500BCHJA0,ml
0205051F0AABRBR,ml
090501100BBCAAC,unit
0904010H0BDAFAA,g
0406000F0AAASAS,ml
0906022K0AAAGAG,unit
1001010L0BPAAAI,unit
0501021A0AAAJAJ,ml
0402020ABBBAEAE,unit
0402010ABBEABAY,unit
1001040K0BCAAAA,unit
0101021B0BEAKAL,ml
0205051J0AAABAB,unit
0702020F0BBAGAG,g
091200000BDUDCM,unit
1305020R0BBAAAA,g
0908010Y0AAAAAA,ml
1305020F0AAEXEX,g
1404000G0BEAAAH,unit
0501030F0BBAAAA,unit
130801000BBIDA0,ml
0904010ASBBABAA,g
0202010V0AAAHAH,ml
091000000BBWJA0,unit
0202010D0AACBCB,ml
0901011Q0BLAAAL,unit
0904010A0BMAABF,g
0410030C0AAAJAJ,ml
0407020K0AACZCZ,unit
0206020A0AAARAR,ml
0904010X0BGACAA,g
0607010B0AAAIAI,ml
091200000BEWBA0,unit
0402010A0BBAFAH,ml
1306010A0BBABAB,g
130201000BBMADM,g
0407010H0AAAMAM,unit
190603000BBCFA0,ml
0904010A0BFALBF,g
0408010F0AACACA,ml
1001040K0AAAFAF,unit
0601021H0AAAKAK,ml
0105010E0BBAEAE,ml
0904010U0BDAKAA,g
0102000L0AAAKAK,ml
0302000C0BGAAAA,unit
090402000BBZLA0,unit
0206010K0CIADAE,unit
1001010J0BCADAC,ml
1106000Z0AAACAC,ml
0704040S0BFAAAC,ml
0403030P0BBACAG,ml
0204000N0BFAAAB,unit
0501021A0BBAEAG,unit
0205052B0AAADAD,ml
1202010C0BBADAD,unit
0406000L0AAAYAY,ml
0601022B0AAAQAQ,unit
0602010V0AACJCJ,unit
0411000G0BGAAAH,unit
0905021I0AAAKAK,ml
0202010D0BCAAAU,ml
0904010T0BEACAD,g
1307000M0BQAEBS,unit
130802000BBDVA0,unit
0409020N0AAAKAK,ml
0206010K0BTAAAC,unit
1311020L0AAAIAI,ml
0206020F0AAAIAI,ml
0501013K0AAADAD,ml
090401000BBUFA0,unit
0402010ABBDABAW,unit
0304010H0BBAAAB,unit
090401000BBHVBK,unit
0301011R0AAAZAZ,unit
0204000R0AAAGAG,ml
0101021C0AACMCM,ml
0501120N0BCAAAA,ml
0301011V0BDABAG,ml
0802020T0BEACAF,unit
0101010Q0BDAAAA,ml
1310020Z0BCAAAD,g
0904010Z0BFAGAA,g
0501120X0AAABAB,unit
1305020S0AADLDL,g
131500000BBAQA0,g
1108020J0BBAAAA,ml
0501021D0BBABAB,unit
0503010K0BBABAB,ml
091104000BBKWA0,unit
0307000C0BEABAK,unit
0205052C0BCACAD,unit
1001010J0CJACAU,unit
1309000H0BBAEA0,unit
0704020J0BCAGAS,unit
090402000BBASA0,ml
091200000BFJHA0,unit
0205040D0BBABAB,unit
0407020ADBMAFAR,unit
0304010J0AAAHAH,ml
0205051I0AABVBV,ml
0901011C0BDAAAC,unit
0309020H0BFABAM,ml
1311070S0BEAAAA,unit
0504010F0BCAAAA,ml
0207030A0AAADAD,unit
090900000BBIZA0,g
1002010Q0AAAPAP,ml
0409030R0AAABAB,unit
0301040V0BBAAAA,unit
0205051L0AAAMAM,ml
090402000BBCQA0,unit
0202010B0AAABAB,unit
0307000J0BBAAAA,unit
0403030Q0AAABAB,unit
0906012B0BHABAC,unit
0402010W0AAAYAY,ml
091200000AAECEC,unit
0212000B0AAAQAQ,ml
1201030N0BDAAAA,ml
0304010I0BJAAAA,unit
0801050AABBAAAA,unit
0302000V0BBAAAA,unit
0206010K0BKAAAE,unit
0906040G0BWAWDK,unit
1202020I0BBABAB,unit
0407010F0BVACAW,unit
1311010A0AAADAD,ml
0906040G0AAAYAY,ml
0309020G0BNAGAB,ml
0310000N0BBACAL,ml
0306000P0AAABAB,unit
0501050H0AAANAN,ml
0904010A0BGAUBF,g
0501120L0BBAHBE,unit
130201000AADNDN,g
0501020W0BBADAD,unit
090401000BBUAA0,ml
0601022B0BIAAAS,unit
0408010A0BBADAH,ml
0409010H0BDACAM,unit
020400040BEAAAA,unit
1302010F0AAAJAJ,g
0501100J0AAABAB,unit
0906011H0DIAAAG,unit
1106000Z0BGAAAR,g
0904010H0BJAQAA,g
090401000BBGWBA,ml
0202020L0AADJDJ,ml
0205052I0BCACAC,unit
0904010H0BJAHAA,g
0906031C0CBAABJ,unit
0401010ADAACGCG,ml
0206010F0BGABAV,unit
090900000BBBGA0,unit
0309020G0BLAAAG,ml
0106020I0BDAAAG,unit
091000000BBNKA0,unit
