month,pct,items_more_than_twenty,items_more_than_ten,items_more_than_eight,items_more_than_six,items_more_than_four,all_items
2019-07-01,04L,0,0,0,0,0,4255
2019-07-01,06L,0,0,0,0,2,11436
2019-07-01,06Y,0,0,0,1,4,6425
2019-07-01,07J,0,0,0,0,1,7264
2019-07-01,07K,0,0,0,0,1,7991
2019-07-01,06Q,0,0,0,0,2,11920
2019-07-01,07G,0,0,0,0,2,6001
2019-07-01,99F,0,0,0,0,1,5172
2019-07-01,04F,0,0,0,3,5,6714
2019-07-01,04G,0,0,1,1,3,19076
2019-07-01,06F,0,0,0,2,3,13363
2019-07-01,06N,0,0,0,0,4,13420
2019-07-01,04D,0,0,0,2,4,7783
2019-07-01,99D,0,0,0,0,0,5234
2019-07-01,05D,0,0,0,0,0,4951
2019-07-01,05N,0,2,2,2,11,9223
2019-07-01,07M,0,0,0,0,3,6946
2019-07-01,07R,0,0,1,1,5,4571
2019-07-01,08H,0,0,0,0,8,5674
2019-07-01,08N,0,0,0,0,2,6157
2019-07-01,08V,0,0,0,2,5,6626
2019-07-01,07W,0,0,0,1,9,7735
2019-07-01,08G,0,0,0,0,2,6492
2019-07-01,08Y,0,0,0,2,5,3814
2019-07-01,08A,0,0,0,0,1,7629
2019-07-01,08K,0,0,0,0,4,6043
2019-07-01,11X,0,0,0,1,5,13029
2019-07-01,11N,0,0,0,2,7,20258
2019-07-01,15N,0,1,1,3,15,33891
2019-07-01,09E,0,0,0,0,0,5603
2019-07-01,10E,0,0,0,0,4,5665
2019-07-01,09D,0,0,0,3,4,6365
2019-07-01,09G,0,0,0,0,11,12794
2019-07-01,09H,0,0,0,0,3,2895
2019-07-01,09Y,0,0,0,1,2,6019
2019-07-01,99K,0,0,0,0,1,3752
2019-07-01,10J,0,0,0,0,2,5436
2019-07-01,10K,0,0,0,0,5,4592
2019-07-01,10L,0,0,0,1,2,4581
2019-07-01,10V,0,1,1,1,6,5348
2019-07-01,11A,0,1,1,3,7,12800
2019-07-01,99M,0,0,0,1,1,4489
2018-02-01,08P,0,0,0,0,1,3560
2018-02-01,01W,0,0,2,2,6,9460
2018-02-01,08R,0,0,0,0,2,3882
2018-02-01,03H,0,0,1,1,3,6958
2018-02-01,04E,0,0,0,2,4,8258
2018-02-01,03K,0,0,0,0,1,6097
2018-02-01,00M,0,1,1,2,4,11721
2018-02-01,99A,0,0,0,0,9,23037
2018-02-01,06P,0,0,0,0,2,5947
2018-02-01,03T,0,0,0,0,5,8731
2018-02-01,08J,0,0,0,0,5,3420
2018-02-01,10V,0,0,0,0,4,5487
2018-02-01,99K,0,0,0,0,1,3517
2018-02-01,09F,0,0,0,0,2,5421
2018-02-01,01A,0,0,0,0,0,13659
2018-02-01,02T,0,0,0,1,3,6869
2018-02-01,09D,0,0,0,1,5,5897
2018-02-01,02W,0,0,0,0,0,4894
2018-02-01,02R,0,1,2,3,16,10533
2018-02-01,02P,0,0,1,1,7,11550
2018-02-01,09G,0,0,1,1,9,13230
2018-02-01,05J,0,0,0,0,2,4386
2018-02-01,02F,0,0,0,0,2,7414
2018-02-01,05X,0,0,0,8,11,5497
2018-02-01,08X,0,0,0,1,4,6204
2018-02-01,99J,0,0,0,1,5,11257
2018-02-01,02E,0,0,0,0,1,5712
2018-02-01,08W,0,0,0,0,0,5761
2018-02-01,15N,0,1,2,5,23,34458
2018-02-01,09N,0,0,0,1,3,3792
2018-02-01,12D,0,0,0,0,2,5090
2018-02-01,99H,0,1,2,2,2,5279
2018-02-01,09L,0,2,3,3,3,3203
2018-02-01,06L,0,0,0,0,2,10267
2018-02-01,03D,0,0,0,2,7,4013
2018-02-01,03N,0,1,1,7,15,18178
2018-02-01,01G,0,0,0,0,5,9865
2018-02-01,00L,0,0,0,2,7,10341
2018-02-01,06Y,0,0,0,2,3,6063
2018-02-01,03E,0,0,0,0,5,3457
2018-02-01,09W,0,1,1,1,1,7744
2018-02-01,08G,0,0,0,0,1,6075
2018-02-01,08F,0,0,0,0,4,6694
2018-02-01,09C,0,0,0,0,1,3159
2018-02-01,07V,0,0,0,0,0,8053
2018-02-01,11N,0,0,1,2,5,19365
2018-02-01,06H,0,0,0,1,3,24685
2018-02-01,01R,0,0,0,0,0,4925
2018-02-01,01C,0,0,0,1,2,4509
2018-02-01,07R,0,0,0,0,8,4060
2018-02-01,02H,0,0,0,0,2,12255
2018-02-01,05R,0,0,0,1,1,5859
2018-02-01,11E,0,0,0,1,1,4365
2018-02-01,02Q,0,0,0,0,2,4321
2019-06-01,02D,0,0,0,0,0,3590
2019-06-01,00C,0,0,0,1,3,3172
2019-06-01,00T,0,0,0,0,3,11276
2019-06-01,00V,0,0,0,0,1,6739
2019-06-01,00Y,0,0,0,0,0,8165
2019-06-01,01D,0,0,0,0,3,8281
2019-06-01,00Q,0,0,0,0,0,5818
2019-06-01,00R,0,0,0,0,2,6531
2019-06-01,01J,0,0,0,0,1,8481
2019-06-01,01T,0,1,1,2,3,6680
2019-06-01,01V,0,0,0,1,1,3293
2019-06-01,00P,0,0,0,2,3,11508
2019-06-01,03D,0,0,0,1,2,4115
2019-06-01,03E,0,0,0,0,6,3504
2019-06-01,03H,0,1,2,2,3,7162
2019-06-01,02P,0,0,0,0,4,11860
2019-06-01,05L,0,0,0,0,2,16473
2019-06-01,04L,0,0,0,0,1,3950
2019-06-01,06H,0,0,0,0,4,24808
2019-06-01,06M,0,0,0,1,5,7958
2019-06-01,06V,0,0,0,3,7,5677
2019-06-01,07J,0,0,0,0,1,6851
2019-06-01,06T,0,0,0,0,3,10802
2019-06-01,04G,0,0,1,3,5,18671
2019-06-01,06K,0,0,0,3,4,16414
2019-06-01,06N,0,0,0,0,1,12381
2019-06-01,06P,0,0,0,0,0,5793
2019-06-01,03W,0,1,1,1,4,8342
2019-06-01,04V,0,0,0,0,3,11636
2019-06-01,04Y,0,0,0,1,2,4583
2019-06-01,05N,0,2,2,3,10,8323
2019-06-01,05X,0,0,0,5,8,5547
2019-06-01,07L,0,0,0,0,1,5408
2019-06-01,07R,0,0,0,0,4,4322
2019-06-01,07T,0,0,0,2,4,4876
2019-06-01,08D,0,1,1,1,5,5260
2019-06-01,07W,0,0,0,0,5,7545
2019-06-01,07Y,0,0,0,0,4,4754
2019-06-01,09A,0,0,0,0,2,2918
2019-06-01,08A,0,0,0,2,4,7004
2019-06-01,08P,0,0,0,0,2,3346
2019-06-01,08Q,0,0,0,0,4,5258
2019-06-01,08R,0,0,0,0,1,3770
2019-06-01,08T,0,0,0,0,0,4536
2019-06-01,11N,0,0,0,1,7,19112
2019-06-01,15N,0,1,1,2,17,34117
2019-06-01,09E,0,0,0,1,1,5403
2019-06-01,10E,0,0,0,2,3,5305
2019-06-01,09D,0,0,0,2,5,5989
2019-06-01,09L,0,0,1,2,2,3227
2019-06-01,09Y,0,0,0,0,5,6299
2019-06-01,10K,0,0,0,0,2,4464
2019-06-01,10V,0,1,1,1,6,5308
2019-06-01,99M,0,0,0,1,3,4331
2019-02-01,01C,0,0,0,1,1,4641
2019-02-01,00D,0,0,1,1,3,13432
2019-02-01,00J,0,0,0,0,1,9281
2019-02-01,00M,0,0,1,1,3,12140
2019-02-01,00T,0,0,0,0,3,11470
2019-02-01,00V,0,0,0,0,1,6638
2019-02-01,01D,0,0,0,0,1,8643
2019-02-01,01W,0,0,1,3,9,9885
2019-02-01,02A,0,0,0,0,1,6356
2019-02-01,02H,0,0,0,1,2,12477
2019-02-01,00Q,0,0,0,0,3,6044
2019-02-01,00R,0,0,0,0,2,6491
2019-02-01,01E,0,0,0,0,0,5552
2019-02-01,01K,0,0,0,3,8,11080
2019-02-01,02M,0,0,0,0,3,5413
2019-02-01,01F,0,0,0,0,3,4885
2019-02-01,01X,0,0,0,0,0,8111
2019-02-01,01H,0,1,1,1,4,10499
2019-02-01,99C,0,0,0,0,6,6848
2019-02-01,03D,0,0,0,0,2,4099
2019-02-01,03E,0,0,0,1,7,3676
2019-02-01,03F,0,0,0,0,5,13223
2019-02-01,03H,0,0,0,0,0,7100
2019-02-01,02X,0,0,0,0,5,12781
2019-02-01,02N,0,0,0,0,8,4632
2019-02-01,02W,0,0,0,0,3,5218
2019-02-01,03J,0,0,0,0,3,5950
2019-02-01,05F,0,0,0,0,2,4664
2019-02-01,05J,0,0,0,1,6,4327
2019-02-01,06D,0,0,0,1,4,3138
2019-02-01,06A,0,0,1,4,9,8371
2019-02-01,15E,0,1,1,4,27,37969
2019-02-01,04E,0,0,0,2,2,8341
2019-02-01,04L,0,0,0,0,2,4165
2019-02-01,04M,0,0,0,0,0,2906
2019-02-01,06M,0,0,0,2,6,8412
2019-02-01,07J,0,0,0,0,1,6752
2019-02-01,07H,0,0,0,1,4,7997
2019-02-01,04F,0,0,0,3,4,6390
2019-02-01,06F,0,0,0,0,2,12706
2019-02-01,06P,0,0,0,0,0,5796
2019-02-01,03T,0,0,0,0,5,9262
2019-02-01,04Q,0,0,0,0,0,3581
2019-02-01,99D,0,0,0,0,2,4677
2019-02-01,05G,0,0,0,1,5,7544
2019-02-01,05V,0,0,0,0,0,3960
2019-02-01,05W,0,0,0,0,3,12578
2019-02-01,05X,0,0,0,6,9,5573
2019-02-01,07L,0,0,0,0,1,5320
2019-02-01,07T,0,0,0,1,4,5019
2019-02-01,07P,0,0,0,0,1,6579
2019-02-01,07W,0,0,0,0,3,7836
2019-02-01,07Y,0,0,0,0,5,4867
2019-02-01,08G,0,0,0,0,1,6275
2019-02-01,09A,0,0,0,0,2,2747
2019-02-01,08J,0,0,1,1,7,3590
2019-02-01,11M,0,0,0,0,8,15240
2019-02-01,09W,0,0,0,0,0,7895
2019-02-01,09D,0,0,0,1,3,6347
2019-02-01,09H,0,0,0,0,3,3009
2019-02-01,09L,0,1,2,2,4,3387
2019-02-01,10K,0,0,0,0,3,4650
2019-02-01,10L,0,0,0,1,3,4693
2019-02-01,10R,0,0,0,2,4,5621
2019-02-01,10V,0,1,1,1,2,5528
2019-02-01,10X,0,0,0,1,4,7952
2019-02-01,11J,0,0,0,5,15,21776
2017-01-01,06F,0,0,1,1,1,14447
2017-01-01,15C,0,1,1,3,10,25255
2017-01-01,14Y,0,0,0,1,2,14136
2017-01-01,07R,0,0,1,1,6,4982
2017-01-01,01R,0,0,0,0,1,5462
2017-01-01,01C,0,0,0,1,2,5212
2017-01-01,07T,0,0,0,2,7,6014
2017-01-01,11N,0,0,0,7,14,20917
2017-01-01,05A,0,1,1,2,8,14606
2017-01-01,07V,0,0,0,0,3,8997
2017-01-01,05C,0,0,0,0,3,10260
2017-01-01,10A,0,0,0,0,1,6349
2017-01-01,10E,0,1,1,2,3,5771
2017-01-01,09C,0,0,0,0,1,3684
2017-01-01,01F,0,0,0,2,5,5480
2017-01-01,08F,0,0,0,0,5,7844
2017-01-01,06K,0,0,0,2,7,18043
2017-01-01,06V,0,0,0,1,2,6506
2017-01-01,02N,0,0,0,1,9,5446
2017-01-01,03V,0,0,0,1,1,3590
2017-01-01,15N,0,2,2,4,19,37408
2017-01-01,01G,0,0,0,0,6,11044
2017-01-01,03N,0,0,0,6,14,20712
2017-01-01,09L,0,0,0,0,1,3820
2017-01-01,09N,0,0,0,2,5,4635
2017-01-01,99M,0,1,1,2,2,5206
2017-01-01,08V,0,0,0,1,12,7141
2017-01-01,09J,0,0,0,0,0,6995
2017-01-01,09X,0,0,0,1,2,4929
2017-01-01,09H,0,0,0,0,5,3647
2017-01-01,02F,0,0,0,2,5,8343
2017-01-01,12F,0,0,0,0,1,13596
2017-01-01,07L,0,0,0,0,1,6584
2017-01-01,00T,0,0,0,1,8,12654
2017-01-01,02W,0,0,0,0,2,5322
2017-01-01,02G,0,0,0,0,0,3561
2017-01-01,00D,0,0,1,1,7,13453
2017-01-01,09F,0,0,0,0,4,6099
2017-01-01,99K,0,0,0,0,5,4201
2017-01-01,08J,0,0,0,0,7,4099
2017-01-01,01J,0,0,0,0,1,9391
2017-01-01,04C,0,0,0,1,4,12189
2017-01-01,04Q,0,0,0,0,1,3778
2017-01-01,04M,0,0,0,0,1,2949
2017-01-01,04E,0,0,0,1,4,8937
2017-01-01,05N,0,0,0,1,11,9134
2017-01-01,01W,0,0,1,1,6,10477
2017-01-01,05W,0,0,0,0,8,13820
2017-01-01,08R,0,0,0,0,0,4459
2017-01-01,06A,0,0,1,4,11,9331
2018-07-01,15D,0,0,0,2,7,9448
2018-07-01,03F,0,0,0,0,6,14132
2018-07-01,03R,0,0,1,3,6,14802
2018-07-01,05R,0,0,0,2,2,6277
2018-07-01,00P,0,0,0,1,3,12059
2018-07-01,10X,0,0,0,0,5,7880
2018-07-01,99E,0,0,0,1,3,7581
2018-07-01,00Y,0,0,0,0,0,8782
2018-07-01,03J,0,1,1,1,4,6298
2018-07-01,05G,0,0,0,1,3,7979
2018-07-01,04L,0,0,0,0,2,4441
2018-07-01,06P,0,0,0,0,0,5938
2018-07-01,08J,0,0,0,0,6,3666
2018-07-01,09A,0,0,0,0,2,2923
2018-07-01,09P,0,0,0,0,2,6388
2018-07-01,10J,0,0,0,0,1,5562
2018-07-01,09F,0,0,0,0,3,5688
2018-07-01,02X,0,0,0,2,8,13944
2018-07-01,00V,0,0,0,0,1,6827
2018-07-01,02W,0,0,0,1,2,5074
2018-07-01,07L,0,0,0,0,2,5567
2018-07-01,05T,0,0,0,2,8,7455
2018-07-01,05J,0,0,0,2,7,4619
2018-07-01,99N,0,0,0,0,4,12262
2018-07-01,09G,0,0,0,1,10,13670
2018-07-01,99J,0,0,0,1,9,12043
2018-07-01,08V,0,0,1,2,8,6379
2018-07-01,05Y,0,0,0,4,6,10912
2018-07-01,15N,0,0,0,3,20,35281
2018-07-01,12D,0,0,0,0,1,5719
2018-07-01,99H,0,0,1,1,2,5253
2018-07-01,08E,0,0,0,0,0,4986
2018-07-01,05V,0,0,0,0,0,4243
2018-07-01,10R,0,0,0,1,5,5785
2018-07-01,08N,0,0,0,0,2,5964
2018-07-01,99C,0,0,0,0,4,7228
2018-07-01,04K,0,0,0,3,9,11278
2018-07-01,02N,0,0,0,2,6,4642
2018-07-01,03V,0,0,0,1,2,3500
2018-07-01,03Q,0,0,0,0,6,9322
2018-07-01,02M,0,0,0,0,2,5732
2018-07-01,01K,0,0,0,2,8,11682
2018-07-01,07J,0,0,0,0,2,6812
2018-07-01,08Q,0,0,0,1,3,5515
2018-07-01,08L,0,0,0,1,5,7117
2018-07-01,08G,0,0,0,2,4,6194
2018-07-01,10A,0,0,0,0,1,6309
2018-07-01,07T,0,0,0,3,4,5372
2018-07-01,02D,0,0,0,0,0,3691
2018-07-01,07Q,0,0,0,0,3,6678
2018-07-01,00Q,0,0,0,0,1,6311
2018-07-01,11E,0,0,0,2,3,4283
2018-07-01,02Q,0,0,0,0,1,4589
2017-05-01,02H,0,0,0,1,1,12710
2017-05-01,02Q,0,0,0,0,1,4671
2017-05-01,11E,0,0,0,2,2,4544
2017-05-01,07N,0,0,1,1,4,5893
2017-05-01,07P,0,0,0,0,0,7517
2017-05-01,15C,0,1,2,4,12,24566
2017-05-01,14Y,0,0,0,2,5,13653
2017-05-01,10Q,0,0,0,3,12,15710
2017-05-01,06H,0,0,0,0,3,26551
2017-05-01,07R,0,0,1,3,11,4667
2017-05-01,01C,0,0,0,2,4,4816
2017-05-01,07T,0,0,0,0,4,5699
2017-05-01,09E,0,0,0,1,2,5870
2017-05-01,10D,0,0,0,0,0,3486
2017-05-01,07X,0,1,1,1,3,7645
2017-05-01,08A,0,0,0,1,5,7691
2017-05-01,05L,0,0,0,1,9,19108
2017-05-01,08G,0,0,2,4,6,6972
2017-05-01,09W,0,0,0,0,1,8216
2017-05-01,06Q,0,0,0,0,1,11250
2017-05-01,06Y,0,0,0,2,4,6772
2017-05-01,01K,0,0,0,2,9,11902
2017-05-01,02M,0,1,1,1,2,6022
2017-05-01,03M,0,0,0,0,0,4627
2017-05-01,02N,0,0,0,2,11,5048
2017-05-01,04K,0,0,0,0,5,11500
2017-05-01,01G,0,0,0,0,4,10616
2017-05-01,03N,0,1,1,6,15,20006
2017-05-01,11X,0,0,0,2,3,15118
2017-05-01,09L,0,0,0,1,3,3606
2017-05-01,99M,0,0,0,0,1,4870
2017-05-01,08V,0,0,0,0,6,6533
2017-05-01,05Y,0,2,2,4,9,11012
2017-05-01,02E,0,0,0,1,2,6344
2017-05-01,99J,0,0,0,0,7,11981
2017-05-01,09X,0,0,0,0,3,4731
2017-05-01,09H,0,0,0,0,4,3318
2017-05-01,07L,0,0,0,1,2,6089
2017-05-01,02R,0,0,0,1,17,11072
2017-05-01,02W,0,0,0,0,0,5082
2017-05-01,00V,0,0,0,0,1,6989
2017-05-01,00J,0,0,0,1,2,9562
2017-05-01,00C,0,0,0,0,3,3112
2017-05-01,07W,0,0,0,1,11,8632
2017-05-01,01A,0,0,0,0,1,14797
2017-05-01,09P,0,0,0,0,5,6537
2017-05-01,10L,0,0,0,2,5,4732
2017-05-01,03J,0,0,0,0,2,6529
2017-05-01,03A,0,0,0,1,4,6350
2017-05-01,01J,0,1,1,1,2,9298
2017-05-01,06T,0,0,0,0,5,11321
2017-05-01,04L,0,0,0,0,1,4446
2017-05-01,10X,0,0,0,0,5,7985
2017-05-01,00P,0,0,0,5,7,12753
2017-05-01,02A,0,0,0,0,0,7334
2017-05-01,03R,0,0,1,4,8,15309
2017-05-01,05H,0,0,0,2,2,7289
2017-05-01,13T,0,1,1,3,12,18439
2017-07-01,15D,0,0,0,3,4,9663
2017-07-01,07P,0,0,0,1,3,6983
2017-07-01,15C,0,1,4,7,14,23384
2017-07-01,14Y,0,0,0,1,5,12881
2017-07-01,10Q,0,1,1,2,14,15682
2017-07-01,05A,0,0,0,1,4,13131
2017-07-01,09E,0,0,0,1,1,5373
2017-07-01,06M,0,0,0,0,5,8487
2017-07-01,08A,0,0,0,3,6,7156
2017-07-01,01X,0,1,1,1,1,8512
2017-07-01,08F,0,0,0,0,1,6663
2017-07-01,06N,0,0,0,1,8,13186
2017-07-01,07Y,0,0,1,1,12,5894
2017-07-01,08K,0,1,1,3,10,5925
2017-07-01,06Y,0,0,0,2,2,6607
2017-07-01,07J,0,0,0,0,3,7056
2017-07-01,02M,0,0,0,0,1,5888
2017-07-01,99C,0,0,0,0,6,7196
2017-07-01,03M,0,0,0,0,0,4595
2017-07-01,03V,0,0,0,1,1,3505
2017-07-01,03L,0,0,0,2,10,11656
2017-07-01,01G,0,1,1,1,6,10239
2017-07-01,06L,0,0,0,0,3,10478
2017-07-01,09Y,0,0,1,1,8,6873
2017-07-01,09L,0,0,0,0,1,3414
2017-07-01,01Y,0,0,0,0,3,9502
2017-07-01,08W,0,0,0,0,2,5948
2017-07-01,02E,0,0,0,0,3,6160
2017-07-01,09J,0,0,0,0,0,6129
2017-07-01,09G,0,0,1,4,16,13206
2017-07-01,02F,0,0,0,0,1,7705
2017-07-01,12F,0,0,0,1,3,12481
2017-07-01,02W,0,0,0,0,2,5019
2017-07-01,02T,0,0,0,2,4,7475
2017-07-01,00C,0,0,0,0,4,3239
2017-07-01,02Y,0,0,0,0,4,11409
2017-07-01,99K,0,0,0,0,1,3867
2017-07-01,09P,0,0,0,0,2,6134
2017-07-01,03F,0,0,0,0,7,13906
2017-07-01,08H,0,0,2,5,12,5552
2017-07-01,08Y,0,0,0,1,3,3905
2017-07-01,03J,0,0,0,0,2,6208
2017-07-01,01J,0,0,0,0,0,9088
2017-07-01,04C,0,0,0,1,5,11519
2017-07-01,99D,0,0,0,0,4,4879
2017-07-01,06P,0,0,0,0,0,6013
2017-07-01,00M,0,0,1,3,8,12733
2017-07-01,05G,0,0,0,2,3,7556
2017-07-01,08P,0,0,0,1,1,3669
2017-07-01,99F,0,0,0,0,1,5067
2017-07-01,10X,0,0,0,0,7,7852
2017-07-01,01W,0,0,0,0,4,10074
2017-07-01,08R,0,0,0,0,0,3979
2017-07-01,08T,0,0,0,0,2,4338
2017-07-01,02A,0,0,0,0,1,6763
2017-07-01,05H,0,0,0,0,2,7016
2017-07-01,13T,0,0,0,2,10,18080
2019-03-01,01R,0,0,0,0,0,5339
2019-03-01,02D,0,0,0,0,0,3736
2019-03-01,02F,0,0,0,0,0,8138
2019-03-01,00K,0,0,1,1,8,12596
2019-03-01,00T,0,0,0,2,3,12129
2019-03-01,01G,0,0,0,0,3,10499
2019-03-01,00Q,0,0,0,0,2,6347
2019-03-01,00X,0,0,0,0,1,5127
2019-03-01,01E,0,0,0,0,1,6077
2019-03-01,01K,0,0,0,2,5,11753
2019-03-01,02G,0,0,0,0,1,3550
2019-03-01,13T,0,0,0,1,8,18175
2019-03-01,03D,0,1,1,2,3,4293
2019-03-01,03F,0,0,0,0,3,14370
2019-03-01,03H,0,0,0,0,2,7495
2019-03-01,03Q,0,0,0,0,11,9286
2019-03-01,02R,0,0,0,2,11,10881
2019-03-01,02W,0,0,0,0,2,5321
2019-03-01,02T,0,0,0,1,2,7059
2019-03-01,03A,0,0,0,0,1,6217
2019-03-01,05A,0,0,1,2,3,12426
2019-03-01,05C,0,0,0,0,3,9737
2019-03-01,04E,0,0,0,3,4,9028
2019-03-01,04K,0,0,0,1,5,11340
2019-03-01,04L,0,0,0,0,2,4345
2019-03-01,04M,0,0,0,0,0,2977
2019-03-01,06H,0,0,0,0,5,25708
2019-03-01,06L,0,0,0,0,0,11512
2019-03-01,06W,0,0,0,2,5,5785
2019-03-01,07J,0,0,0,0,0,6996
2019-03-01,06Q,0,0,0,0,2,11430
2019-03-01,06N,0,1,1,1,4,13384
2019-03-01,06P,0,0,0,0,0,6281
2019-03-01,03W,0,1,1,1,4,8699
2019-03-01,04C,0,0,0,0,4,11175
2019-03-01,04V,0,0,0,0,1,11930
2019-03-01,05Q,0,0,0,0,7,6465
2019-03-01,05X,0,1,1,6,11,5885
2019-03-01,07X,0,0,0,0,1,7696
2019-03-01,08D,0,0,0,0,1,5900
2019-03-01,08N,0,0,0,0,3,6367
2019-03-01,08W,0,0,0,0,1,5553
2019-03-01,07W,0,0,0,1,5,7886
2019-03-01,08C,0,0,0,0,5,3662
2019-03-01,08E,0,0,0,1,1,5195
2019-03-01,07Q,0,0,0,1,7,6954
2019-03-01,08R,0,0,0,0,3,4100
2019-03-01,08X,0,0,0,2,3,6594
2019-03-01,11E,0,0,0,0,4,4412
2019-03-01,12D,0,0,0,0,0,5536
2019-03-01,99N,0,0,0,0,3,12304
2019-03-01,11X,0,0,0,1,4,14291
2019-03-01,15C,0,1,2,3,9,24091
2019-03-01,11N,0,0,0,1,7,20546
2019-03-01,09W,0,0,0,0,1,8194
2019-03-01,09F,0,0,0,0,2,5642
2019-03-01,09G,0,0,1,2,15,14019
2019-03-01,09N,0,0,0,1,3,4156
2019-03-01,09Y,0,0,0,0,3,7051
2019-03-01,99K,0,0,0,0,0,3853
2019-03-01,10Q,0,0,0,0,7,15944
2019-03-01,15A,0,0,0,0,4,12720
2019-03-01,15D,0,0,1,1,5,9854
2019-03-01,10K,0,0,0,0,5,4956
2019-03-01,10R,0,0,0,2,6,5688
2019-04-01,01R,0,0,0,0,0,5129
2019-04-01,02D,0,0,0,0,0,3647
2019-04-01,02F,0,0,0,0,1,7910
2019-04-01,00C,0,0,0,1,3,3141
2019-04-01,00D,0,0,1,1,3,13610
2019-04-01,00J,0,0,0,0,2,9508
2019-04-01,00M,0,0,2,2,5,12211
2019-04-01,00V,0,0,0,0,0,6889
2019-04-01,00Y,0,0,0,0,0,8715
2019-04-01,01Y,0,0,0,0,1,9258
2019-04-01,00X,0,0,0,0,1,4932
2019-04-01,01J,0,0,0,0,1,8499
2019-04-01,01T,0,0,0,1,1,6533
2019-04-01,01V,0,0,0,0,2,3647
2019-04-01,00L,0,0,0,2,5,10921
2019-04-01,00N,0,0,0,0,6,6820
2019-04-01,03F,0,1,1,1,6,13562
2019-04-01,03H,0,0,0,0,3,7431
2019-04-01,03K,0,0,0,0,2,6670
2019-04-01,02P,0,0,0,0,6,12240
2019-04-01,02Q,0,0,0,0,1,4417
2019-04-01,02N,0,0,0,0,5,4318
2019-04-01,03J,0,0,0,0,5,6075
2019-04-01,05A,0,0,0,1,2,12327
2019-04-01,05T,0,0,0,2,5,7487
2019-04-01,05Y,0,0,0,3,8,10857
2019-04-01,04E,0,0,0,2,4,8642
2019-04-01,04L,0,0,0,0,2,4182
2019-04-01,06H,0,0,0,0,2,24635
2019-04-01,06Y,0,0,0,1,1,6738
2019-04-01,07J,0,0,0,0,1,6782
2019-04-01,06Q,0,0,0,0,1,10969
2019-04-01,03V,0,0,0,1,1,3017
2019-04-01,06F,0,0,0,1,3,12741
2019-04-01,06P,0,0,0,0,0,5678
2019-04-01,04V,0,0,0,0,0,11655
2019-04-01,04Y,0,0,0,2,2,4505
2019-04-01,05D,0,0,0,0,0,4420
2019-04-01,05N,0,0,0,1,13,8758
2019-04-01,05V,0,0,0,0,0,4033
2019-04-01,05W,0,0,0,0,5,12656
2019-04-01,07T,0,0,0,1,2,5153
2019-04-01,08N,0,0,0,0,1,6045
2019-04-01,08W,0,0,0,0,1,5794
2019-04-01,07Y,0,0,0,0,5,4870
2019-04-01,08C,0,0,0,0,4,3614
2019-04-01,08G,0,0,0,0,1,6397
2019-04-01,07N,0,0,0,0,1,5471
2019-04-01,08K,0,0,0,0,3,5881
2019-04-01,08P,0,0,0,0,1,3729
2019-04-01,08Q,0,2,2,4,8,5748
2019-04-01,12D,0,0,0,0,0,5558
2019-04-01,99N,0,0,0,0,4,11508
2019-04-01,11X,0,0,0,0,1,13522
2019-04-01,11N,0,0,1,2,6,19914
2019-04-01,09C,0,0,0,0,1,3699
2019-04-01,09D,0,0,0,2,2,6115
2019-04-01,09N,0,0,0,1,4,4041
2019-04-01,99H,0,1,1,1,2,5378
2019-04-01,10J,0,0,0,0,3,5348
2019-04-01,99M,0,0,0,0,0,4574
2017-03-01,11E,0,0,0,2,3,4614
2017-03-01,06F,0,0,1,1,1,14452
2017-03-01,15A,0,0,0,1,3,13060
2017-03-01,11J,0,0,0,4,24,24576
2017-03-01,07P,0,0,0,1,7,7475
2017-03-01,15C,0,1,2,4,8,24997
2017-03-01,06H,0,0,0,0,1,27411
2017-03-01,02D,0,0,0,0,0,4083
2017-03-01,10A,0,0,0,0,0,6739
2017-03-01,09C,0,0,0,3,3,3608
2017-03-01,06M,0,0,0,0,10,9129
2017-03-01,01F,0,0,0,2,7,5715
2017-03-01,01X,0,0,0,0,0,9320
2017-03-01,15F,0,1,3,5,13,24590
2017-03-01,09W,0,0,0,0,2,9143
2017-03-01,06Q,0,0,0,0,2,11633
2017-03-01,06Y,0,0,0,2,4,7045
2017-03-01,06W,0,0,0,3,5,6154
2017-03-01,00L,0,0,0,2,5,11916
2017-03-01,10R,0,0,0,3,6,6418
2017-03-01,01G,0,0,0,0,2,11307
2017-03-01,04Y,0,0,0,1,5,4988
2017-03-01,07K,0,0,0,0,0,8833
2017-03-01,09Y,0,0,0,0,7,7672
2017-03-01,10C,0,0,0,0,1,2111
2017-03-01,99M,0,0,0,1,3,5063
2017-03-01,08V,0,0,0,1,10,7210
2017-03-01,09J,0,0,0,0,0,6968
2017-03-01,12F,0,0,1,1,7,14229
2017-03-01,06D,0,0,1,2,5,3674
2017-03-01,02R,0,1,3,3,15,11755
2017-03-01,02T,0,0,0,2,6,7877
2017-03-01,00D,0,0,1,2,5,14497
2017-03-01,02X,0,0,0,1,8,15120
2017-03-01,01A,0,1,2,2,3,15756
2017-03-01,99K,0,0,0,0,1,4009
2017-03-01,08C,0,0,0,2,4,3793
2017-03-01,09P,0,0,0,0,8,6783
2017-03-01,09A,0,1,1,1,4,3517
2017-03-01,04V,0,1,1,2,3,12199
2017-03-01,99D,0,0,0,0,1,5155
2017-03-01,06P,0,0,0,0,0,6421
