month,pct,items_more_than_twenty,items_more_than_ten,items_more_than_eight,items_more_than_six,items_more_than_four,all_items
2018-08-01,02X,0,0,0,1,10,13766
2018-08-01,07W,0,0,0,0,4,7016
2018-08-01,00D,0,0,0,0,4,13973
2018-08-01,00T,0,0,0,1,5,11634
2018-08-01,05J,0,0,0,1,3,4199
2018-08-01,09G,0,0,0,0,13,13244
2018-08-01,99J,0,0,0,1,9,11395
2018-08-01,02E,0,0,0,0,1,5593
2018-08-01,05X,0,0,0,7,12,5489
2018-08-01,12D,0,0,0,0,1,5319
2018-08-01,04Y,0,0,0,0,1,4489
2018-08-01,99H,0,1,1,1,4,5042
2018-08-01,99M,0,0,0,4,5,4362
2018-08-01,05V,0,0,0,0,1,4001
2018-08-01,05D,0,0,0,0,0,4266
2018-08-01,08N,0,0,0,0,1,5354
2018-08-01,03L,0,0,0,4,9,11700
2018-08-01,03Q,0,0,0,0,13,8873
2018-08-01,04G,0,0,1,1,2,19363
2018-08-01,03V,0,0,0,1,1,3431
2018-08-01,01K,0,1,1,5,9,11370
2018-08-01,03M,0,0,0,0,0,4696
2018-08-01,99C,0,0,0,0,8,7075
2018-08-01,02M,0,0,0,0,2,5773
2018-08-01,08K,0,0,0,0,5,5523
2018-08-01,08G,0,0,0,0,1,5661
2018-08-01,05F,0,0,0,0,0,4520
2018-08-01,10D,0,0,0,0,0,3363
2018-08-01,05C,0,0,0,0,3,9176
2018-08-01,07R,0,0,1,1,9,4007
2018-08-01,07Q,0,0,0,0,5,6300
2018-08-01,11J,0,0,0,3,24,21974
2018-08-01,07N,0,0,0,0,0,5262
2019-01-01,02D,0,0,0,0,0,3984
2019-01-01,02E,0,0,0,0,1,6467
2019-01-01,12F,0,1,1,1,4,13762
2019-01-01,00J,0,0,0,0,2,10215
2019-01-01,00M,0,0,1,2,4,13557
2019-01-01,01D,0,0,0,0,0,9742
2019-01-01,00X,0,0,0,0,1,5513
2019-01-01,01E,0,0,0,0,2,6444
2019-01-01,01K,0,0,0,1,5,12591
2019-01-01,02G,0,0,0,0,1,3746
2019-01-01,01F,0,0,0,0,1,5510
2019-01-01,01T,0,0,0,1,2,7150
2019-01-01,00L,0,0,0,1,2,12135
2019-01-01,03F,0,0,0,0,5,15242
2019-01-01,02P,0,0,0,0,6,13238
2019-01-01,03N,0,2,2,5,11,20963
2019-01-01,02R,0,0,2,4,16,11856
2019-01-01,02T,0,0,0,1,6,7930
2019-01-01,03R,0,1,1,3,5,16150
2019-01-01,05F,0,0,0,0,0,5333
2019-01-01,05H,0,0,0,2,3,6911
2019-01-01,05Y,0,0,0,3,6,12107
2019-01-01,06A,0,0,1,4,10,9412
2019-01-01,15M,0,0,0,1,6,36316
2019-01-01,06H,0,1,1,1,4,27452
2019-01-01,06M,0,0,0,1,4,9213
2019-01-01,06W,0,0,0,3,6,6214
2019-01-01,06Y,0,0,0,3,4,6810
2019-01-01,07J,0,0,0,0,3,7549
2019-01-01,07K,0,0,0,0,1,8734
2019-01-01,04F,0,0,0,2,7,7339
2019-01-01,06F,0,0,0,1,1,14308
2019-01-01,06N,0,0,0,2,8,14253
2019-01-01,04V,0,1,1,1,1,12705
2019-01-01,04Y,0,0,0,0,0,5095
2019-01-01,05D,0,0,0,0,0,5027
2019-01-01,05G,0,0,0,1,3,8553
2019-01-01,05N,0,1,1,3,18,9573
2019-01-01,05W,0,0,0,0,5,14259
2019-01-01,05X,0,1,1,6,8,6337
2019-01-01,07M,0,0,0,0,2,7234
2019-01-01,07T,0,0,0,2,3,5527
2019-01-01,08V,0,0,1,1,2,7270
2019-01-01,07Y,0,0,0,0,7,5634
2019-01-01,07Q,0,0,0,0,4,7285
2019-01-01,08A,0,0,0,3,7,8041
2019-01-01,08K,0,0,1,1,7,6421
2019-01-01,08X,0,0,0,4,5,7017
2019-01-01,09J,0,0,0,0,2,6963
2019-01-01,09W,0,0,0,0,0,8827
2019-01-01,10E,0,0,0,3,7,5806
2019-01-01,09N,0,0,0,0,4,4562
2019-01-01,99H,0,0,1,1,3,6096
2019-01-01,10J,0,0,0,0,3,5830
2017-12-01,03H,0,0,0,0,1,7940
2017-12-01,05R,0,0,0,1,1,6921
2017-12-01,00P,0,0,0,3,6,13087
2017-12-01,08T,0,0,0,0,2,5210
2017-12-01,01W,0,0,4,4,9,11362
2017-12-01,05N,0,0,0,1,13,9343
2017-12-01,00Y,0,0,0,0,2,9784
2017-12-01,04L,0,0,0,0,0,4785
2017-12-01,04H,0,0,0,0,4,4652
2017-12-01,04N,0,0,0,0,1,3320
2017-12-01,04C,0,0,0,1,1,12088
2017-12-01,10R,0,0,0,1,5,6622
2017-12-01,09F,0,0,0,0,2,6404
2017-12-01,09P,0,0,1,1,4,7459
2017-12-01,03A,0,0,0,4,8,6683
2017-12-01,08J,0,0,0,0,10,4225
2017-12-01,10L,0,0,0,1,3,5268
2017-12-01,00K,0,0,1,4,12,12803
2017-12-01,08D,0,0,0,0,3,5978
2017-12-01,11A,0,0,0,1,13,15981
2017-12-01,10K,0,0,0,0,5,5729
2017-12-01,10V,0,1,1,1,7,6823
2017-12-01,01A,0,0,0,0,2,15755
2017-12-01,00D,0,0,2,2,6,14505
2017-12-01,02G,0,0,0,0,0,3720
2017-12-01,02R,0,0,1,2,17,11992
2017-12-01,02P,0,0,0,1,9,13062
2017-12-01,07L,0,0,0,0,4,6618
2017-12-01,05T,0,0,0,4,11,8616
2017-12-01,02F,0,0,0,0,2,8898
2017-12-01,05J,0,0,0,1,2,5134
2017-12-01,99N,0,0,0,0,7,13413
2017-12-01,05Y,0,0,0,3,8,11678
2017-12-01,02E,0,0,0,0,1,6851
2017-12-01,08V,0,0,1,1,5,6879
2017-12-01,15N,0,2,3,6,29,40466
2017-12-01,10C,0,0,0,0,2,2356
2017-12-01,99M,0,0,0,0,2,5546
2017-12-01,09N,0,0,0,1,2,4634
2017-12-01,06L,0,0,0,0,1,12361
2017-12-01,07K,0,0,0,0,0,9072
2017-12-01,11X,0,0,0,0,3,16101
2017-12-01,15C,0,0,2,5,20,26906
2017-12-01,03N,0,0,0,4,8,21267
2017-12-01,03L,0,0,0,2,10,12755
2017-12-01,07P,0,0,0,3,8,7414
2017-12-01,06K,0,0,0,2,8,19203
2017-12-01,04K,0,0,0,1,8,12189
2017-12-01,04G,0,0,0,2,4,22480
2017-12-01,00L,0,0,0,2,5,12639
2017-12-01,00R,0,0,1,1,3,7480
2017-12-01,03M,0,0,0,0,0,5182
2017-12-01,01E,0,0,0,0,1,6461
2017-12-01,06W,0,0,0,2,4,6604
2017-12-01,08M,0,0,0,2,4,8220
2017-12-01,04F,0,0,0,2,6,7580
2017-12-01,01D,0,2,2,2,2,10236
2017-12-01,07Y,0,0,0,2,12,6226
2017-12-01,08K,0,0,0,1,8,6658
2017-12-01,01H,0,0,0,1,4,12397
2017-12-01,05L,0,2,3,4,11,19685
2017-12-01,08E,0,1,1,2,2,6204
2017-12-01,05C,0,0,0,0,3,10461
2017-12-01,09C,0,0,0,1,1,3927
2017-12-01,01R,0,0,0,0,0,5847
2017-12-01,02H,0,0,0,0,2,14218
2017-12-01,13T,0,0,0,3,11,19132
2017-12-01,11J,0,0,0,1,20,25684
2018-03-01,05A,0,0,1,1,2,13029
2018-03-01,08N,0,0,0,0,1,6417
2018-03-01,07H,0,0,0,1,4,8480
2018-03-01,08R,0,0,0,0,2,4001
2018-03-01,10X,0,0,0,0,5,8149
2018-03-01,00Y,0,0,0,0,0,8776
2018-03-01,99F,0,0,0,0,1,5475
2018-03-01,08P,0,0,0,0,0,3766
2018-03-01,04E,0,0,0,1,5,9159
2018-03-01,03K,0,0,0,0,1,6737
2018-03-01,06P,0,0,1,1,3,6393
2018-03-01,04V,0,1,1,2,2,12071
2018-03-01,99D,0,0,0,1,3,4920
2018-03-01,04Q,0,0,0,0,0,3626
2018-03-01,07M,0,0,0,0,2,6963
2018-03-01,09A,0,0,0,1,4,3225
2018-03-01,01A,0,0,0,0,1,14699
2018-03-01,11M,0,0,0,1,7,16103
2018-03-01,08C,0,0,0,1,5,3521
2018-03-01,00D,0,0,1,1,5,13821
2018-03-01,02P,0,0,0,0,4,12472
2018-03-01,00T,0,0,0,0,4,12197
2018-03-01,05J,0,1,1,4,7,4576
2018-03-01,06D,0,0,0,1,3,3361
2018-03-01,12F,0,0,0,0,0,12659
2018-03-01,02E,0,0,0,0,1,6193
2018-03-01,08V,0,0,0,0,5,6823
2018-03-01,15N,0,3,4,6,23,36935
2018-03-01,01Y,0,0,0,0,2,9792
2018-03-01,99M,0,0,0,0,0,4800
2018-03-01,07K,0,0,0,0,0,8477
2018-03-01,09N,0,0,0,0,4,4163
2018-03-01,09Y,0,0,0,0,2,6907
2018-03-01,05V,0,0,0,1,1,4331
2018-03-01,04Y,0,0,0,1,2,4676
2018-03-01,03N,0,0,0,4,9,19799
2018-03-01,11X,0,0,0,1,2,14512
2018-03-01,01G,0,0,0,0,7,10461
2018-03-01,04K,0,0,0,2,7,11636
2018-03-01,04G,0,0,0,0,2,20905
2018-03-01,03M,0,0,0,0,0,4649
2018-03-01,06W,0,0,0,3,5,6014
2018-03-01,08K,0,0,0,2,6,6067
2018-03-01,07Y,0,0,0,1,10,5433
2018-03-01,01D,0,0,0,1,2,9123
2018-03-01,05F,0,0,0,0,0,4769
2018-03-01,05L,0,2,2,2,8,18189
2018-03-01,01F,0,0,0,0,1,5153
2018-03-01,06M,0,0,0,1,9,9000
2018-03-01,09C,0,0,0,1,1,3521
2018-03-01,05C,0,0,0,0,3,9742
2018-03-01,01H,0,0,0,1,4,11104
2018-03-01,01R,0,0,0,0,0,5426
2018-03-01,14Y,0,0,0,1,2,13387
2018-03-01,15D,0,0,1,2,3,10232
2018-03-01,00Q,0,0,0,0,4,6749
2018-03-01,07N,0,1,1,1,1,5778
2018-03-01,15A,0,0,0,0,5,12533
2018-03-01,11E,0,0,0,1,3,4282
2017-04-01,02Q,0,0,0,0,0,4075
2017-04-01,15A,0,0,0,2,6,11880
2017-04-01,07N,0,0,0,0,0,5324
2017-04-01,15E,0,1,1,4,21,39032
2017-04-01,00Q,0,0,0,0,2,6274
2017-04-01,07P,0,0,0,2,4,6729
2017-04-01,15C,0,1,2,4,10,21900
2017-04-01,01R,0,0,0,0,0,4880
2017-04-01,02D,0,0,0,0,0,3372
2017-04-01,05C,0,0,0,0,5,9140
2017-04-01,07X,0,0,0,0,2,7104
2017-04-01,06M,0,0,0,0,5,7963
2017-04-01,08A,0,0,0,2,5,6647
2017-04-01,15F,0,0,1,2,13,20725
2017-04-01,08L,0,0,0,1,1,6703
2017-04-01,09W,0,0,0,0,1,7727
2017-04-01,08M,0,0,0,1,2,7492
2017-04-01,06W,0,0,0,1,4,5382
2017-04-01,00R,0,0,0,0,4,6564
2017-04-01,04K,0,0,0,2,8,10621
2017-04-01,10R,0,0,0,1,4,5524
2017-04-01,09Y,0,0,0,0,3,6593
2017-04-01,99M,0,0,0,1,3,4499
2017-04-01,05Y,0,0,0,2,9,9815
2017-04-01,09X,0,0,0,1,1,4152
2017-04-01,02F,0,0,0,0,2,7290
2017-04-01,12F,0,0,0,0,0,12083
2017-04-01,06D,0,0,1,1,3,3097
2017-04-01,07M,0,0,0,0,6,6554
2017-04-01,02T,0,0,0,0,2,6769
2017-04-01,02G,0,0,0,0,0,3094
2017-04-01,00D,0,0,1,2,9,12553
2017-04-01,07W,0,0,0,0,3,7778
2017-04-01,11M,0,0,0,1,8,15207
2017-04-01,08C,0,0,0,0,3,3340
2017-04-01,11A,0,1,1,1,11,13061
2017-04-01,09P,0,0,0,0,6,6014
2017-04-01,08J,0,0,0,0,6,3476
2017-04-01,03A,0,0,0,3,7,5702
2017-04-01,01J,0,0,0,0,2,8521
2017-04-01,04V,0,0,0,0,0,10873
2017-04-01,99A,0,0,0,0,6,22570
2017-04-01,03H,0,0,1,1,1,6783
2017-04-01,01T,0,0,0,1,3,5785
2017-04-01,99E,0,0,0,0,1,7246
2017-04-01,10X,0,0,0,0,6,7399
2017-04-01,01W,0,1,1,1,4,9218
2017-04-01,00P,0,0,0,2,5,11708
2017-04-01,08R,0,0,0,0,0,3881
2017-04-01,02A,0,1,1,1,1,6243
2017-04-01,03R,0,0,2,4,7,13921
2017-04-01,05R,0,0,0,0,0,5793
2017-04-01,06A,0,0,1,3,10,8173
2018-10-01,15F,0,1,2,2,6,22853
2018-10-01,03R,0,0,2,3,6,15888
2018-10-01,05W,0,0,0,0,4,14064
2018-10-01,03W,0,2,2,2,8,8857
2018-10-01,04Q,0,0,0,0,0,3827
2018-10-01,03J,0,1,1,1,4,6897
2018-10-01,99N,0,0,1,1,9,12582
2018-10-01,02W,0,0,0,0,1,5957
2018-10-01,00D,0,1,2,2,5,14631
2018-10-01,02R,0,1,2,4,15,11875
2018-10-01,06W,0,0,0,3,7,6145
2018-10-01,05L,0,1,1,2,3,19237
2018-10-01,09Y,0,0,0,0,4,7244
2018-10-01,05G,0,0,0,3,6,8421
2018-10-01,06T,0,0,0,0,1,11798
2018-10-01,00M,0,0,1,1,2,13389
2018-10-01,09P,0,0,0,0,2,6681
2018-10-01,11A,0,1,2,3,10,14388
2018-10-01,10J,0,0,0,0,3,5636
2018-10-01,11M,0,1,1,2,14,16761
2018-10-01,02Y,0,0,0,0,3,12176
2018-10-01,00C,0,0,0,2,5,3413
2018-10-01,02G,0,0,0,0,1,3797
2018-10-01,02P,0,0,0,1,6,12802
2018-10-01,12F,0,0,0,0,2,13362
2018-10-01,08X,0,0,0,2,6,6839
2018-10-01,09X,0,1,1,1,2,4751
2018-10-01,02F,0,0,0,0,0,8390
2018-10-01,99J,0,0,0,0,6,12502
2018-10-01,05X,0,0,0,4,9,6212
2018-10-01,01Y,0,0,0,1,4,10266
2018-10-01,09N,0,0,0,0,4,4105
2018-10-01,99H,0,0,1,1,2,5749
2018-10-01,05V,0,0,0,2,2,4425
2018-10-01,11X,0,0,0,1,3,14980
2018-10-01,01G,0,0,0,0,2,11069
2018-10-01,08N,0,0,0,0,1,6445
2018-10-01,03Q,0,0,0,0,14,9514
2018-10-01,08G,0,0,0,1,2,6753
2018-10-01,06N,0,0,0,1,5,13574
2018-10-01,08F,0,0,0,0,5,7346
2018-10-01,06M,0,0,0,1,3,8809
2018-10-01,05C,0,0,0,0,3,10432
2018-10-01,09E,0,0,0,0,0,5905
2018-10-01,10D,0,0,0,0,0,4013
2018-10-01,10A,0,0,0,0,1,6598
2018-10-01,01H,0,0,1,1,1,11465
2018-10-01,05A,0,0,1,2,6,13449
2018-10-01,07V,0,0,0,0,0,8796
2018-10-01,07T,0,0,0,1,3,5451
2018-10-01,01C,0,0,0,2,3,5137
2018-10-01,07R,0,0,0,0,4,4650
2018-10-01,99G,0,0,0,0,3,5551
2018-10-01,06A,0,0,1,3,11,9385
2018-10-01,05R,0,0,0,1,1,6466
2018-10-01,08R,0,0,0,0,1,4049
2018-10-01,00P,0,1,1,4,4,12525
2018-10-01,01W,0,0,3,5,7,11052
2018-10-01,00Y,0,1,1,1,1,9745
2018-10-01,04E,0,0,0,3,4,9260
2018-10-01,07N,0,0,0,0,1,5945
2018-09-01,15F,0,1,3,3,7,20564
2018-09-01,04K,0,0,0,1,7,10935
2018-09-01,05H,0,0,0,1,2,6069
2018-09-01,02F,0,0,0,0,2,7663
2018-09-01,03W,0,1,1,1,4,8196
2018-09-01,10Q,0,0,0,0,10,14722
2018-09-01,00P,0,0,0,3,5,11615
2018-09-01,05W,0,1,1,1,2,12451
2018-09-01,00N,0,0,0,1,4,7301
2018-09-01,99G,0,0,0,0,2,5259
2018-09-01,08P,0,0,0,0,1,3440
2018-09-01,06T,0,0,0,0,1,11167
2018-09-01,00M,0,0,1,2,2,12554
2018-09-01,04V,0,0,0,0,1,11318
2018-09-01,99D,0,0,0,0,2,4540
2018-09-01,04Q,0,0,0,0,0,3597
2018-09-01,03A,0,0,0,1,4,6289
2018-09-01,08H,0,0,2,2,8,5248
2018-09-01,09A,0,0,0,1,4,2762
2018-09-01,08D,0,0,0,0,7,5066
2018-09-01,11M,0,0,0,2,9,14833
2018-09-01,08C,0,0,0,1,2,3284
2018-09-01,10V,0,1,1,1,6,5231
2018-09-01,02Y,0,0,0,0,5,11376
2018-09-01,00D,0,0,2,2,8,13533
2018-09-01,00V,0,0,0,0,0,6841
2018-09-01,02W,0,0,0,0,1,5483
2018-09-01,99N,0,0,0,0,5,11416
2018-09-01,02P,0,0,0,0,6,11511
2018-09-01,07L,0,0,0,0,0,5453
2018-09-01,09G,0,0,0,1,9,13064
2018-09-01,02E,0,0,0,0,0,5666
2018-09-01,05X,0,0,0,7,10,5473
2018-09-01,99H,0,0,0,0,1,4960
2018-09-01,05Q,0,0,0,0,1,6125
2018-09-01,05V,0,0,0,0,1,4076
2018-09-01,11X,0,0,1,1,7,13715
2018-09-01,04Y,0,0,0,2,3,4573
2018-09-01,01G,0,0,0,0,4,9768
2018-09-01,04G,0,0,1,2,4,19038
2018-09-01,03D,0,0,0,2,3,4135
2018-09-01,01E,0,0,0,0,0,5698
2018-09-01,00R,0,0,0,0,3,6726
2018-09-01,06W,0,0,0,0,2,5369
2018-09-01,09W,0,0,0,0,2,7802
2018-09-01,01D,0,1,1,1,2,8683
2018-09-01,07Y,0,0,0,0,2,4888
2018-09-01,08G,0,0,0,0,1,6100
2018-09-01,08F,0,1,1,2,2,6589
2018-09-01,09E,0,0,0,1,2,5162
2018-09-01,06F,0,0,2,2,2,12582
2018-09-01,07T,0,0,0,4,5,4710
2018-09-01,07N,0,0,0,0,0,5254
2018-09-01,02Q,0,0,0,0,1,4328
2018-09-01,11E,0,0,0,2,6,4164
2018-04-01,02W,0,0,0,0,2,4987
2018-04-01,14Y,0,0,0,1,3,12894
2018-04-01,05H,0,0,0,1,1,6470
2018-04-01,02A,0,1,1,1,1,6271
2018-04-01,01W,0,0,1,3,4,9816
2018-04-01,08P,0,0,0,0,1,3718
2018-04-01,05Y,0,1,1,4,9,10308
2018-04-01,04L,0,0,0,0,1,4144
2018-04-01,04M,0,0,0,0,0,2810
2018-04-01,04H,0,0,0,0,4,3817
2018-04-01,04N,0,0,0,0,0,2807
2018-04-01,04D,0,1,1,1,3,6828
2018-04-01,03T,0,0,0,0,6,9135
2018-04-01,99D,0,0,0,0,1,4608
2018-04-01,04V,0,0,0,0,1,11699
2018-04-01,04Q,0,1,1,2,2,3483
2018-04-01,08J,0,0,0,0,7,3557
2018-04-01,08Y,0,2,2,2,8,3427
2018-04-01,08H,0,1,3,5,8,5409
2018-04-01,10L,0,0,0,1,2,4577
2018-04-01,09P,0,0,1,1,3,6376
2018-04-01,10V,0,1,1,1,8,5549
2018-04-01,11A,0,2,2,3,8,12995
2018-04-01,10J,0,0,0,0,3,5508
2018-04-01,08C,0,0,0,1,5,3650
2018-04-01,99K,0,0,0,0,0,3668
2018-04-01,09F,0,0,0,0,1,5465
2018-04-01,00J,0,0,0,0,2,9135
2018-04-01,00T,0,0,0,1,6,11146
2018-04-01,02P,0,0,1,2,10,11812
2018-04-01,07M,0,0,0,0,2,6607
2018-04-01,99J,0,0,0,1,5,11437
2018-04-01,05J,0,0,0,4,7,4285
2018-04-01,99N,0,0,0,0,3,11400
2018-04-01,09H,0,0,0,0,3,3202
2018-04-01,02E,0,0,0,0,3,5711
2018-04-01,15N,0,1,2,4,21,34160
2018-04-01,01E,0,0,0,0,0,5483
2018-04-01,99H,0,0,1,1,2,5350
2018-04-01,10C,0,0,0,0,1,1903
2018-04-01,09Y,0,0,0,0,4,6925
2018-04-01,06L,0,0,0,0,1,10578
2018-04-01,07K,0,0,0,0,1,8086
2018-04-01,05V,0,0,0,1,1,3967
2018-04-01,04Y,0,0,0,2,4,4362
2018-04-01,03L,0,0,0,1,5,11486
2018-04-01,00L,0,0,0,1,4,10891
2018-04-01,04G,0,0,1,1,3,19596
2018-04-01,02N,0,0,0,1,8,4507
2018-04-01,03D,0,0,0,1,5,4190
2018-04-01,03E,0,0,0,0,7,3507
2018-04-01,03M,0,1,1,1,1,4481
2018-04-01,07J,0,0,0,0,1,6706
2018-04-01,06W,0,0,0,1,3,5553
2018-04-01,01D,0,1,1,1,2,8354
2018-04-01,08Q,0,0,0,2,6,5188
2018-04-01,08F,0,0,0,0,3,6669
2018-04-01,07X,0,0,0,0,3,7226
2018-04-01,08A,0,0,0,1,5,7291
2018-04-01,05C,0,0,0,0,4,9256
2018-04-01,05A,0,0,1,2,2,12126
2018-04-01,07R,0,0,1,1,4,4311
2018-04-01,02Q,0,0,0,0,1,4528
2018-11-01,02E,0,0,0,0,0,6260
2018-11-01,00K,0,0,0,1,6,12582
2018-11-01,00M,0,1,2,3,5,12968
2018-11-01,00V,0,0,0,0,0,7514
2018-11-01,00Y,0,0,0,0,0,9458
2018-11-01,00R,0,0,0,0,3,7133
2018-11-01,00X,0,0,0,1,2,5433
2018-11-01,01A,0,0,0,0,1,15535
2018-11-01,01E,0,0,0,0,0,6037
2018-11-01,02G,0,0,0,0,0,3621
2018-11-01,03F,0,0,0,0,3,14689
2018-11-01,03Q,0,0,0,0,10,9498
2018-11-01,02P,0,0,1,1,10,12636
2018-11-01,03N,0,0,0,1,10,20278
2018-11-01,02W,0,0,0,0,1,6173
2018-11-01,02T,0,0,0,1,2,7423
2018-11-01,03A,0,0,0,1,5,6772
2018-11-01,03J,0,4,4,4,9,6975
2018-11-01,03R,0,0,0,4,5,15419
2018-11-01,05H,0,0,0,1,1,6649
2018-11-01,05J,0,0,0,1,3,4761
2018-11-01,05R,0,0,0,1,1,6121
2018-11-01,06D,0,0,0,1,3,3463
2018-11-01,05C,0,0,0,0,1,10123
2018-11-01,15M,0,0,0,3,13,34432
2018-11-01,04N,0,0,0,0,2,2923
2018-11-01,06W,0,0,0,2,5,5993
2018-11-01,06T,0,0,0,0,2,11891
2018-11-01,99E,0,0,0,1,2,7972
2018-11-01,99G,0,0,0,0,3,5513
2018-11-01,04F,0,0,0,1,5,7248
2018-11-01,04G,0,0,1,3,3,20564
2018-11-01,06K,0,1,1,3,7,17979
2018-11-01,04C,0,0,0,1,5,11906
2018-11-01,04D,0,0,0,1,4,7544
2018-11-01,99D,0,0,0,0,2,4804
2018-11-01,04Y,0,0,0,0,1,4654
2018-11-01,05N,0,1,2,5,14,9089
2018-11-01,05X,0,0,0,8,13,5865
2018-11-01,07T,0,0,0,1,5,5408
2018-11-01,08F,0,0,0,0,4,7270
2018-11-01,08N,0,0,0,0,2,6338
2018-11-01,08W,0,0,0,0,2,5803
2018-11-01,07W,0,0,0,0,2,8321
2018-11-01,07N,0,0,0,0,0,5772
2018-11-01,07Q,0,0,0,0,3,6964
2018-11-01,07V,0,0,0,0,1,8640
2018-11-01,08A,0,0,0,4,7,7918
2018-11-01,08P,0,0,0,0,1,3900
2018-11-01,08T,0,0,0,0,1,4868
2018-11-01,08X,0,0,0,1,5,6636
2018-11-01,99N,0,0,0,0,6,12474
2018-11-01,09J,0,0,0,0,1,6650
2018-11-01,09P,0,0,0,0,4,6750
2018-11-01,10R,0,0,0,1,2,6285
2018-11-01,10V,0,1,1,2,7,5960
2018-11-01,10X,0,0,0,0,3,8321
2018-11-01,99M,0,0,0,1,2,4901
2017-08-01,11E,0,0,0,1,1,4001
2017-08-01,07P,0,0,0,2,3,6631
2017-08-01,15C,0,0,1,4,15,22146
2017-08-01,14Y,0,0,0,1,2,12456
2017-08-01,10Q,0,1,1,2,16,15127
2017-08-01,07R,0,0,0,0,7,4123
2017-08-01,01H,0,0,0,3,8,11000
2017-08-01,10A,0,0,0,0,0,5704
2017-08-01,09C,0,0,0,1,2,3166
2017-08-01,06M,0,0,0,0,8,8299
2017-08-01,01F,0,1,1,1,4,5084
2017-08-01,08E,0,0,0,0,0,4905
2017-08-01,05F,0,0,0,0,2,4597
2017-08-01,07Y,0,0,0,0,9,5606
2017-08-01,08K,0,0,0,1,6,5780
2017-08-01,15F,0,0,2,3,14,21584
2017-08-01,08L,0,0,0,0,3,6882
2017-08-01,08Q,0,0,0,1,6,5117
2017-08-01,09W,0,0,0,1,3,7787
2017-08-01,06Q,0,0,0,0,1,10788
2017-08-01,08M,0,0,0,4,4,7380
2017-08-01,06Y,0,0,0,2,3,6317
2017-08-01,03E,0,0,0,0,3,3692
2017-08-01,02N,0,0,0,0,8,4859
2017-08-01,04K,0,0,0,1,4,11319
2017-08-01,03L,0,0,0,1,10,11348
2017-08-01,01G,0,1,1,1,2,10112
2017-08-01,09Y,0,0,0,0,7,6675
2017-08-01,09L,0,0,1,2,5,3246
2017-08-01,12D,0,0,0,0,2,5462
2017-08-01,01Y,0,0,0,0,1,9336
2017-08-01,08V,0,0,1,2,8,5863
2017-08-01,08X,0,1,1,2,7,5899
2017-08-01,02E,0,0,0,0,0,6224
2017-08-01,02F,0,0,0,0,4,7596
2017-08-01,12F,0,0,0,0,6,12310
2017-08-01,05T,0,0,0,5,9,7353
2017-08-01,06D,0,0,0,1,1,3078
2017-08-01,07M,0,0,0,0,5,6362
2017-08-01,00X,0,0,0,1,1,5007
2017-08-01,02G,0,0,0,0,0,3183
2017-08-01,00D,0,0,1,1,5,13481
2017-08-01,02X,0,0,0,0,5,13712
2017-08-01,07W,0,0,0,1,5,7600
2017-08-01,01A,0,0,0,0,2,14143
2017-08-01,08C,0,0,0,2,7,3190
2017-08-01,10V,0,3,3,3,9,5528
2017-08-01,10K,0,0,0,0,5,4656
2017-08-01,03F,0,0,0,0,9,13538
2017-08-01,04C,0,0,0,1,5,10859
2017-08-01,06P,0,0,1,1,1,5700
2017-08-01,00M,0,1,3,4,5,12616
2017-08-01,05G,0,0,0,2,3,7846
2017-08-01,04M,0,0,0,0,2,2937
2017-08-01,04H,0,0,0,0,1,3844
2017-08-01,01W,0,0,1,1,3,10112
2017-08-01,07H,0,0,0,2,4,7944
2017-08-01,06A,0,1,2,3,8,8460
2017-06-01,11E,0,0,0,2,4,4420
2017-06-01,07N,0,0,0,0,0,5649
2017-06-01,14Y,0,0,0,1,3,13674
2017-06-01,01R,0,0,0,0,0,5396
2017-06-01,11N,0,1,1,7,15,20095
2017-06-01,01H,0,1,1,3,6,11292
2017-06-01,05C,0,0,0,0,5,9983
2017-06-01,10A,0,0,0,0,0,6077
2017-06-01,10D,0,0,0,0,0,3490
2017-06-01,08A,0,0,0,2,10,7576
2017-06-01,01F,0,0,0,1,5,5387
2017-06-01,08F,0,0,0,0,5,6894
2017-06-01,15F,0,0,1,2,17,22783
2017-06-01,09W,0,0,0,0,1,8476
2017-06-01,06Q,0,0,0,0,0,11296
2017-06-01,07J,0,0,0,0,2,7036
2017-06-01,01K,0,0,0,3,7,12059
2017-06-01,01E,0,0,0,2,3,5975
2017-06-01,99C,0,0,0,0,9,7698
2017-06-01,03M,0,0,0,0,0,4754
2017-06-01,03Q,0,0,0,0,8,9380
2017-06-01,03E,0,0,0,0,4,4002
2017-06-01,03V,0,0,0,1,1,3563
2017-06-01,04K,0,0,0,0,5,11832
2017-06-01,15N,0,2,2,5,21,35922
2017-06-01,11X,0,0,0,2,6,15112
2017-06-01,05Q,0,0,0,0,4,6371
2017-06-01,05V,0,0,0,2,3,4339
2017-06-01,06L,0,0,0,0,5,11208
2017-06-01,09L,0,0,0,1,4,3507
2017-06-01,09N,0,0,0,1,2,4077
2017-06-01,10C,0,0,0,0,0,2025
2017-06-01,02E,0,0,0,0,0,6005
2017-06-01,09J,0,0,0,0,0,6420
2017-06-01,09X,0,0,0,0,0,4548
2017-06-01,99N,0,0,1,1,5,12457
2017-06-01,05T,0,0,0,4,8,7877
2017-06-01,06D,0,0,0,1,2,3305
2017-06-01,09D,0,1,1,3,7,6587
2017-06-01,00C,0,0,0,0,3,3166
2017-06-01,02X,0,1,1,2,6,14569
