month,pct,more_than_two,all_inhlaers,percent_more_than_two
2018-10-01,15E,2653,57367,4.624609967402862
2017-07-01,08N,412,8909,4.624536985071277
2018-04-01,03J,399,8628,4.624478442280946
2017-05-01,03E,252,5450,4.623853211009174
2019-02-01,11A,914,19773,4.622464977494563
2017-01-01,08T,321,6945,4.622030237580994
2017-08-01,09L,205,4436,4.6212804328223624
2017-02-01,05T,447,9674,4.62063262352698
2019-02-01,99H,358,7748,4.620547237996902
2017-03-01,09E,391,8465,4.6190194920259895
2019-06-01,08N,374,8097,4.6189946893911324
2017-08-01,14L,1155,25006,4.618891466048149
2018-11-01,08A,494,10696,4.618548990276739
2018-08-01,03R,879,19033,4.618294541060264
2017-08-01,08T,278,6025,4.614107883817428
2017-01-01,03R,940,20378,4.612817744626558
2019-04-01,11J,1457,31589,4.612365063788027
2017-07-01,09N,249,5400,4.611111111111111
2017-11-01,07L,413,8958,4.610404108059835
2019-02-01,07T,326,7071,4.610380427096591
2018-03-01,15E,2463,53445,4.608476003367948
2018-12-01,08M,457,9917,4.608248462236563
2018-01-01,08N,454,9856,4.6063311688311686
2017-08-01,08N,382,8296,4.604628736740598
2018-12-01,02T,463,10056,4.604216388225934
2019-06-01,10Q,936,20332,4.603580562659847
2018-12-01,08A,469,10195,4.600294261893085
2018-07-01,07L,344,7484,4.596472474612507
2017-05-01,05Y,689,14990,4.596397598398933
2018-09-01,07L,335,7291,4.594705801673296
2017-07-01,03D,255,5550,4.594594594594595
2017-09-01,11E,285,6205,4.593070104754231
2017-01-01,10K,335,7297,4.590927778539125
2019-07-01,03A,459,9998,4.590918183636727
2017-06-01,02N,324,7059,4.589885252868679
2017-12-01,07L,402,8759,4.589565018837767
2018-02-01,00K,666,14515,4.588356872201171
2017-11-01,06M,611,13317,4.588120447548246
2018-12-01,03D,266,5798,4.587788892721628
2018-02-01,09X,286,6234,4.5877446262431825
2019-03-01,11E,291,6344,4.587011349306431
2018-05-01,08N,411,8961,4.586541680616003
2017-11-01,06N,974,21237,4.586335169750906
2017-12-01,10L,349,7610,4.586070959264126
2017-02-01,03N,1079,23535,4.584661142978542
2018-11-01,99K,272,5934,4.583754634310751
2018-09-01,05Y,645,14073,4.5832445107652955
2017-01-01,09N,298,6502,4.583205167640727
2018-10-01,09E,371,8098,4.58137811805384
2017-07-01,09F,353,7712,4.577282157676348
2017-05-01,03J,421,9204,4.574098218166014
2018-03-01,14L,1213,26519,4.574078962253479
2017-01-01,03D,262,5728,4.574022346368714
2017-05-01,09N,258,5642,4.572846508330379
2017-02-01,05J,291,6364,4.5725958516656195
2019-07-01,09X,288,6300,4.571428571428571
2017-10-01,00M,779,17042,4.5710597347729145
2017-08-01,09X,286,6258,4.570150207734101
2017-04-01,06M,531,11619,4.570100697134005
2017-01-01,05Y,696,15233,4.5690277686601455
2017-09-01,01V,215,4711,4.563786881766079
2017-12-01,03E,266,5830,4.562607204116638
2017-04-01,09F,335,7346,4.560304927851893
2017-09-01,99K,258,5659,4.559109383283266
2017-10-01,03D,264,5791,4.558798135037127
2018-03-01,05R,350,7679,4.557885141294439
2018-07-01,07T,353,7747,4.5566025558280625
2018-04-01,09Y,468,10271,4.556518352643365
2019-01-01,11A,987,21664,4.555945347119645
2018-11-01,08N,407,8934,4.555630176852474
2017-06-01,08P,236,5182,4.554226167502894
2017-05-01,15N,2326,51076,4.553997963818624
2017-12-01,04M,207,4546,4.553453585569732
2019-02-01,09F,340,7467,4.553368153207446
2018-02-01,06M,532,11685,4.5528455284552845
2017-03-01,03D,273,5997,4.552276138069034
2017-04-01,03D,241,5296,4.550604229607251
2017-07-01,07T,351,7715,4.549578742709008
2017-09-01,08G,424,9325,4.546916890080429
2017-03-01,00J,645,14187,4.546415732713047
2017-04-01,06W,338,7435,4.546065904505716
2017-01-01,03J,419,9217,4.545947705327113
2018-07-01,07P,456,10033,4.5450014950662805
2017-09-01,02F,481,10595,4.539877300613497
2017-08-01,00C,192,4230,4.539007092198582
2019-02-01,00C,180,3966,4.53857791225416
2017-04-01,09P,362,7979,4.536909387141246
2017-05-01,15E,2583,56946,4.53587609314087
2017-03-01,06N,949,20926,4.535028194590462
2019-06-01,05J,297,6550,4.534351145038168
2017-07-01,15N,2246,49563,4.531606238524706
2017-07-01,00K,725,15999,4.531533220826302
2017-03-01,08D,391,8630,4.530706836616454
2018-01-01,09X,337,7439,4.530178787471435
2018-02-01,03E,214,4725,4.529100529100529
2019-06-01,09E,337,7443,4.527744189171033
2017-03-01,09X,320,7070,4.526166902404526
2017-06-01,03W,541,11954,4.525681780157269
2017-09-01,04M,179,3956,4.524772497472194
2017-07-01,05Y,638,14101,4.524501808382384
2018-07-01,10L,312,6897,4.523705959112657
2017-01-01,03Q,580,12828,4.521359526036795
2018-06-01,15E,2427,53689,4.520479055299968
2017-07-01,03R,863,19095,4.519507724535218
2017-08-01,03R,854,18902,4.51804041900328
2018-11-01,09H,210,4652,4.514187446259673
2018-09-01,08R,245,5428,4.513633014001474
2017-05-01,00M,784,17371,4.513269241839848
2018-04-01,15M,1980,43872,4.513129102844639
2017-08-01,03J,381,8447,4.510477092458861
2018-08-01,05Y,634,14063,4.508284149896893
2017-02-01,10K,308,6833,4.507536953022099
2017-02-01,05Y,637,14138,4.505587777620597
2017-04-01,02P,662,14693,4.505546859048526
2018-09-01,06M,532,11809,4.5050385299347955
2018-06-01,07L,356,7903,4.504618499304062
2018-10-01,08N,415,9214,4.504015628391578
2018-12-01,99H,382,8483,4.503123894848521
2018-02-01,05J,285,6331,4.501658505765282
2019-07-01,10L,291,6465,4.5011600928074245
2017-12-01,00K,762,16930,4.5008860011813345
2018-12-01,15C,1706,37905,4.500725497955415
2018-01-01,03J,455,10111,4.500049451092869
2017-01-01,08N,432,9601,4.499531298823039
2017-01-01,05J,325,7224,4.498892580287929
2018-07-01,06M,539,11983,4.498038888425269
2017-08-01,06N,846,18810,4.497607655502392
2017-08-01,03Q,560,12456,4.4958253050738595
2017-10-01,06N,944,20998,4.495666253928945
2019-04-01,13T,1084,24119,4.49438202247191
2019-06-01,05R,332,7387,4.49438202247191
2019-03-01,08M,441,9814,4.49358059914408
2017-09-01,03D,250,5564,4.493170381020848
2018-03-01,99K,254,5658,4.4892188052315305
2018-07-01,99H,343,7642,4.488353834074849
2017-10-01,15E,2654,59149,4.486973575208372
2017-12-01,09E,385,8581,4.486656566833702
2018-04-01,10L,296,6598,4.486207941800545
2017-11-01,05J,319,7112,4.485376827896513
2018-04-01,06M,541,12062,4.485160006632399
2017-02-01,08T,287,6400,4.484375
2017-02-01,09F,339,7561,4.483533924084116
2017-09-01,15N,2287,51014,4.48308307523425
2017-05-01,15M,2096,46761,4.482367785120079
2017-12-01,07T,355,7921,4.481757353869461
2018-07-01,05Y,657,14664,4.480360065466448
2017-11-01,10Q,1043,23282,4.479855682501503
2017-11-01,99K,268,5985,4.477861319966584
2017-12-01,15E,2587,57777,4.4775602748498535
2017-02-01,03D,230,5137,4.477321393809616
2018-01-01,99K,276,6168,4.474708171206226
2017-12-01,09Y,523,11690,4.473909324208726
2018-05-01,09N,254,5679,4.472618418735693
2018-01-01,03D,267,5974,4.469367258118514
2017-05-01,03R,891,19939,4.4686293194242435
2017-05-01,07P,490,10968,4.467541940189642
2018-01-01,02N,325,7276,4.466739967014844
2019-06-01,09X,273,6116,4.463701765860039
2018-05-01,06M,573,12837,4.463659733582613
2017-09-01,15C,1625,36422,4.461589149415189
2018-11-01,06M,550,12330,4.4606650446066505
2017-02-01,15M,1918,42999,4.460568850438382
2019-01-01,03J,441,9888,4.45995145631068
2018-12-01,02P,713,15989,4.459315779598474
2019-05-01,03Q,560,12560,4.45859872611465
2019-01-01,99H,385,8637,4.457566284589556
2017-03-01,00M,822,18448,4.455767562879445
2018-11-01,07T,341,7654,4.455186830415469
2019-02-01,08N,377,8466,4.453106543822348
2017-07-01,06D,213,4784,4.452341137123746
2017-09-01,03Q,574,12894,4.451682953311618
2017-02-01,03F,744,16719,4.450026915485376
2018-11-01,10Q,981,22046,4.44978680939853
2017-07-01,05L,1080,24282,4.447739065974797
2018-08-01,10L,303,6813,4.447380008806693
2017-06-01,00K,734,16513,4.444982740870829
2017-10-01,03J,409,9202,4.4446859378396
2018-09-01,08T,276,6211,4.4437288681371765
2019-01-01,10L,323,7270,4.442916093535076
2017-02-01,08N,380,8556,4.441327723235157
2018-09-01,03E,215,4841,4.441231150588721
2017-06-01,03E,246,5541,4.439631835408771
2019-06-01,08A,416,9372,4.438753734528382
2018-07-01,03E,220,4957,4.438168246923543
2017-05-01,11E,292,6580,4.437689969604863
2018-10-01,06M,556,12530,4.437350359138069
2017-06-01,15M,2105,47446,4.436622686843991
2017-03-01,15M,2197,49520,4.436591276252019
2018-04-01,05Y,614,13842,4.435775176997544
2019-02-01,05Y,627,14142,4.433602036487059
2018-09-01,15E,2370,53476,4.431894681726382
2019-02-01,09E,319,7200,4.430555555555555
2018-09-01,08N,375,8464,4.430529300567108
2017-09-01,00M,755,17045,4.429451452038721
2018-06-01,03E,227,5125,4.429268292682926
2017-04-01,03J,355,8018,4.427538039411324
2018-05-01,05J,299,6756,4.425695677915926
2018-06-01,99K,240,5426,4.423147806855879
2017-07-01,15M,2013,45530,4.421260707226004
2017-11-01,05T,497,11244,4.4201351832088225
2018-06-01,08N,388,8780,4.419134396355353
2017-08-01,15M,1981,44834,4.418521657670517
2019-03-01,08A,441,9983,4.417509766603225
2017-11-01,05Y,702,15895,4.41648317080843
2017-07-01,08T,276,6250,4.4159999999999995
2019-02-01,03D,228,5166,4.413472706155633
2017-06-01,09F,356,8067,4.413040783438701
2017-11-01,15E,2627,59531,4.412826930506795
2019-01-01,02Y,677,15342,4.412723243384174
2018-08-01,15M,1909,43272,4.411628766870032
2018-02-01,10Q,905,20529,4.408397876175167
2018-12-01,13T,1142,25906,4.408245194163514
2017-11-01,15M,2132,48374,4.407326249638236
2019-03-01,03D,239,5426,4.4047180243273125
2019-02-01,10Q,886,20121,4.403359673972466
2018-06-01,10L,297,6746,4.402608953453899
2017-11-01,00K,729,16562,4.401642313730226
2018-03-01,09E,357,8111,4.401430156577487
2019-03-01,09F,346,7864,4.399796541200407
2018-03-01,07P,432,9819,4.399633363886343
2017-08-01,09P,370,8412,4.39847836424156
2017-02-01,00M,714,16233,4.3984476067270375
2018-07-01,00K,719,16355,4.396209110363803
2017-07-01,03Q,561,12764,4.395173926668756
2017-11-01,03D,253,5757,4.394649991314921
2017-12-01,00J,634,14428,4.394233434987524
2019-06-01,00C,178,4051,4.393976795852876
2017-12-01,06M,607,13816,4.393456861609728
2017-04-01,15N,2066,47032,4.392753869705732
2018-02-01,08D,326,7422,4.392347076259768
2019-07-01,02T,443,10091,4.390050540085225
2017-10-01,08N,412,9386,4.389516300873641
2017-08-01,15F,1286,29318,4.38638379152739
2019-02-01,09X,279,6361,4.386102814022952
2019-03-01,04M,175,3990,4.385964912280701
2018-01-01,00K,758,17287,4.384797824955169
2017-08-01,15N,2112,48171,4.3843806439559065
2019-05-01,08D,337,7688,4.383454734651405
2017-10-01,10Q,1012,23097,4.381521409706888
2019-02-01,13T,1035,23629,4.380210757966905
2019-03-01,09Y,442,10093,4.379272763301298
2017-06-01,05Y,667,15233,4.37865161163264
2018-03-01,08N,402,9181,4.378607994771811
2018-01-01,15E,2584,59015,4.378547826823689
2019-04-01,02N,255,5826,4.376930998970134
2018-07-01,03D,247,5644,4.376328844790929
2017-02-01,07L,340,7770,4.375804375804376
2018-01-01,05J,327,7473,4.375752709755119
2017-10-01,03Q,540,12343,4.374949364011991
2018-04-01,03M,260,5945,4.373423044575273
2018-07-01,08F,408,9332,4.372053150450064
2017-02-01,09H,200,4576,4.370629370629371
2017-06-01,03Q,567,12973,4.37061589455022
2017-09-01,05Y,638,14600,4.36986301369863
2017-08-01,09F,323,7393,4.368997700527526
2019-05-01,08A,439,10049,4.368593889939298
2018-05-01,03Q,573,13119,4.367710953578778
2017-06-01,15N,2235,51199,4.365319635149124
2019-01-01,09H,207,4742,4.365246731336988
2018-07-01,03R,829,18998,4.363617222865565
2018-08-01,10K,281,6440,4.363354037267081
2017-12-01,99H,392,8984,4.363312555654497
2019-02-01,09H,180,4126,4.362578768783325
2017-09-01,15M,1993,45684,4.362577707731372
2017-11-01,03R,887,20333,4.3623665961737075
2018-04-01,03R,808,18524,4.3619088749730075
2018-10-01,10Q,952,21840,4.358974358974359
2018-07-01,06N,828,18996,4.358812381554012
2019-02-01,02T,412,9453,4.358404739236221
2017-08-01,05J,289,6633,4.357002864465551
2018-07-01,09E,336,7712,4.356846473029045
2017-11-01,03E,243,5578,4.356400143420581
2018-02-01,09Y,421,9664,4.35637417218543
2017-09-01,08P,232,5326,4.355989485542621
2019-03-01,09E,327,7508,4.355354288758657
2017-01-01,09H,219,5029,4.354742493537483
2018-05-01,00M,736,16902,4.3545142586676135
2017-02-01,09X,274,6294,4.353352399110263
2017-02-01,15F,1294,29730,4.352505886310124
2017-09-01,00K,695,15968,4.352454909819639
2018-05-01,00C,188,4320,4.351851851851852
2019-04-01,11A,848,19491,4.35072597609153
2019-05-01,09E,344,7907,4.350575439484001
2018-11-01,03Q,564,12964,4.350509102128973
2019-02-01,02N,271,6230,4.34991974317817
2019-04-01,05Y,627,14417,4.349032392314629
2018-01-01,07T,356,8186,4.348888345956511
2018-04-01,08R,241,5542,4.3486106098881265
2019-02-01,03Q,516,11869,4.347459769146516
2019-07-01,08K,387,8908,4.344409519533004
2017-10-01,06M,547,12591,4.344372964816139
2017-10-01,15N,2287,52656,4.343284715891826
2018-07-01,99K,246,5664,4.343220338983051
2019-05-01,09Y,439,10109,4.342664952022949
2018-02-01,09N,226,5205,4.341978866474544
2017-05-01,02P,701,16148,4.3410948724300225
2019-05-01,09F,334,7695,4.340480831708902
2017-07-01,09E,326,7511,4.34030089202503
2018-05-01,03E,224,5162,4.339403332041844
2018-05-01,10K,301,6937,4.339051463168516
2018-12-01,10L,317,7310,4.336525307797538
2017-02-01,00C,170,3923,4.333418302319654
2018-11-01,08D,330,7616,4.332983193277311
2018-05-01,10Q,950,21928,4.332360452389638
2018-09-01,09F,317,7318,4.331784640612189
2019-02-01,08A,407,9396,4.331630481055768
2018-07-01,00C,186,4294,4.3316255239869585
2019-04-01,15E,2189,50546,4.330708661417323
2018-02-01,10L,274,6328,4.3299620733249045
2018-08-01,06N,761,17576,4.329767865270824
2018-02-01,04M,167,3859,4.327545996372118
2017-06-01,00M,739,17084,4.325684851322875
2019-07-01,10Q,906,20946,4.325408192494987
2017-10-01,03R,859,19862,4.324841405699326
2019-01-01,13T,1193,27585,4.324814210621715
2017-12-01,06N,923,21347,4.323792570384597
2017-01-01,00K,709,16403,4.322380052429434
2019-04-01,08K,373,8632,4.321130676552364
2017-01-01,15N,2283,52844,4.320263416849595
2017-06-01,15F,1341,31047,4.319257899313944
2018-04-01,05J,268,6205,4.319097502014505
2018-07-01,15M,1955,45268,4.318724043474418
2018-02-01,07T,311,7202,4.318244931963344
2018-10-01,09N,245,5675,4.317180616740088
2018-09-01,09N,219,5076,4.314420803782506
2017-11-01,09F,343,7955,4.311753614079195
2017-03-01,15F,1442,33466,4.308850773919799
2017-05-01,00J,582,13509,4.308238951809905
2018-08-01,09F,319,7405,4.3079000675219445
2018-08-01,03E,219,5085,4.3067846607669615
2018-10-01,03R,870,20205,4.305864884929473
2019-02-01,09N,240,5574,4.3057050592034445
2017-10-01,09N,249,5786,4.303491185620463
2017-01-01,15M,2071,48128,4.303108377659575
2017-04-01,08N,350,8143,4.298170207540219
2017-04-01,00K,631,14683,4.2974868896002185
2017-06-01,06W,350,8146,4.296587282101645
2018-03-01,00C,187,4356,4.292929292929292
2017-08-01,10E,312,7272,4.29042904290429
2019-02-01,11E,254,5922,4.2890915231340765
2017-11-01,10K,329,7674,4.287203544435758
2018-12-01,03A,434,10128,4.285150078988941
2017-12-01,99K,271,6325,4.284584980237154
2018-04-01,01V,194,4528,4.284452296819788
2018-04-01,08T,266,6211,4.282724199001771
2019-05-01,13T,1101,25708,4.282713552201649
2017-06-01,10K,292,6820,4.281524926686217
2019-03-01,07P,432,10090,4.281466798810704
2018-07-01,03Q,546,12753,4.281345565749235
2019-03-01,99K,236,5515,4.279238440616501
2018-04-01,03E,205,4791,4.278856188687122
2017-02-01,15N,2074,48471,4.278847145715995
2017-06-01,05T,449,10496,4.277820121951219
2018-12-01,99K,258,6032,4.277188328912467
2018-09-01,05J,263,6149,4.277118230606602
2017-08-01,00K,670,15668,4.276231810058719
2018-03-01,09N,246,5755,4.274543874891399
2019-06-01,06M,479,11209,4.273351770898385
2017-07-01,00L,648,15164,4.273278818253759
2017-12-01,03R,867,20290,4.273040906850666
2018-05-01,99K,244,5713,4.270960966217399
2017-04-01,02N,272,6371,4.269345471668498
2019-06-01,02T,401,9394,4.268682137534596
2018-10-01,04M,177,4147,4.2681456474559925
2019-02-01,07V,487,11411,4.267811760581894
2017-08-01,05Y,607,14223,4.267735358222597
2017-10-01,00J,584,13685,4.2674461088783335
2017-06-01,00J,604,14157,4.2664406300769935
2018-05-01,15E,2323,54452,4.266142657753618
2018-09-01,08G,360,8439,4.265908282971917
2019-06-01,09Y,389,9119,4.2658186204627695
2017-03-01,99K,245,5745,4.2645778938207135
2019-02-01,15E,2149,50399,4.26397349153753
2017-12-01,03Q,588,13792,4.263341067285383
2017-04-01,02F,412,9667,4.261922002689563
2017-11-01,15N,2359,55377,4.259891290608015
2018-03-01,05Y,606,14230,4.258608573436402
2018-08-01,00M,674,15830,4.257738471257107
2017-03-01,09N,273,6414,4.256314312441535
2017-06-01,03D,248,5830,4.253859348198971
2017-06-01,00D,823,19348,4.253669629935911
2018-08-01,04M,161,3785,4.253632760898283
2018-07-01,15E,2263,53210,4.2529599699304645
2017-12-01,15N,2427,57073,4.252448618436038
2017-12-01,03D,262,6163,4.251176375141976
2018-11-01,11E,272,6399,4.25066416627598
2019-07-01,11E,251,5906,4.249915340331866
2019-01-01,09Y,464,10925,4.247139588100687
2018-05-01,08T,271,6382,4.246317768724538
2018-07-01,08T,268,6312,4.245880861850444
2017-06-01,09N,241,5677,4.24519992954025
2017-07-01,01V,196,4617,4.245180853367988
2018-06-01,04M,169,3981,4.245164531524743
2017-12-01,05Y,665,15667,4.2445905406267945
2018-12-01,07T,319,7516,4.2442788717402875
2018-03-01,07L,339,7988,4.243865798698047
2019-04-01,03D,223,5257,4.241963096823284
2017-05-01,06D,202,4762,4.241915161696766
2017-01-01,00M,764,18013,4.241381224671071
2017-09-01,03R,823,19407,4.240737878085227
2017-09-01,08N,378,8915,4.240044868199663
2017-06-01,99M,287,6770,4.239290989660266
2019-01-01,02T,462,10900,4.238532110091743
2018-06-01,09N,243,5735,4.237140366172625
2017-09-01,05T,422,9960,4.236947791164659
2019-04-01,06M,487,11498,4.235519220734041
2017-10-01,08W,385,9092,4.234491860976683
2018-09-01,15N,2035,48060,4.234290470245526
2018-08-01,08T,262,6188,4.234001292824822
2019-03-01,13T,1069,25261,4.231819801274693
2018-12-01,03F,792,18717,4.2314473473313035
2017-05-01,00P,738,17444,4.2306810364595275
2018-01-01,06N,903,21345,4.230498945888967
2017-08-01,08W,336,7946,4.228542662975081
2017-02-01,02P,617,14598,4.226606384436224
2018-01-01,09N,260,6153,4.225581017389891
2017-01-01,04M,173,4095,4.224664224664225
2019-06-01,15E,2112,49993,4.224591442801992
2018-02-01,00D,717,16975,4.223858615611193
2017-07-01,04K,614,14548,4.220511410503161
2017-05-01,03N,1067,25286,4.219726330775924
2017-03-01,11X,860,20389,4.217960665064496
2017-04-01,00D,716,16981,4.216477239267417
2017-04-01,04K,575,13637,4.2164698980714235
2018-04-01,03Q,524,12428,4.216285806243966
2018-05-01,07L,324,7686,4.215456674473068
2019-07-01,13T,1046,24816,4.215022566086396
2017-04-01,09H,193,4579,4.2148940816772225
2019-01-01,09E,347,8235,4.213721918639952
2018-09-01,00C,166,3943,4.209992391580015
2019-05-01,09X,268,6366,4.209864907320139
2017-01-01,99H,372,8838,4.209097080787508
2018-04-01,00J,538,12782,4.209043968080112
2017-03-01,03E,233,5536,4.208815028901734
2018-10-01,03Q,546,12973,4.208741231789101
2018-03-01,10Q,901,21408,4.208707025411061
2017-07-01,15C,1509,35861,4.207913889740944
2017-02-01,00D,707,16805,4.207081225825647
2017-03-01,08P,230,5467,4.207060545088714
2019-04-01,99H,323,7678,4.206824693930711
2018-02-01,05Y,587,13957,4.205774879988536
2018-06-01,15M,1938,46089,4.204907895593308
2019-07-01,03J,380,9039,4.20400486779511
2019-03-01,08N,378,8999,4.2004667185242806
2017-11-01,00J,587,13977,4.1997567432210055
2018-06-01,99M,280,6668,4.199160167966406
2018-10-01,00C,184,4382,4.198995892286627
2017-06-01,15C,1519,36185,4.197872046428078
2018-02-01,15E,2188,52126,4.197521390476922
2018-07-01,08D,314,7481,4.19729982622644
2018-05-01,00P,709,16896,4.19625946969697
2019-05-01,15E,2236,53303,4.194885841322252
2019-02-01,06M,496,11825,4.194503171247358
2018-03-01,15N,2183,52050,4.1940441882804995
2017-06-01,00L,674,16072,4.193628670980588
2017-04-01,15C,1400,33402,4.191365786479852
2018-11-01,15E,2331,55624,4.190637135049618
2018-03-01,00J,568,13555,4.190335669494651
2017-01-01,06W,347,8281,4.190315179326168
2017-08-01,11E,243,5801,4.188932942596104
2017-03-01,08N,408,9740,4.188911704312115
2018-05-01,15M,1908,45549,4.1888954752025285
2018-12-01,10Q,936,22349,4.188106850418364
2017-03-01,15N,2261,53998,4.1871921182266005
2017-04-01,01V,180,4301,4.185073238781679
2017-11-01,09N,256,6117,4.185058034984469
2019-02-01,05R,306,7312,4.1849015317286655
2019-04-01,10C,117,2796,4.184549356223176
2018-05-01,15F,1207,28848,4.1839988907376595
2017-01-01,09F,348,8326,4.179678116742734
2018-04-01,08D,301,7202,4.179394612607609
2018-05-01,15N,2138,51162,4.178882764551816
2018-02-01,08R,233,5577,4.177873408642639
2017-09-01,99M,279,6679,4.17727204671358
2017-08-01,15C,1416,33916,4.175020639226324
2019-03-01,03E,210,5033,4.172461752433936
2017-02-01,08G,386,9257,4.169817435454251
2017-02-01,09N,231,5540,4.169675090252708
2018-01-01,08T,302,7246,4.167816726469777
2017-01-01,03F,789,18931,4.167767154402831
2018-06-01,00J,575,13797,4.167572660723345
2017-10-01,05T,430,10321,4.166262959015599
2018-06-01,00M,680,16324,4.165645675079637
2017-10-01,08T,283,6794,4.165440094200766
2018-08-01,09N,220,5285,4.162724692526018
2019-01-01,99M,307,7375,4.16271186440678
2017-01-01,05L,1088,26143,4.161725892208239
2017-05-01,15C,1559,37473,4.160328770047768
2017-08-01,04K,604,14519,4.160066120256216
2018-10-01,09Y,442,10625,4.16
2017-10-01,00K,670,16116,4.157359146190122
2017-01-01,15F,1370,32957,4.156931759565494
2018-02-01,06N,746,17946,4.156915190014488
2019-07-01,05C,506,12182,4.153669348218683
2019-03-01,02Y,592,14256,4.1526374859708195
2018-03-01,03R,808,19472,4.149548069022186
2018-08-01,99K,214,5159,4.148090715254894
2017-10-01,09F,334,8052,4.148037754595132
2017-12-01,09F,367,8848,4.147830018083183
2019-01-01,03Q,548,13215,4.146802875520242
2017-04-01,07L,312,7526,4.145628487908583
2018-02-01,15N,1999,48238,4.144035822380696
2018-11-01,09F,340,8206,4.143309773336583
2017-05-01,15F,1288,31096,4.142011834319527
2018-02-01,11E,257,6205,4.141821112006446
2018-12-01,02Y,636,15360,4.140625
2019-07-01,09Y,362,8748,4.13808870598994
2019-03-01,99H,330,7975,4.137931034482759
2019-06-01,03D,215,5196,4.137798306389531
2018-09-01,06N,737,17814,4.137195464241607
2018-05-01,05Y,595,14382,4.137115839243498
2017-10-01,15C,1594,38530,4.137036075785103
2019-07-01,04M,176,4256,4.135338345864661
2018-10-01,08D,340,8222,4.1352468985648265
2018-06-01,03R,789,19080,4.135220125786163
2017-01-01,03E,234,5664,4.13135593220339
2018-03-01,04M,171,4140,4.130434782608695
2019-01-01,06M,536,12978,4.130066265988596
2018-01-01,09F,351,8503,4.127954839468423
2017-07-01,15F,1216,29459,4.127770800095047
2018-03-01,06M,531,12865,4.127477652545666
2018-11-01,99H,343,8312,4.126564003849856
2019-04-01,08F,375,9089,4.125866431950709
2017-04-01,03T,466,11296,4.125354107648725
2018-03-01,05T,414,10036,4.125149461937027
2018-02-01,05T,397,9624,4.125103906899418
2018-07-01,05J,277,6716,4.12447885646218
2017-03-01,08G,422,10233,4.123912831036842
2017-06-01,08W,346,8391,4.123465617923966
2019-07-01,03Q,548,13290,4.123401053423627
2017-12-01,05T,468,11350,4.1233480176211454
2017-03-01,08T,296,7185,4.119693806541406
2018-05-01,03R,798,19371,4.119560167260337
2018-05-01,08F,393,9542,4.118633410186543
2018-02-01,03R,716,17385,4.118492953695715
2018-12-01,06M,538,13064,4.118187385180649
2019-03-01,00C,173,4201,4.1180671268745535
2017-05-01,04V,628,15258,4.115873640057675
2017-02-01,11E,237,5759,4.115297794756034
2017-10-01,03N,1039,25251,4.114688527187043
2018-04-01,00C,169,4108,4.113924050632911
2017-08-01,08G,350,8509,4.11329180867317
2017-03-01,09H,215,5227,4.113258083030419
2018-05-01,15C,1463,35570,4.1130165870115265
2017-09-01,09P,356,8656,4.11275415896488
2017-10-01,05Y,626,15221,4.112738979042113
2017-04-01,11E,241,5861,4.111926292441563
2018-08-01,15D,501,12187,4.110937884631164
2018-05-01,06N,795,19341,4.11043896385916
2019-06-01,05Y,571,13898,4.108504820837531
2017-12-01,00M,724,17623,4.108267604834591
2018-03-01,08D,318,7743,4.106935296396745
2019-07-01,15M,1862,45339,4.106839586228192
2017-04-01,01D,428,10422,4.106697370946075
2018-05-01,11E,266,6480,4.104938271604938
2018-04-01,09N,222,5409,4.1042706600110925
2017-10-01,09L,206,5021,4.102768372834096
2019-02-01,03E,201,4901,4.101203835951846
2018-02-01,15M,1750,42671,4.101145977361674
2019-01-01,05R,336,8194,4.100561386380278
2017-03-01,03F,784,19120,4.100418410041841
2018-07-01,09N,219,5341,4.100355738625725
2019-04-01,11E,242,5906,4.097527937690485
2017-09-01,08F,388,9470,4.097148891235481
2017-08-01,06W,315,7690,4.096228868660598
2018-10-01,07T,318,7764,4.095826893353941
2019-05-01,04M,164,4005,4.094881398252185
2019-06-01,15C,1381,33728,4.094520872865275
2019-01-01,15N,2257,55126,4.094256793527555
2019-04-01,07P,402,9819,4.094103269172013
2019-07-01,09H,163,3982,4.093420391762933
2018-03-01,00M,700,17101,4.093327875562832
2017-04-01,03F,668,16320,4.0931372549019605
2017-03-01,05L,1074,26243,4.092519910071257
2018-07-01,00J,545,13318,4.092206036942484
2018-12-01,08N,376,9192,4.090513489991297
2019-04-01,15C,1365,33377,4.089642568235612
2017-01-01,03M,269,6578,4.089388871997568
2017-08-01,02F,412,10082,4.086490775639754
2018-03-01,06N,789,19308,4.0863890615289
2018-02-01,01V,185,4528,4.0856890459363955
2018-09-01,00D,731,17893,4.085396523780249
2018-07-01,10K,285,6977,4.084850222158521
2018-12-01,07P,404,9891,4.084521281973511
2017-06-01,11E,262,6416,4.08354114713217
2018-11-01,09X,276,6760,4.0828402366863905
2019-04-01,09E,301,7373,4.0824630408246305
2018-08-01,02Y,599,14675,4.081771720613288
2017-03-01,02F,454,11123,4.081632653061225
2017-05-01,08G,396,9704,4.080791426215994
2017-03-01,11E,272,6667,4.07979601019949
2017-06-01,03N,1044,25599,4.0782843079807805
2017-10-01,03M,259,6351,4.0780979373327035
2017-05-01,00K,682,16733,4.075778401960198
2018-12-01,15M,1894,46470,4.075747794275877
2018-08-01,00K,650,15948,4.075746175068974
2018-06-01,06M,509,12491,4.074933952445761
2019-02-01,07P,376,9228,4.074555700043346
