month,pct,items_more_than_two,all_items,items_percent_more_than_two
2018-03-01,02X,156,14031,1.1118238186871927
2019-07-01,03M,55,4947,1.1117849201536285
2019-07-01,07N,62,5577,1.1117088040164964
2018-04-01,05G,82,7378,1.1114123068582271
2017-12-01,07V,101,9090,1.1111111111111112
2018-08-01,04L,46,4140,1.1111111111111112
2019-03-01,15F,235,21151,1.1110585787906009
2018-09-01,03T,103,9271,1.1109912630784167
2018-06-01,08W,64,5765,1.1101474414570685
2019-04-01,09P,70,6306,1.1100539169045354
2017-01-01,04Y,52,4688,1.1092150170648465
2017-08-01,05G,87,7846,1.1088452714759114
2019-02-01,02P,129,11634,1.10881897885508
2018-02-01,04L,45,4059,1.1086474501108647
2017-12-01,05V,52,4691,1.1085056491153271
2017-03-01,05C,115,10382,1.1076863802735504
2017-09-01,09J,70,6321,1.1074197120708749
2019-01-01,02F,99,8940,1.1073825503355705
2018-10-01,05V,49,4425,1.1073446327683616
2018-11-01,99A,270,24385,1.1072380561820792
2018-09-01,00T,127,11473,1.1069467445306371
2019-03-01,09P,76,6867,1.1067423911460608
2018-01-01,01W,125,11314,1.1048258794414
2018-07-01,99J,133,12043,1.1043759860499875
2018-07-01,01K,129,11682,1.1042629686697483
2017-06-01,99A,274,24816,1.1041263700838169
2017-02-01,99N,127,11503,1.1040598104842214
2019-04-01,02P,135,12240,1.1029411764705883
2018-09-01,02X,145,13151,1.1025777507413885
2018-04-01,09L,38,3447,1.1024078909196402
2018-06-01,04H,48,4357,1.1016754647693368
2018-06-01,11M,174,15796,1.101544694859458
2018-10-01,11X,165,14980,1.101468624833111
2019-04-01,07V,89,8082,1.101212571145756
2017-02-01,02Y,121,10992,1.1008005822416302
2017-06-01,08M,89,8087,1.1005317175714109
2018-12-01,01K,138,12540,1.1004784688995215
2017-12-01,04C,133,12088,1.100264725347452
2019-06-01,03L,128,11639,1.0997508377008334
2018-10-01,06P,71,6458,1.099411582533292
2018-05-01,04C,124,11281,1.0991933339242974
2018-12-01,99N,140,12737,1.0991599277694906
2017-06-01,10J,63,5732,1.0990928122819261
2018-09-01,06W,59,5369,1.098901098901099
2018-01-01,99F,65,5916,1.0987153482082488
2019-04-01,04C,118,10746,1.0980830076307462
2018-05-01,02X,156,14207,1.098050256915605
2018-11-01,01G,118,10751,1.09757231885406
2018-12-01,00P,138,12577,1.0972409954679176
2018-11-01,01W,116,10573,1.0971342097796273
2017-10-01,02Y,130,11850,1.0970464135021099
2017-08-01,12F,135,12310,1.0966693744922826
2018-03-01,00Q,74,6749,1.0964587346273522
2017-09-01,04C,127,11583,1.096434429767763
2018-05-01,01Y,108,9851,1.0963353974215817
2019-01-01,08W,67,6116,1.0954872465663834
2019-04-01,11X,148,13522,1.0945126460582755
2017-07-01,99J,127,11606,1.0942615888333622
2018-04-01,05L,185,16907,1.09422132844384
2018-07-01,07N,60,5484,1.0940919037199124
2018-09-01,01D,95,8683,1.0940919037199124
2017-03-01,02W,60,5484,1.0940919037199124
2018-04-01,02X,146,13348,1.0937968234941564
2019-05-01,99A,267,24411,1.0937692024087502
2018-01-01,09P,77,7040,1.09375
2018-09-01,09J,66,6036,1.0934393638170974
2018-04-01,00Q,66,6037,1.0932582408481033
2017-12-01,05W,155,14178,1.09324305261673
2018-12-01,03M,56,5123,1.0931095061487408
2017-12-01,11X,176,16101,1.0930998074653748
2018-03-01,11M,176,16103,1.0929640439669626
2019-07-01,00P,133,12175,1.0924024640657084
2018-05-01,05C,107,9798,1.0920596040008164
2018-10-01,07X,85,7784,1.091983556012333
2017-01-01,04D,78,7145,1.0916724982505248
2018-08-01,04Y,49,4489,1.0915571396747605
2017-11-01,01Y,111,10171,1.0913381181791368
2018-08-01,08E,48,4399,1.091157081154808
2019-05-01,05T,87,7975,1.090909090909091
2018-07-01,01W,111,10176,1.0908018867924527
2018-09-01,12F,131,12011,1.0906668886853716
2018-12-01,01D,101,9264,1.0902417962003454
2017-09-01,06V,65,5962,1.0902381751090238
2017-05-01,99A,275,25227,1.090101874975225
2018-10-01,10E,63,5781,1.0897768552153606
2018-08-01,05L,181,16614,1.0894426387384133
2018-05-01,99E,87,7987,1.0892700638537625
2019-06-01,99N,126,11569,1.0891174690984529
2017-04-01,05V,44,4040,1.089108910891089
2019-03-01,05C,106,9737,1.0886309951730513
2018-02-01,05C,102,9371,1.0884644114822324
2018-11-01,11X,159,14608,1.0884446878422782
2017-08-01,99J,121,11119,1.0882273585754114
2019-07-01,07V,90,8271,1.088139281828074
2018-06-01,01K,127,11682,1.0871426125663413
2017-08-01,05C,102,9383,1.0870723649152723
2018-09-01,01Y,101,9293,1.0868395566555473
2017-09-01,12D,62,5705,1.0867659947414547
2019-07-01,04K,126,11596,1.0865815798551224
2019-06-01,00P,125,11508,1.086200903719152
2018-06-01,05L,190,17493,1.0861487452123706
2017-06-01,12F,142,13074,1.0861251338534497
2018-04-01,04L,45,4144,1.085907335907336
2017-11-01,10J,65,5988,1.085504342017368
2017-03-01,00Q,81,7464,1.0852090032154342
2017-04-01,99D,51,4700,1.0851063829787235
2017-06-01,00T,129,11889,1.0850365884430988
2018-09-01,07N,57,5254,1.0848877046060146
2018-05-01,12F,137,12641,1.0837750177992247
2019-04-01,04N,33,3045,1.083743842364532
2019-05-01,01F,56,5169,1.0833816985877347
2019-02-01,99A,240,22154,1.083325810237429
2018-01-01,05V,51,4709,1.083032490974729
2018-07-01,08E,54,4986,1.083032490974729
2018-07-01,02X,151,13944,1.082903040734366
2019-06-01,04D,75,6928,1.0825635103926097
2017-05-01,99N,131,12104,1.082286847323199
2017-11-01,05G,90,8317,1.0821209570758688
2018-10-01,99A,269,24872,1.0815374718559023
2017-01-01,12F,147,13596,1.0812003530450132
2018-03-01,02Y,125,11563,1.0810343336504369
2017-10-01,07X,82,7588,1.080653663679494
2019-02-01,04L,45,4165,1.0804321728691477
2017-04-01,06P,60,5554,1.0803024846957148
2017-11-01,02Y,131,12129,1.0800560639788936
2018-05-01,99F,59,5464,1.0797950219619328
2017-02-01,00Q,71,6576,1.079683698296837
2018-11-01,07X,84,7782,1.0794140323824208
2018-04-01,99N,123,11400,1.0789473684210527
2017-06-01,04V,129,11961,1.0785051417105593
2017-11-01,12D,64,5935,1.0783487784330243
2017-11-01,04L,49,4544,1.0783450704225352
2017-09-01,01J,96,8911,1.0773201660868588
2017-05-01,02A,79,7334,1.0771748022907008
2018-07-01,04C,124,11512,1.0771369006254343
2018-10-01,04D,81,7521,1.0769844435580374
2019-05-01,03F,154,14304,1.0766219239373602
2018-10-01,02Y,131,12176,1.075886990801577
2018-06-01,02X,153,14227,1.0754199761017782
2018-07-01,05C,106,9857,1.0753779040275946
2017-06-01,01G,114,10602,1.0752688172043012
2019-07-01,99A,253,23549,1.0743555989638627
2019-04-01,06P,61,5678,1.0743219443466008
2018-11-01,99N,134,12474,1.074234407567741
2019-01-01,03M,55,5120,1.07421875
2017-04-01,02Y,114,10613,1.0741543390181854
2017-07-01,05C,100,9313,1.0737678513905293
2017-08-01,99A,262,24418,1.0729789499549514
2018-08-01,99A,248,23116,1.0728499740439523
2019-05-01,00P,135,12586,1.0726203718417289
2018-11-01,11M,178,16601,1.072224564785254
2019-01-01,11X,165,15393,1.0719158058857923
2019-03-01,02X,147,13717,1.0716629000510316
2018-09-01,04Y,49,4573,1.0715066695823312
2018-12-01,09J,70,6533,1.0714832389407623
2018-02-01,02Y,120,11201,1.0713329167038659
2018-01-01,99E,92,8591,1.0708881387498546
2019-01-01,01F,59,5510,1.0707803992740472
2017-05-01,04F,70,6540,1.0703363914373087
2018-01-01,11M,191,17847,1.0702078780747466
2018-07-01,99A,256,23921,1.070189373353957
2017-08-01,06P,61,5700,1.0701754385964912
2017-03-01,05V,48,4486,1.069995541685243
2017-10-01,99J,133,12430,1.0699919549477073
2017-11-01,04N,34,3178,1.0698552548772813
2017-08-01,10A,61,5704,1.0694249649368863
2019-01-01,01Y,114,10660,1.0694183864915572
2017-07-01,02Y,122,11409,1.0693312297309143
2017-05-01,03W,94,8793,1.069032184692369
2017-01-01,04V,127,11883,1.0687536817302028
2018-10-01,07V,94,8796,1.068667576170987
2017-01-01,01G,118,11044,1.0684534588917058
2018-08-01,10J,52,4867,1.0684199712348468
2018-03-01,11X,155,14512,1.0680815876515986
2017-05-01,04V,127,11892,1.0679448368651194
2018-11-01,09J,71,6650,1.0676691729323309
2018-04-01,00T,119,11146,1.0676475865781445
2019-03-01,01V,39,3653,1.0676156583629894
2018-11-01,01K,135,12646,1.0675312351731774
2018-07-01,01G,112,10494,1.0672765389746521
2018-06-01,06D,34,3188,1.066499372647428
2017-07-01,99D,52,4879,1.0657921705267475
2017-02-01,08E,60,5631,1.0655301012253597
2017-09-01,05W,146,13710,1.0649161196207149
2017-05-01,01J,99,9298,1.0647451064745108
2017-11-01,01D,106,9956,1.064684612294094
2018-07-01,04D,77,7233,1.064565187335822
2019-01-01,09P,76,7141,1.0642767119451058
2019-01-01,10J,62,5830,1.0634648370497428
2019-06-01,01F,52,4890,1.063394683026585
2017-04-01,04L,44,4138,1.0633156114064766
2017-06-01,04C,124,11663,1.0631912886907313
2018-06-01,06P,66,6208,1.0631443298969072
2018-08-01,07X,73,6867,1.0630551914955586
2017-02-01,08M,85,7997,1.0628985869701137
2018-06-01,04C,125,11761,1.0628347929597823
2019-06-01,02P,126,11860,1.0623946037099494
2018-03-01,01Y,104,9792,1.0620915032679739
2018-07-01,10A,67,6309,1.0619749564114755
2017-07-01,00T,125,11771,1.0619318664514483
2018-10-01,03W,94,8857,1.0613074404425877
2017-11-01,03W,97,9140,1.061269146608315
2019-06-01,09J,63,5938,1.0609632873021217
2017-04-01,02W,48,4526,1.0605391073795847
2017-01-01,02Q,49,4624,1.0596885813148789
2017-02-01,10J,55,5192,1.059322033898305
2017-03-01,06P,68,6421,1.059025073976016
2018-04-01,05C,98,9256,1.0587726879861712
2017-12-01,99N,142,13413,1.0586744203384777
2019-06-01,99A,237,22391,1.058460988790139
2018-07-01,04L,47,4441,1.058320198153569
2018-09-01,99A,231,21831,1.0581283495946132
2017-10-01,06K,188,17777,1.0575462676492096
2018-05-01,99A,265,25079,1.0566609513935963
2018-07-01,04N,32,3029,1.0564542753383956
2019-05-01,02Y,125,11834,1.056278519520027
2019-01-01,11M,180,17041,1.0562760401384894
2018-06-01,08E,55,5208,1.056067588325653
2017-03-01,08M,93,8807,1.0559781991597592
2019-03-01,04C,118,11175,1.0559284116331096
2018-01-01,04H,47,4453,1.0554682236694364
2018-04-01,04Y,46,4362,1.0545621274644659
2017-05-01,12F,137,12992,1.0544950738916254
2018-04-01,05W,137,12996,1.054170514004309
2018-04-01,02Y,116,11005,1.0540663334847795
2017-07-01,08M,84,7970,1.053952321204517
2018-12-01,01G,112,10633,1.053324555628703
2017-03-01,01G,119,11307,1.0524453878128595
2018-05-01,08M,81,7703,1.0515383616772687
2017-07-01,04V,123,11698,1.0514617883398871
2017-06-01,02Y,125,11889,1.051392043065018
2017-02-01,06P,62,5898,1.0512037978975926
2018-12-01,02Y,131,12471,1.0504370138721835
2017-02-01,02W,49,4667,1.0499250053567601
2017-07-01,12F,131,12481,1.0495953849851776
2019-06-01,05C,98,9337,1.0495876619899325
2017-01-01,04F,74,7051,1.049496525315558
2017-09-01,99A,257,24490,1.0494079216006533
2017-03-01,11N,228,21727,1.0493855571408846
2019-03-01,01G,110,10499,1.0477188303647966
2019-02-01,09J,64,6109,1.0476346374201997
2019-05-01,11X,145,13843,1.0474608105179513
2017-03-01,12F,149,14229,1.0471572141401364
2017-01-01,01H,121,11556,1.0470751124956732
2017-12-01,01Y,108,10315,1.047018904507998
2018-03-01,05C,102,9742,1.047012933689181
2017-02-01,99A,232,22160,1.0469314079422383
2019-07-01,11M,159,15189,1.0468101915860162
2018-10-01,04N,33,3153,1.0466222645099905
2018-08-01,99N,119,11371,1.0465218538387124
2018-10-01,01K,126,12046,1.045990370247385
2018-01-01,04V,135,12908,1.045863030678649
2018-08-01,04V,124,11857,1.0457957324787044
2018-06-01,01Y,101,9658,1.0457651687720024
2017-09-01,02Y,122,11667,1.0456844090168853
2018-06-01,99A,251,24004,1.0456590568238626
2019-06-01,04K,113,10808,1.0455218356772762
2019-07-01,01Y,102,9757,1.045403300194732
2017-12-01,05G,91,8706,1.045256145187227
2018-06-01,99E,81,7755,1.0444874274661509
2018-01-01,01F,58,5553,1.0444804610120655
2019-03-01,08W,58,5553,1.0444804610120655
2017-05-01,04C,119,11394,1.0444093382482007
2018-09-01,04C,114,10916,1.044338585562477
2017-07-01,09J,64,6129,1.0442160221895904
2018-08-01,09J,65,6225,1.0441767068273093
2018-08-01,04N,31,2969,1.0441226002020882
2017-08-01,10J,55,5268,1.044039483675019
2018-01-01,11X,162,15518,1.0439489624951668
2017-11-01,08M,93,8911,1.0436539108966445
2018-12-01,01Y,104,9965,1.043652784746613
2019-01-01,09L,40,3833,1.0435690060005216
2018-03-01,04H,42,4025,1.0434782608695654
2018-07-01,09J,65,6234,1.042669233237087
2019-05-01,03M,49,4700,1.0425531914893618
2017-11-01,05W,150,14392,1.0422456920511394
2018-08-01,08M,71,6814,1.0419724097446434
2017-11-01,04Y,52,4992,1.0416666666666665
2018-06-01,11N,206,19776,1.0416666666666665
2018-11-01,04C,124,11906,1.041491684864774
2017-04-01,01W,96,9218,1.0414406595790844
2018-12-01,09P,74,7106,1.0413734871939206
2017-10-01,05V,47,4514,1.0412051395657953
2017-01-01,06P,69,6628,1.0410380205190104
2018-09-01,01J,85,8168,1.0406464250734575
2017-12-01,99A,269,25867,1.0399350523833455
2018-06-01,05G,85,8174,1.03988255444091
2017-05-01,10J,57,5483,1.0395768739741018
2018-10-01,01D,103,9908,1.0395639886960033
2018-11-01,07N,60,5772,1.0395010395010396
2018-11-01,04K,120,11546,1.0393209769617182
2019-02-01,00P,117,11259,1.0391686650679457
2019-01-01,07V,94,9046,1.0391333185938536
2017-06-01,02G,37,3564,1.0381593714927049
2018-12-01,04C,122,11752,1.0381211708645337
2019-06-01,02Y,120,11560,1.0380622837370241
2018-05-01,11X,152,14643,1.0380386532814314
2019-05-01,05C,103,9923,1.0379925425778493
2019-02-01,01K,115,11080,1.0379061371841156
2018-02-01,02X,133,12815,1.037846273897776
2017-06-01,03W,97,9347,1.0377661281694661
2018-11-01,05C,105,10123,1.037241924330732
2018-10-01,02X,147,14175,1.037037037037037
2017-10-01,01G,115,11091,1.0368767469119105
2017-09-01,06P,65,6275,1.0358565737051793
2017-04-01,03W,86,8303,1.0357702035408887
2019-04-01,08W,60,5794,1.0355540214014498
2018-12-01,07N,62,5988,1.0354041416165665
2019-01-01,04D,81,7824,1.0352760736196318
2018-01-01,03W,97,9374,1.0347770428845742
2017-01-01,05V,45,4350,1.0344827586206897
2017-09-01,05C,101,9769,1.0338826901422868
2019-01-01,99E,87,8420,1.0332541567695963
2018-09-01,99E,74,7163,1.0330866955186373
2019-07-01,99N,120,11617,1.0329689248515108
2018-09-01,08M,75,7261,1.0329155763668916
2017-01-01,11N,216,20917,1.0326528660897834
2018-03-01,01G,108,10461,1.0324060797246917
2019-02-01,01W,102,9885,1.031866464339909
2018-09-01,06P,61,5913,1.0316252325384745
2019-04-01,01F,53,5141,1.0309278350515463
2019-01-01,05C,110,10671,1.030831224814919
2018-04-01,04C,114,11061,1.0306482234879306
2018-02-01,99J,116,11257,1.0304699298214446
2019-07-01,01D,88,8541,1.0303243179955508
2018-02-01,01Y,94,9125,1.0301369863013699
2019-05-01,02X,145,14086,1.029390884566236
2018-10-01,05L,198,19237,1.0292665176482818
2017-02-01,02A,70,6803,1.0289578127296781
2018-04-01,01W,101,9816,1.0289323553382235
2019-03-01,10E,58,5637,1.0289160901188577
2018-09-01,02Y,117,11376,1.0284810126582278
2019-07-01,09P,70,6807,1.0283531658586749
2017-02-01,04F,64,6227,1.0277822386381885
2018-10-01,04H,45,4379,1.027631879424526
2019-01-01,02X,150,14598,1.0275380189066996
2018-07-01,00T,118,11489,1.027069370702411
2017-02-01,03W,87,8481,1.0258224266006368
2017-08-01,12D,56,5462,1.0252654705236177
2017-03-01,04V,125,12199,1.024674153619149
2017-08-01,07X,72,7027,1.024619325458944
2018-05-01,01K,122,11911,1.024263286038116
2018-02-01,01K,113,11034,1.0241073046945806
2019-03-01,99N,126,12304,1.0240572171651494
2018-06-01,02Y,118,11527,1.0236835256354646
2017-01-01,00Q,75,7327,1.0236113006687593
2019-05-01,02P,132,12898,1.0234144828655605
2017-04-01,01G,99,9674,1.023361587761009
2017-12-01,02Y,130,12710,1.0228166797797011
2017-01-01,01J,96,9391,1.0222553508678522
2019-04-01,99A,234,22893,1.0221465076660987
2017-04-01,06K,170,16635,1.021941689209498
2019-04-01,01W,99,9688,1.0218827415359206
2017-10-01,99A,259,25349,1.0217365576551345
2018-01-01,08M,88,8613,1.0217113665389528
2017-11-01,10A,68,6656,1.0216346153846154
2018-12-01,04H,45,4405,1.0215664018161181
2017-04-01,04V,111,10873,1.020877402740734
2017-12-01,06K,196,19203,1.0206738530437953
2017-11-01,04C,128,12541,1.0206522605852804
2019-03-01,01Y,99,9702,1.0204081632653061
2017-10-01,99D,51,4999,1.0202040408081616
2017-09-01,04Y,48,4705,1.0201912858661
2017-10-01,08M,89,8727,1.0198235361521713
2017-02-01,00T,116,11378,1.0195113376691862
2019-06-01,07N,53,5200,1.0192307692307692
2017-04-01,12D,56,5498,1.018552200800291
2017-06-01,01H,115,11292,1.018420120439249
2018-11-01,02Y,124,12180,1.018062397372742
2018-08-01,99J,116,11395,1.0179903466432647
2019-07-01,01W,102,10025,1.0174563591022443
2017-07-01,04N,30,2950,1.0169491525423728
2017-07-01,01F,52,5114,1.0168165819319515
2017-10-01,01T,69,6788,1.0164997053624043
2017-09-01,08M,84,8265,1.0163339382940109
2017-11-01,06K,185,18208,1.01603690685413
2018-02-01,99A,234,23037,1.0157572600599036
2017-07-01,10A,58,5711,1.0155839607774468
2017-12-01,08E,63,6204,1.0154738878143132
2017-10-01,11N,214,21082,1.0150839578787592
2019-03-01,11X,145,14291,1.0146245889021062
2019-04-01,01V,37,3647,1.0145324924595558
2017-11-01,99A,257,25336,1.0143669087464477
2019-03-01,04K,115,11340,1.0141093474426808
2018-10-01,01F,54,5325,1.0140845070422535
2017-02-01,01H,107,10553,1.0139296882403108
2018-05-01,02Y,116,11441,1.013897386592081
2018-09-01,04F,65,6411,1.0138823896428015
2019-03-01,05T,80,7892,1.0136847440446022
2018-05-01,00T,119,11740,1.0136286201022147
2017-04-01,99J,116,11446,1.0134544819150795
2018-06-01,08M,77,7599,1.01329122252928
2018-05-01,04Y,47,4639,1.0131493856434577
2017-02-01,01J,88,8690,1.0126582278481013
2017-10-01,00T,129,12740,1.012558869701727
2018-11-01,01D,97,9580,1.012526096033403
2018-01-01,05C,107,10576,1.0117246596066565
2019-03-01,02Y,118,11666,1.0114863706497514
2019-07-01,15F,208,20564,1.011476366465668
2019-02-01,99N,118,11667,1.0113996742950202
2017-07-01,00Q,68,6724,1.0113027959547887
2017-07-01,99A,243,24033,1.011109724129322
2018-08-01,11N,197,19489,1.010826620144697
2018-01-01,02Y,129,12765,1.0105757931844888
2017-12-01,04V,129,12766,1.0104966316778943
2019-02-01,10E,53,5245,1.0104861773117253
2018-10-01,12F,135,13362,1.0103277952402334
2018-06-01,00Q,65,6435,1.0101010101010102
2018-11-01,04Y,47,4654,1.0098839707778255
2017-05-01,06K,178,17627,1.0098144891359846
2018-01-01,01Y,107,10600,1.0094339622641508
2018-10-01,99N,127,12582,1.009378477189636
2019-05-01,99J,123,12187,1.009272175268729
2019-06-01,02X,130,12881,1.0092384131666796
2017-08-01,01H,111,11000,1.009090909090909
2018-07-01,06K,174,17246,1.0089296068653602
2018-12-01,02X,142,14075,1.0088809946714032
2017-08-01,01G,102,10112,1.0087025316455696
2019-07-01,03T,100,9914,1.0086746015735324
2017-10-01,10A,65,6446,1.0083772882407696
2017-08-01,06K,165,16363,1.0083725478213041
2017-09-01,01G,105,10414,1.0082581140772038
2019-07-01,01F,51,5060,1.0079051383399211
2018-06-01,04Y,48,4769,1.0065003145313483
2017-03-01,07X,83,8248,1.0063045586808923
2018-01-01,99D,55,5466,1.0062202707647274
2019-07-01,02X,143,14223,1.005413766434648
2019-01-01,09J,70,6963,1.0053138015223324
2019-04-01,11M,153,15220,1.005256241787122
2019-04-01,04D,71,7066,1.0048117746957261
2019-07-01,99J,120,11949,1.0042681395932713
2017-09-01,03W,87,8664,1.0041551246537395
2017-04-01,00Q,63,6274,1.0041440867070448
2017-09-01,11N,202,20121,1.003926246210427
2017-12-01,04L,48,4785,1.0031347962382446
2018-07-01,06D,33,3290,1.0030395136778116
2017-01-01,08M,93,9276,1.0025873221216042
2019-02-01,08M,72,7182,1.0025062656641603
2019-06-01,01D,83,8281,1.0022944088878156
2017-07-01,06K,171,17064,1.0021097046413503
2019-01-01,99A,249,24855,1.0018105009052505
2017-10-01,05G,83,8287,1.0015687220948473
2017-04-01,12F,121,12083,1.0014069353637343
2019-07-01,05T,79,7891,1.0011405398555318
2017-06-01,01J,91,9090,1.001100110011001
2019-02-01,08W,55,5495,1.0009099181073704
2018-09-01,03W,82,8196,1.0004880429477794
2018-01-01,07X,82,8205,0.9993906154783669
2018-09-01,01K,109,10909,0.9991749931249427
2018-03-01,01K,119,11912,0.9989926124916051
2018-07-01,01H,111,11113,0.9988301988661928
2018-09-01,08E,48,4807,0.998543790305804
2018-06-01,09J,62,6211,0.9982289486395105
2018-07-01,07X,76,7616,0.9978991596638654
2017-06-01,06K,175,17537,0.9978901750584478
2017-01-01,06K,180,18043,0.9976168043008369
2018-08-01,02Y,118,11832,0.9972954699121027
2019-05-01,11M,159,15958,0.9963654593307432
2018-11-01,02X,141,14153,0.9962552109093479
2018-06-01,04N,31,3115,0.9951845906902087
2018-07-01,99N,122,12262,0.9949437285923993
2017-07-01,03W,88,8845,0.9949123798756361
2018-11-01,05L,183,18399,0.9946192727865644
2019-06-01,11M,152,15289,0.9941788213748446
2017-06-01,04F,70,7041,0.9941769634995028
2018-01-01,05W,145,14588,0.9939676446394297
2018-10-01,09J,66,6641,0.9938262309893089
2019-05-01,00Q,64,6442,0.9934802856255821
2019-05-01,99E,80,8055,0.9931719428926132
