month,pct,items_more_than_two,all_items,items_percent_more_than_two
2017-01-01,14L,284,21964,1.2930249499180477
2017-01-01,99F,72,5574,1.2917115177610334
2018-02-01,03F,172,13316,1.2916791829378191
2017-06-01,04H,57,4413,1.291638341264446
2017-12-01,00P,169,13087,1.2913578360204783
2019-04-01,00L,141,10921,1.291090559472576
2019-06-01,00M,156,12093,1.2900024807740016
2017-02-01,08F,86,6667,1.2899355032248387
2017-02-01,04L,55,4264,1.2898686679174483
2017-06-01,14L,281,21788,1.2897007527079125
2017-06-01,11M,212,16443,1.289302438727726
2019-05-01,08G,82,6361,1.2891054865587173
2017-07-01,07V,105,8146,1.2889761846304935
2019-02-01,05T,95,7371,1.2888346221679554
2018-03-01,03L,154,11952,1.2884872824631861
2017-12-01,03N,274,21267,1.288381059857996
2017-06-01,04Y,61,4737,1.2877348532826685
2017-04-01,14L,255,19810,1.2872286723876831
2018-04-01,08W,70,5442,1.2862918044836458
2018-08-01,11M,187,14540,1.2861072902338377
2019-05-01,14L,279,21694,1.2860698810731077
2017-10-01,11X,194,15087,1.2858752568436402
2017-12-01,03L,164,12755,1.2857702861622893
2018-11-01,09L,45,3500,1.2857142857142856
2018-03-01,03F,182,14163,1.2850384805479065
2018-07-01,01D,113,8794,1.284967022970207
2018-11-01,06W,77,5993,1.284832304355081
2017-11-01,01K,161,12535,1.2844036697247707
2017-08-01,02X,176,13712,1.2835472578763127
2017-01-01,11M,222,17297,1.2834595594611782
2017-03-01,04Y,64,4988,1.2830793905372895
2017-10-01,04Y,60,4677,1.2828736369467608
2018-09-01,09P,80,6237,1.282667949334616
2019-07-01,08W,71,5536,1.282514450867052
2018-03-01,01W,133,10373,1.2821748770847392
2018-05-01,07N,74,5772,1.282051282051282
2018-01-01,14L,299,23323,1.2819963126527463
2019-02-01,00K,150,11711,1.280847066860217
2018-11-01,04L,55,4295,1.2805587892898718
2017-11-01,04K,156,12183,1.2804727899532136
2017-10-01,99N,164,12809,1.280349754079163
2018-04-01,05T,93,7264,1.2802863436123348
2018-02-01,04D,84,6562,1.2800975312404754
2018-05-01,03F,176,13750,1.28
2017-06-01,99D,68,5314,1.2796386902521641
2017-05-01,01F,66,5160,1.2790697674418605
2017-09-01,04L,54,4227,1.27750177430802
2018-11-01,03N,259,20278,1.2772462767531314
2017-02-01,05W,160,12534,1.276527844263603
2018-08-01,15F,261,20451,1.2762212116766907
2019-06-01,06N,158,12381,1.2761489378887003
2017-10-01,99E,103,8072,1.27601585728444
2018-08-01,01W,124,9718,1.2759827124922825
2018-03-01,05Q,84,6585,1.275626423690205
2017-11-01,04D,95,7448,1.2755102040816326
2018-01-01,04K,158,12389,1.27532488497861
2018-04-01,11X,175,13722,1.275324296749745
2018-07-01,01F,65,5097,1.2752599568373553
2019-02-01,08G,80,6275,1.2749003984063745
2018-02-01,11X,177,13884,1.274848746758859
2019-05-01,08R,53,4158,1.2746512746512748
2019-06-01,00D,171,13416,1.2745974955277282
2017-01-01,05Q,84,6591,1.2744651797906235
2018-05-01,15D,123,9653,1.2742152698642908
2018-11-01,02P,161,12636,1.2741373852484963
2018-11-01,09P,86,6750,1.274074074074074
2018-02-01,09P,81,6359,1.273785186350055
2017-07-01,01K,151,11860,1.2731871838111297
2017-04-01,03L,137,10763,1.2728793087429155
2017-11-01,05V,56,4404,1.2715712988192553
2019-01-01,15D,134,10540,1.2713472485768502
2019-01-01,06W,79,6214,1.2713228194399744
2017-10-01,01K,156,12277,1.270668730145801
2018-06-01,04K,145,11412,1.2705923589204347
2018-01-01,08G,91,7164,1.2702400893355668
2018-04-01,03T,116,9135,1.2698412698412698
2019-07-01,04L,54,4255,1.2690951821386602
2017-02-01,09J,77,6068,1.2689518787079763
2017-12-01,04H,59,4652,1.2682717110920034
2017-02-01,11M,191,15066,1.26775521040754
2017-04-01,15D,118,9309,1.2675905038135138
2018-10-01,05T,102,8048,1.2673956262425448
2017-12-01,01W,144,11362,1.2673825030804435
2017-06-01,04L,58,4577,1.267205593183308
2018-02-01,04K,137,10812,1.2671106178320384
2018-02-01,15D,120,9474,1.266624445851805
2017-04-01,04D,84,6632,1.2665862484921593
2019-02-01,08P,45,3554,1.2661789532920653
2018-11-01,14L,286,22588,1.2661590224898176
2018-06-01,03L,153,12086,1.2659275194439847
2017-09-01,01W,130,10270,1.2658227848101267
2017-08-01,01W,128,10112,1.2658227848101267
2018-04-01,04K,138,10907,1.2652425048134226
2017-01-01,02X,181,14306,1.2652034111561583
2017-11-01,09P,87,6877,1.265086520285008
2017-08-01,02Y,150,11857,1.2650754828371424
2017-01-01,10E,73,5771,1.2649454167388667
2017-02-01,01D,109,8617,1.2649413949170245
2017-12-01,05L,249,19685,1.2649225298450597
2017-01-01,04L,59,4665,1.264737406216506
2019-04-01,05C,124,9808,1.264274061990212
2019-05-01,00K,158,12498,1.2642022723635782
2018-11-01,03L,150,11868,1.2639029322548028
2018-04-01,14L,260,20580,1.2633624878522838
2017-02-01,07V,102,8076,1.263001485884101
2017-11-01,11M,216,17104,1.262862488306829
2019-05-01,03L,156,12359,1.2622380451492838
2017-08-01,05V,53,4200,1.2619047619047619
2018-09-01,11X,173,13715,1.2613926358002188
2017-09-01,01D,120,9516,1.2610340479192939
2017-05-01,01D,119,9437,1.2609939599448978
2018-08-01,03F,175,13882,1.2606252701339864
2017-08-01,08M,93,7380,1.2601626016260163
2019-05-01,05Q,84,6668,1.259748050389922
2017-09-01,01Y,123,9765,1.2596006144393241
2018-04-01,04D,86,6828,1.259519625073228
2017-04-01,06D,39,3097,1.2592831772683242
2019-03-01,15D,124,9854,1.2583722346255328
2017-05-01,14L,269,21377,1.2583617907096412
2017-12-01,10E,78,6200,1.2580645161290323
2018-02-01,01W,119,9460,1.2579281183932347
2017-02-01,03L,142,11296,1.2570821529745042
2019-03-01,08G,81,6446,1.2565932361154204
2019-02-01,15F,254,20222,1.2560577588764712
2017-06-01,01Y,121,9636,1.2557077625570776
2018-10-01,03T,123,9796,1.2556145365455287
2017-10-01,06P,82,6532,1.2553582363747704
2017-10-01,07V,114,9083,1.2550919299790817
2018-12-01,15D,128,10203,1.2545329804959326
2017-09-01,09L,44,3508,1.2542759407069555
2017-05-01,11M,207,16504,1.2542413960252061
2018-08-01,04K,135,10767,1.2538311507383673
2018-08-01,02P,155,12365,1.253538212697129
2017-04-01,01K,139,11093,1.2530424592085099
2018-05-01,01D,114,9101,1.2526096033402923
2018-01-01,04Y,64,5110,1.2524461839530332
2018-05-01,03L,151,12062,1.2518653622948102
2018-02-01,04H,48,3838,1.2506513809275663
2019-04-01,08G,80,6397,1.2505862122870095
2018-05-01,04K,141,11278,1.2502216705089555
2018-11-01,07V,108,8640,1.25
2018-11-01,03M,59,4720,1.25
2017-08-01,04L,54,4320,1.25
2018-01-01,06W,80,6403,1.2494143370295174
2018-09-01,03M,58,4644,1.2489233419465977
2018-02-01,00P,144,11531,1.2488075622235713
2018-04-01,03N,234,18746,1.248266296809986
2017-03-01,99N,159,12738,1.2482336316533207
2017-06-01,05W,171,13702,1.2479929937235439
2019-07-01,08G,81,6492,1.2476894639556377
2019-03-01,03L,150,12023,1.2476087498960327
2018-12-01,00D,184,14751,1.2473730594535963
2017-11-01,01W,139,11147,1.2469722795370952
2017-09-01,02X,177,14195,1.246917928848186
2018-11-01,03T,122,9793,1.245787807617686
2019-06-01,01V,41,3293,1.2450652900091101
2018-04-01,01D,104,8354,1.244912616710558
2017-11-01,05L,249,20044,1.242267012572341
2019-06-01,00K,145,11676,1.2418636519355943
2019-07-01,00C,42,3384,1.2411347517730498
2018-07-01,99E,94,7581,1.2399419601635668
2018-09-01,05T,87,7018,1.2396694214876034
2018-10-01,06D,41,3308,1.2394195888754533
2018-11-01,05J,59,4761,1.2392354547364
2019-03-01,05V,53,4277,1.2391863455693244
2017-09-01,99F,65,5250,1.2380952380952381
2018-04-01,08G,74,5979,1.2376651613982272
2017-02-01,02X,166,13426,1.2364069715477433
2019-01-01,03L,156,12623,1.235839340885685
2018-08-01,99D,59,4775,1.2356020942408377
2017-03-01,01K,153,12386,1.23526562247699
2018-07-01,10E,67,5426,1.234795429413933
2017-05-01,06P,75,6074,1.2347711557458019
2019-05-01,06W,70,5671,1.2343502027861049
2017-11-01,03N,257,20824,1.2341529004994238
2018-07-01,03T,120,9724,1.2340600575894694
2018-07-01,03N,245,19856,1.2338839645447222
2017-12-01,14L,281,22777,1.2337006629494667
2018-03-01,00P,153,12405,1.233373639661427
2018-01-01,04L,59,4786,1.2327622231508568
2019-07-01,03E,48,3894,1.2326656394453006
2018-01-01,01D,128,10384,1.2326656394453006
2017-07-01,02X,171,13873,1.2326101059612196
2017-12-01,06D,44,3570,1.2324929971988796
2018-11-01,03F,181,14689,1.2322145823405268
2019-04-01,04K,132,10714,1.2320328542094456
2017-02-01,04H,48,3898,1.2314007183170856
2018-06-01,01W,122,9908,1.2313282196205086
2018-07-01,03F,174,14132,1.2312482309651853
2018-01-01,03N,261,21201,1.2310740059431158
2017-03-01,12D,75,6094,1.2307187397440105
2017-02-01,05C,114,9263,1.2307027960703876
2018-05-01,07V,105,8535,1.2302284710017575
2017-07-01,09L,42,3414,1.2302284710017575
2017-01-01,01Y,123,9999,1.2301230123012301
2018-05-01,01W,128,10406,1.2300595810109551
2018-11-01,00P,152,12359,1.2298729670685329
2018-10-01,08G,83,6753,1.2290833703539168
2018-03-01,04K,143,11636,1.2289446545204536
2018-05-01,11M,195,15869,1.2288108891549563
2017-06-01,02X,179,14569,1.228636145239893
2017-02-01,10E,65,5296,1.2273413897280967
2018-12-01,05T,101,8230,1.227217496962333
2018-02-01,03L,136,11085,1.2268831754623364
2017-03-01,99F,71,5788,1.2266758811333793
2018-06-01,06W,69,5625,1.2266666666666668
2019-02-01,09P,76,6196,1.2265978050355069
2017-04-01,99N,144,11746,1.2259492593223225
2018-02-01,06D,36,2938,1.2253233492171545
2017-10-01,04L,54,4407,1.2253233492171545
2018-10-01,15F,280,22853,1.2252220715004596
2018-09-01,01W,118,9631,1.2252102585401308
2017-05-01,05W,168,13712,1.2252042007001167
2017-06-01,01F,66,5387,1.2251717096714312
2017-04-01,09J,76,6204,1.2250161186331399
2017-03-01,01F,70,5715,1.2248468941382327
2018-02-01,14L,250,20412,1.2247697432882618
2017-11-01,07N,75,6124,1.2246897452645331
2017-03-01,05Q,81,6619,1.2237498111497205
2018-01-01,09L,46,3760,1.2234042553191489
2019-05-01,03D,54,4414,1.2233801540552787
2019-06-01,06W,67,5477,1.2232974255979552
2019-01-01,00D,181,14797,1.2232209231601
2019-01-01,10E,71,5806,1.2228728901136754
2018-12-01,06W,76,6215,1.2228479485116655
2017-10-01,01Y,124,10146,1.2221565148827125
2018-01-01,03L,155,12684,1.2220119836013876
2018-10-01,04L,53,4340,1.2211981566820276
2017-07-01,01W,123,10074,1.2209648600357357
2018-09-01,11M,181,14833,1.2202521404975393
2017-05-01,09L,44,3606,1.2201885745978924
2019-04-01,03T,116,9508,1.2200252419015565
2017-03-01,09J,85,6968,1.219862227324914
2019-01-01,00L,148,12135,1.219612690564483
2019-05-01,03T,123,10088,1.2192704203013482
2019-05-01,03N,246,20178,1.2191495688373477
2017-02-01,09P,75,6152,1.219115734720416
2019-03-01,00D,171,14034,1.2184694313809319
2017-07-01,99N,149,12232,1.2181164159581426
2019-06-01,03N,229,18808,1.2175669927690345
2017-02-01,01Y,110,9035,1.2174875484228
2019-07-01,06W,64,5257,1.2174243865322427
2018-12-01,08W,71,5832,1.2174211248285323
2017-10-01,04H,52,4272,1.2172284644194757
2017-10-01,14L,275,22593,1.2171911654052139
2018-02-01,07V,98,8053,1.2169377871600646
2018-03-01,01D,111,9123,1.2167050312397236
2017-05-01,05C,120,9863,1.2166683564838285
2018-08-01,07N,64,5262,1.2162675788673507
2019-07-01,06D,41,3372,1.2158956109134045
2018-03-01,07V,101,8311,1.2152568884610757
2017-08-01,01K,139,11440,1.215034965034965
2017-12-01,11M,219,18026,1.2149117940752245
2019-01-01,14L,277,22839,1.212837689916371
2018-01-01,05L,240,19790,1.2127337038908539
2018-08-01,11X,164,13526,1.2124796687860417
2017-02-01,14L,245,20209,1.2123311395912713
2018-09-01,04L,47,3877,1.212277534175909
2017-03-01,14L,279,23015,1.2122528785574624
2018-05-01,00P,151,12466,1.2112947216428687
2018-09-01,05C,114,9412,1.2112197195070122
2018-12-01,02P,152,12551,1.2110588797705362
2018-07-01,04H,52,4294,1.2109920819748485
2019-05-01,01V,45,3718,1.2103281334050566
2017-10-01,04C,142,11735,1.2100553898593949
2018-07-01,03L,145,11985,1.2098456403838131
2019-04-01,03F,164,13562,1.2092611709187435
2018-06-01,00P,144,11912,1.208865010073875
2017-06-01,05G,99,8192,1.20849609375
2017-01-01,99N,159,13160,1.2082066869300911
2017-12-01,99M,67,5546,1.2080778939776415
2019-04-01,09L,43,3560,1.2078651685393258
2017-02-01,99M,56,4637,1.2076773776148373
2017-09-01,01F,62,5135,1.207400194741967
2019-02-01,04C,129,10686,1.2071869736103313
2018-06-01,11X,178,14748,1.2069433143477082
2018-11-01,01V,46,3813,1.2063991607658011
2018-07-01,11M,189,15672,1.2059724349157732
2017-01-01,08G,89,7390,1.2043301759133964
2019-06-01,14L,243,20180,1.2041625371655105
2019-07-01,09J,74,6150,1.2032520325203253
2018-08-01,14L,246,20447,1.203110480755123
2017-11-01,14L,283,23523,1.2030778387110488
2019-07-01,99M,54,4489,1.202940521274226
2018-10-01,03N,250,20788,1.202616894362132
2017-06-01,01K,145,12059,1.2024214279791028
2017-10-01,01W,132,10980,1.2021857923497268
2018-09-01,01V,41,3412,1.2016412661195779
2017-10-01,05Q,78,6495,1.2009237875288685
2019-07-01,02F,106,8827,1.2008609946754278
2019-05-01,08W,68,5666,1.200141193081539
2018-04-01,00P,139,11584,1.1999309392265194
2017-08-01,01Y,112,9336,1.1996572407883461
2019-02-01,03L,133,11087,1.1996031388112203
2017-10-01,06D,40,3335,1.199400299850075
2019-05-01,00M,157,13091,1.1992972271025895
2018-04-01,01F,60,5004,1.1990407673860912
2017-07-01,11M,190,15857,1.1982089928738096
2018-02-01,10E,61,5093,1.1977223640290595
2018-11-01,08M,101,8434,1.197533791795115
2017-08-01,99F,58,4847,1.1966164637920365
2019-05-01,04L,52,4348,1.1959521619135236
2017-11-01,02X,173,14467,1.1958249809912214
2018-08-01,09L,38,3178,1.195720578980491
2018-08-01,04D,83,6944,1.1952764976958525
2018-03-01,09L,42,3514,1.1952191235059761
2018-12-01,15F,267,22356,1.1943102522812667
2018-07-01,00P,144,12059,1.194128866406833
2019-01-01,05T,103,8630,1.19351100811124
2017-03-01,04D,90,7541,1.193475666357247
2019-03-01,03T,115,9638,1.1931936086324963
2017-05-01,01K,142,11902,1.1930767938161653
2018-05-01,04H,52,4359,1.1929341592108282
2018-11-01,02F,102,8553,1.1925640126271484
2018-01-01,02F,102,8554,1.1924245966799158
2018-04-01,07V,96,8053,1.1921023221159817
2017-06-01,05C,119,9983,1.192026444956426
2019-05-01,03E,46,3860,1.1917098445595855
2018-08-01,00P,143,12002,1.1914680886518914
2019-04-01,15F,235,19728,1.1912003244120033
2017-03-01,09L,46,3862,1.1910926980838943
2017-09-01,04D,84,7055,1.190644932671864
2017-09-01,05V,51,4287,1.1896431070678797
2018-11-01,08W,69,5803,1.1890401516457005
2017-07-01,05W,154,12955,1.188730219992281
2017-11-01,99E,102,8584,1.1882572227399812
2018-09-01,00P,138,11615,1.188118811881188
2018-03-01,05L,216,18189,1.1875309252845125
2017-05-01,09J,77,6485,1.187355435620663
2018-10-01,02P,152,12802,1.18731448211217
2019-03-01,03N,233,19629,1.1870192062764278
2017-04-01,99E,86,7246,1.186861716809274
2019-05-01,09P,76,6404,1.1867582760774515
2017-01-01,08E,78,6577,1.1859510415082863
2017-06-01,99E,92,7758,1.1858726475895849
2017-06-01,02A,81,6833,1.1854236792038637
2017-11-01,99F,67,5657,1.184373342761181
2019-02-01,01V,41,3462,1.1842865395725015
2018-08-01,06D,35,2957,1.1836320595197836
2018-07-01,09L,40,3380,1.183431952662722
2017-09-01,01K,144,12169,1.183334702933684
2019-02-01,02F,92,7776,1.183127572016461
2017-11-01,01F,64,5411,1.1827758270190354
2019-04-01,03M,53,4481,1.182771702744923
2019-07-01,10E,67,5665,1.1827007943512797
2017-08-01,08E,58,4905,1.1824668705402652
2018-10-01,04K,142,12014,1.181954386549026
2019-06-01,09P,76,6431,1.1817757735966412
2018-08-01,01Y,113,9563,1.1816375614346963
2018-08-01,10E,63,5332,1.1815453863465866
2018-02-01,04Y,51,4319,1.18082889557768
2019-07-01,08T,56,4743,1.1806873286949189
2019-02-01,01G,116,9828,1.1803011803011803
2017-12-01,01F,66,5594,1.1798355380765104
2019-03-01,02F,96,8138,1.179651019906611
2018-11-01,08P,46,3900,1.1794871794871795
2017-12-01,01G,133,11277,1.1793916821849781
2019-04-01,06W,66,5598,1.1789924973204717
2018-04-01,04H,45,3817,1.1789363374377784
2017-02-01,04K,130,11030,1.1786038077969174
2017-04-01,04C,123,10438,1.1783866641118987
2017-04-01,05W,145,12306,1.1782870144644888
2018-10-01,14L,271,23000,1.1782608695652175
2019-03-01,07V,99,8403,1.1781506604784007
2017-02-01,01W,112,9510,1.177707676130389
2018-09-01,01G,115,9768,1.1773136773136774
2017-12-01,99E,103,8751,1.1770083419037825
2019-02-01,03T,109,9262,1.1768516519110344
2018-08-01,02X,162,13766,1.1768124364376
2017-06-01,01D,109,9263,1.176724603260283
2019-01-01,00P,151,12833,1.1766539390633524
2019-02-01,04K,128,10880,1.1764705882352942
2017-03-01,08E,74,6295,1.175536139793487
2019-03-01,06D,38,3233,1.175378905041757
2019-04-01,05T,88,7487,1.1753706424469081
2019-02-01,11M,179,15240,1.1745406824146982
2018-12-01,03F,176,14985,1.1745078411745078
2018-03-01,12D,66,5621,1.1741682974559686
2017-09-01,10J,65,5536,1.1741329479768785
2017-05-01,05G,96,8177,1.1740247034364681
2018-08-01,01F,57,4857,1.173563928350834
2018-05-01,05L,214,18238,1.1733742734949009
2018-03-01,06P,75,6393,1.1731581417175034
2019-02-01,03M,53,4519,1.1728258464262005
2018-06-01,05C,112,9556,1.1720385098367516
2017-07-01,04C,135,11519,1.171976734091501
2017-03-01,05G,97,8282,1.171214682443854
2018-07-01,04K,132,11278,1.1704202872849796
2018-06-01,03M,54,4614,1.1703511053315996
2018-08-01,02W,60,5127,1.1702750146284377
2019-01-01,15F,269,22994,1.1698704009741672
2017-03-01,04C,141,12059,1.1692511816900242
2018-02-01,10K,55,4704,1.16921768707483
2019-04-01,00P,136,11636,1.168786524578893
2018-06-01,14L,248,21219,1.1687638437249634
2018-02-01,11M,179,15317,1.1686361559052032
2019-05-01,06D,39,3338,1.1683642899940083
2017-07-01,01Y,111,9502,1.168175121027152
2017-07-01,02A,79,6763,1.1681206565133817
2018-10-01,09L,43,3682,1.1678435632808257
2019-06-01,15F,229,19610,1.1677715451300357
2017-02-01,15D,110,9420,1.167728237791932
2018-06-01,07V,97,8308,1.167549350024073
2017-01-01,99E,97,8310,1.1672683513838749
2017-12-01,15D,129,11055,1.1668928086838535
2019-07-01,11X,152,13029,1.1666282907360503
2018-05-01,01V,43,3686,1.166576234400434
2019-01-01,04K,141,12089,1.166349573992886
2019-01-01,03T,120,10289,1.166294100495675
2018-01-01,05Q,82,7033,1.1659320346935873
2017-06-01,01W,120,10298,1.1652748106428432
2018-09-01,99N,133,11416,1.165031534688157
2019-04-01,14L,243,20861,1.1648530751162456
2017-10-01,04D,85,7298,1.1647026582625377
2017-12-01,07N,75,6441,1.1644154634373545
2017-12-01,06P,74,6357,1.1640711027214095
2017-02-01,05V,47,4039,1.163654369893538
2018-08-01,04H,48,4125,1.1636363636363636
2019-05-01,00C,39,3352,1.1634844868735084
2018-05-01,09L,40,3438,1.1634671320535195
2018-12-01,03L,142,12208,1.1631716906946266
2018-09-01,04D,78,6706,1.1631374888159856
2019-05-01,04C,133,11439,1.1626890462453012
2017-10-01,05W,157,13507,1.1623602576441845
2017-02-01,04Y,51,4389,1.1619958988380041
2018-07-01,11X,164,14116,1.1618022102578633
2018-01-01,02X,173,14894,1.1615415603598764
2019-01-01,03F,177,15242,1.1612649258627477
2017-11-01,04H,51,4397,1.1598817375483284
2017-02-01,04C,125,10779,1.1596623063363949
2019-04-01,99M,53,4574,1.1587232181897682
2018-08-01,99E,85,7338,1.158353774870537
2018-02-01,01D,98,8462,1.1581186480737413
2018-06-01,00C,37,3196,1.1576971214017522
2018-01-01,99N,152,13130,1.1576542269611576
2019-03-01,14L,246,21252,1.1575381140598533
2019-02-01,06W,66,5702,1.1574886004910558
2017-03-01,01W,126,10889,1.1571310496831666
2018-09-01,14L,238,20587,1.1560693641618496
2018-12-01,11M,197,17041,1.1560354439293468
2017-01-01,05G,98,8478,1.155933003066761
2019-06-01,03F,158,13670,1.1558156547183613
2018-04-01,07N,61,5278,1.1557408109132246
2017-08-01,09J,70,6062,1.1547344110854503
2018-10-01,03L,143,12384,1.154715762273902
2017-01-01,03L,141,12222,1.1536573392243497
2018-12-01,03N,234,20290,1.153277476589453
2018-05-01,10J,63,5463,1.1532125205930808
2018-09-01,04K,126,10935,1.1522633744855968
2017-08-01,05W,150,13023,1.151808339092375
2019-07-01,03L,129,11200,1.1517857142857142
2018-10-01,11M,193,16761,1.1514826084362508
2018-05-01,09J,74,6428,1.1512134411947728
2017-04-01,04Y,51,4431,1.1509817197020988
2018-08-01,04C,123,10688,1.1508233532934131
2018-05-01,01G,122,10602,1.1507262780607432
2018-03-01,99F,63,5475,1.1506849315068493
2018-10-01,05C,120,10432,1.1503067484662577
2017-01-01,02Y,138,12000,1.15
2019-06-01,10E,61,5305,1.1498586239396795
2018-10-01,00P,144,12525,1.1497005988023952
2019-01-01,01D,112,9742,1.1496612605214533
2019-01-01,03N,241,20963,1.1496446119353145
2018-01-01,01K,149,12961,1.1496026541161948
2019-02-01,03F,152,13223,1.1495122135672693
2018-10-01,01Y,118,10266,1.1494252873563218
2017-09-01,00Q,80,6961,1.1492601637695732
2018-04-01,03L,132,11486,1.1492251436531429
2018-10-01,01W,127,11052,1.1491132826637713
2017-05-01,02X,161,14011,1.149097137963029
2019-05-01,09J,74,6443,1.1485332919447462
2019-05-01,07V,97,8447,1.1483366875813898
2019-07-01,04C,135,11757,1.1482521051288594
2019-01-01,02P,152,13238,1.148209699350355
2017-05-01,04D,81,7057,1.1477965140994757
2019-04-01,04L,48,4182,1.1477761836441895
2018-12-01,01F,60,5228,1.1476664116296864
2019-04-01,99N,132,11508,1.1470281543274243
2019-05-01,10E,65,5672,1.1459802538787023
2017-05-01,01W,120,10472,1.145912910618793
2017-10-01,99F,61,5326,1.145324821629741
2018-06-01,03T,109,9518,1.1451985711283883
2018-04-01,09P,73,6376,1.144918444165621
2019-01-01,02Y,143,12498,1.1441830692910866
2017-03-01,02X,173,15120,1.1441798941798942
2018-10-01,07N,68,5945,1.1438183347350714
2017-10-01,02X,162,14166,1.1435832274459974
2018-06-01,01F,59,5160,1.1434108527131783
2018-08-01,01K,130,11370,1.1433597185576077
2018-07-01,04Y,53,4637,1.1429803752426138
2018-02-01,01F,55,4812,1.142975893599335
2017-07-01,01G,117,10239,1.142689715792558
2017-03-01,03L,144,12604,1.1424944462075532
2017-08-01,04C,124,10859,1.1419099364582372
2018-03-01,99E,92,8058,1.141722511789526
2018-07-01,00Q,72,6311,1.1408651560766914
2018-12-01,00Q,75,6574,1.1408579251597202
2017-06-01,09L,40,3507,1.140575990875392
2018-03-01,10J,64,5616,1.1396011396011396
2017-05-01,05V,50,4388,1.1394712853236098
2018-04-01,11M,177,15542,1.1388495689100502
2018-11-01,01Y,113,9926,1.1384243401168648
2017-03-01,02Y,140,12301,1.1381188521258434
2018-10-01,09P,76,6681,1.1375542583445593
2017-01-01,99A,278,24442,1.1373864659193191
2019-05-01,01W,120,10552,1.1372251705837757
2017-06-01,09J,73,6420,1.1370716510903427
2017-05-01,01Y,113,9940,1.13682092555332
2018-12-01,11X,177,15570,1.1368015414258188
2019-02-01,02Y,131,11525,1.1366594360086768
2017-09-01,99N,139,12231,1.1364565448450659
2017-02-01,04D,75,6601,1.1361914861384639
2018-05-01,99N,139,12235,1.1360850020433184
2018-12-01,06D,38,3345,1.1360239162929746
2017-04-01,04N,32,2817,1.1359602413915513
2019-06-01,02F,92,8102,1.1355220933102939
2017-06-01,08E,63,5549,1.1353397008469994
2018-02-01,99N,127,11187,1.135246267989631
2018-10-01,03M,56,4934,1.1349817592217268
2017-02-01,01G,111,9780,1.1349693251533743
2017-10-01,02A,82,7225,1.1349480968858132
2017-05-01,01H,126,11106,1.1345218800648298
2019-03-01,00Q,72,6347,1.1343942019851898
2019-01-01,01V,45,3967,1.134358457272498
2019-03-01,03F,163,14370,1.1343075852470426
2019-07-01,03N,203,17899,1.1341415721548689
2019-04-01,03N,212,18697,1.1338717441300745
2019-07-01,14L,244,21521,1.1337763115096882
2019-02-01,14L,230,20301,1.132949115807103
2017-02-01,05G,82,7242,1.132283899475283
2019-01-01,06D,40,3534,1.1318619128466327
2017-08-01,04Y,52,4598,1.1309264897781643
2019-04-01,04H,44,3891,1.1308147005911076
2017-02-01,01K,125,11061,1.1300967362806256
2018-12-01,14L,249,22034,1.1300717073613507
2017-01-01,09J,79,6995,1.1293781272337384
2019-03-01,11M,178,15769,1.1287970067854651
2017-12-01,01K,146,12939,1.1283715897673698
2018-09-01,12D,58,5141,1.1281851779809375
2018-06-01,09P,73,6471,1.1281100293617679
2019-04-01,03L,131,11617,1.1276577429628991
2019-07-01,00D,165,14635,1.1274342330030749
2019-05-01,15F,237,21026,1.1271758774850185
2017-08-01,01T,73,6479,1.126717085970057
2017-12-01,02X,167,14823,1.1266275382850974
2017-09-01,06K,191,16964,1.125913699599151
2017-01-01,09L,43,3820,1.1256544502617802
2018-12-01,04D,85,7553,1.1253806434529325
2017-12-01,04D,89,7910,1.1251580278128952
2017-09-01,12F,142,12625,1.1247524752475246
2019-02-01,07V,89,7913,1.1247314545684317
2017-12-01,09J,79,7024,1.1247152619589977
2018-08-01,03W,90,8003,1.1245782831438211
2018-09-01,05W,140,12451,1.1244076780981447
2018-07-01,01Y,106,9429,1.124191324636759
2017-06-01,99N,140,12457,1.1238660993818737
2018-12-01,01W,120,10681,1.1234903098960771
2018-08-01,05C,103,9176,1.1224934612031385
2019-03-01,00P,135,12028,1.1223811107416028
2018-03-01,04D,81,7218,1.1221945137157108
2019-06-01,04C,123,10963,1.1219556690686856
2019-02-01,09L,38,3387,1.1219368172423976
2018-04-01,01K,125,11148,1.1212773591675635
2017-06-01,06P,69,6156,1.120857699805068
2017-02-01,04N,31,2766,1.1207519884309471
2018-10-01,02F,94,8390,1.1203814064362336
2017-12-01,04Y,56,5003,1.119328402958225
2018-03-01,01V,42,3753,1.1191047162270185
2018-05-01,07X,83,7418,1.118899973038555
2017-03-01,02A,83,7426,1.1176945865876649
2018-12-01,04K,131,11727,1.1170802421761745
2019-07-01,03F,150,13432,1.1167361524717094
2017-01-01,01W,117,10477,1.1167318888994942
2018-04-01,06W,62,5553,1.116513596254277
2017-09-01,05G,88,7883,1.1163262717239628
2017-01-01,04C,136,12189,1.1157601115760112
2018-08-01,00Q,68,6095,1.1156685808039377
2019-04-01,07N,61,5471,1.1149698409797113
2017-06-01,04D,82,7358,1.1144332699103017
2017-10-01,11M,183,16427,1.114019601874962
2017-02-01,12D,61,5476,1.1139517896274653
2019-05-01,02F,95,8530,1.1137162954279016
2017-11-01,99N,145,13020,1.1136712749615976
2017-01-01,01F,61,5480,1.113138686131387
2019-04-01,02F,88,7910,1.1125158027812896
2017-06-01,99F,61,5485,1.112123974475843
