practice,bnf_name,items,quantity
C87024,Tadalafil_Tab 5mg,1,28
N82033,Sildenafil_Tab 50mg,4,28
Y02521,Tadalafil_Tab 5mg,1,28
F86004,Tadalafil_Tab 5mg,1,28
L85007,Cialis_Tab 5mg,1,28
P87035,Tadalafil_Tab 5mg,1,28
B81666,Tadalafil_Tab 5mg,1,28
P83012,Sildenafil_Tab 25mg,6,28
C84020,Cialis_Tab 5mg,1,28
B86060,Tadalafil_Tab 10mg,4,28
L85008,Cialis_Tab 5mg,1,28
P92042,Tadalafil_Tab 5mg,1,28
A83034,Tadalafil_Tab 10mg,2,28
F81101,Tadalafil_Tab 5mg,1,28
P88018,Tadalafil_Tab 10mg,4,28
J82128,Cialis_Tab 5mg,1,28
M92006,Sildenafil_Tab 50mg,7,28
B81061,Cialis_Tab 5mg,1,28
F81741,Cialis_Tab 5mg,1,28
J82639,Cialis_Tab 5mg,1,28
P81732,Tadalafil_Tab 10mg,1,28
P81707,Tadalafil_Tab 5mg,1,28
G81032,Cialis_Tab 5mg,1,28
J82026,Vardenafil_Tab 10mg,2,28
Y05369,Tadalafil_Tab 20mg,5,28
P88610,Tadalafil_Tab 20mg,4,28
E83018,Tadalafil_Tab 5mg,1,28
N82053,Cialis_Tab 5mg,1,28
C82018,Tadalafil_Tab 20mg,7,28
G81042,Tadalafil_Tab 5mg,1,28
Y00918,Tadalafil_Tab 5mg,1,28
G82768,Sildenafil_Tab 100mg,7,28
H83033,Tadalafil_Tab 5mg,1,28
N81050,Tadalafil_Tab 5mg,1,28
A84035,Tadalafil_Tab 2.5mg,1,28
D82080,Tadalafil_Tab 5mg,1,28
N81031,Cialis_Tab 5mg,1,28
B87009,Tadalafil_Tab 5mg,1,28
A83050,Tadalafil_Tab 2.5mg,1,28
E81054,Sildenafil_Tab 100mg,4,28
F81055,Sildenafil_Tab 25mg,4,28
F83010,Tadalafil_Tab 10mg,3,28
B87042,Sildenafil_Tab 50mg,5,28
C88095,Tadalafil_Tab 2.5mg,1,28
N83621,Sildenafil_Tab 100mg,3,28
Y01719,Sildenafil_Tab 100mg,5,28
H85052,Sildenafil_Tab 50mg,5,28
B84615,Tadalafil_Tab 5mg,1,28
L81046,Tadalafil_Tab 20mg,4,28
C88060,Sildenafil_Tab 50mg,7,28
H81075,Tadalafil_Tab 10mg,4,28
B86623,Tadalafil_Tab 5mg,1,28
B82078,Sildenafil_Tab 25mg,7,28
J82079,Cialis_Tab 5mg,1,28
M83013,Tadalafil_Tab 5mg,1,28
F84060,Sildenafil_Tab 50mg,4,28
M85020,Tadalafil_Tab 5mg,1,28
P85606,Cialis_Tab 5mg,1,28
E85041,Cialis_Tab 5mg,1,28
A84015,Cialis_Tab 5mg,1,28
A86601,Tadalafil_Tab 5mg,1,28
Y02946,Tadalafil_Tab 5mg,1,28
C84087,Tadalafil_Tab 5mg,1,28
P84038,Tadalafil_Tab 5mg,1,28
C87012,Tadalafil_Tab 2.5mg,1,28
L83018,Tadalafil_Tab 5mg,1,28
C81096,Sildenafil_Tab 50mg,3,28
J82103,Cialis_Tab 5mg,1,28
P81113,Sildenafil_Tab 50mg,7,28
A87020,Tadalafil_Tab 5mg,1,28
N81075,Tadalafil_Tab 5mg,1,28
P85022,Sildenafil_Tab 100mg,6,28
M84025,Tadalafil_Tab 5mg,1,28
M82026,Cialis_Tab 5mg,1,28
Y01163,Tadalafil_Tab 5mg,1,28
C83040,Cialis_Tab 5mg,2,28
C83060,Cialis_Tab 5mg,1,28
C84055,Tadalafil_Tab 20mg,5,28
G81634,Sildenafil_Tab 50mg,4,28
F81156,Tadalafil_Tab 20mg,7,28
P91006,Tadalafil_Tab 10mg,4,28
Y00080,Tadalafil_Tab 20mg,4,28
F82614,Tadalafil_Tab 10mg,1,28
G82206,Cialis_Tab 10mg,1,28
N82065,Tadalafil_Tab 10mg,1,28
E84083,Sildenafil_Tab 25mg,1,28
G84020,Tadalafil_Tab 5mg,1,28
L81079,Vardenafil_Tab 20mg,4,28
N81112,Tadalafil_Tab 5mg,1,28
D82080,Tadalafil_Tab 20mg,4,28
K81082,Tadalafil_Tab 5mg,1,28
L81106,Tadalafil_Tab 20mg,4,28
H82070,Tadalafil_Tab 2.5mg,1,28
A85002,Tadalafil_Tab 5mg,1,28
M88014,Tadalafil_Tab 10mg,1,28
P81154,Tadalafil_Tab 5mg,1,28
L81038,Tadalafil_Tab 20mg,4,28
C84691,Tadalafil_Tab 5mg,1,28
P81683,Tadalafil_Tab 5mg,1,28
L85018,Tadalafil_Tab 20mg,4,28
A86013,Tadalafil_Tab 2.5mg,1,28
G83630,Tadalafil_Tab 5mg,1,28
M84035,Tadalafil_Tab 5mg,1,28
M83013,Cialis_Tab 2.5mg,1,28
F82614,Tadalafil_Tab 5mg,1,28
M89608,Sildenafil_Tab 25mg,2,28
N81034,Tadalafil_Tab 5mg,1,28
N82117,Cialis_Tab 5mg,1,28
E81006,Tadalafil_Tab 2.5mg,1,28
L82050,Tadalafil_Tab 5mg,1,28
P91604,Tadalafil_Tab 10mg,4,28
H84005,Tadalafil_Tab 20mg,4,28
M88639,Sildenafil_Tab 100mg,7,28
G84028,Tadalafil_Tab 10mg,2,28
C87022,Tadalafil_Tab 5mg,1,28
N82054,Sildenafil_Tab 25mg,4,28
H85082,Sildenafil_Tab 100mg,7,28
Y02585,Sildenafil_Tab 100mg,5,28
C85001,Cialis_Tab 5mg,1,28
H85051,Tadalafil_Tab 5mg,1,28
J81071,Tadalafil_Tab 5mg,1,28
G83680,Tadalafil_Tab 20mg,3,28
L82017,Tadalafil_Tab 5mg,1,28
F84015,Sildenafil_Tab 25mg,1,28
F84051,Tadalafil_Tab 20mg,3,28
L81007,Tadalafil_Tab 10mg,3,28
Y01281,Tadalafil_Tab 5mg,1,28
C84048,Sildenafil_Tab 25mg,6,28
J82104,Tadalafil_Tab 10mg,5,28
N83621,Cialis_Tab 5mg,1,28
C88036,Cialis_Tab 5mg,1,28
C84122,Tadalafil_Tab 5mg,1,28
P81155,Tadalafil_Tab 5mg,1,28
C81059,Tadalafil_Tab 5mg,1,28
Y02721,Sildenafil_Tab 50mg,5,28
A83001,Cialis_Tab 5mg,1,28
F81040,Tadalafil_Tab 2.5mg,1,28
E85130,Cialis_Tab 5mg,1,28
G82639,Cialis_Tab 5mg,1,28
Y05167,Tadalafil_Tab 2.5mg,1,28
M85046,Vardenafil_Tab 20mg,4,28
P81076,Tadalafil_Tab 20mg,5,28
B81688,Tadalafil_Tab 20mg,5,28
N83013,Tadalafil_Tab 5mg,1,28
B86035,Cialis_Tab 5mg,1,28
J81078,Tadalafil_Tab 5mg,1,28
M85058,Cialis_Tab 5mg,1,28
F81031,Tadalafil_Tab 2.5mg,1,28
M87601,Tadalafil_Tab 5mg,1,28
Y03135,Tadalafil_Tab 5mg,1,28
M83065,Sildenafil_Tab 25mg,3,28
N81642,Cialis_Tab 5mg,1,28
G83647,Tadalafil_Tab 10mg,1,28
M84020,Cialis_Tab 5mg,1,28
J83007,Tadalafil_Tab 5mg,1,28
P85014,Sildenafil_Tab 25mg,6,28
M83028,Tadalafil_Tab 5mg,1,28
D83020,Tadalafil_Tab 5mg,1,28
L81041,Tadalafil_Tab 5mg,1,28
M82038,Vardenafil_Tab 20mg,3,28
E86605,Tadalafil_Tab 5mg,1,28
B83054,Sildenafil_Tab 25mg,1,28
G82087,Tadalafil_Tab 20mg,4,28
C84043,Tadalafil_Tab 20mg,6,28
D82032,Tadalafil_Tab 5mg,1,28
D81038,Cialis_Tab 5mg,1,28
B81003,Cialis_Tab 5mg,1,28
B86012,Cialis_Tab 5mg,1,28
P81025,Tadalafil_Tab 2.5mg,1,28
E83003,Tadalafil_Tab 20mg,5,28
C84084,Tadalafil_Tab 5mg,1,28
Y00048,Tadalafil_Tab 5mg,1,28
C86019,Cialis_Tab 5mg,1,28
C83079,Tadalafil_Tab 5mg,1,28
C84046,Tadalafil_Tab 5mg,1,28
G82684,Sildenafil_Tab 25mg,1,28
M85005,Cialis_Tab 20mg,1,28
E82129,Tadalafil_Tab 10mg,3,28
M87020,Cialis_Tab 5mg,1,28
B81104,Tadalafil_Tab 5mg,1,28
N81097,Tadalafil_Tab 5mg,1,28
N81026,Tadalafil_Tab 5mg,1,28
F85052,Tadalafil_Tab 5mg,1,28
G85021,Tadalafil_Tab 20mg,7,28
P92607,Tadalafil_Tab 20mg,6,28
G81003,Tadalafil_Tab 10mg,3,28
E81033,Tadalafil_Tab 20mg,6,28
L84059,Tadalafil_Tab 2.5mg,1,28
D82057,Tadalafil_Tab 20mg,6,28
J82630,Sildenafil_Tab 100mg,4,28
G85086,Tadalafil_Tab 5mg,1,28
J83636,Cialis_Tab 5mg,1,28
G82090,Tadalafil_Tab 2.5mg,1,28
C81013,Tadalafil_Tab 5mg,1,28
L81025,Tadalafil_Tab 5mg,1,28
B86092,Tadalafil_Tab 5mg,1,28
L81059,Tadalafil_Tab 5mg,1,28
E86036,Tadalafil_Tab 5mg,1,28
P84056,Sildenafil_Tab 25mg,4,28
C84069,Tadalafil_Tab 10mg,5,28
B86036,Cialis_Tab 5mg,1,28
J81044,Tadalafil_Tab 10mg,4,28
F81036,Tadalafil_Tab 2.5mg,1,28
G85052,Sildenafil_Tab 50mg,4,28
N81063,Tadalafil_Tab 5mg,1,28
P83011,Cialis_Tab 5mg,1,28
P92021,Tadalafil_Tab 5mg,1,28
C88022,Tadalafil_Tab 5mg,1,28
F81029,Tadalafil_Tab 5mg,1,28
G84004,Cialis_Tab 5mg,1,28
N82103,Tadalafil_Tab 5mg,1,28
L85029,Tadalafil_Tab 10mg,4,28
C83009,Tadalafil_Tab 5mg,1,28
M84040,Cialis_Tab 20mg,5,28
E85016,Tadalafil_Tab 5mg,1,28
J82115,Tadalafil_Tab 5mg,1,28
G82733,Sildenafil_Tab 100mg,3,28
P81013,Tadalafil_Tab 5mg,1,28
B83009,Cialis_Tab 10mg,1,28
K82019,Tadalafil_Tab 20mg,6,28
E81632,Tadalafil_Tab 5mg,1,28
B81025,Cialis_Tab 2.5mg,1,28
M89019,Cialis_Tab 5mg,1,28
M83072,Tadalafil_Tab 10mg,6,28
M84040,Tadalafil_Tab 20mg,5,28
L81025,Tadalafil_Tab 10mg,5,28
M84032,Tadalafil_Tab 5mg,1,28
F81120,Tadalafil_Tab 5mg,1,28
C83626,Tadalafil_Tab 5mg,1,28
P81686,Tadalafil_Tab 5mg,1,28
L82036,Tadalafil_Tab 5mg,1,28
A85020,Sildenafil_Tab 25mg,4,28
C81091,Tadalafil_Tab 20mg,4,28
F81142,Tadalafil_Tab 5mg,1,28
Y00185,Tadalafil_Tab 5mg,1,28
L82022,Cialis_Tab 20mg,4,28
Y00486,Tadalafil_Tab 5mg,1,28
B82074,Tadalafil_Tab 5mg,1,28
G84029,Tadalafil_Tab 5mg,1,28
G84003,Tadalafil_Tab 20mg,4,28
D83057,Cialis_Tab 5mg,1,28
B81069,Cialis_Tab 5mg,1,28
A85002,Tadalafil_Tab 20mg,5,28
L83099,Tadalafil_Tab 5mg,1,28
M85684,Cialis_Tab 5mg,1,28
A83630,Tadalafil_Tab 5mg,1,28
P85615,Tadalafil_Tab 2.5mg,1,28
M88618,Cialis_Tab 5mg,1,28
H82100,Tadalafil_Tab 20mg,6,28
C86021,Cialis_Tab 5mg,1,28
K83026,Tadalafil_Tab 20mg,4,28
N82036,Cialis_Tab 5mg,1,28
H82004,Tadalafil_Tab 5mg,1,28
Y02701,Sildenafil_Tab 100mg,4,28
G82691,Sildenafil_Tab 50mg,6,28
C88087,Cialis_Tab 5mg,1,28
F85032,Tadalafil_Tab 20mg,3,28
M82005,Cialis_Tab 5mg,1,28
G82027,Vardenafil_Tab 20mg,1,28
C88074,Tadalafil_Tab 5mg,1,28
P81089,Cialis_Tab 5mg,1,28
L81064,Vardenafil_Tab 20mg,4,28
G83635,Tadalafil_Tab 5mg,1,28
F86625,Tadalafil_Tab 5mg,1,28
N81097,Sildenafil_Tab 50mg,6,28
A84008,Sildenafil_Tab 50mg,7,28
G85724,Cialis_Tab 2.5mg,1,28
B81090,Tadalafil_Tab 20mg,5,28
D81031,Cialis_Tab 5mg,1,28
C87015,Sildenafil_Tab 25mg,1,28
B81056,Cialis_Tab 5mg,1,28
K83059,Tadalafil_Tab 5mg,1,28
L85034,Tadalafil_Tab 5mg,1,28
F81065,Tadalafil_Tab 20mg,1,28
E83629,Sildenafil_Tab 50mg,4,28
C82040,Tadalafil_Tab 10mg,6,28
K83037,Cialis_Tab 5mg,1,28
A81044,Cialis_Tab 5mg,1,28
C88022,Sildenafil_Tab 50mg,5,28
E87013,Sildenafil_Tab 25mg,4,28
C83003,Tadalafil_Tab 2.5mg,1,28
H85065,Tadalafil_Tab 5mg,1,28
Y00469,Cialis_Tab 2.5mg,1,28
F84008,Tadalafil_Tab 5mg,1,28
C88008,Tadalafil_Tab 5mg,1,28
E81061,Tadalafil_Tab 5mg,1,28
C81080,Tadalafil_Tab 10mg,5,28
H81664,Vardenafil_Tab 20mg,3,28
Y02506,Tadalafil_Tab 20mg,3,28
M85158,Tadalafil_Tab 5mg,1,28
P91016,Cialis_Tab 5mg,1,28
N83609,Tadalafil_Tab 5mg,4,28
J81033,Tadalafil_Tab 10mg,5,28
A87027,Tadalafil_Tab 2.5mg,4,28
P81171,Tadalafil_Tab 5mg,1,28
A88608,Tadalafil_Tab 5mg,1,28
G85112,Tadalafil_Tab 10mg,3,28
L82028,Tadalafil_Tab 10mg,6,28
P81089,Tadalafil_Tab 20mg,6,28
C81108,Tadalafil_Tab 10mg,5,28
N85034,Tadalafil_Tab 5mg,1,28
M84015,Vardenafil_Tab 20mg,6,28
M89030,Cialis_Tab 5mg,1,28
F81014,Tadalafil_Tab 20mg,6,28
L84020,Tadalafil_Tab 5mg,1,28
G85039,Avanafil_Tab 100mg,1,28
P92647,Cialis_Tab 5mg,1,28
A82024,Tadalafil_Tab 5mg,1,28
M85081,Tadalafil_Tab 2.5mg,1,28
B81043,Tadalafil_Tab 10mg,6,28
K82006,Tadalafil_Tab 20mg,6,28
M82002,Cialis_Tab 5mg,1,28
C81070,Tadalafil_Tab 10mg,2,28
N81086,Tadalafil_Tab 2.5mg,1,28
B81041,Sildenafil_Tab 25mg,4,28
L83136,Tadalafil_Tab 5mg,1,28
F86652,Tadalafil_Tab 20mg,3,28
J81616,Tadalafil_Tab 5mg,1,28
M83682,Tadalafil_Tab 5mg,1,28
J83601,Tadalafil_Tab 5mg,1,28
P81042,Tadalafil_Tab 5mg,1,28
E82640,Sildenafil_Tab 50mg,4,28
K81012,Tadalafil_Tab 5mg,1,28
F82017,Tadalafil_Tab 5mg,1,28
B82101,Cialis_Tab 5mg,1,28
M85170,Tadalafil_Tab 20mg,4,28
G85716,Tadalafil_Tab 5mg,1,28
B82018,Tadalafil_Tab 5mg,1,28
N82095,Tadalafil_Tab 5mg,1,28
J82215,Tadalafil_Tab 5mg,1,28
A83021,Cialis_Tab 5mg,1,28
G83047,Cialis_Tab 5mg,1,28
F81623,Sildenafil_Tab 50mg,7,28
M84041,Tadalafil_Tab 5mg,1,28
M89007,Cialis_Tab 5mg,1,28
M87638,Sildenafil_Tab 50mg,3,28
M83146,Cialis_Tab 5mg,1,28
D81085,Tadalafil_Tab 20mg,4,28
H83031,Tadalafil_Tab 5mg,1,28
P92639,Tadalafil_Tab 5mg,1,28
B81010,Cialis_Tab 10mg,1,28
A83027,Tadalafil_Tab 2.5mg,1,28
P91004,Tadalafil_Tab 20mg,3,28
K81036,Cialis_Tab 5mg,1,28
J81047,Cialis_Tab 5mg,1,28
B81648,Tadalafil_Tab 5mg,4,28
N82073,Cialis_Tab 2.5mg,1,28
Y05018,Cialis_Tab 5mg,1,28
N81607,Tadalafil_Tab 5mg,1,28
C86022,Cialis_Tab 5mg,1,28
E81060,Sildenafil_Tab 50mg,4,28
P88009,Sildenafil_Tab 50mg,3,28
A83031,Tadalafil_Tab 20mg,4,28
J84012,Tadalafil_Tab 5mg,1,28
E85062,Tadalafil_Tab 5mg,1,28
F81072,Cialis_Tab 20mg,4,28
M86612,Tadalafil_Tab 20mg,6,28
D81081,Sildenafil_Tab 50mg,7,28
H81130,Tadalafil_Tab 20mg,4,28
L83130,Tadalafil_Tab 10mg,2,28
P84040,Cialis_Tab 5mg,1,28
N85027,Cialis_Tab 5mg,1,28
G83065,Cialis_Tab 5mg,1,28
G82138,Tadalafil_Tab 5mg,1,28
D83019,Cialis_Tab 2.5mg,1,28
A83021,Tadalafil_Tab 20mg,7,28
M86605,Cialis_Tab 2.5mg,1,28
J81042,Tadalafil_Tab 5mg,1,28
G82164,Cialis_Tab 5mg,1,28
F84018,Vardenafil_Tab 20mg,4,28
G82219,Tadalafil_Tab 5mg,1,28
P81182,Tadalafil_Tab 20mg,6,28
Y02521,Tadalafil_Tab 20mg,4,28
G83029,Tadalafil_Tab 2.5mg,1,28
C83024,Tadalafil_Tab 5mg,1,28
M85019,Cialis_Tab 5mg,1,28
C85614,Sildenafil_Tab 100mg,5,28
M82616,Sildenafil_Tab 50mg,3,28
Y04664,Tadalafil_Tab 10mg,3,28
H83004,Tadalafil_Tab 5mg,1,28
N82678,Sildenafil_Tab 50mg,5,28
N81012,Tadalafil_Tab 2.5mg,1,28
Y00568,Tadalafil_Tab 5mg,1,28
K81066,Sildenafil_Tab 50mg,6,28
P82015,Sildenafil_Tab 25mg,1,28
H83021,Sildenafil_Tab 100mg,5,28
G81018,Tadalafil_Tab 5mg,1,28
M91004,Tadalafil_Tab 20mg,5,28
P86006,Tadalafil_Tab 2.5mg,1,28
H81085,Tadalafil_Tab 5mg,1,28
D81040,Cialis_Tab 5mg,1,28
H83019,Tadalafil_Tab 5mg,1,28
A81036,Cialis_Tab 20mg,5,28
Y02757,Sildenafil_Tab 50mg,5,28
A82631,Tadalafil_Tab 5mg,1,28
H85695,Tadalafil_Tab 5mg,1,28
J82121,Tadalafil_Tab 20mg,3,28
L82023,Cialis_Tab 5mg,1,28
L84018,Vardenafil_Tab 20mg,3,28
Y05291,Sildenafil_Tab 50mg,5,28
Y03602,Tadalafil_Tab 5mg,1,28
J82166,Sildenafil_Tab 25mg,6,28
J81012,Tadalafil_Tab 2.5mg,1,28
F81198,Tadalafil_Tab 5mg,1,28
K81085,Cialis_Tab 2.5mg,1,28
E82031,Tadalafil_Tab 5mg,1,28
F84111,Cialis_Tab 5mg,1,28
B81014,Cialis_Tab 2.5mg,1,28
J81072,Cialis_Tab 5mg,1,28
F81181,Tadalafil_Tab 10mg,5,28
M84020,Tadalafil_Tab 5mg,1,28
G81046,Tadalafil_Tab 5mg,1,28
E82082,Cialis_Tab 5mg,1,28
G82113,Tadalafil_Tab 2.5mg,1,28
G82042,Tadalafil_Tab 20mg,5,28
G84006,Sildenafil_Tab 25mg,4,28
C83641,Cialis_Tab 5mg,1,28
K82078,Sildenafil_Tab 50mg,7,28
E85014,Tadalafil_Tab 20mg,4,28
H81097,Sildenafil_Tab 50mg,4,28
P81065,Tadalafil_Tab 5mg,1,28
E87026,Tadalafil_Tab 20mg,3,28
A81022,Tadalafil_Tab 10mg,6,28
N81088,Sildenafil_Tab 25mg,3,28
B84014,Tadalafil_Tab 10mg,2,28
A82026,Tadalafil_Tab 2.5mg,1,28
C82020,Tadalafil_Tab 5mg,1,28
P87618,Tadalafil_Tab 5mg,1,28
G82083,Cialis_Tab 5mg,1,28
Y03052,Tadalafil_Tab 20mg,4,28
F86664,Tadalafil_Tab 20mg,5,28
F85675,Sildenafil_Tab 25mg,1,28
E82062,Vardenafil_Tab 10mg,2,28
P84032,Tadalafil_Tab 5mg,1,28
F81051,Tadalafil_Tab 5mg,1,28
M85717,Tadalafil_Tab 5mg,1,28
D82053,Tadalafil_Tab 5mg,1,28
M87005,Tadalafil_Tab 5mg,1,28
F84669,Sildenafil_Tab 25mg,6,28
F81031,Sildenafil_Tab 25mg,1,28
F81004,Tadalafil_Tab 5mg,1,28
J84003,Cialis_Tab 5mg,1,28
E87609,Tadalafil_Tab 10mg,1,28
F81118,Tadalafil_Tab 5mg,1,28
C82026,Vardenafil_Tab 20mg,4,28
J83618,Cialis_Tab 5mg,1,28
A84043,Sildenafil_Tab 25mg,6,28
B82083,Tadalafil_Tab 5mg,1,28
F84006,Tadalafil_Tab 5mg,1,28
M86017,Tadalafil_Tab 5mg,1,28
C88031,Sildenafil_Tab 25mg,4,28
M85735,Tadalafil_Tab 5mg,1,28
C81008,Tadalafil_Tab 5mg,1,28
N83041,Cialis_Tab 5mg,1,28
J82138,Tadalafil_Tab 10mg,4,28
M83650,Tadalafil_Tab 5mg,1,28
H82029,Tadalafil_Tab 5mg,1,28
A83055,Tadalafil_Tab 20mg,4,28
H83050,Sildenafil_Tab 50mg,4,28
F85016,Cialis_Tab 5mg,1,28
Y02847,Cialis_Tab 5mg,1,28
A81629,Sildenafil_Tab 25mg,6,28
F82006,Cialis_Tab 5mg,1,28
H83040,Tadalafil_Tab 5mg,1,28
Y03079,Tadalafil_Tab 20mg,5,28
P91617,Tadalafil_Tab 5mg,1,28
Y02663,Tadalafil_Tab 5mg,1,28
F82011,Tadalafil_Tab 2.5mg,1,28
M85679,Tadalafil_Tab 5mg,1,28
E82040,Cialis_Tab 5mg,1,28
D82037,Tadalafil_Tab 20mg,6,28
K81024,Vardenafil_Tab 20mg,5,28
L83019,Tadalafil_Tab 5mg,1,28
F84017,Tadalafil_Tab 5mg,1,28
M85679,Tadalafil_Tab 20mg,6,28
F81080,Tadalafil_Tab 20mg,5,28
A81048,Cialis_Tab 5mg,1,28
E81073,Sildenafil_Tab 25mg,5,28
M83719,Cialis_Tab 5mg,1,28
P81027,Sildenafil_Tab 25mg,5,28
J82216,Tadalafil_Tab 5mg,1,28
P84050,Tadalafil_Tab 5mg,1,28
C84104,Tadalafil_Tab 5mg,1,28
F81757,Sildenafil_Tab 25mg,1,28
L83078,Tadalafil_Tab 5mg,1,28
D82106,Cialis_Tab 5mg,1,28
D82001,Tadalafil_Tab 20mg,6,28
C81023,Tadalafil_Tab 5mg,1,28
N83610,Tadalafil_Tab 5mg,1,28
J83039,Tadalafil_Tab 5mg,1,28
F81707,Sildenafil_Tab 100mg,7,28
B82020,Tadalafil_Tab 2.5mg,1,28
A86041,Tadalafil_Tab 5mg,1,28
P81633,Tadalafil_Tab 5mg,1,28
P82022,Sildenafil_Tab 50mg,5,28
G82186,Cialis_Tab 5mg,1,28
Y03052,Cialis_Tab 5mg,1,28
P81707,Cialis_Tab 5mg,1,28
L81122,Sildenafil_Tab 25mg,7,28
G81003,Tadalafil_Tab 5mg,1,28
M84040,Cialis_Tab 5mg,1,28
D81612,Tadalafil_Tab 5mg,1,28
D81022,Cialis_Tab 5mg,1,28
C85014,Tadalafil_Tab 5mg,1,28
M81039,Sildenafil_Tab 25mg,3,28
A83017,Tadalafil_Tab 20mg,4,28
G85025,Tadalafil_Tab 5mg,1,28
L85029,Tadalafil_Tab 20mg,4,28
C85614,Tadalafil_Tab 5mg,1,28
P81140,Tadalafil_Tab 5mg,1,28
M81092,Tadalafil_Tab 5mg,1,28
B86109,Cialis_Tab 5mg,1,28
G82074,Tadalafil_Tab 20mg,4,28
M87006,Cialis_Tab 5mg,1,28
F85019,Tadalafil_Tab 5mg,4,28
M85797,Sildenafil_Tab 50mg,5,28
G81045,Vardenafil_Tab 20mg,1,28
C84047,Tadalafil_Tab 20mg,5,28
L83146,Cialis_Tab 5mg,1,28
J82136,Sildenafil_Tab 25mg,3,28
B82083,Cialis_Tab 5mg,1,28
M83045,Sildenafil_Tab 25mg,5,28
Y00399,Cialis_Tab 5mg,1,28
H83013,Cialis_Tab 5mg,1,28
M83148,Cialis_Tab 5mg,1,28
E85023,Sildenafil_Tab 50mg,3,28
L82050,Cialis_Tab 20mg,7,28
G84015,Tadalafil_Tab 5mg,1,28
F86005,Cialis_Tab 5mg,1,28
M91642,Tadalafil_Tab 5mg,1,28
C84703,Sildenafil_Tab 50mg,5,28
Y05364,Sildenafil_Tab 50mg,7,28
P84035,Tadalafil_Tab 20mg,3,28
M82008,Cialis_Tab 5mg,1,28
B86041,Tadalafil_Tab 5mg,1,28
P81647,Sildenafil_Tab 100mg,6,28
E81002,Tadalafil_Tab 5mg,1,28
D81630,Tadalafil_Tab 2.5mg,1,28
P81695,Tadalafil_Tab 5mg,1,28
F81137,Cialis_Tab 5mg,1,28
F85688,Sildenafil_Tab 50mg,5,28
E82040,Tadalafil_Tab 5mg,1,28
E87665,Tadalafil_Tab 20mg,4,28
H82030,Tadalafil_Tab 5mg,1,28
C84017,Cialis_Tab 5mg,1,28
B87012,Cialis_Tab 5mg,1,28
H82064,Tadalafil_Tab 5mg,1,28
P91013,Tadalafil_Tab 5mg,1,28
M83007,Sildenafil_Tab 25mg,4,28
B82068,Cialis_Tab 5mg,1,28
C81638,Tadalafil_Tab 5mg,1,28
E85748,Cialis_Tab 2.5mg,1,28
L81017,Tadalafil_Tab 5mg,1,28
J82181,Sildenafil_Tab 50mg,3,28
C83641,Tadalafil_Tab 20mg,5,28
F86666,Cialis_Tab 5mg,1,28
E84011,Sildenafil_Tab 100mg,4,28
A82032,Tadalafil_Tab 5mg,1,28
M88031,Tadalafil_Tab 20mg,4,28
K81077,Tadalafil_Tab 10mg,1,28
K81630,Tadalafil_Tab 5mg,1,28
Y03671,Sildenafil_Tab 50mg,3,28
Y02671,Tadalafil_Tab 5mg,1,28
B81109,Sildenafil_Tab 25mg,4,28
C81041,Tadalafil_Tab 5mg,1,28
P84650,Tadalafil_Tab 10mg,2,28
F85013,Sildenafil_Tab 50mg,6,28
B86039,Tadalafil_Tab 2.5mg,1,28
P83020,Cialis_Tab 5mg,1,28
E87005,Tadalafil_Tab 10mg,1,28
M81012,Tadalafil_Tab 20mg,4,28
E81001,Tadalafil_Tab 5mg,1,28
D83055,Sildenafil_Tab 25mg,5,28
G81047,Tadalafil_Tab 10mg,3,28
C81062,Tadalafil_Tab 20mg,3,28
B82023,Cialis_Tab 5mg,1,28
G85724,Tadalafil_Tab 20mg,4,28
C84106,Tadalafil_Tab 20mg,7,28
N81054,Tadalafil_Tab 10mg,6,28
A86030,Tadalafil_Tab 2.5mg,1,28
N81637,Tadalafil_Tab 5mg,1,28
N81051,Tadalafil_Tab 5mg,1,28
L81637,Tadalafil_Tab 5mg,1,28
G82658,Tadalafil_Tab 5mg,1,28
C83617,Tadalafil_Tab 2.5mg,1,28
K81083,Tadalafil_Tab 5mg,1,28
B86006,Sildenafil_Tab 25mg,3,28
G85083,Tadalafil_Tab 5mg,1,28
B87020,Tadalafil_Tab 20mg,4,28
M84002,Tadalafil_Tab 20mg,3,28
B83602,Tadalafil_Tab 20mg,5,28
E85046,Sildenafil_Tab 50mg,4,28
P88623,Tadalafil_Tab 5mg,1,28
F81205,Cialis_Tab 5mg,1,28
M84042,Tadalafil_Tab 2.5mg,1,28
C82034,Tadalafil_Tab 5mg,1,28
K81068,Tadalafil_Tab 10mg,6,28
F84047,Cialis_Tab 5mg,1,28
N83605,Cialis_Tab 5mg,1,28
E82067,Cialis_Tab 5mg,2,28
B85033,Cialis_Tab 5mg,1,28
B87003,Tadalafil_Tab 20mg,6,28
K84613,Tadalafil_Tab 5mg,1,28
D83075,Tadalafil_Tab 20mg,7,28
M83013,Cialis_Tab 5mg,1,28
N81645,Tadalafil_Tab 5mg,1,28
M88643,Tadalafil_Tab 20mg,3,28
G81105,Cialis_Tab 5mg,1,28
Y04809,Tadalafil_Tab 5mg,1,28
J81058,Tadalafil_Tab 2.5mg,1,28
C86606,Tadalafil_Tab 5mg,1,28
G85004,Cialis_Tab 5mg,1,28
N83603,Tadalafil_Tab 20mg,7,28
A81021,Tadalafil_Tab 5mg,1,28
