month,pct,total_items,total_cost
2014-07-01,08M,9,367.35999999999996
2014-07-01,05L,7,360.66
2014-07-01,11J,14,542.9300000000001
2014-07-01,99G,10,602.0400000000001
2014-07-01,11N,14,377.96
2014-07-01,01Y,1,61.01
2014-07-01,10C,2,61.02
2014-07-01,99F,6,291.48
2014-07-01,02R,4,153.81
2014-07-01,10D,2,71.61
2014-07-01,07M,28,1593.15
2014-07-01,05J,1,122.01
2014-07-01,14Y,1,30.51
2014-07-01,11M,54,2359.8300000000013
2014-07-01,11A,11,590.2
2014-07-01,08W,17,1071.4999999999998
2014-07-01,04L,2,61.02
2014-07-01,01T,2,118.82
2014-07-01,04V,17,717.27
2014-07-01,08Y,11,456.11
2014-07-01,07T,14,811.1499999999999
2014-07-01,00Q,4,146.64
2014-07-01,10E,3,157.59
2014-07-01,08A,10,553.3
2014-07-01,10X,1,30.51
2014-07-01,06L,11,511.82000000000005
2014-07-01,04M,1,30.51
2014-07-01,10K,8,440.47
2014-07-01,06H,30,1268.2499999999998
2014-07-01,08N,13,592.09
2014-07-01,09H,4,132.63
2014-07-01,04N,2,62.28
2014-07-01,11X,26,1358.36
2014-07-01,00V,5,211.2
2014-07-01,04C,21,837.5600000000001
2014-07-01,09J,9,400.6
2014-07-01,07L,8,231.83999999999997
2014-07-01,09X,10,434.21
2014-07-01,05G,6,214.08
2014-07-01,03J,3,231.72
2014-07-01,02M,3,123.3
2014-07-01,09G,11,571.38
2014-07-01,02T,5,250.38
2014-07-01,08H,12,498.71
2014-07-01,07N,12,540.64
2014-07-01,03N,10,322.03
2014-07-01,07X,14,603.4699999999999
2014-07-01,05F,4,305.04
2014-07-01,06W,3,244.03
2014-07-01,09A,15,656.5099999999999
2014-07-01,00L,9,341.19
2014-07-01,09P,3,152.52
2014-07-01,99M,6,275.83000000000004
2014-07-01,15E,27,1172.58
2014-07-01,08Q,8,397.85
2014-07-01,09N,3,92.79
2014-07-01,04R,19,857.2099999999999
2014-07-01,03W,44,1690.3699999999997
2014-07-01,10R,2,183.02
2014-07-01,05N,8,461.38
2014-07-01,03V,2,61.02
2014-07-01,99N,12,520.8100000000001
2014-07-01,02W,8,428.34
2014-07-01,99K,7,466.42
2014-07-01,99Q,21,854.93
2014-07-01,11E,6,335.54999999999995
2014-07-01,06P,14,916.8800000000001
2014-07-01,13T,13,522.43
2014-07-01,09E,7,373.67
2014-07-01,02P,1,63.54
2014-07-01,01A,9,582.6999999999999
2014-07-01,08C,9,513.86
2014-07-01,01W,4,204.22
2014-07-01,00D,7,338.09999999999997
2014-07-01,07J,3,122.03
2014-07-01,06T,14,728.8499999999999
2014-07-01,09L,5,234.73000000000002
2014-07-01,01H,5,204.86
2014-07-01,07G,2,43.33
2014-07-01,02A,1,30.51
2014-07-01,00P,17,588.68
2014-07-01,08X,9,584.65
2014-07-01,01C,6,189.73000000000002
2014-07-01,03D,7,233.55999999999997
2014-07-01,04Y,3,122.03
2014-07-01,04F,3,135.16
2014-07-01,03H,9,460.12000000000006
2014-07-01,99D,6,254.64000000000001
2014-07-01,08F,8,394.03
2014-07-01,02E,3,518.51
2014-07-01,09W,7,193.73
2014-07-01,15C,20,1138.82
2014-07-01,14L,2,62.290000000000006
2014-07-01,05R,3,91.53
2014-07-01,02H,2,52.97
2014-07-01,05C,3,274.53000000000003
2014-07-01,08K,11,707.94
2014-07-01,04Q,2,94.05
2014-07-01,03X,1,30.51
2014-07-01,08G,6,305.06
2014-07-01,07R,13,609.8
2014-07-01,07V,15,902.61
2014-07-01,99H,8,490.60999999999996
2014-07-01,12D,4,152.53
2014-07-01,00X,3,183.63
2014-07-01,99P,31,1307.9499999999998
2014-07-01,08L,10,524.9300000000001
2014-07-01,03K,5,153.16
2014-07-01,04H,6,276.34000000000003
2014-07-01,07P,9,737.13
2014-07-01,05V,8,455.6
2014-08-01,03X,1,63.5
2014-08-01,05D,7,365.15
2014-08-01,05V,6,243.87
2014-08-01,01W,4,284.94
2014-08-01,04G,11,521.88
2014-08-01,13T,13,579.08
2014-08-01,00Q,5,272.44
2014-08-01,11A,13,762.0800000000002
2014-08-01,99J,21,797.57
2014-08-01,11J,17,732.03
2014-08-01,05Q,4,239.90999999999997
2014-08-01,15D,7,640.1400000000001
2014-08-01,06N,20,1132.3700000000001
2014-08-01,03Q,12,462.34999999999997
2014-08-01,03R,18,1134.2800000000002
2014-08-01,09N,5,214.67000000000002
2014-08-01,08Y,9,692.32
2014-08-01,04M,3,91.47
2014-08-01,06V,8,230.71
2014-08-01,06H,23,1024.74
2014-08-01,00Y,4,307.96999999999997
2014-08-01,07H,9,349.58000000000004
2014-08-01,03F,4,182.92000000000002
2014-08-01,06M,3,210.07999999999998
2014-08-01,01K,2,174.45
2014-08-01,08V,9,487.76
2014-08-01,00X,4,214.0
2014-08-01,04F,5,253.05
2014-08-01,08G,5,275.64
2014-08-01,05T,8,307.37
2014-08-01,99Q,17,862.5600000000001
2014-08-01,09X,8,335.36
2014-08-01,08L,11,813.6800000000001
2014-08-01,07W,14,1256.98
2014-08-01,02X,3,246.4
2014-08-01,11N,21,749.3900000000002
2014-08-01,10D,3,153.7
2014-08-01,08E,17,880.3900000000001
2014-08-01,01E,1,60.97
2014-08-01,15E,31,1483.0900000000001
2014-08-01,99D,5,243.87
2014-08-01,07X,14,629.73
2014-08-01,01Y,1,60.97
2014-08-01,02R,5,213.40999999999997
2014-08-01,02M,3,123.22
2014-08-01,04R,19,828.57
2014-08-01,01D,3,121.94999999999999
2014-08-01,11E,7,356.51
2014-08-01,04L,2,62.25
2014-08-01,01R,6,285.15
2014-08-01,12F,4,279.42
2014-08-01,02G,1,30.49
2014-08-01,10L,7,365.83
2014-08-01,99H,5,243.89000000000001
2014-08-01,04C,22,875.6400000000001
2014-08-01,08T,4,150.51
2014-08-01,06Y,9,391.74
2014-08-01,99E,9,459.65
2014-08-01,10Q,15,732.9300000000002
2014-08-01,05R,3,91.47
2014-08-01,99M,8,398.86
2014-08-01,09C,3,121.94
2014-08-01,09L,4,163.02
2014-08-01,07L,7,207.15
2014-08-01,09G,16,848.88
2014-08-01,11X,23,1204.6600000000003
2014-08-01,00K,4,132.54
2014-08-01,10V,10,665.0799999999999
2014-08-01,99P,29,1376.1800000000003
2014-08-01,05G,12,408.71999999999997
2014-08-01,12D,3,141.95
2014-08-01,05H,1,60.97
2014-08-01,08P,8,274.4
2014-08-01,04K,5,362.84000000000003
2014-08-01,06Q,8,433.12
2014-08-01,03J,3,152.43
2014-08-01,00C,1,30.49
2014-08-01,02A,1,30.49
2014-08-01,99N,9,397.25
2014-08-01,10J,5,243.89000000000001
2014-08-01,08M,9,550.0
2014-08-01,04J,2,51.67
2014-08-01,07N,9,461.09
2014-08-01,08X,7,345.92999999999995
2014-08-01,99C,1,57.0
2014-08-01,01C,5,254.47000000000003
2014-08-01,02Y,11,408.17999999999995
2014-08-01,04E,2,60.98
2014-08-01,00P,14,301.15000000000003
2014-08-01,09A,15,545.2799999999999
2014-08-01,05X,4,152.44
2014-08-01,01T,1,30.49
2014-08-01,03M,1,30.48
2014-08-01,09Y,3,152.43
2014-08-01,09H,5,243.89000000000001
2014-08-01,06K,16,640.8299999999999
2014-08-01,01J,3,124.47999999999999
2014-08-01,08J,4,131.25
2014-08-01,15C,19,1024.2
2014-08-01,10E,6,371.81000000000006
2014-08-01,14L,4,123.22999999999999
2014-08-01,00D,9,430.60999999999996
2014-08-01,07T,10,551.27
2014-08-01,03Y,2,89.86
2014-08-01,99A,6,207.95
2014-08-01,00T,6,254.48
2014-08-01,08C,7,376.07
2014-08-01,00J,9,299.37
2014-08-01,04Q,2,103.3
2014-08-01,02W,6,331.09000000000003
2014-08-01,07K,2,62.23
2014-08-01,15A,9,458.56000000000006
2014-08-01,02E,4,336.58
2014-08-01,08R,5,307.38
2014-08-01,10C,3,121.94999999999999
2014-08-01,06F,17,758.1400000000001
2014-08-01,08D,9,515.28
2014-08-01,09W,14,454.94
2014-08-01,03H,5,269.14
2014-08-01,03W,47,1894.66
2014-08-01,05N,13,492.87
2014-08-01,15F,19,1072.6599999999999
2014-08-01,07G,4,182.92000000000002
2014-08-01,09P,3,119.22999999999999
2014-08-01,99K,9,370.15
2014-08-01,07R,17,808.74
2014-08-01,01F,2,91.46
2014-08-01,05Y,2,121.94
2014-08-01,08W,13,721.8700000000001
2014-08-01,10A,4,132.54
2014-08-01,06D,1,30.49
2014-08-01,02T,2,124.47
2014-08-01,10R,3,215.92000000000002
2014-08-01,05L,6,424.58000000000004
2014-08-01,03L,4,241.95
2014-08-01,05J,1,121.93
2014-08-01,02N,6,239.64
2014-08-01,03V,2,60.98
2014-08-01,03A,7,429.32000000000005
2014-08-01,03N,6,184.20999999999998
2014-08-01,01H,5,185.45
2014-08-01,01A,3,280.01
2014-08-01,07Q,11,885.8200000000002
2014-08-01,04V,18,684.21
2014-08-01,02H,1,60.97
2014-08-01,10X,3,166.81
2014-08-01,08A,12,540.4999999999999
2014-08-01,03K,4,182.26000000000002
2014-08-01,99F,2,41.08
2014-08-01,05C,6,431.84
2014-08-01,08H,5,347.17
2014-08-01,06P,13,561.22
2014-08-01,99G,10,673.1800000000001
2014-08-01,07P,7,594.6000000000001
2014-08-01,09D,6,726.85
2014-08-01,05W,25,790.46
2014-08-01,09F,6,304.86
2014-08-01,02F,4,121.27
2014-08-01,10K,6,304.86
2014-08-01,09J,9,446.59999999999997
2014-08-01,04N,5,279.42
2014-08-01,03D,8,243.90000000000003
2014-08-01,01G,7,195.08
2014-08-01,04Y,4,152.44
2014-08-01,00L,14,670.65
2014-08-01,05A,4,215.94
2014-08-01,04H,6,273.62
2014-08-01,06W,5,274.37
2014-08-01,08Q,11,698.11
2014-08-01,09E,5,321.01000000000005
2014-08-01,00M,9,330.48
2014-08-01,03E,6,239.64000000000001
2014-08-01,00N,2,93.99
2014-08-01,00V,3,89.53999999999999
2014-08-01,03T,9,376.42999999999995
2014-08-01,05F,5,335.33
2014-08-01,06L,7,318.01
2014-08-01,07Y,16,1905.0500000000002
2014-08-01,08F,15,758.3100000000001
2014-08-01,08N,13,639.55
2014-08-01,08K,12,781.72
2014-08-01,07V,11,741.98
2014-08-01,07J,8,335.34
2014-08-01,02P,1,63.5
2014-08-01,11M,51,2311.4399999999996
2014-08-01,07M,21,1049.3
2014-08-01,06T,10,348.5
2014-08-01,04D,5,185.44
2014-08-01,14Y,4,193.5
2014-09-01,01F,1,61.0
2014-09-01,07N,9,348.7
2014-09-01,02A,1,30.51
2014-09-01,99N,15,613.8900000000001
2014-09-01,07T,25,1236.18
2014-09-01,04H,5,242.07999999999998
2014-09-01,04M,4,256.78999999999996
2014-09-01,06V,5,244.0
2014-09-01,12F,3,249.06
2014-09-01,06K,17,612.66
2014-09-01,05N,11,429.62
2014-09-01,02W,2,116.49
2014-09-01,11E,4,213.51999999999998
2014-09-01,05W,27,827.31
2014-09-01,14Y,4,216.05
2014-09-01,11X,22,1068.57
2014-09-01,02X,5,306.28999999999996
2014-09-01,00X,4,214.12
2014-09-01,09L,6,199.23
2014-09-01,08C,4,216.05
2014-09-01,15D,4,183.02
2014-09-01,06L,8,279.63
2014-09-01,01R,1,30.51
2014-09-01,01X,1,28.57
2014-09-01,03L,2,91.51
2014-09-01,05X,2,158.84
2014-09-01,07L,7,145.3
2014-09-01,04Q,3,143.19
2014-09-01,08N,17,733.5300000000001
2014-09-01,05Y,3,92.80000000000001
2014-09-01,08Y,12,572.0400000000001
2014-09-01,10C,2,122.0
2014-09-01,06Q,6,183.05
2014-09-01,05V,6,274.51
2014-09-01,04L,2,76.37
2014-09-01,99G,9,460.09
2014-09-01,99J,22,941.2399999999999
2014-09-01,07P,11,720.7199999999999
2014-09-01,07R,10,694.9000000000001
2014-09-01,05G,9,361.34
2014-09-01,99E,8,485.35
2014-09-01,08A,14,888.76
2014-09-01,10X,2,152.5
2014-09-01,08V,7,229.16
2014-09-01,07G,2,41.11
2014-09-01,01J,3,152.51
2014-09-01,05D,3,214.76
2014-09-01,05A,9,425.63
2014-09-01,06H,27,1094.58
2014-09-01,01A,6,585.1199999999999
2014-09-01,08T,3,89.59
2014-09-01,09G,11,800.41
2014-09-01,99H,7,484.05
2014-09-01,05R,5,183.04000000000002
2014-09-01,03A,3,122.02000000000001
2014-09-01,03H,9,342.28999999999996
2014-09-01,04D,6,300.96999999999997
2014-09-01,09W,14,488.24999999999994
2014-09-01,02H,6,491.58000000000004
2014-09-01,06M,1,63.54
2014-09-01,99Q,16,600.4699999999999
2014-09-01,10R,4,335.51
2014-09-01,99F,8,358.0
2014-09-01,11N,14,421.54999999999995
2014-09-01,02D,1,30.51
2014-09-01,04C,12,686.09
2014-09-01,00P,11,394.40999999999997
2014-09-01,00Q,4,152.25
2014-09-01,08M,8,427.04999999999995
2014-09-01,06T,10,462.31000000000006
2014-09-01,06F,14,645.61
2014-09-01,00V,3,150.91
2014-09-01,04V,13,482.26
2014-09-01,00D,8,429.57
2014-09-01,01K,2,117.62
2014-09-01,00C,2,61.02
2014-09-01,07Y,11,1274.5499999999997
2014-09-01,02Y,10,308.46
2014-09-01,07K,1,30.5
2014-09-01,03Q,12,429.26
2014-09-01,99A,6,269.08
2014-09-01,03V,3,122.02000000000001
2014-09-01,99K,7,374.91
2014-09-01,12D,5,164.39
2014-09-01,15A,11,582.11
2014-09-01,15E,24,1040.69
2014-09-01,04K,3,281.8
2014-09-01,09N,1,91.5
2014-09-01,07X,12,358.04999999999995
2014-09-01,08J,5,192.87
2014-09-01,08Q,5,246.56
2014-09-01,08R,8,426.6
2014-09-01,02P,1,61.0
2014-09-01,03T,4,153.79
2014-09-01,08E,7,265.23
2014-09-01,15F,19,1126.33
2014-09-01,09X,12,458.53
2014-09-01,05C,6,315.62
2014-09-01,01G,3,90.78
2014-09-01,06Y,4,132.26999999999998
2014-09-01,01C,4,183.03
2014-09-01,02E,3,306.27
2014-09-01,10E,4,185.56
2014-09-01,10L,4,183.03
2014-09-01,01T,2,120.4
2014-09-01,01W,5,245.29999999999998
2014-09-01,04Y,5,183.04
2014-09-01,04G,18,870.5300000000002
2014-09-01,07M,16,691.63
2014-09-01,14L,2,61.02
2014-09-01,08G,5,305.02
2014-09-01,00K,2,41.11
2014-09-01,09H,4,254.6
2014-09-01,08D,8,469.35999999999996
2014-09-01,10J,6,275.8
2014-09-01,09Y,2,61.02
2014-09-01,01E,3,188.08
2014-09-01,03F,2,61.02
2014-09-01,99D,3,152.5
2014-09-01,02N,5,185.56
2014-09-01,05T,6,183.03
2014-09-01,08X,7,534.25
2014-09-01,00J,11,476.28999999999996
2014-09-01,01D,3,122.02000000000001
2014-09-01,15C,15,676.03
2014-09-01,01H,5,215.32
2014-09-01,10D,1,31.78
2014-09-01,04R,10,448.68000000000006
2014-09-01,99P,27,1389.3799999999999
2014-09-01,00T,5,133.91
2014-09-01,03K,4,121.37
2014-09-01,09F,7,307.57
2014-09-01,08H,10,734.56
2014-09-01,09E,5,274.37
2014-09-01,06N,18,1189.8799999999999
2014-09-01,08F,4,132.62
2014-09-01,08W,17,939.29
2014-09-01,03W,35,1325.3200000000002
2014-09-01,00Y,2,89.57
2014-09-01,09C,3,184.28
2014-09-01,08K,11,583.01
2014-09-01,02T,5,341.84
2014-09-01,11J,13,523.65
2014-09-01,09D,6,319.09000000000003
2014-09-01,11A,8,399.08
2014-09-01,10Q,11,501.19000000000005
2014-09-01,07W,12,857.6599999999999
2014-09-01,03Y,1,30.51
2014-09-01,03J,4,204.2
2014-09-01,00M,7,173.70000000000002
2014-09-01,05F,4,132.62
2014-09-01,00N,4,216.06
2014-09-01,10K,6,439.82
2014-09-01,03M,1,10.6
2014-09-01,04E,2,45.44
2014-09-01,05Q,4,240.04999999999998
2014-09-01,07H,14,634.3999999999999
2014-09-01,09J,7,307.58
2014-09-01,09P,2,91.51
2014-09-01,10V,11,573.56
2014-09-01,09A,20,889.56
2014-09-01,02R,5,246.56
2014-09-01,06P,10,447.89
2014-09-01,07J,4,152.52
2014-09-01,10A,3,91.53
2014-09-01,07Q,4,330.02000000000004
2014-09-01,03D,7,235.01000000000002
2014-09-01,99M,7,310.13
2014-09-01,13T,10,422.08000000000004
2014-09-01,02F,2,92.11
2014-09-01,08L,7,401.81
2014-09-01,05L,7,396.62
2014-09-01,07V,6,340.59999999999997
2014-09-01,06W,3,213.51
2014-09-01,03R,17,1347.99
2014-09-01,08P,4,122.04
2014-09-01,03N,8,287.69
2014-09-01,02M,2,91.51
2014-09-01,04F,2,122.0
2014-09-01,03E,2,61.010000000000005
2014-09-01,00L,4,152.53
2014-09-01,11M,36,1496.85
2014-10-01,05A,8,367.21
2014-10-01,08W,12,637.5
2014-10-01,10V,7,335.45000000000005
2014-10-01,06H,25,860.7799999999999
2014-10-01,08A,13,593.59
2014-10-01,06L,10,438.77
2014-10-01,11A,8,670.81
2014-10-01,04C,11,428.24
2014-10-01,06F,5,233.98
2014-10-01,06N,11,588.28
2014-10-01,00J,5,243.22
2014-10-01,03H,8,364.02
2014-10-01,00M,7,277.03
2014-10-01,09D,6,678.4100000000001
2014-10-01,08R,9,441.33000000000004
2014-10-01,04Q,1,21.18
2014-10-01,04J,1,29.75
2014-10-01,03R,13,1056.1299999999999
2014-10-01,11N,15,493.55999999999995
2014-10-01,09L,6,164.36
2014-10-01,05L,6,321.58
2014-10-01,08D,8,471.73
2014-10-01,09W,7,195.48
2014-10-01,10A,1,31.77
2014-10-01,05D,5,328.63
2014-10-01,01H,6,240.12
2014-10-01,00Q,4,152.56
2014-10-01,01X,1,28.57
2014-10-01,99C,4,122.0
2014-10-01,04M,3,73.81
2014-10-01,01E,3,121.99
2014-10-01,03W,35,1382.27
2014-10-01,09G,16,981.67
2014-10-01,03T,5,193.58
2014-10-01,02W,5,218.54
2014-10-01,06Q,14,418.95000000000005
2014-10-01,01C,7,295.64
2014-10-01,10X,2,121.97
2014-10-01,05C,5,398.93
2014-10-01,07R,9,310.26
2014-10-01,02A,2,51.68
2014-10-01,02D,1,10.6
2014-10-01,08J,4,150.56
2014-10-01,99E,7,298.3
2014-10-01,03J,2,91.49000000000001
2014-10-01,07Q,5,343.02
2014-10-01,05Y,13,487.96000000000004
2014-10-01,04D,9,394.39
2014-10-01,08X,6,335.43
2014-10-01,03L,3,268.41999999999996
2014-10-01,99G,10,511.0400000000001
2014-10-01,07Y,11,1704.81
2014-10-01,03Q,11,366.03
2014-10-01,99H,9,537.54
2014-10-01,06T,10,441.34
2014-10-01,02Y,12,481.26
2014-10-01,05V,3,121.97999999999999
2014-10-01,09X,8,315.57
2014-10-01,15A,12,499.81000000000006
2014-10-01,15C,23,1260.8600000000001
2014-10-01,03M,2,41.08
2014-10-01,00T,3,182.95999999999998
2014-10-01,15F,16,1274.75
2014-10-01,99D,4,286.26
2014-10-01,06M,2,74.12
2014-10-01,07K,2,62.25
2014-10-01,03K,4,120.07
2014-10-01,10R,2,152.45999999999998
2014-10-01,08N,12,527.63
2014-10-01,01G,3,89.57
2014-10-01,02E,1,243.91
2014-10-01,04L,4,137.34
2014-10-01,00Y,3,243.94
2014-10-01,06W,5,273.02
2014-10-01,99J,24,1054.9
2014-10-01,01F,5,246.49
2014-10-01,01Y,2,152.46
2014-10-01,03Y,3,120.39
2014-10-01,14Y,3,155.01000000000002
2014-10-01,04R,13,544.5300000000001
2014-10-01,07H,14,501.68
2014-10-01,05F,3,182.96
2014-10-01,99M,8,367.22
2014-10-01,01A,3,248.99
2014-10-01,10C,3,121.99000000000001
2014-10-01,10E,3,249.0
2014-10-01,08V,5,214.75
2014-10-01,00P,11,323.81
2014-10-01,09F,7,477.40000000000003
2014-10-01,04E,2,125.77
2014-10-01,03N,9,335.99
2014-10-01,15D,3,152.48
2014-10-01,08G,4,132.59
2014-10-01,02F,7,382.13
2014-10-01,09P,1,30.49
2014-10-01,02M,2,91.49000000000001
2014-10-01,11E,3,182.95999999999998
2014-10-01,08L,9,581.73
2014-10-01,02H,3,385.88
2014-10-01,07P,13,1013.84
2014-10-01,04G,15,692.95
2014-10-01,04K,2,167.79
2014-10-01,01R,4,217.63
2014-10-01,01W,1,121.96
2014-10-01,10L,4,182.97
2014-10-01,01D,1,30.5
2014-10-01,10Q,11,579.38
2014-10-01,02R,2,41.1
2014-10-01,09C,2,60.989999999999995
2014-10-01,04F,2,141.98
2014-10-01,05T,4,121.97999999999999
2014-10-01,10K,8,371.02000000000004
2014-10-01,99K,4,283.3
2014-10-01,04V,12,471.85
2014-10-01,08F,6,311.24
2014-10-01,05Q,5,300.97
2014-10-01,00X,3,150.54
2014-10-01,15E,32,1736.5800000000002
2014-10-01,03V,7,165.64
2014-10-01,09E,2,61.0
2014-10-01,00C,1,30.5
2014-10-01,01J,3,124.52000000000001
2014-10-01,08Q,4,331.43999999999994
2014-10-01,02T,3,185.49
2014-10-01,07G,1,60.99
2014-10-01,99A,5,151.0
2014-10-01,09H,1,30.5
2014-10-01,11J,15,725.74
2014-10-01,13T,14,613.73
2014-10-01,99P,24,971.62
2014-10-01,00V,8,324.54
2014-10-01,08C,7,268.97
2014-10-01,07V,10,772.6700000000001
2014-10-01,11M,49,2072.92
2014-10-01,00L,6,243.95000000000002
2014-10-01,10J,2,62.269999999999996
2014-10-01,05H,2,124.51
2014-10-01,99F,5,335.42
2014-10-01,08T,3,89.57
2014-10-01,08K,14,1010.54
2014-10-01,02X,2,182.94
2014-10-01,07X,13,604.52
2014-10-01,07T,10,547.47
2014-10-01,01K,3,206.60999999999999
2014-10-01,06Y,6,235.55
2014-10-01,06P,9,487.37
2014-10-01,10D,1,60.99
2014-10-01,05X,5,249.03
2014-10-01,99N,8,340.53
2014-10-01,07W,13,915.49
2014-10-01,05N,11,462.53
2014-10-01,07M,25,1378.6100000000001
2014-10-01,07J,9,316.9
2014-10-01,08P,5,102.31
2014-10-01,14L,5,112.69
2014-10-01,11X,13,774.1999999999999
2014-10-01,00D,11,518.4300000000001
2014-10-01,07N,9,750.8
2014-10-01,09J,9,424.28000000000003
2014-10-01,04N,2,154.99
2014-10-01,02N,6,204.23000000000002
2014-10-01,03D,5,153.76999999999998
2014-10-01,09N,3,153.73
2014-10-01,12F,3,182.96
2014-10-01,04Y,2,91.49000000000001
2014-10-01,06K,11,377.37
2014-10-01,09Y,1,60.99
2014-10-01,03X,2,124.51
2014-10-01,05W,22,845.91
2014-10-01,03E,2,145.68
2014-10-01,08M,12,701.35
2014-10-01,99Q,14,589.21
2014-10-01,08H,10,498.51
2014-10-01,06V,6,262.03000000000003
2014-10-01,12D,6,213.26
2014-10-01,04H,6,303.0
2014-10-01,05G,10,375.82000000000005
2014-10-01,00K,2,71.59
2014-10-01,03A,6,459.92
2014-10-01,07L,20,340.52
2014-10-01,08E,9,469.27000000000004
2014-10-01,08Y,9,472.12
2014-10-01,09A,12,486.1300000000001
2014-11-01,06W,4,331.6
2014-11-01,99N,4,345.86
2014-11-01,01R,1,38.44
2014-11-01,03H,1,38.44
2014-11-01,99F,5,234.78000000000003
2014-11-01,02W,6,433.14
2014-11-01,99E,4,167.25
2014-11-01,05H,2,157.89
2014-11-01,05G,5,384.3
2014-11-01,06M,4,243.1
2014-11-01,12F,2,230.56
2014-11-01,08C,8,551.54
2014-11-01,05R,4,103.89
2014-11-01,10L,2,153.72
2014-11-01,05T,5,230.57
2014-11-01,00L,2,76.88
2014-11-01,00Y,1,162.04
2014-11-01,08Q,8,839.4900000000001
2014-11-01,07H,9,540.12
2014-11-01,08E,8,564.28
2014-11-01,05N,15,826.85
2014-11-01,04G,15,926.24
2014-11-01,09J,8,475.78
2014-11-01,00J,10,563.28
2014-11-01,04J,2,115.3
2014-11-01,05F,1,76.86
2014-11-01,13T,13,776.13
2014-11-01,09G,7,726.3899999999999
2014-11-01,02R,6,281.96000000000004
2014-11-01,08A,18,1278.4699999999998
2014-11-01,05A,8,494.6
2014-11-01,99Q,20,1316.6299999999999
2014-11-01,05D,5,386.37
2014-11-01,02Y,7,193.76
2014-11-01,10X,2,153.72
2014-11-01,00M,7,242.69
2014-11-01,03V,6,498.73
2014-11-01,03D,6,219.21999999999997
2014-11-01,02H,2,422.68
2014-11-01,04F,2,76.88
2014-11-01,00Q,4,347.47999999999996
2014-11-01,00P,10,249.98000000000002
2014-11-01,99K,7,394.75
2014-11-01,09P,6,352.75
2014-11-01,07Q,9,375.02000000000004
2014-11-01,08Y,12,1425.47
2014-11-01,09D,5,640.8499999999999
2014-11-01,04C,15,1071.2800000000002
2014-11-01,00X,3,153.73000000000002
2014-11-01,04M,1,76.86
2014-11-01,14L,1,38.44
2014-11-01,15D,2,115.3
2014-11-01,03N,3,327.41999999999996
2014-11-01,03W,37,1878.1999999999998
2014-11-01,08F,6,394.28
2014-11-01,09N,5,273.2
2014-11-01,07X,11,533.07
2014-11-01,08K,9,987.3
2014-11-01,07P,11,811.19
2014-11-01,10V,9,619.7
2014-11-01,11N,8,348.0
2014-11-01,03M,4,92.49
2014-11-01,06V,3,157.89
2014-11-01,07V,8,579.49
2014-11-01,15F,9,524.25
2014-11-01,09E,5,360.61
2014-11-01,06P,16,958.1600000000001
2014-11-01,06Y,4,166.60999999999999
2014-11-01,09H,3,269.0
2014-11-01,99P,17,1218.8300000000002
2014-11-01,02F,1,35.97
2014-11-01,03E,2,76.88
2014-11-01,11X,17,975.27
2014-11-01,99D,4,269.0
2014-11-01,07J,10,473.83000000000004
2014-11-01,05V,5,384.26
2014-11-01,11E,2,76.86
2014-11-01,01W,2,230.56
2014-11-01,10D,3,194.24
2014-11-01,02T,3,277.34000000000003
2014-11-01,09L,5,232.67000000000002
2014-11-01,05W,13,586.4499999999999
2014-11-01,08M,4,307.44
2014-11-01,07W,7,306.91999999999996
2014-11-01,07T,14,749.99
2014-11-01,02M,2,115.3
2014-11-01,07G,1,38.44
2014-11-01,10Q,12,673.12
2014-11-01,11J,9,484.86
2014-11-01,08D,11,659.6099999999999
2014-11-01,08G,3,128.22
2014-11-01,07L,1,76.86
2014-11-01,02D,1,38.44
2014-11-01,03L,3,338.26
2014-11-01,10A,1,38.44
2014-11-01,02E,1,307.4
2014-11-01,03R,10,676.54
2014-11-01,15A,9,578.56
2014-11-01,08N,11,648.5799999999999
2014-11-01,07R,8,650.83
2014-11-01,10E,1,76.86
2014-11-01,06H,23,1152.9599999999998
2014-11-01,06T,9,410.61
2014-11-01,04V,12,690.94
2014-11-01,06F,14,934.0000000000001
2014-11-01,12D,4,205.67
2014-11-01,10K,8,602.47
2014-11-01,15E,17,1134.52
2014-11-01,11M,38,2020.48
2014-11-01,05Q,1,71.84
2014-11-01,05X,5,471.56000000000006
2014-11-01,01G,5,124.48999999999998
2014-11-01,06Q,10,440.42
2014-11-01,08H,9,747.82
2014-11-01,09C,3,354.17
2014-11-01,01C,3,205.64999999999998
2014-11-01,10J,2,115.3
2014-11-01,06L,8,498.04
2014-11-01,02N,3,112.85
2014-11-01,09Y,2,153.72
2014-11-01,04L,2,64.16
2014-11-01,99J,18,858.24
2014-11-01,00D,3,115.31
2014-11-01,08R,4,422.71000000000004
2014-11-01,04R,14,763.52
2014-11-01,99G,7,474.66
2014-11-01,06K,15,658.28
2014-11-01,05L,5,329.15999999999997
2014-11-01,04K,3,344.03999999999996
2014-11-01,08L,6,518.3299999999999
2014-11-01,01E,2,115.3
2014-11-01,99M,8,550.54
2014-11-01,01T,1,75.72
2014-11-01,14Y,4,236.85
2014-11-01,04D,6,417.89000000000004
2014-11-01,08J,8,403.57
2014-11-01,03J,1,32.92
2014-11-01,00T,4,244.08999999999997
2014-11-01,10R,2,234.73
2014-11-01,06N,24,2004.6599999999999
2014-11-01,04Q,1,27.02
2014-11-01,00C,1,38.44
2014-11-01,03A,1,38.44
2014-11-01,08T,2,94.9
