,practice,pct,items,rate,monthly_rate,code_x,rural_urban_code,mean_percentile,num_gps_june,num_gps_sept,CL,PH,PHAS,TOTAL,Value_imd,Value_satisfaction,Value_long_term_health,Value_over_65,Value_under_18,code_y,dispensing_patients,total_items
4460,J84017,10L,5783,657.4641642428778,54.78868035357315,J84017,1,0.5891948044910232,3.0,3.0,401.73,86.44999999999999,25.07,513.25,23.353553070222603,87.15030368384241,60.650924474296396,24.962373683078898,17.946678133734697,J84017,0.0,197223
4461,J84018,10L,2831,784.88090012245,65.40674167687084,J84018,1,0.5914868829955184,3.0,4.0,430.3400000000001,96.86,27.0,554.2,27.979850334448198,92.66068441260259,65.32277371625979,29.5429208472687,15.0390189520624,J84018,0.0,87636
4462,J84019,10L,7726,723.4421087129547,60.28684239274622,J84019,1,0.633793270799742,3.0,3.0,406.84000000000003,85.72,27.0,519.5600000000001,21.231272913944398,73.14925867259758,71.13200341831279,37.4183311554975,13.6960985626283,J84019,0.0,291409
4463,J84020,10L,2980,607.378218628983,50.614851552415246,J84020,1,0.49886781990551143,4.0,4.0,428.79,97.0,26.61,552.4,24.288405017196002,80.8887963979295,64.2166472972815,25.444983818770197,17.1642394822006,J84020,0.0,84964
4464,K81001,10G,6599,544.4494864073264,45.37079053394387,K81001,4,0.42158416002870486,7.0,7.0,429.93,96.48,27.0,553.41,11.9280356757654,76.405468970617,47.523161931591,15.1663486268979,20.955778644320898,K81001,0.0,148713
4465,K81002,10M,4581,348.9576720920194,29.07980600766828,K81002,3,0.40631912792879554,9.0,10.0,427.33,97.0,27.0,551.3299999999999,13.0075010351967,89.4930093396018,46.859652581334295,12.614678899082598,22.8272171253823,K81002,0.0,162214
4466,K81003,11D,6881,587.822397505535,48.98519979212792,K81003,4,0.5901519979150588,7.0,6.0,426.84,95.03,27.0,548.87,7.7882668344324895,95.5145332092108,58.4554865458996,16.7129468934398,22.3151683443249,K81003,5290.0,184803
4467,K81004,10N,8195,568.0813822504896,47.340115187540796,K81004,4,0.3893938079503189,11.0,11.0,431.16999999999996,89.17,27.0,547.3399999999999,14.7144742582897,85.1934634140886,55.9467985610768,18.4118673647469,21.217277486910998,K81004,0.0,283447
4468,K81005,10T,2823,653.182422921929,54.43186857682741,K81005,4,0.282640296778397,4.0,4.0,423.76,97.0,22.63,543.39,23.4286870175438,70.3709843640799,45.9861863761123,8.7953216374269,26.343859649122802,K81005,0.0,74474
4469,K81006,10G,11692,594.6747819305399,49.55623182754499,K81006,4,0.49913146089659777,11.0,12.0,418.27000000000004,95.28,27.0,540.5500000000001,7.14247833622183,79.7779845072977,47.6512596841853,16.520542359058002,20.524008563564102,K81006,0.0,227445
4470,K81007,10W,1650,345.0739817703341,28.75616514752784,K81007,4,0.45637660813944836,2.0,2.0,428.58000000000004,95.68,25.630000000000003,549.89,22.190228410372,69.868103937128,52.3885069987146,11.8124436429216,15.590622182146099,K81007,0.0,73944
4471,K81010,10G,3418,446.7195260085389,37.22662716737824,K81010,4,0.3444463775066309,4.0,4.0,415.84000000000003,92.15,26.439999999999998,534.4300000000001,4.84507358738502,90.29267616607001,46.803181637451495,16.7476046725292,22.8822680141751,K81010,0.0,78167
4472,K81012,10N,5947,518.6940341900221,43.22450284916851,K81012,2,0.49606150515145064,8.0,8.0,431.09999999999997,97.0,27.0,555.0999999999999,6.76141555575174,96.6749028291618,58.1263068971321,20.2753994174243,21.0327478153412,K81012,3928.0,204221
4473,K81014,10N,7072,423.4962996970892,35.29135830809077,K81014,4,0.4492474936458346,13.0,,427.15000000000003,96.34,27.0,550.49,9.54659997488068,92.6798647016083,50.993940081530106,16.686546550316997,23.2757863017139,K81014,0.0,233242
4474,K81015,11C,1954,604.8599288035907,50.40499406696589,K81015,4,0.35304698670515083,3.0,3.0,435.0,97.0,27.0,559.0,9.628937259923179,78.8846877792807,54.205080657621096,15.872,20.5696,K81015,0.0,48338
4475,K81017,10M,7282,520.0190430849798,43.33492025708165,K81017,3,0.5083067979275355,9.0,9.0,433.65,94.52,27.0,555.17,11.0635374486762,65.6234073308109,55.06184483323001,21.677036199095003,20.2234162895928,K81017,0.0,251343
4476,K81018,11C,4702,477.7443800008467,39.81203166673723,K81018,4,0.3758379343307269,5.0,5.0,435.0,91.61,27.0,553.61,7.66603991358914,70.80441293586179,49.920049411536205,20.3374138463121,20.436169118403498,K81018,0.0,121972
4477,K81019,11C,2020,665.3674068787572,55.447283906563094,K81019,4,0.36749664022449424,4.0,4.0,433.87,97.0,27.0,557.87,12.999242319640999,66.0293170227392,54.3872009672816,10.5971694856748,23.493268898860897,K81019,0.0,49265
4478,K81020,11C,9656,519.2933394283256,43.27444495236046,K81020,4,0.4609351868239016,14.0,12.0,435.0,96.28,27.0,558.28,9.89135248472842,79.6290968365287,52.143437404850594,18.1367963462279,20.2454190282287,K81020,19.0,201398
4479,K81021,11C,4803,465.14405616980065,38.76200468081672,K81021,4,0.43480053012726716,6.0,4.0,420.69000000000005,96.33,27.0,544.0200000000001,13.0837138157895,75.8339188545072,40.011784369897704,18.028822903569,19.6827546184351,K81021,0.0,137966
4480,K81022,11D,11877,508.0417486525794,42.33681238771495,K81022,4,0.5505614502616373,12.0,12.0,428.73,93.41,27.0,549.14,6.03251766776867,78.871103821924,54.840494558963,21.3916314057358,20.61631833141,K81022,0.0,411112
4481,K81023,10G,3758,553.0604986570843,46.08837488809036,K81023,4,0.47554621083347204,5.0,5.0,428.65999999999997,97.0,27.0,552.66,6.59810907295047,73.41115410282691,47.54832468617229,21.348948779455302,19.7939889939326,K81023,0.0,95726
4482,K81024,10T,11631,619.5765081901718,51.63137568251432,K81024,4,0.5270934760543515,10.0,10.0,434.95,96.2,27.0,558.15,20.0252835746102,66.0264878068476,47.2520043945806,11.836757418852,25.624408440510003,K81024,0.0,313265
4483,K81025,11D,8054,522.8002985946578,43.56669154955481,K81025,4,0.5789731121090497,8.0,9.0,367.31,95.66,27.0,489.97,5.5489509302935005,91.1436420063739,47.5488750753619,17.9817955602122,22.191081134175896,K81025,0.0,244439
4484,K81026,10W,2519,377.4583869235668,31.4548655769639,K81026,4,0.49393817938627793,,,411.0,88.56,25.84,525.4,24.128634790011397,54.5471065933586,35.093644749151395,9.433962264150939,22.5734146687473,K81026,0.0,93127
4485,K81027,10N,6668,572.7292248228473,47.72743540190394,K81027,3,0.5232054254996428,9.0,9.0,416.92,96.1,27.0,540.02,9.83315018283868,87.21942657894908,46.7563666664053,19.889455782312897,22.1819727891156,K81027,1689.0,305621
4486,K81028,10G,3611,393.2230459994373,32.768587166619774,K81028,4,0.4031689710986183,10.0,10.0,426.2,93.89,26.68,546.77,4.15557329131805,86.16353596369991,48.88213792299089,20.036924413553397,22.109035621199002,K81028,0.0,103574
4487,K81030,10G,8105,514.6195117305311,42.8849593108776,K81030,4,0.35322358458934594,6.0,7.0,435.0,97.0,27.0,559.0,13.2747413914716,72.5016203636042,44.6591518323944,13.407283918953599,25.909207489099803,K81030,0.0,261296
4488,K81032,10G,3560,425.0957759092492,35.424647992437436,K81032,4,0.3572768668783411,4.0,4.0,434.95000000000005,96.3,27.0,558.25,14.160679051291002,80.5518126914479,41.7391538695669,12.8870195116252,21.0468512676715,K81032,0.0,100634
4489,K81034,10T,5339,462.2877717567772,38.523980979731434,K81034,4,0.3631911670603535,,4.0,431.42,95.77,27.0,554.19,25.412272157564896,64.3823827977247,49.9562882645409,8.72795631545967,23.8385104287888,K81034,0.0,158562
4490,K81036,11C,5769,546.3068181818181,45.52556818181818,K81036,4,0.3807187144064637,8.0,8.0,433.63,97.0,27.0,557.63,11.276956525911698,69.2066665611134,45.4439732510519,15.9309021113244,21.095969289827302,K81036,0.0,117812
4491,K81039,10T,6210,838.4810126582279,69.87341772151899,K81039,4,0.4972612512070966,4.0,4.0,435.0,97.0,27.0,559.0,29.1205472636816,80.8610017935825,57.465749118956396,11.4180478821363,26.8536619917835,K81039,0.0,170285
4492,K81040,10W,6508,511.32033469954297,42.61002789162858,K81040,4,0.49405772473583565,,,414.64000000000004,78.6,24.310000000000002,517.55,26.0202749155405,66.2307124794459,55.39477014081861,12.7625884091629,22.693972342447,K81040,0.0,148479
4493,K81041,10N,4923,522.4404609248564,43.53670507707137,K81041,4,0.4488716388997453,6.0,6.0,434.85,96.78,26.380000000000003,558.01,7.27150343733474,75.59437490977679,46.366851412105504,21.004759386568,21.831835007932302,K81041,0.0,127386
4494,K81042,11C,3525,457.82689164763565,38.152240970636306,K81042,4,0.4443180470467274,5.0,7.0,435.0,96.96000000000001,27.0,558.96,6.39017668583377,82.7990888232172,55.7467354484691,22.0567097870116,20.2064549849732,K81042,0.0,117947
4495,K81043,10T,6624,492.42968653202826,41.03580721100236,K81043,4,0.4056361644430912,4.0,4.0,390.64,97.0,27.0,514.64,23.2984298875703,70.9356162376972,45.8326341867465,10.457312314655802,25.0288746683315,K81043,0.0,192539
4496,K81045,11D,6812,470.23360964581764,39.18613413715147,K81045,4,0.45749450718409257,7.0,7.0,433.66,96.99000000000001,27.0,557.6500000000001,8.39161198638271,78.6975116089074,47.385259376864205,16.211725611203402,23.8357464989319,K81045,0.0,172580
4497,K81046,11C,3816,548.6831699777133,45.72359749814277,K81046,4,0.37226667050642925,7.0,7.0,435.0,97.0,27.0,559.0,8.79816157018916,80.13814998659291,52.81475189445929,16.427250746693197,19.422557246479897,K81046,0.0,82033
4498,K81047,11D,10480,390.7701677303885,32.56418064419904,K81047,4,0.4584268708526931,23.0,22.0,419.97,96.06,27.0,543.03,4.7842931079517905,89.3317239183914,50.1486240652072,13.571401917982,22.692637784991998,K81047,0.0,247101
4499,K81048,10W,2715,472.3245092638232,39.36037577198527,K81048,4,0.6017724110528523,4.0,4.0,412.81000000000006,86.53,24.97,524.3100000000001,28.6716211146838,67.63230612937801,52.1866242701623,11.039657020364402,25.5877098963916,K81048,0.0,108731
4500,K81050,10M,4562,410.63646251359563,34.219705209466305,K81050,3,0.4129641665499922,10.0,10.0,393.52,96.03999999999999,26.5,516.06,10.503478110494198,87.51770231191271,48.400860382043,15.8977158977159,24.8084448084448,K81050,9636.0,152650
4501,K81051,11D,6173,518.7031720467754,43.22526433723129,K81051,4,0.5112635634946067,7.0,7.0,425.47999999999996,97.0,27.0,549.48,7.4918608174771,84.3080496533118,42.2704984793001,15.9591333450766,22.961070988198,K81051,0.0,155472
4502,K81052,10M,2429,371.12771998624885,30.92730999885407,K81052,3,0.42584373989223834,5.0,5.0,379.94999999999993,89.84,27.0,496.78999999999996,13.214064730418698,90.837366421528,54.9485512711326,20.253360111231302,18.1986714042948,K81052,2873.0,107636
4503,K81055,11D,3737,537.7623216212975,44.81352680177479,K81055,4,0.49184362589350894,6.0,6.0,435.0,97.0,27.0,559.0,5.89370646253496,97.79639065330109,49.0025738808811,24.109508389755696,18.834265528407396,K81055,1923.0,140269
4504,K81056,10W,3216,590.9592061742006,49.24660051451672,K81056,4,0.5550195831438439,,,429.38,97.0,27.0,553.38,17.0390166443467,64.4946099547901,59.2567634366415,18.4391736801836,20.298393267023698,K81056,0.0,107623
4505,K81057,10M,3866,516.9716285185763,43.08096904321469,K81057,3,0.37322935474507835,6.0,6.0,426.98999999999995,90.31,27.0,544.3,9.498443026068259,80.5432997334733,48.4405211998022,21.754904595538804,18.933082504703,K81057,0.0,97112
4506,K81059,10G,4245,426.9192088501509,35.57660073751257,K81059,4,0.37858611614160387,9.0,7.0,424.87000000000006,97.0,27.0,548.8700000000001,8.46864512244079,79.55882769288691,47.96645578583821,15.596146126053801,23.163388197511,K81059,0.0,114494
4507,K81060,10G,4944,458.7653977312269,38.230449810935575,K81060,4,0.40649936360801847,5.0,5.0,400.01,94.52,27.0,521.53,7.099805868205871,74.8123005145547,54.8032878612405,12.245485977718001,22.404917402996503,K81060,394.0,98247
4508,K81062,10N,7178,410.3785720411255,34.19821433676046,K81062,4,0.47106949187982466,15.0,16.0,427.2100000000001,94.35,26.84,548.4000000000001,21.5523859220335,78.8063316729999,55.098129250977,11.2367102529635,21.4041305144812,K81062,0.0,169339
4509,K81063,10M,9503,444.12941116905466,37.01078426408789,K81063,3,0.4539276595116028,10.0,11.0,435.0,95.89,27.0,557.89,13.8000901133711,77.9452908828326,50.8281768810987,17.2037638437838,19.615288533599802,K81063,0.0,319833
4510,K81066,11C,9072,742.0656560148326,61.838804667902714,K81066,4,0.5430257145118846,5.0,6.0,422.79,96.74000000000001,26.97,546.5,8.1910002439421,83.28358423721501,47.718770082174,16.791348186697,21.4587737843552,K81066,0.0,221029
4511,K81067,10N,5694,610.7694508009154,50.89745423340961,K81067,4,0.5187485592053186,4.0,4.0,398.9900000000001,84.54,27.0,510.53000000000014,19.4308520599251,56.689961260884104,51.1032671108719,18.407567993693302,21.190382341348,K81067,0.0,174082
4512,K81068,11C,3787,385.9395833510264,32.16163194591886,K81068,4,0.4400259148726773,6.0,6.0,381.2800000000001,70.92999999999999,25.549999999999997,477.7600000000001,8.9818623843566,79.4872951339228,42.2090472912373,18.271656854499604,17.4558452481077,K81068,0.0,103814
4513,K81069,11D,8623,557.4795004687146,46.45662503905955,K81069,4,0.5571376981512758,9.0,9.0,418.9299999999999,88.34,27.0,534.2699999999999,5.07627031573499,72.82061727856609,55.4166516730986,20.3325139086557,19.6170267822487,K81069,0.0,205132
4514,K81070,11D,5804,454.58876973585444,37.88239747798787,K81070,4,0.5482023305657725,9.0,9.0,416.77000000000004,78.36,27.0,522.1300000000001,4.41330805347764,86.13408952784901,47.46000076625871,16.488938405220402,23.515836383893,K81070,965.0,183914
4515,K81072,10W,386,148.89677518901405,12.408064599084504,K81072,4,0.3277507765848412,,,411.05,96.4,27.0,534.45,16.4095889477668,65.3646840556206,30.887345165430396,8.478425435276309,21.8546555639667,K81072,0.0,21293
4516,K81073,10M,8987,489.25706819584065,40.771422349653385,K81073,3,0.4782217228384802,12.0,12.0,411.46000000000004,96.72,27.0,535.1800000000001,10.1913243213898,63.6116752317879,49.190358283398396,16.5083844358821,22.0361426168123,K81073,0.0,321236
4517,K81074,11C,5155,337.90353416725844,28.158627847271536,K81074,4,0.4442525352859456,9.0,10.0,427.34999999999997,94.31,27.0,548.66,8.21878995521433,68.8585890013284,40.5385829620265,10.27445460943,19.4741219371761,K81074,0.0,107795
4518,K81075,10T,12758,505.72631926666116,42.14385993888843,K81075,4,0.4525477294990236,18.0,18.0,432.36999999999995,95.28999999999999,27.0,554.66,23.5929389700168,59.504683792492706,52.031769211445294,8.67929158656796,27.4146181847928,K81075,0.0,360946
4519,K81076,10G,5195,522.6883992353355,43.557366602944626,K81076,4,0.44162005163622076,9.0,8.0,419.01,95.59,27.0,541.6,5.574929638602871,69.82836655437299,50.1749783052833,22.7841712093681,19.471027660004,K81076,0.0,116597
4520,K81077,10N,6605,608.1765446118903,50.68137871765753,K81077,3,0.4356312901459945,7.0,9.0,435.0,97.0,27.0,559.0,11.6088059563448,75.1861390523257,50.4117581848986,14.2791170222592,22.153874572827203,K81077,1792.0,203191
4521,K81078,10W,8063,564.4349292093734,47.03624410078112,K81078,4,0.5832037225360963,12.0,11.0,430.66,96.28,27.0,553.94,19.4647425569177,77.3181506683317,48.00355592075271,14.471840851779199,22.433454749229497,K81078,0.0,198539
4522,K81080,11D,2684,378.7037908004892,31.558649233374098,K81080,4,0.4587385354740618,4.0,4.0,426.26,97.0,27.0,550.26,6.32336705202312,85.8505147556645,48.8963830370784,18.123795761079,20.1902697495183,K81080,0.0,71351
4523,K81081,10W,521,212.70370496376688,17.725308746980573,K81081,4,0.3378587755592238,2.0,2.0,402.62,94.03999999999999,27.0,523.66,23.0440430356317,65.1005698525687,48.6409132865899,8.14437760296159,19.5927811198519,K81081,0.0,24806
4524,K81082,10T,5950,435.55973085580774,36.296644237983976,K81082,4,0.48413545214727416,10.0,10.0,383.0800000000001,83.41,25.54,492.03000000000014,19.6533023289665,64.2194958506617,43.8884869189244,9.03732809430255,27.720293967838202,K81082,0.0,194665
4525,K81083,10T,8615,661.2934177701018,55.10778481417515,K81083,4,0.4999498766627416,8.0,7.0,429.13,97.0,27.0,553.13,23.4985465497522,53.359413614157,45.243209820674494,8.1433473122379,27.777354174609197,K81083,0.0,238481
4526,K81084,11C,3907,579.5446117332938,48.29538431110782,K81084,4,0.5215568393309679,6.0,5.0,435.0,94.87,27.0,556.87,7.45789420935412,89.8116638818026,47.025454724713605,17.467387846007,18.2118994591155,K81084,0.0,78962
4527,K81085,10T,4520,746.3980514387154,62.199837619892946,K81085,4,0.4577020702226968,7.0,5.0,435.0,97.0,27.0,559.0,23.1151501565848,70.1174535823995,45.673993419548594,10.1368056700181,22.7427064447008,K81085,0.0,148992
4528,K81086,10T,6967,671.0060596332116,55.91717163610097,K81086,4,0.49456369294791797,4.0,4.0,430.71000000000004,97.0,27.0,554.71,23.8655004364271,69.9951277637395,55.685188151543706,9.784716834755619,25.5469356089992,K81086,0.0,175274
4529,K81087,10G,2539,485.1669612573449,40.43058010477874,K81087,4,0.3368351872637796,2.0,2.0,388.56,94.3,25.08,507.94,15.6412954068992,65.907140652051,49.15609823840921,11.5303983228512,23.1065370688012,K81087,0.0,65674
4530,K81089,10T,1523,457.39169607327875,38.11597467277323,K81089,4,0.3945495521988037,,,435.0,87.0,22.47,544.47,23.9564422262553,41.1652814926943,51.6641931430371,11.6117326882371,18.7118234048987,K81089,0.0,65828
4531,K81092,11D,6129,500.1087961703748,41.675733014197895,K81092,4,0.5218582776223641,8.0,12.0,419.3499999999999,96.68,27.0,543.03,4.15230900283949,57.9373155873929,49.051047800425394,12.596915381408902,23.858274280950397,K81092,0.0,129556
4532,K81094,10G,1603,395.6152438146557,32.96793698455464,K81094,4,0.2967793353666121,1.0,1.0,429.24999999999994,97.0,27.0,553.25,15.412598986058303,77.4699337381789,44.5037852281005,11.102661596958198,23.792141951837802,K81094,0.0,48096
4533,K81097,11C,3752,572.5330620549339,47.71108850457782,K81097,4,0.4111710069742189,4.0,3.0,431.81,91.63,27.0,550.44,7.84344086861428,77.9647233026774,45.9972673636656,16.1068583033901,22.4277456647399,K81097,0.0,106906
4534,K81100,10W,1417,284.1957480946651,23.682979007888758,K81100,4,0.3268542194401054,2.0,2.0,411.87999999999994,85.62,26.03,523.53,14.618687052448198,76.62505147249959,38.5425007381093,7.18018192374686,20.7315657054384,K81100,0.0,46386
4535,K81101,10W,528,133.67088607594937,11.139240506329115,K81101,4,0.37212780503508197,,,413.61,95.07,23.7,532.38,21.2513156795465,74.1042124794623,51.574667008724205,16.2690128243364,22.1085594989562,K81101,0.0,70126
4536,K81102,10M,4666,452.42404654169354,37.702003878474464,K81102,3,0.43023674377622606,7.0,7.0,417.31,95.5,27.0,539.81,7.74579715510522,90.13227023422459,49.330269622143604,10.831872199493501,25.488018702513198,K81102,0.0,151820
4537,K81103,10M,3788,487.01465672409364,40.584554727007806,K81103,3,0.5528641626301114,6.0,6.0,424.69,95.06,27.0,546.75,9.448932136255609,91.73008604152099,47.7391420983924,17.586480063374697,25.859519408502802,K81103,7410.0,130502
4538,K81605,10W,7733,276.7774321224793,23.064786010206607,K81605,4,0.4935575448463094,14.0,15.0,416.36,97.0,22.68,536.04,13.9981589542351,89.6588819227129,32.0945935473231,2.70490550659671,14.044113901482302,K81605,0.0,194720
4539,K81607,11C,1710,478.26593637105236,39.855494697587694,K81607,4,0.3083895046172482,2.0,2.0,433.11,97.0,27.0,557.11,12.9994207557812,54.0144255628543,46.8622027393235,9.02425267907501,29.599548787366,K81607,0.0,59348
4540,K81608,10T,3471,627.298603894637,52.27488365788642,K81608,4,0.4081916563799063,5.0,5.0,404.94,96.14,20.23,521.31,23.0405566874175,63.3538727633285,49.983167397399995,5.84795321637427,30.182984342576898,K81608,0.0,84895
4541,K81610,10G,4045,340.6100667326274,28.38417222771895,K81610,4,0.3086738780334689,8.0,8.0,423.99999999999994,95.13,27.0,546.1299999999999,12.469552332049599,68.34382953378079,53.8929294750599,8.985110388499061,24.009926407667304,K81610,0.0,119070
4542,K81613,10W,2058,432.4513632304271,36.03761360253559,K81613,4,0.4486603701770311,3.0,3.0,414.86999999999995,97.0,26.07,537.9399999999999,18.9853803843605,61.3599059227824,34.010616123808,10.072895957587802,23.1058095869229,K81613,0.0,66741
4543,K81616,10T,2273,482.7012582511901,40.225104854265844,K81616,4,0.3441202565622159,4.0,4.0,425.99,87.0,25.25,538.24,22.2942579165757,66.0229470345625,44.602891117531605,10.427574171029699,24.1666666666667,K81616,0.0,65944
4544,K81622,11D,931,419.2906736723588,34.94088947269657,K81622,4,0.3645628230971936,1.0,4.0,407.14000000000004,78.69,27.0,512.83,8.83872601431981,85.0244193078976,42.1927730510133,20.4295942720764,16.276849642004798,K81622,0.0,21829
4545,K81630,11C,4652,339.13297045101086,28.26108087091757,K81630,4,0.36738397561037395,16.0,14.0,393.55,93.0,26.4,512.95,11.602643017680599,89.6966793091382,54.541476716988896,14.2792927779443,27.2520227749476,K81630,0.0,193131
4546,K81633,10W,3944,469.03523115801994,39.086269263168326,K81633,4,0.43364983640786603,4.0,4.0,421.38999999999993,97.0,27.0,545.3899999999999,19.532475105996397,68.096668543996,40.1018123563503,7.77616279069767,28.1904069767442,K81633,0.0,120179
4547,K81636,10W,3756,490.4141187735295,40.86784323112746,K81636,4,0.39792733745337366,4.0,4.0,430.26,97.0,27.0,554.26,19.1487970035253,76.6612893630582,52.188292722132,6.315171097077401,23.8625348803055,K81636,0.0,77699
4548,K81638,11D,1895,701.6785978770674,58.47321648975562,K81638,4,0.4754300719371543,1.0,1.0,398.37,84.78999999999999,26.7,509.85999999999996,10.0458509123275,94.4687786681556,57.9458125296635,11.6637323943662,24.911971830985898,K81638,0.0,37290
4549,K81640,10W,734,262.51005871308075,21.875838226090064,K81640,4,0.3614314687765162,2.0,2.0,265.21000000000004,69.9,21.299999999999997,356.41,18.602186074918603,77.5246253887212,43.1830023724949,7.93650793650794,20.1139601139601,K81640,0.0,26570
4550,K81644,10W,9007,569.5976390608944,47.4664699217412,K81644,4,0.5676410463063051,10.0,10.0,403.16,96.28,26.77,526.21,13.691426922500401,77.6300946194901,44.7444835977266,10.884201077199302,24.744165170556602,K81644,0.0,179492
4551,K81645,10T,2454,508.2586858592658,42.354890488272154,K81645,4,0.36870346917484814,3.0,3.0,428.86999999999995,97.0,26.35,552.2199999999999,23.6195200342833,57.6099938796605,44.7117151192279,6.7495178915791705,26.5095350332119,K81645,0.0,80650
4552,K81647,10N,1033,387.76276276276275,32.31356356356356,K81647,4,0.2813973979074655,2.0,2.0,382.08000000000004,67.17999999999999,17.86,467.12000000000006,10.090422859298402,86.0907675622648,39.4333630891259,10.3734439834025,21.8559034326669,K81647,0.0,16205
4553,K81651,10W,3661,377.8641711965871,31.488680933048926,K81651,4,0.4025373807211059,8.0,7.0,426.88,96.64,27.0,550.52,19.316523244189,79.19871077390891,46.3476868296914,8.14796300924769,18.8602849287678,K81651,0.0,128473
4554,K81655,11C,1820,356.6238304403912,29.718652536699267,K81655,4,0.4095297211400602,7.0,7.0,396.09000000000003,97.0,25.689999999999998,518.78,6.998601766513049,76.46007774771479,42.4537151256562,12.452033768227198,21.7728319263239,K81655,0.0,53854
4555,K81656,10G,2696,514.8477036188293,42.90397530156911,K81656,4,0.3468559387093875,1.0,1.0,425.72999999999996,97.0,27.0,549.73,12.576782521947301,85.6408170278635,40.630689276641604,9.31763766959298,23.244213886672,K81656,0.0,51503
4556,K81657,10G,1807,398.54433171592416,33.21202764299368,K81657,,0.27213780192796216,3.0,3.0,430.1599999999999,91.78,27.0,548.9399999999999,15.414436015679,83.77887241900659,40.0615536271176,5.46334716459198,24.638082065468,K81657,0.0,34976
4557,K82001,10H,5232,572.5176221697382,47.70980184747818,K82001,3,0.5309416153506719,6.0,6.0,435.0,97.0,26.14,558.14,5.47791450719823,92.83882746066921,51.877466909937894,24.4296788482835,20.5603543743079,K82001,0.0,127702
4558,K82003,04F,10832,694.0327196616975,57.83605997180812,K82003,4,0.4732760277956447,6.0,6.0,431.0,97.0,27.0,555.0,27.8860839560725,55.873847663837005,44.1303672542848,9.45454545454546,27.588311688311702,K82003,0.0,196016
4559,K82004,10H,5991,458.3399743709078,38.19499786424232,K82004,3,0.42883446760921173,9.0,9.0,427.50000000000006,97.0,27.0,551.5,5.45281272769553,91.94480297888978,55.6093594625373,18.462253914121803,23.152999534955804,K82004,0.0,140279
4560,K82005,10H,4040,581.5180884751943,48.45984070626619,K82005,3,0.4763197056928953,6.0,6.0,402.9100000000001,87.0,26.72,516.6300000000001,5.196351965962441,88.9777827677095,52.816123867502,24.3766500440012,17.4156644177178,K82005,0.0,80459
4561,K82006,10H,4415,466.0696377359818,38.83913647799849,K82006,3,0.36917117920230114,8.0,9.0,428.08,91.95,27.0,547.03,12.634255426234699,64.2225951493424,53.4484712556587,18.3266932270916,18.9620465506395,K82006,0.0,157348
4562,K82007,10Y,17457,597.0722697889707,49.75602248241423,K82007,2,0.45146543159535785,18.0,18.0,404.21000000000004,97.0,27.0,528.21,9.569624162120029,86.74037345857651,48.982345716748505,15.280945469624697,24.2027783537218,K82007,8512.0,406474
4563,K82008,10H,5426,565.7829566486797,47.14857972072331,K82008,3,0.5043046375482463,8.0,6.0,431.36,97.0,27.0,555.36,5.392836986301369,91.6971523310758,46.5384556442881,20.8175305520438,21.554993678887502,K82008,0.0,156375
4564,K82009,04F,6292,555.0050719630701,46.25042266358918,K82009,,0.48779866253967846,7.0,10.0,435.0,97.0,27.0,559.0,10.4801565506384,70.1293998697428,51.5988446730507,22.0,19.0131004366812,K82009,0.0,148661
4565,K82010,10H,4166,404.3155459942093,33.69296216618411,K82010,3,0.350920438615473,11.0,9.0,412.27,93.99,27.0,533.26,13.261027269941799,84.77923817867381,48.7233187481465,13.1242978245327,24.248799918292303,K82010,0.0,105328
4566,K82011,10H,4794,619.0932277261819,51.59110231051516,K82011,3,0.42574155079710624,7.0,7.0,433.5899999999999,96.77,27.0,557.3599999999999,5.9553856788835295,82.28360058404321,49.99582682670871,18.2339898265293,23.4381113864615,K82011,0.0,86949
4567,K82012,10H,4193,669.7904741620298,55.815872846835816,K82012,3,0.44929088394072947,4.0,4.0,389.0400000000001,96.43,26.58,512.0500000000001,3.23312564060175,94.07514878356051,48.3560721505244,20.912547528517102,21.3555959662754,K82012,0.0,81046
4568,K82013,04F,7527,571.5804461319411,47.63170384432843,K82013,4,0.47467367798669335,9.0,9.0,408.32,97.0,26.63,531.95,19.1573190539938,91.5319269106453,61.683682907693395,20.3108731221181,19.4481630224602,K82013,0.0,227117
4569,K82014,10Y,2881,558.2702213897007,46.52251844914173,K82014,2,0.3456787658086064,4.0,4.0,433.47999999999996,81.5,26.16,541.14,12.892662514828,79.41745538939121,47.88092217379621,15.965224263979499,21.458209839952602,K82014,0.0,67646
4570,K82015,04F,4221,391.0868155285834,32.59056796071528,K82015,4,0.4213119301261731,4.0,4.0,420.92,97.0,27.0,544.9200000000001,18.1941939066059,70.1016222770745,47.7183699732452,17.3842943854325,21.9802731411229,K82015,0.0,160589
4571,K82016,04F,10339,496.9060521225083,41.40883767687569,K82016,4,0.430256516894446,10.0,10.0,423.51,96.75999999999999,27.0,547.27,9.436398855954241,85.1503136659773,56.70924109725121,19.630785231409302,19.860634425377,K82016,0.0,275534
4572,K82017,10H,5353,467.3850564258533,38.94875470215444,K82017,3,0.3943803796424956,6.0,6.0,403.96,96.87,24.0,524.8299999999999,10.7852227946493,71.4739681229196,38.5043713116283,14.443139734441301,24.4313973444133,K82017,0.0,136775
4573,K82018,10Y,8233,556.8481569157931,46.40401307631609,K82018,,0.4320092184063313,12.0,11.0,355.90000000000003,95.58,24.95,476.43,19.948493509183802,81.92367252996371,46.1291904455141,9.72059330803725,26.940324249741302,K82018,0.0,221725
