month,pct,pt_0_4
2017-07-01,10N,6562
2017-07-01,10Q,38499
2017-07-01,10R,13242
2017-07-01,10T,12363
2017-07-01,10V,11040
2017-07-01,10W,9040
2017-07-01,10X,16257
2017-07-01,10Y,12633
2017-07-01,112,5
2017-07-01,11A,28147
2017-07-01,11C,8591
2017-07-01,11D,9472
2017-07-01,11E,9783
2017-07-01,11H,30598
2017-07-01,11J,37028
2017-07-01,11M,33846
2017-07-01,11N,27819
2017-07-01,11T,11366
2017-07-01,11X,28322
2017-07-01,12A,15705
2017-07-01,12D,15327
2017-07-01,12F,18002
2017-07-01,13P,47613
2017-07-01,13T,27373
2017-07-01,14L,40515
2017-07-01,99A,29249
2017-07-01,99C,11793
2017-07-01,99D,8463
2017-07-01,99E,16924
2017-07-01,99F,8965
2017-07-01,99G,10794
2017-07-01,99H,16353
2017-07-01,99J,28143
2017-07-01,99K,7875
2017-07-01,99M,13250
2017-07-01,99N,25126
2017-07-01,99P,45440
2017-07-01,99Q,13565
2017-08-01,00C,5800
2017-08-01,00D,14953
2017-08-01,00J,12507
2017-08-01,00K,16890
2017-08-01,00L,15034
2017-08-01,00M,17342
2017-08-01,00N,8091
2017-08-01,00P,14287
2017-08-01,00Q,11392
2017-08-01,00R,9131
2017-08-01,00T,19658
2017-08-01,00V,12229
2017-08-01,00X,10223
2017-08-01,00Y,17243
2017-08-01,01A,22894
2017-08-01,01C,10272
2017-08-01,01D,14976
2017-08-01,01E,12280
2017-08-01,01F,7566
2017-08-01,01G,17571
2017-08-01,01H,15882
2017-08-01,01J,9769
2017-08-01,01K,16427
2017-08-01,01R,9556
2017-08-01,01T,8306
2017-08-01,01V,5437
2017-08-01,01W,18151
2017-08-01,01X,10537
2017-08-01,01Y,14747
2017-08-01,02A,14170
2017-08-01,02D,5787
2017-08-01,02E,11925
2017-08-01,02F,13164
2017-08-01,02G,5384
2017-08-01,02H,17985
2017-08-01,02M,6710
2017-08-01,02N,8266
2017-08-01,02P,14726
2017-08-01,02Q,6201
2017-08-01,02R,22043
2017-08-01,02T,12730
2017-08-01,02V,13254
2017-08-01,02W,11413
2017-08-01,02X,18228
2017-08-01,02Y,13875
2017-08-01,03A,13901
2017-08-01,03C,19430
2017-08-01,03D,6631
2017-08-01,03E,7496
2017-08-01,03F,18385
2017-08-01,03G,18811
2017-08-01,03H,9625
2017-08-01,03J,12188
2017-08-01,03K,9098
2017-08-01,03L,15011
2017-08-01,03M,5665
2017-08-01,03N,32656
2017-08-01,03Q,16325
2017-08-01,03R,21203
2017-08-01,03T,11584
2017-08-01,03V,5097
2017-08-01,03W,16693
2017-08-01,03X,5279
2017-08-01,03Y,5382
2017-08-01,04C,25663
2017-08-01,04D,12965
2017-08-01,04E,11294
2017-08-01,04F,19196
2017-08-01,04G,39862
2017-08-01,04H,6920
2017-08-01,04J,13546
2017-08-01,04K,21595
2017-08-01,04L,8506
2017-08-01,04M,5005
2017-08-01,04N,6522
2017-08-01,04Q,6437
2017-08-01,04R,30841
2017-08-01,04V,20356
2017-08-01,04X,23358
2017-08-01,04Y,7190
2017-08-01,05A,30071
2017-08-01,05C,18241
2017-08-01,05D,7825
2017-08-01,05F,8927
2017-08-01,05G,10263
2017-08-01,05H,10548
2017-08-01,05J,9815
2017-08-01,05L,37727
2017-08-01,05N,14330
2017-08-01,05P,14222
2017-08-01,05Q,11133
2017-08-01,05R,13791
2017-08-01,05T,15207
2017-08-01,05V,7197
2017-08-01,05W,18059
2017-08-01,05X,10903
2017-08-01,05Y,18658
2017-08-01,06A,17363
2017-08-01,06D,5852
2017-08-01,06F,28792
2017-08-01,06H,54088
2017-08-01,06K,34600
2017-08-01,06L,20906
2017-08-01,06M,11704
2017-08-01,06N,39392
2017-08-01,06P,17272
2017-08-01,06Q,21100
2017-08-01,06T,18532
2017-08-01,06V,7211
2017-08-01,06W,12239
2017-08-01,06Y,11677
2017-08-01,07G,12335
2017-08-01,07H,18907
2017-08-01,07J,8437
2017-08-01,07K,12508
2017-08-01,07L,18965
2017-08-01,07M,26433
2017-08-01,07N,15026
2017-08-01,07P,22714
2017-08-01,07Q,20881
2017-08-01,07R,12347
2017-08-01,07T,21100
2017-08-01,07V,26850
2017-08-01,07W,26614
2017-08-01,07X,22982
2017-08-01,07Y,20785
2017-08-01,08A,21677
2017-08-01,08C,11123
2017-08-01,08D,18631
2017-08-01,08E,16468
2017-08-01,08F,17395
2017-08-01,08G,20381
2017-08-01,08H,13009
2017-08-01,08J,12628
2017-08-01,08K,21204
2017-08-01,08L,22183
2017-08-01,08M,28216
2017-08-01,08N,22648
2017-08-01,08P,13261
2017-08-01,08Q,19204
2017-08-01,08R,14039
2017-08-01,08T,12470
2017-08-01,08V,20514
2017-08-01,08W,21634
2017-08-01,08X,24051
2017-08-01,08Y,11882
2017-08-01,09A,8974
2017-08-01,09C,7727
2017-08-01,09D,14210
2017-08-01,09E,9699
2017-08-01,09F,9435
2017-08-01,09G,24519
2017-08-01,09H,8610
2017-08-01,09J,17181
2017-08-01,09L,11088
2017-08-01,09N,11086
2017-08-01,09P,9015
2017-08-01,09W,18741
2017-08-01,09X,12897
2017-08-01,09Y,22400
2017-08-01,10A,10603
2017-08-01,10C,5210
2017-08-01,10D,7059
2017-08-01,10E,8033
2017-08-01,10G,7724
2017-08-01,10H,19188
2017-08-01,10J,12915
2017-08-01,10K,10852
2017-08-01,10L,6453
2017-08-01,10M,6528
2017-08-01,10N,6532
2017-08-01,10Q,38392
2017-08-01,10R,13178
2017-08-01,10T,12338
2017-08-01,10V,10979
2017-08-01,10W,9006
2017-08-01,10X,16257
2017-08-01,10Y,12622
2017-08-01,112,5
2017-08-01,11A,28146
2017-08-01,11C,8497
2017-08-01,11D,9440
2017-08-01,11E,9719
2017-08-01,11H,30481
2017-08-01,11J,36884
2017-08-01,11M,33801
2017-08-01,11N,27798
2017-08-01,11T,11373
2017-08-01,11X,28250
2017-08-01,12A,15625
2017-08-01,12D,15313
2017-08-01,12F,17986
2017-08-01,13P,47518
2017-08-01,13T,27324
2017-08-01,14L,40509
2017-08-01,99A,29263
2017-08-01,99C,11743
2017-08-01,99D,8437
2017-08-01,99E,16865
2017-08-01,99F,8933
2017-08-01,99G,10778
2017-08-01,99H,16284
2017-08-01,99J,28099
2017-08-01,99K,7863
2017-08-01,99M,13202
2017-08-01,99N,25090
2017-08-01,99P,45389
2017-08-01,99Q,13557
2017-09-01,00C,5781
2017-09-01,00D,14917
2017-09-01,00J,12459
2017-09-01,00K,16786
2017-09-01,00L,14984
2017-09-01,00M,17325
2017-09-01,00N,8110
2017-09-01,00P,14255
2017-09-01,00Q,11415
2017-09-01,00R,9125
2017-09-01,00T,19622
2017-09-01,00V,12207
2017-09-01,00X,10228
2017-09-01,00Y,17213
2017-09-01,01A,22900
2017-09-01,01C,10259
2017-09-01,01D,15012
2017-09-01,01E,12291
2017-09-01,01F,7540
2017-09-01,01G,17556
2017-09-01,01H,15869
2017-09-01,01J,9806
2017-09-01,01K,16421
2017-09-01,01R,9499
2017-09-01,01T,8281
2017-09-01,01V,5434
2017-09-01,01W,18107
2017-09-01,01X,10552
2017-09-01,01Y,14690
2017-09-01,02A,14099
2017-09-01,02D,5806
2017-09-01,02E,11910
2017-09-01,02F,13140
2017-09-01,02G,5372
2017-09-01,02H,17942
2017-09-01,02M,6689
2017-09-01,02N,8260
2017-09-01,02P,14675
2017-09-01,02Q,6196
2017-09-01,02R,22026
2017-09-01,02T,12644
2017-09-01,02V,13319
2017-09-01,02W,11370
2017-09-01,02X,18222
2017-09-01,02Y,13860
2017-09-01,03A,13845
2017-09-01,03C,19439
2017-09-01,03D,6603
2017-09-01,03E,7483
2017-09-01,03F,18347
2017-09-01,03G,18774
2017-09-01,03H,9625
2017-09-01,03J,12188
2017-09-01,03K,9107
2017-09-01,03L,15004
2017-09-01,03M,5658
2017-09-01,03N,32597
2017-09-01,03Q,16274
2017-09-01,03R,21207
2017-09-01,03T,11605
2017-09-01,03V,5099
2017-09-01,03W,16701
2017-09-01,03X,5266
2017-09-01,03Y,5381
2017-09-01,04C,25642
2017-09-01,04D,12946
2017-09-01,04E,11277
2017-09-01,04F,19177
2017-09-01,04G,39863
2017-09-01,04H,6897
2017-09-01,04J,13526
2017-09-01,04K,21602
2017-09-01,04L,8490
2017-09-01,04M,5004
2017-09-01,04N,6524
2017-09-01,04Q,6453
2017-09-01,04R,30830
2017-09-01,04V,20389
2017-09-01,04X,23299
2017-09-01,04Y,7164
2017-09-01,05A,30063
2017-09-01,05C,18195
2017-09-01,05D,7810
2017-09-01,05F,8938
2017-09-01,05G,10221
2017-09-01,05H,10573
2017-09-01,05J,9765
2017-09-01,05L,37738
2017-09-01,05N,14337
2017-09-01,05P,14245
2017-09-01,05Q,11166
2017-09-01,05R,13835
2017-09-01,05T,15159
2017-09-01,05V,7215
2017-09-01,05W,18033
2017-09-01,05X,10944
2017-09-01,05Y,18686
2017-09-01,06A,17380
2017-09-01,06D,5853
2017-09-01,06F,28832
2017-09-01,06H,54112
2017-09-01,06K,34630
2017-09-01,06L,20866
2017-09-01,06M,11711
2017-09-01,06N,39378
2017-09-01,06P,17198
2017-09-01,06Q,21145
2017-09-01,06T,18522
2017-09-01,06V,7201
2017-09-01,06W,12196
2017-09-01,06Y,11699
2017-09-01,07G,12311
2017-09-01,07H,18856
2017-09-01,07J,8464
2017-09-01,07K,12490
2017-09-01,07L,18914
2017-09-01,07M,26482
2017-09-01,07N,15074
2017-09-01,07P,22764
2017-09-01,07Q,20908
2017-09-01,07R,12296
2017-09-01,07T,21070
2017-09-01,07V,26805
2017-09-01,07W,26510
2017-09-01,07X,22968
2017-09-01,07Y,20798
2017-09-01,08A,21738
2017-09-01,08C,11070
2017-09-01,08D,18704
2017-09-01,08E,16435
2017-09-01,08F,17377
2017-09-01,08G,20391
2017-09-01,08H,12984
2017-09-01,08J,12633
2017-09-01,08K,21183
2017-09-01,08L,22203
2017-09-01,08M,28222
2017-09-01,08N,22622
2017-09-01,08P,13243
2017-09-01,08Q,19169
2017-09-01,08R,14033
2017-09-01,08T,12478
2017-09-01,08V,20483
2017-09-01,08W,21592
2017-09-01,08X,24030
2017-09-01,08Y,11873
2017-09-01,09A,9023
2017-09-01,09C,7749
2017-09-01,09D,14222
2017-09-01,09E,9663
2017-09-01,09F,9402
2017-09-01,09G,24471
2017-09-01,09H,8632
2017-09-01,09J,17170
2017-09-01,09L,11095
2017-09-01,09N,11042
2017-09-01,09P,9026
2017-09-01,09W,18670
2017-09-01,09X,12907
2017-09-01,09Y,22364
2017-09-01,10A,10559
2017-09-01,10C,5190
2017-09-01,10D,7068
2017-09-01,10E,7966
2017-09-01,10G,7716
2017-09-01,10H,19157
2017-09-01,10J,12896
2017-09-01,10K,10823
2017-09-01,10L,6445
2017-09-01,10M,6535
2017-09-01,10N,6493
2017-09-01,10Q,38341
2017-09-01,10R,13159
2017-09-01,10T,12415
2017-09-01,10V,10990
2017-09-01,10W,9006
2017-09-01,10X,16256
2017-09-01,10Y,12627
2017-09-01,112,5
2017-09-01,11A,28141
2017-09-01,11C,8507
2017-09-01,11D,9416
2017-09-01,11E,9723
2017-09-01,11H,30423
2017-09-01,11J,36968
2017-09-01,11M,33937
2017-09-01,11N,27801
2017-09-01,11T,11409
2017-09-01,11X,28236
2017-09-01,12A,15640
2017-09-01,12D,15336
2017-09-01,12F,17916
2017-09-01,13P,47411
2017-09-01,13T,27275
2017-09-01,14L,40422
2017-09-01,99A,29247
2017-09-01,99C,11746
2017-09-01,99D,8463
2017-09-01,99E,16860
2017-09-01,99F,8897
2017-09-01,99G,10778
2017-09-01,99H,16241
2017-09-01,99J,28053
2017-09-01,99K,7840
2017-09-01,99M,13131
2017-09-01,99N,25130
2017-09-01,99P,45379
2017-09-01,99Q,13535
2017-10-01,00C,5778
2017-10-01,00D,14883
2017-10-01,00J,12473
2017-10-01,00K,16732
2017-10-01,00L,14931
2017-10-01,00M,17244
2017-10-01,00N,8127
2017-10-01,00P,14292
2017-10-01,00Q,11388
2017-10-01,00R,9113
2017-10-01,00T,19663
2017-10-01,00V,12143
2017-10-01,00X,10172
2017-10-01,00Y,17230
2017-10-01,01A,22871
2017-10-01,01C,10218
2017-10-01,01D,15017
2017-10-01,01E,12289
2017-10-01,01F,7552
2017-10-01,01G,17536
2017-10-01,01H,15884
2017-10-01,01J,9798
2017-10-01,01K,16470
2017-10-01,01R,9515
2017-10-01,01T,8206
2017-10-01,01V,5421
2017-10-01,01W,18047
2017-10-01,01X,10550
2017-10-01,01Y,14687
2017-10-01,02A,14079
2017-10-01,02D,5790
2017-10-01,02E,11910
2017-10-01,02F,13123
2017-10-01,02G,5349
2017-10-01,02H,17911
2017-10-01,02M,6702
2017-10-01,02N,8244
2017-10-01,02P,14622
2017-10-01,02Q,6212
2017-10-01,02R,22026
2017-10-01,02T,12615
2017-10-01,02V,13355
2017-10-01,02W,11302
2017-10-01,02X,18201
2017-10-01,02Y,13861
2017-10-01,03A,13831
2017-10-01,03C,19437
2017-10-01,03D,6630
2017-10-01,03E,7480
2017-10-01,03F,18297
2017-10-01,03G,18747
2017-10-01,03H,9656
2017-10-01,03J,12215
2017-10-01,03K,9108
2017-10-01,03L,15002
2017-10-01,03M,5644
2017-10-01,03N,32593
2017-10-01,03Q,16178
2017-10-01,03R,21192
2017-10-01,03T,11598
2017-10-01,03V,5103
2017-10-01,03W,16732
2017-10-01,03X,5277
2017-10-01,03Y,5368
2017-10-01,04C,25554
2017-10-01,04D,12929
2017-10-01,04E,11278
2017-10-01,04F,19195
2017-10-01,04G,39838
2017-10-01,04H,6911
2017-10-01,04J,13514
2017-10-01,04K,21572
2017-10-01,04L,8517
2017-10-01,04M,4973
2017-10-01,04N,6555
2017-10-01,04Q,6433
2017-10-01,04R,30755
2017-10-01,04V,20366
2017-10-01,04X,23342
2017-10-01,04Y,7162
2017-10-01,05A,29974
2017-10-01,05C,18213
2017-10-01,05D,7788
2017-10-01,05F,8923
2017-10-01,05G,10223
2017-10-01,05H,10565
2017-10-01,05J,9746
2017-10-01,05L,37667
2017-10-01,05N,14305
2017-10-01,05P,14293
2017-10-01,05Q,11152
2017-10-01,05R,13820
2017-10-01,05T,15131
2017-10-01,05V,7167
2017-10-01,05W,17959
2017-10-01,05X,10907
2017-10-01,05Y,18702
2017-10-01,06A,17435
2017-10-01,06D,5832
2017-10-01,06F,28870
2017-10-01,06H,54023
2017-10-01,06K,34507
2017-10-01,06L,20828
2017-10-01,06M,11689
2017-10-01,06N,39310
2017-10-01,06P,17159
2017-10-01,06Q,21186
2017-10-01,06T,18527
2017-10-01,06V,7204
2017-10-01,06W,12183
2017-10-01,06Y,11636
2017-10-01,07G,12312
2017-10-01,07H,18812
2017-10-01,07J,8458
2017-10-01,07K,12484
2017-10-01,07L,18913
2017-10-01,07M,26449
2017-10-01,07N,15067
2017-10-01,07P,22719
2017-10-01,07Q,20930
2017-10-01,07R,12321
2017-10-01,07T,21036
2017-10-01,07V,26723
2017-10-01,07W,26390
2017-10-01,07X,22968
2017-10-01,07Y,20778
2017-10-01,08A,21704
2017-10-01,08C,11039
2017-10-01,08D,18630
2017-10-01,08E,16453
2017-10-01,08F,17352
2017-10-01,08G,20322
2017-10-01,08H,12950
2017-10-01,08J,12597
2017-10-01,08K,21124
2017-10-01,08L,22126
2017-10-01,08M,28176
2017-10-01,08N,22641
2017-10-01,08P,13164
2017-10-01,08Q,19128
2017-10-01,08R,14015
2017-10-01,08T,12451
2017-10-01,08V,20543
2017-10-01,08W,21618
2017-10-01,08X,23910
2017-10-01,08Y,11793
2017-10-01,09A,9041
2017-10-01,09C,7740
2017-10-01,09D,14172
2017-10-01,09E,9691
2017-10-01,09F,9312
2017-10-01,09G,24416
2017-10-01,09H,8580
2017-10-01,09J,17154
2017-10-01,09L,11052
2017-10-01,09N,11001
2017-10-01,09P,8977
2017-10-01,09W,18657
2017-10-01,09X,12934
2017-10-01,09Y,22295
2017-10-01,10A,10525
2017-10-01,10C,5174
2017-10-01,10D,7091
2017-10-01,10E,7964
2017-10-01,10G,7717
2017-10-01,10H,19142
2017-10-01,10J,12870
2017-10-01,10K,10751
2017-10-01,10L,6430
2017-10-01,10M,6527
2017-10-01,10N,6470
2017-10-01,10Q,38327
2017-10-01,10R,13133
2017-10-01,10T,12396
2017-10-01,10V,10963
2017-10-01,10W,9019
2017-10-01,10X,16278
2017-10-01,10Y,12592
2017-10-01,112,5
2017-10-01,11A,28067
2017-10-01,11C,8511
2017-10-01,11D,9403
2017-10-01,11E,9705
2017-10-01,11H,30309
2017-10-01,11J,36861
2017-10-01,11M,33948
2017-10-01,11N,27735
2017-10-01,11T,11350
2017-10-01,11X,28237
2017-10-01,12A,15620
2017-10-01,12D,15307
2017-10-01,12F,17887
2017-10-01,13P,47379
2017-10-01,13T,27299
2017-10-01,14L,40323
2017-10-01,99A,29299
2017-10-01,99C,11771
2017-10-01,99D,8438
2017-10-01,99E,16863
2017-10-01,99F,8917
2017-10-01,99G,10790
2017-10-01,99H,16248
2017-10-01,99J,28063
2017-10-01,99K,7832
2017-10-01,99M,13116
2017-10-01,99N,25119
2017-10-01,99P,45266
2017-10-01,99Q,13493
2017-11-01,00C,5771
2017-11-01,00D,14898
2017-11-01,00J,12443
2017-11-01,00K,16707
2017-11-01,00L,14978
2017-11-01,00M,17219
2017-11-01,00N,8142
2017-11-01,00P,14253
2017-11-01,00Q,11365
2017-11-01,00R,9117
2017-11-01,00T,19616
2017-11-01,00V,12137
2017-11-01,00X,10175
2017-11-01,00Y,17218
2017-11-01,01A,22802
2017-11-01,01C,10225
2017-11-01,01D,15073
2017-11-01,01E,12291
2017-11-01,01F,7553
2017-11-01,01G,17536
2017-11-01,01H,15841
2017-11-01,01J,9809
2017-11-01,01K,16445
2017-11-01,01R,9535
2017-11-01,01T,8234
2017-11-01,01V,5445
2017-11-01,01W,17966
2017-11-01,01X,10548
2017-11-01,01Y,14728
2017-11-01,02A,14077
2017-11-01,02D,5778
2017-11-01,02E,11859
2017-11-01,02F,13123
2017-11-01,02G,5332
2017-11-01,02H,17905
2017-11-01,02M,6677
2017-11-01,02N,8201
2017-11-01,02P,14661
2017-11-01,02Q,6186
2017-11-01,02R,21943
2017-11-01,02T,12552
2017-11-01,02V,13326
2017-11-01,02W,11315
2017-11-01,02X,18153
2017-11-01,02Y,13823
2017-11-01,03A,13795
2017-11-01,03C,19404
2017-11-01,03D,6595
2017-11-01,03E,7456
2017-11-01,03F,18287
2017-11-01,03G,18726
2017-11-01,03H,9637
2017-11-01,03J,12206
2017-11-01,03K,9093
2017-11-01,03L,15034
2017-11-01,03M,5632
2017-11-01,03N,32663
2017-11-01,03Q,16206
2017-11-01,03R,21134
2017-11-01,03T,11575
2017-11-01,03V,5105
2017-11-01,03W,16754
2017-11-01,03X,5246
2017-11-01,03Y,5372
2017-11-01,04C,25482
2017-11-01,04D,12899
2017-11-01,04E,11232
2017-11-01,04F,19198
2017-11-01,04G,39813
2017-11-01,04H,6901
2017-11-01,04J,13500
2017-11-01,04K,21573
2017-11-01,04L,8458
2017-11-01,04M,4958
2017-11-01,04N,6548
2017-11-01,04Q,6442
2017-11-01,04R,30726
2017-11-01,04V,20371
2017-11-01,04X,22751
2017-11-01,04Y,7182
2017-11-01,05A,30005
2017-11-01,05C,18171
2017-11-01,05D,7762
2017-11-01,05F,8874
2017-11-01,05G,10164
2017-11-01,05H,10542
2017-11-01,05J,9745
2017-11-01,05L,37568
2017-11-01,05N,14350
2017-11-01,05P,14316
2017-11-01,05Q,11132
2017-11-01,05R,13841
2017-11-01,05T,15132
2017-11-01,05V,7163
2017-11-01,05W,17903
2017-11-01,05X,10927
2017-11-01,05Y,18739
2017-11-01,06A,17462
2017-11-01,06D,5821
2017-11-01,06F,28985
2017-11-01,06H,54035
2017-11-01,06K,34474
2017-11-01,06L,20871
2017-11-01,06M,11677
2017-11-01,06N,39279
2017-11-01,06P,17094
2017-11-01,06Q,21167
2017-11-01,06T,18542
2017-11-01,06V,7183
2017-11-01,06W,12172
2017-11-01,06Y,11654
2017-11-01,07G,12282
2017-11-01,07H,18872
2017-11-01,07J,8500
2017-11-01,07K,12447
2017-11-01,07L,18904
2017-11-01,07M,26432
2017-11-01,07N,15036
2017-11-01,07P,22684
2017-11-01,07Q,20917
2017-11-01,07R,12354
2017-11-01,07T,21068
2017-11-01,07V,26654
2017-11-01,07W,26289
2017-11-01,07X,22890
2017-11-01,07Y,20768
2017-11-01,08A,21644
2017-11-01,08C,11062
2017-11-01,08D,18546
2017-11-01,08E,16465
2017-11-01,08F,17334
2017-11-01,08G,20366
2017-11-01,08H,12936
2017-11-01,08J,12544
2017-11-01,08K,21101
2017-11-01,08L,22054
2017-11-01,08M,28167
2017-11-01,08N,22644
2017-11-01,08P,13169
2017-11-01,08Q,19164
2017-11-01,08R,14001
2017-11-01,08T,12370
2017-11-01,08V,20561
2017-11-01,08W,21668
2017-11-01,08X,23892
2017-11-01,08Y,11808
2017-11-01,09A,9048
2017-11-01,09C,7774
2017-11-01,09D,14146
2017-11-01,09E,9659
2017-11-01,09F,9341
2017-11-01,09G,24349
2017-11-01,09H,8571
2017-11-01,09J,17152
2017-11-01,09L,11019
2017-11-01,09N,10975
2017-11-01,09P,8936
2017-11-01,09W,18709
2017-11-01,09X,12896
2017-11-01,09Y,22259
2017-11-01,10A,10529
2017-11-01,10C,5173
2017-11-01,10D,7133
2017-11-01,10E,7985
2017-11-01,10G,7693
2017-11-01,10H,19122
2017-11-01,10J,12841
2017-11-01,10K,10768
2017-11-01,10L,6387
2017-11-01,10M,6482
2017-11-01,10N,6504
2017-11-01,10Q,38264
2017-11-01,10R,13084
2017-11-01,10T,12353
2017-11-01,10V,10940
2017-11-01,10W,8993
2017-11-01,10X,16234
2017-11-01,10Y,12613
2017-11-01,112,5
2017-11-01,11A,28091
2017-11-01,11C,8520
2017-11-01,11D,9376
2017-11-01,11E,9698
2017-11-01,11H,30208
2017-11-01,11J,36768
2017-11-01,11M,33930
2017-11-01,11N,27680
2017-11-01,11T,11325
2017-11-01,11X,28264
2017-11-01,12A,15611
2017-11-01,12D,15304
2017-11-01,12F,17878
2017-11-01,13P,47309
2017-11-01,13T,27249
2017-11-01,14L,40266
2017-11-01,99A,29442
2017-11-01,99C,11737
2017-11-01,99D,8434
2017-11-01,99E,16842
2017-11-01,99F,8900
2017-11-01,99G,10759
2017-11-01,99H,16244
2017-11-01,99J,28066
2017-11-01,99K,7852
2017-11-01,99M,13090
2017-11-01,99N,25111
2017-11-01,99P,45247
2017-11-01,99Q,13466
2017-12-01,00C,5771
2017-12-01,00D,14925
2017-12-01,00J,12446
2017-12-01,00K,16723
2017-12-01,00L,15013
2017-12-01,00M,17262
2017-12-01,00N,8154
2017-12-01,00P,14238
2017-12-01,00Q,11338
2017-12-01,00R,9125
2017-12-01,00T,19573
2017-12-01,00V,12145
2017-12-01,00X,10181
2017-12-01,00Y,17260
2017-12-01,01A,22811
2017-12-01,01C,10188
2017-12-01,01D,15057
2017-12-01,01E,12273
2017-12-01,01F,7549
2017-12-01,01G,17581
2017-12-01,01H,15776
2017-12-01,01J,9848
2017-12-01,01K,16427
2017-12-01,01R,9564
2017-12-01,01T,8277
2017-12-01,01V,5446
2017-12-01,01W,17956
2017-12-01,01X,10551
2017-12-01,01Y,14712
2017-12-01,02A,14099
2017-12-01,02D,5790
2017-12-01,02E,11837
2017-12-01,02F,13124
2017-12-01,02G,5342
2017-12-01,02H,17883
2017-12-01,02M,6680
2017-12-01,02N,8202
2017-12-01,02P,14665
2017-12-01,02Q,6196
2017-12-01,02R,21985
2017-12-01,02T,12564
2017-12-01,02V,13379
2017-12-01,02W,11344
2017-12-01,02X,18134
2017-12-01,02Y,13833
2017-12-01,03A,13775
2017-12-01,03C,19436
2017-12-01,03D,6594
2017-12-01,03E,7454
2017-12-01,03F,18280
2017-12-01,03G,18729
2017-12-01,03H,9621
2017-12-01,03J,12228
2017-12-01,03K,9097
2017-12-01,03L,14996
2017-12-01,03M,5600
2017-12-01,03N,32699
2017-12-01,03Q,16196
2017-12-01,03R,21176
2017-12-01,03T,11614
2017-12-01,03V,5128
2017-12-01,03W,16796
2017-12-01,03X,5241
2017-12-01,03Y,5363
2017-12-01,04C,25468
2017-12-01,04D,12896
2017-12-01,04E,11254
2017-12-01,04F,19188
2017-12-01,04G,39905
2017-12-01,04H,6911
2017-12-01,04J,13512
2017-12-01,04K,21521
2017-12-01,04L,8458
2017-12-01,04M,4940
2017-12-01,04N,6557
2017-12-01,04Q,6417
2017-12-01,04R,30744
2017-12-01,04V,20378
2017-12-01,04X,22830
2017-12-01,04Y,7205
2017-12-01,05A,30070
2017-12-01,05C,18135
2017-12-01,05D,7763
2017-12-01,05F,8881
2017-12-01,05G,10203
2017-12-01,05H,10541
2017-12-01,05J,9772
2017-12-01,05L,37646
2017-12-01,05N,14326
2017-12-01,05P,14280
2017-12-01,05Q,11137
2017-12-01,05R,13914
2017-12-01,05T,15144
2017-12-01,05V,7135
2017-12-01,05W,17894
2017-12-01,05X,10957
2017-12-01,05Y,18695
2017-12-01,06A,17484
2017-12-01,06D,5824
2017-12-01,06F,28953
2017-12-01,06H,53995
2017-12-01,06K,34451
2017-12-01,06L,20906
2017-12-01,06M,11679
2017-12-01,06N,39265
2017-12-01,06P,16984
2017-12-01,06Q,21206
2017-12-01,06T,18519
2017-12-01,06V,7189
2017-12-01,06W,12120
2017-12-01,06Y,11636
2017-12-01,07G,12331
2017-12-01,07H,18878
2017-12-01,07J,8497
2017-12-01,07K,12427
2017-12-01,07L,18734
2017-12-01,07M,26503
2017-12-01,07N,15068
2017-12-01,07P,22681
2017-12-01,07Q,20955
2017-12-01,07R,12369
2017-12-01,07T,21099
2017-12-01,07V,26634
2017-12-01,07W,26232
2017-12-01,07X,22945
2017-12-01,07Y,20730
2017-12-01,08A,21606
2017-12-01,08C,11150
2017-12-01,08D,18576
2017-12-01,08E,16465
2017-12-01,08F,17421
2017-12-01,08G,20385
2017-12-01,08H,12940
2017-12-01,08J,12536
2017-12-01,08K,21131
2017-12-01,08L,22075
2017-12-01,08M,28171
2017-12-01,08N,22902
2017-12-01,08P,13165
2017-12-01,08Q,19197
2017-12-01,08R,13958
2017-12-01,08T,12389
2017-12-01,08V,20618
2017-12-01,08W,21639
2017-12-01,08X,23778
2017-12-01,08Y,11816
2017-12-01,09A,9087
2017-12-01,09C,7765
2017-12-01,09D,14109
2017-12-01,09E,9660
2017-12-01,09F,9307
2017-12-01,09G,24402
2017-12-01,09H,8584
2017-12-01,09J,17265
2017-12-01,09L,11013
2017-12-01,09N,10942
2017-12-01,09P,8920
2017-12-01,09W,18710
2017-12-01,09X,12898
2017-12-01,09Y,22260
2017-12-01,10A,10531
2017-12-01,10C,5192
2017-12-01,10D,7117
2017-12-01,10E,7989
2017-12-01,10G,7725
2017-12-01,10H,19114
2017-12-01,10J,12830
2017-12-01,10K,10725
2017-12-01,10L,6395
2017-12-01,10M,6482
2017-12-01,10N,6477
2017-12-01,10Q,38262
2017-12-01,10R,13088
2017-12-01,10T,12363
2017-12-01,10V,10911
2017-12-01,10W,8995
2017-12-01,10X,16245
2017-12-01,10Y,12657
2017-12-01,112,5
2017-12-01,11A,28107
2017-12-01,11C,8517
2017-12-01,11D,9394
2017-12-01,11E,9760
2017-12-01,11H,30205
2017-12-01,11J,36806
2017-12-01,11M,33951
2017-12-01,11N,27744
2017-12-01,11T,11335
2017-12-01,11X,28259
2017-12-01,12A,15627
2017-12-01,12D,15345
2017-12-01,12F,17839
2017-12-01,13P,47149
2017-12-01,13T,27193
2017-12-01,14L,40188
2017-12-01,99A,29479
2017-12-01,99C,11720
2017-12-01,99D,8452
