month,pct,glarg_items,glar_percent_items
2018-04-01,06H,1706,0.9912841371295759
2018-04-01,05G,521,0.9720149253731343
2018-04-01,07G,395,0.9186046511627907
2018-04-01,04M,82,0.9647058823529412
2018-04-01,09H,397,0.9520383693045563
2018-04-01,00Q,353,0.9778393351800554
2018-04-01,09Y,788,0.8687982359426681
2018-04-01,07W,764,0.8671963677639046
2018-04-01,01K,752,0.9306930693069307
2018-04-01,02F,251,0.9507575757575758
2018-04-01,08E,493,0.9372623574144486
2018-04-01,10L,605,0.9497645211930926
2018-04-01,05W,729,0.9479843953185956
2018-04-01,03H,331,0.9969879518072289
2018-04-01,99M,408,0.9532710280373832
2018-04-01,03A,433,0.9931192660550459
2018-04-01,05L,1860,0.96875
2018-04-01,05Y,521,0.8040123456790124
2018-04-01,RN3,1,0.25
2018-04-01,15A,684,0.7651006711409396
2018-04-01,01C,475,0.8731617647058824
2018-04-01,04Q,278,0.9025974025974026
2018-04-01,07J,275,0.8675078864353313
2018-04-01,03L,226,0.9912280701754386
2018-04-01,08Q,377,0.9285714285714286
2018-04-01,RYW,1,0.2
2018-04-01,04D,451,0.8606870229007634
2018-04-01,06F,580,0.9914529914529915
2018-04-01,09D,563,0.9095315024232633
2018-04-01,02A,403,0.9595238095238096
2018-04-01,06W,313,0.6804347826086956
2018-04-01,04J,346,0.9402173913043478
2018-04-01,00L,280,0.99644128113879
2018-04-01,08V,417,1.0
2018-04-01,01D,336,0.9970326409495549
2018-04-01,03Y,139,0.896774193548387
2018-04-01,15D,904,0.9794149512459371
2018-04-01,RY6,1,1.0
2018-04-01,14L,1204,0.8978374347501864
2018-04-01,RX6,1,1.0
2018-04-01,08A,339,0.9941348973607038
2018-04-01,04Y,488,0.9878542510121457
2018-04-01,02D,207,0.6634615384615384
2018-04-01,10X,412,0.8031189083820662
2018-04-01,10J,382,0.9695431472081218
2018-04-01,01H,961,0.9552683896620279
2018-04-01,RRE,6,0.6666666666666666
2018-04-01,02N,273,1.0
2018-04-01,RY2,3,1.0
2018-04-01,02Q,199,0.9004524886877828
2018-04-01,08Y,349,0.9306666666666666
2018-04-01,04V,757,0.9044205495818399
2018-04-01,03Q,509,0.8977072310405644
2018-04-01,07L,379,0.9895561357702349
2018-04-01,RW5,1,1.0
2018-04-01,00M,695,0.9971305595408895
2018-04-01,05R,476,0.9015151515151515
2018-04-01,06K,791,0.9646341463414634
2018-04-01,02P,625,0.9811616954474097
2018-04-01,01X,639,0.9984375
2018-04-01,07P,466,0.8006872852233677
2018-04-01,05A,960,0.9365853658536586
2018-04-01,04L,274,0.8643533123028391
2018-04-01,05D,450,0.9911894273127754
2018-04-01,05T,542,0.8644338118022329
2018-04-01,01V,293,1.0
2018-04-01,15C,1033,0.9101321585903084
2018-04-01,09J,372,0.986737400530504
2018-04-01,11J,2320,0.9531635168447001
2018-04-01,00T,585,0.8653846153846154
2018-04-01,01F,288,1.0
2018-04-01,00R,387,0.9236276849642004
2018-04-01,00N,416,0.9928400954653938
2018-04-01,00X,411,0.8370672097759674
2018-04-01,15E,3102,0.9276315789473685
2018-04-01,07X,456,0.9848812095032398
2018-04-01,08M,1204,0.8637015781922525
2018-04-01,RTR,10,1.0
2018-04-01,00P,428,0.9907407407407407
2018-04-01,07Q,397,0.9974874371859297
2018-04-01,RCB,3,1.0
2018-04-01,RYG,1,0.5
2018-04-01,RY5,4,0.5
2018-04-01,04F,432,0.993103448275862
2018-04-01,02H,775,0.9270334928229665
2018-04-01,10V,267,0.834375
2018-04-01,06P,266,1.0
2018-04-01,09E,327,0.856020942408377
2018-04-01,09P,458,0.9956521739130435
2018-04-01,99E,606,0.9528301886792453
2018-04-01,99F,285,0.976027397260274
2018-04-01,06V,406,0.9123595505617977
2018-04-01,03D,296,0.9517684887459807
2018-04-01,NKB,2,1.0
2018-04-01,01J,430,0.9839816933638444
2018-04-01,03K,396,0.99
2018-04-01,NLX,0,0.0
2018-04-01,00J,413,0.9157427937915743
2018-04-01,06A,273,0.9254237288135593
2018-04-01,01E,297,0.8227146814404432
2018-04-01,05F,442,0.8822355289421158
2018-04-01,15F,1252,0.8949249463902788
2018-04-01,RXQ,2,1.0
2018-04-01,00D,562,0.7385019710906702
2018-04-01,08W,467,0.9569672131147541
2018-05-01,04N,121,0.7610062893081762
2018-05-01,01E,325,0.8530183727034121
2018-05-01,10J,375,0.9664948453608248
2018-05-01,04R,828,0.9695550351288056
2018-05-01,03F,295,1.0
2018-05-01,06Q,1046,0.9398023360287511
2018-05-01,01W,387,0.8543046357615894
2018-05-01,05T,501,0.8477157360406091
2018-05-01,01D,354,0.9943820224719101
2018-05-01,10V,295,0.8038147138964578
2018-05-01,08P,203,0.9620853080568721
2018-05-01,14L,1267,0.9062947067238912
2018-05-01,13T,919,0.9776595744680852
2018-05-01,00Q,418,0.9789227166276346
2018-05-01,00K,670,0.9955423476968797
2018-05-01,NTP,2,1.0
2018-05-01,00D,565,0.7453825857519789
2018-05-01,02N,275,0.9963768115942029
2018-05-01,02T,444,0.9932885906040269
2018-05-01,04F,420,0.997624703087886
2018-05-01,05Q,722,0.9823129251700681
2018-05-01,09F,441,0.997737556561086
2018-05-01,09A,281,0.8619631901840491
2018-05-01,12D,434,0.6605783866057838
2018-05-01,05H,857,0.9469613259668508
2018-05-01,04M,77,0.9746835443037974
2018-05-01,03W,527,0.8993174061433447
2018-05-01,99K,368,0.9108910891089109
2018-05-01,01V,357,1.0
2018-05-01,06H,1638,0.9873417721518988
2018-05-01,99G,231,0.9829787234042553
2018-05-01,06Y,488,0.8591549295774648
2018-05-01,01H,990,0.9611650485436893
2018-05-01,NQV,1,1.0
2018-05-01,R1K,1,0.16666666666666666
2018-05-01,RBZ,2,1.0
2018-05-01,05X,486,1.0
2018-05-01,NW0,5,1.0
2018-05-01,RY5,1,0.3333333333333333
2018-05-01,05W,740,0.9536082474226805
2018-05-01,00J,472,0.9129593810444874
2018-05-01,99N,1060,0.8782104391052196
2018-05-01,10E,286,0.910828025477707
2018-05-01,RJ1,0,0.0
2018-05-01,06V,383,0.9011764705882352
2018-05-01,01G,208,0.9541284403669725
2018-05-01,00N,430,0.9772727272727273
2018-05-01,15F,1346,0.8908007941760424
2018-05-01,11J,2383,0.9566439181051787
2018-05-01,00X,388,0.8220338983050848
2018-05-01,10R,210,0.8433734939759037
2018-05-01,08G,679,0.918809201623816
2018-05-01,02Y,482,0.9897330595482546
2018-05-01,04V,761,0.9246658566221142
2018-05-01,07L,409,0.9879227053140096
2018-05-01,11N,832,0.5694729637234771
2018-05-01,RYW,0,0.0
2018-05-01,RYF,2,1.0
2018-05-01,05V,438,0.9798657718120806
2018-05-01,11A,833,0.9123767798466593
2018-05-01,01X,650,0.9954058192955589
2018-05-01,99Q,270,0.9608540925266904
2018-05-01,RRE,8,0.5333333333333333
2018-05-01,05D,480,0.975609756097561
2018-05-01,05F,460,0.9037328094302554
2018-05-01,RTD,5,1.0
2018-05-01,15C,1044,0.9173989455184535
2018-05-01,08N,522,0.9942857142857143
2018-05-01,08F,497,0.9979919678714859
2018-05-01,11M,1349,0.735149863760218
2018-05-01,15A,703,0.7567276641550054
2018-05-01,RXC,1,1.0
2018-05-01,00R,433,0.9039665970772442
2018-05-01,06K,787,0.9644607843137255
2018-05-01,09P,448,0.9977728285077951
2018-05-01,02R,448,0.986784140969163
2018-05-01,09X,464,0.9893390191897654
2018-05-01,05R,479,0.9392156862745098
2018-05-01,05J,317,0.9577039274924471
2018-05-01,05Y,524,0.7751479289940828
2018-05-01,05C,764,0.9732484076433121
2018-05-01,01T,301,1.0
2018-05-01,10X,415,0.8185404339250493
2018-05-01,99H,458,0.9290060851926978
2018-05-01,RH5,1,0.3333333333333333
2018-05-01,99J,709,0.9685792349726776
2018-05-01,01A,844,0.9547511312217195
2018-05-01,06D,224,0.8452830188679246
2018-05-01,10Q,1240,0.9260642270351008
2018-05-01,09C,228,0.8201438848920863
2018-05-01,10C,210,0.8898305084745762
2018-05-01,08X,394,0.9800995024875622
2018-05-01,04J,370,0.9319899244332494
2018-05-01,09Y,787,0.8754171301446051
2018-05-01,08V,432,0.9953917050691244
2018-05-01,RY4,0,0.0
2018-05-01,RWX,3,0.75
2018-05-01,04D,420,0.8450704225352113
2018-05-01,01J,474,0.9875
2018-05-01,04L,296,0.8604651162790697
2018-05-01,05L,2006,0.9672131147540983
2018-05-01,99P,1361,0.9625176803394625
2018-05-01,08Q,410,0.9131403118040089
2018-05-01,RNA,0,0.0
2018-05-01,08K,590,0.8925869894099848
2018-05-01,03Q,495,0.8918918918918919
2018-05-01,R1D,2,1.0
2018-05-01,02H,825,0.919732441471572
2018-05-01,NLX,0,0.0
2018-05-01,02G,229,0.9870689655172413
2018-05-01,00C,195,0.8628318584070797
2018-05-01,04Y,497,0.9920159680638723
2018-05-01,RVW,0,0.0
2018-05-01,04E,349,0.8703241895261845
2018-05-01,02Q,208,0.896551724137931
2018-05-01,RL4,3,0.75
2018-05-01,11E,344,0.9052631578947369
2018-05-01,07G,391,0.9178403755868545
2018-05-01,03A,424,0.9976470588235294
2018-05-01,08H,408,0.9975550122249389
2018-05-01,10A,380,0.7933194154488518
2018-05-01,01R,323,0.8014888337468983
2018-05-01,08C,348,0.8207547169811321
2018-05-01,08E,490,0.9107806691449815
2018-05-01,RV9,1,1.0
2018-05-01,08T,490,0.9939148073022313
2018-05-01,02D,234,0.6822157434402333
2018-05-01,112,1,1.0
2018-05-01,07P,511,0.7813455657492355
2018-05-01,02M,397,0.906392694063927
2018-05-01,10K,214,0.7896678966789668
2018-05-01,09H,416,0.9454545454545454
2018-05-01,09L,323,0.9877675840978594
2018-05-01,02A,438,0.9439655172413793
2018-05-01,03R,625,0.9704968944099379
2018-05-01,07N,368,0.9658792650918635
2018-05-01,08Y,327,0.9263456090651558
2018-05-01,09W,409,0.9380733944954128
2018-05-01,99E,637,0.9258720930232558
2018-05-01,09G,655,0.914804469273743
2018-05-01,RYG,1,1.0
2018-05-01,NKB,2,1.0
2018-05-01,07W,773,0.8420479302832244
2018-05-01,00Y,697,1.0
2018-05-01,07H,424,0.9422222222222222
2018-05-01,15D,864,0.9784824462061155
2018-05-01,NDL,1,1.0
2018-05-01,00P,444,0.9932885906040269
2018-05-01,10D,139,0.952054794520548
2018-05-01,RW5,1,1.0
2018-05-01,03V,94,0.8545454545454545
2018-05-01,RJC,1,1.0
2018-05-01,07K,449,0.9200819672131147
2018-05-01,06T,638,0.9876160990712074
2018-05-01,NQ7,1,1.0
2018-05-01,06W,315,0.7046979865771812
2018-05-01,RPG,1,1.0
2018-05-01,RY2,3,0.75
2018-05-01,06L,507,0.7635542168674698
2018-05-01,09J,352,0.9859943977591037
2018-05-01,07M,739,0.9001218026796589
2018-05-01,15E,3278,0.9244218838127467
2018-05-01,07J,257,0.8538205980066446
2018-05-01,06F,629,0.995253164556962
2018-05-01,03L,210,0.9859154929577465
2018-05-01,07X,523,0.9886578449905482
2018-05-01,07T,367,0.9291139240506329
2018-05-01,RNU,2,1.0
2018-05-01,00M,747,1.0
2018-05-01,02F,248,0.9538461538461539
2018-05-01,01C,463,0.8558225508317929
2018-05-01,08D,492,0.9919354838709677
2018-05-01,03X,124,0.9117647058823529
2018-05-01,02W,155,0.9810126582278481
2018-05-01,02X,719,0.9876373626373627
2018-05-01,05A,1036,0.9435336976320583
2018-05-01,99C,194,0.9897959183673469
2018-05-01,04C,935,0.8955938697318008
2018-05-01,RN3,2,0.25
2018-05-01,03H,296,0.9966329966329966
2018-05-01,14Y,1116,0.999104744852283
2018-05-01,02P,626,0.9796557120500783
2018-05-01,07Q,369,0.9946091644204852
2018-05-01,07V,891,0.9674267100977199
2018-05-01,08J,206,1.0
2018-05-01,04H,286,0.9377049180327869
2018-05-01,01Y,781,0.9811557788944724
2018-05-01,00T,585,0.8345221112696148
2018-05-01,11X,718,0.839766081871345
2018-05-01,08L,302,0.9741935483870968
2018-05-01,04Q,295,0.9076923076923077
2018-05-01,06P,304,0.990228013029316
2018-05-01,08R,299,0.9835526315789473
2018-05-01,RCD,1,1.0
2018-05-01,03T,785,0.8359957401490948
2018-05-01,07Y,590,0.7742782152230971
2018-05-01,01K,782,0.929845422116528
2018-05-01,06N,534,0.9925650557620818
2018-05-01,06M,491,0.9281663516068053
2018-05-01,04K,524,0.9632352941176471
2018-05-01,99D,449,0.9089068825910931
2018-05-01,03E,218,0.9276595744680851
2018-05-01,RXQ,2,1.0
2018-05-01,03N,179,1.0
2018-05-01,08W,511,0.9551401869158879
2018-05-01,03M,267,0.9709090909090909
2018-05-01,03J,321,0.9968944099378882
2018-05-01,99M,421,0.9355555555555556
2018-05-01,07R,342,0.8791773778920309
2018-05-01,NR5,2,1.0
2018-05-01,03Y,153,0.85
2018-05-01,99F,331,0.9735294117647059
2018-05-01,09N,320,0.8938547486033519
2018-05-01,09E,337,0.851010101010101
2018-05-01,AH7,1,1.0
2018-05-01,02E,431,0.9953810623556582
2018-05-01,08M,1247,0.855281207133059
2018-05-01,10L,677,0.9699140401146131
2018-05-01,01F,342,1.0
2018-05-01,NLO,1,1.0
2018-05-01,08A,339,1.0
2018-05-01,NVE,4,1.0
2018-05-01,04G,879,0.9441460794844253
2018-05-01,03D,302,0.934984520123839
2018-05-01,05N,877,0.9876126126126126
2018-05-01,12F,704,1.0
2018-05-01,00V,279,0.9893617021276596
2018-05-01,05G,584,0.9717138103161398
2018-05-01,06A,290,0.9354838709677419
2018-05-01,00L,305,0.9967320261437909
2018-05-01,03K,385,0.9948320413436692
2018-05-01,99A,1554,0.9804416403785489
2018-05-01,RTR,5,1.0
2018-05-01,09D,582,0.9223454833597464
2018-06-01,06W,319,0.701098901098901
2018-06-01,08V,466,0.9914893617021276
2018-06-01,08W,476,0.9596774193548387
2018-06-01,08J,208,0.9952153110047847
2018-06-01,R1D,2,1.0
2018-06-01,01H,1003,0.9616490891658677
2018-06-01,R1K,1,0.14285714285714285
2018-06-01,03T,709,0.8253783469150174
2018-06-01,01T,253,1.0
2018-06-01,10L,638,0.9508196721311475
2018-06-01,04D,447,0.8764705882352941
2018-06-01,15A,679,0.7428884026258206
2018-06-01,99K,325,0.8977900552486188
2018-06-01,05F,424,0.8926315789473684
2018-06-01,02G,216,0.9953917050691244
2018-06-01,00Y,642,0.9984447900466563
2018-06-01,99Q,238,0.9444444444444444
2018-06-01,06F,610,0.9870550161812298
2018-06-01,07W,753,0.8498871331828443
2018-06-01,06V,359,0.8930348258706468
2018-06-01,RTD,3,0.75
2018-06-01,NVE,3,1.0
2018-06-01,01R,360,0.7964601769911505
2018-06-01,07G,422,0.9154013015184381
2018-06-01,03M,241,0.9601593625498008
2018-06-01,RY4,0,0.0
2018-06-01,RYX,1,1.0
2018-06-01,15C,1074,0.907861369399831
2018-06-01,RRE,5,0.5
2018-06-01,NKB,1,1.0
2018-06-01,00Q,389,0.9798488664987406
2018-06-01,07L,415,0.9952038369304557
2018-06-01,04Q,286,0.9079365079365079
2018-06-01,04F,417,0.9811764705882353
2018-06-01,RL4,2,0.25
2018-06-01,07P,502,0.7758887171561051
2018-06-01,14A,1,1.0
2018-06-01,99D,449,0.907070707070707
2018-06-01,04R,871,0.9699331848552338
2018-06-01,RN3,0,0.0
2018-06-01,RXQ,1,1.0
2018-06-01,00J,441,0.9111570247933884
2018-06-01,08F,486,0.9959016393442623
2018-06-01,02H,804,0.9273356401384083
2018-06-01,09L,335,0.9940652818991098
2018-06-01,14Y,1087,0.9990808823529411
2018-06-01,13T,834,0.9686411149825784
2018-06-01,NLX,0,0.0
2018-06-01,99A,1465,0.978623914495658
2018-06-01,06Y,430,0.8206106870229007
2018-06-01,05J,286,0.9285714285714286
2018-06-01,11J,2328,0.9490419894007338
2018-06-01,04V,734,0.9084158415841584
2018-06-01,05W,688,0.9347826086956522
2018-06-01,02P,617,0.9762658227848101
2018-06-01,01G,200,0.9615384615384616
2018-06-01,99F,328,0.973293768545994
2018-06-01,05A,972,0.9355149181905679
2018-06-01,08L,307,0.9839743589743589
2018-06-01,09J,388,0.97
2018-06-01,08E,486,0.9152542372881356
2018-06-01,00R,441,0.9111570247933884
2018-06-01,02D,199,0.639871382636656
2018-06-01,09D,533,0.9003378378378378
2018-06-01,07K,413,0.9280898876404494
2018-06-01,04L,277,0.8878205128205128
2018-06-01,05L,1893,0.9653238143804181
2018-06-01,09H,426,0.9508928571428571
2018-06-01,06H,1653,0.9868656716417911
2018-06-01,07M,708,0.8784119106699751
2018-06-01,11X,766,0.8389923329682366
2018-06-01,15E,3226,0.919612314709236
2018-06-01,08R,306,0.9870967741935484
2018-06-01,00P,393,0.9949367088607595
2018-06-01,06D,190,0.8878504672897196
2018-06-01,09C,224,0.835820895522388
2018-06-01,05T,499,0.8471986417657046
2018-06-01,02X,715,0.9862068965517241
2018-06-01,03J,319,1.0
2018-06-01,04K,530,0.9601449275362319
2018-06-01,09Y,810,0.8663101604278075
2018-06-01,01Y,773,0.9834605597964376
2018-06-01,09N,295,0.9049079754601227
2018-06-01,15D,917,0.9786552828175027
2018-06-01,06K,781,0.9571078431372549
2018-06-01,RJ1,0,0.0
2018-06-01,01X,652,0.9969418960244648
2018-06-01,03K,359,0.9862637362637363
2018-06-01,02Y,510,0.9922178988326849
2018-06-01,06L,498,0.7879746835443038
2018-06-01,03L,227,0.9826839826839827
2018-06-01,01J,453,0.982646420824295
2018-06-01,99E,595,0.9384858044164038
2018-06-01,06N,539,0.9889908256880734
2018-06-01,AD9,1,1.0
2018-06-01,09P,448,0.9977728285077951
2018-06-01,06T,608,0.9806451612903225
2018-06-01,04H,340,0.9366391184573003
2018-06-01,04N,129,0.7371428571428571
2018-06-01,03R,654,0.9761194029850746
2018-06-01,02M,364,0.9077306733167082
2018-06-01,12D,411,0.6629032258064517
2018-06-01,05X,467,0.9978632478632479
2018-06-01,08M,1202,0.8536931818181818
2018-06-01,05Y,521,0.755072463768116
2018-06-01,10D,147,0.9363057324840764
2018-06-01,11E,351,0.8976982097186701
2018-06-01,NQV,3,1.0
2018-06-01,02W,139,0.9858156028368794
2018-06-01,08H,393,0.9924242424242424
2018-06-01,02Q,178,0.8682926829268293
2018-06-01,RWX,1,1.0
2018-06-01,RRF,1,1.0
2018-06-01,00L,281,1.0
2018-06-01,10A,363,0.7960526315789473
2018-06-01,00V,251,0.9881889763779528
2018-06-01,05V,415,0.9880952380952381
2018-06-01,03X,125,0.9541984732824428
2018-06-01,RY7,2,1.0
2018-06-01,07Y,571,0.7396373056994818
2018-06-01,08K,559,0.8915470494417863
2018-06-01,05N,880,0.9898762654668166
2018-06-01,00T,598,0.8387096774193549
2018-06-01,10Q,1216,0.9332310053722179
2018-06-01,99M,438,0.9584245076586433
2018-06-01,08C,322,0.8029925187032418
2018-06-01,99G,272,0.9855072463768116
2018-06-01,00C,197,0.8995433789954338
2018-06-01,RJC,1,1.0
2018-06-01,112,4,1.0
2018-06-01,99H,427,0.9343544857768052
2018-06-01,NTP,4,1.0
2018-06-01,11A,800,0.9080590238365494
2018-06-01,08Y,353,0.9338624338624338
2018-06-01,04C,972,0.9
2018-06-01,AXG,1,1.0
2018-06-01,03Q,455,0.8904109589041096
2018-06-01,02F,231,0.924
2018-06-01,00D,560,0.7368421052631579
2018-06-01,02A,408,0.9444444444444444
2018-06-01,01K,790,0.9261430246189918
2018-06-01,08P,220,0.9482758620689655
2018-06-01,07R,337,0.8798955613577023
2018-06-01,06Q,1060,0.9506726457399103
2018-06-01,00K,634,1.0
2018-06-01,07Q,403,0.9975247524752475
2018-06-01,01F,328,1.0
2018-06-01,03V,90,0.8490566037735849
2018-06-01,05Q,733,0.9838926174496644
2018-06-01,11N,776,0.534803583735355
2018-06-01,07V,923,0.9736286919831224
2018-06-01,03H,365,1.0
2018-06-01,00M,694,0.9971264367816092
2018-06-01,07T,356,0.9343832020997376
2018-06-01,10C,215,0.9429824561403509
2018-06-01,07N,317,0.9635258358662614
2018-06-01,10J,366,0.9708222811671088
2018-06-01,07J,246,0.8367346938775511
2018-06-01,09W,425,0.9444444444444444
2018-06-01,04J,392,0.9468599033816425
2018-06-01,RYW,0,0.0
2018-06-01,03E,216,0.9191489361702128
2018-06-01,09E,323,0.821882951653944
2018-06-01,RY5,0,0.0
2018-06-01,RY2,8,1.0
2018-06-01,00N,400,0.9852216748768473
2018-06-01,03W,540,0.9060402684563759
2018-06-01,05D,513,0.9790076335877863
2018-06-01,05H,809,0.9428904428904429
2018-06-01,07X,466,0.9831223628691983
2018-06-01,09F,472,0.9978858350951374
2018-06-01,RNU,1,1.0
2018-06-01,02T,442,0.9888143176733781
2018-06-01,12F,700,1.0
2018-06-01,01D,351,0.9971590909090909
2018-06-01,14L,1271,0.9059158945117605
2018-06-01,08D,431,0.9862700228832952
2018-06-01,10K,194,0.782258064516129
2018-06-01,00X,397,0.8357894736842105
2018-06-01,15F,1259,0.8767409470752089
2018-06-01,06A,288,0.9171974522292994
2018-06-01,NDL,1,1.0
2018-06-01,02R,467,0.9852320675105485
2018-06-01,02E,402,0.995049504950495
2018-06-01,RH5,0,0.0
2018-06-01,06P,251,0.996031746031746
2018-06-01,05G,569,0.967687074829932
2018-06-01,01W,397,0.8446808510638298
2018-06-01,01E,293,0.846820809248555
2018-06-01,09A,261,0.87
2018-06-01,04M,91,0.978494623655914
2018-06-01,99P,1389,0.9612456747404844
2018-06-01,05C,734,0.976063829787234
2018-06-01,04E,376,0.8663594470046083
2018-06-01,10X,390,0.819327731092437
2018-06-01,03F,319,1.0
2018-06-01,RVW,1,0.3333333333333333
2018-06-01,03N,182,1.0
2018-06-01,08A,321,0.9907407407407407
2018-06-01,RYF,2,1.0
2018-06-01,05R,514,0.9001751313485113
2018-06-01,RBL,1,1.0
2018-06-01,04Y,457,0.9870410367170627
2018-06-01,11M,1362,0.7566666666666667
2018-06-01,99C,181,0.9945054945054945
2018-06-01,08N,496,0.9939879759519038
2018-06-01,03D,300,0.9404388714733543
2018-06-01,99J,756,0.9742268041237113
2018-06-01,03Y,133,0.8471337579617835
2018-06-01,10R,261,0.8585526315789473
2018-06-01,06M,471,0.919921875
2018-06-01,09X,459,0.9935064935064936
2018-06-01,09G,669,0.8908122503328895
2018-06-01,02N,274,0.9963636363636363
2018-06-01,04G,897,0.9583333333333334
2018-06-01,01V,332,1.0
2018-06-01,08X,393,0.9727722772277227
2018-06-01,10V,262,0.8370607028753994
2018-06-01,99N,1099,0.9008196721311476
2018-06-01,08G,681,0.910427807486631
2018-06-01,10E,283,0.9012738853503185
2018-06-01,01A,812,0.954171562867215
2018-06-01,08T,455,0.9912854030501089
2018-06-01,08Q,392,0.9053117782909931
2018-06-01,01C,511,0.8765008576329331
2018-06-01,07H,443,0.9326315789473684
2018-06-01,RTR,4,1.0
2018-06-01,03A,420,0.995260663507109
2018-07-01,05Y,565,0.7543391188251002
2018-07-01,03T,696,0.8345323741007195
2018-07-01,05D,500,0.9689922480620154
2018-07-01,08K,539,0.880718954248366
2018-07-01,10L,657,0.9591240875912409
2018-07-01,10Q,1307,0.926950354609929
2018-07-01,10V,295,0.8060109289617486
2018-07-01,99G,278,0.9788732394366197
2018-07-01,08N,532,0.9925373134328358
2018-07-01,99H,456,0.9306122448979591
2018-07-01,04V,709,0.9066496163682864
2018-07-01,11M,1285,0.7255787690570299
2018-07-01,06W,293,0.7043269230769231
2018-07-01,RJ8,0,0.0
2018-07-01,07N,354,0.959349593495935
2018-07-01,08A,350,0.9887005649717514
2018-07-01,04L,293,0.8720238095238095
2018-07-01,RRE,7,0.5833333333333334
2018-07-01,05V,422,0.985981308411215
2018-07-01,02N,285,1.0
2018-07-01,07G,394,0.9448441247002398
2018-07-01,09L,346,0.9914040114613181
2018-07-01,RH8,1,1.0
2018-07-01,06T,590,0.9866220735785953
2018-07-01,07M,764,0.9009433962264151
2018-07-01,02H,799,0.9215686274509803
2018-07-01,01G,223,0.9529914529914529
2018-07-01,02E,440,1.0
2018-07-01,07V,856,0.9672316384180791
2018-07-01,04C,1002,0.8906666666666667
2018-07-01,05H,807,0.9438596491228071
2018-07-01,RXA,1,1.0
2018-07-01,09W,406,0.9164785553047404
2018-07-01,08P,221,0.9692982456140351
2018-07-01,01Y,758,0.9768041237113402
2018-07-01,02F,261,0.9354838709677419
2018-07-01,09N,321,0.8966480446927374
2018-07-01,99C,182,0.9891304347826086
2018-07-01,04H,302,0.934984520123839
2018-07-01,00L,301,0.9933993399339934
2018-07-01,03Y,140,0.8641975308641975
2018-07-01,04M,73,0.9864864864864865
2018-07-01,07H,475,0.95
2018-07-01,08Q,425,0.9139784946236559
2018-07-01,14A,0,0.0
2018-07-01,10K,230,0.8070175438596491
2018-07-01,07J,297,0.84375
2018-07-01,03E,212,0.9177489177489178
2018-07-01,08Y,383,0.9054373522458629
2018-07-01,RYW,0,0.0
2018-07-01,RCB,1,1.0
2018-07-01,03R,653,0.976083707025411
2018-07-01,08H,437,0.9909297052154195
2018-07-01,01X,641,0.993798449612403
2018-07-01,03X,138,0.92
2018-07-01,05R,480,0.897196261682243
2018-07-01,03M,249,0.9613899613899614
2018-07-01,RY2,4,1.0
2018-07-01,99F,302,0.9741935483870968
2018-07-01,00T,561,0.8398203592814372
2018-07-01,00V,264,0.9777777777777777
2018-07-01,RNU,1,0.2
2018-07-01,11X,723,0.844626168224299
2018-07-01,02D,225,0.6756756756756757
2018-07-01,07Y,577,0.7513020833333334
2018-07-01,02Q,176,0.8669950738916257
2018-07-01,10D,160,0.903954802259887
2018-07-01,01V,318,1.0
2018-07-01,08L,331,0.976401179941003
2018-07-01,10R,205,0.82
2018-07-01,03A,437,0.9909297052154195
2018-07-01,00C,195,0.9069767441860465
2018-07-01,05C,737,0.976158940397351
2018-07-01,12D,414,0.6561014263074485
2018-07-01,02P,633,0.975346687211094
2018-07-01,05T,466,0.8262411347517731
2018-07-01,07W,732,0.8394495412844036
2018-07-01,15F,1275,0.8726899383983573
2018-07-01,01D,362,0.9917808219178083
2018-07-01,14Y,1099,0.9972776769509982
2018-07-01,09A,283,0.8680981595092024
2018-07-01,01E,336,0.8275862068965517
2018-07-01,NLO,2,1.0
2018-07-01,RN3,0,0.0
2018-07-01,08G,743,0.9161528976572133
2018-07-01,99K,341,0.899736147757256
2018-07-01,R1D,3,1.0
2018-07-01,10E,280,0.9120521172638436
2018-07-01,15C,1057,0.8942470389170897
2018-07-01,RVW,1,0.5
2018-07-01,07T,376,0.9353233830845771
2018-07-01,08T,505,0.9882583170254403
2018-07-01,05J,310,0.9538461538461539
2018-07-01,112,1,1.0
2018-07-01,02M,374,0.9012048192771084
2018-07-01,08W,482,0.9659318637274549
2018-07-01,RFR,1,1.0
2018-07-01,02R,457,0.9827956989247312
2018-07-01,RV9,2,1.0
2018-07-01,09P,458,0.9934924078091106
2018-07-01,00K,641,1.0
2018-07-01,09E,297,0.8461538461538461
2018-07-01,00N,408,0.9855072463768116
2018-07-01,NNF,1,1.0
2018-07-01,05G,551,0.9666666666666667
2018-07-01,07Q,391,0.9873737373737373
2018-07-01,RXQ,5,1.0
2018-07-01,07K,445,0.9194214876033058
2018-07-01,RJ1,0,0.0
2018-07-01,01C,462,0.8651685393258427
2018-07-01,09G,590,0.8689248895434463
2018-07-01,00D,526,0.7225274725274725
2018-07-01,09C,220,0.8396946564885496
2018-07-01,08M,1253,0.8518014955812373
2018-07-01,04J,362,0.9402597402597402
2018-07-01,RY5,2,0.25
2018-07-01,08J,214,1.0
2018-07-01,11N,748,0.5289957567185289
2018-07-01,03V,93,0.8532110091743119
2018-07-01,08C,337,0.8219512195121951
2018-07-01,03L,204,0.9902912621359223
2018-07-01,05A,977,0.933142311365807
2018-07-01,13T,849,0.978110599078341
2018-07-01,06K,757,0.9558080808080808
2018-07-01,03K,382,0.9845360824742269
